STAND 1, SURVEY DATE: 1 Sep 1985, OBSERVERS: R.A. Ellis (#2), ROWS: 0,2,4, M.S. Ross (#3), ROWS: 4,6,8, DATA ENTRY: 6 Dec 1995	(note: RAE data from row 4 in 4a-4i below; RAE used therm "M")

QUAD  0A    0C	  0E	0G    0I    2I	  2G	2E    2C    2A	  4A	4C    4E    4G	  4I	6I    6G    6E	  6C	6A    8A    8C	  8E	8G    8I    4a	  4c	4e    4g    4i

PIBA   2.0  12.0   3.0	 5.0   8.0   3.0  10.0	 6.0   8.0  12.0   5.0	 5.0   2.0   5.0   6.0	 4.0  15.0   2.0   6.0	 8.0   0.5  12.0   0.5	 9.0   7.0   4.0   5.0	 2.0   5.0   7.0
PIGL   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.5	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.5
POTR   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.5   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.5   0.0   0.0
ALCR   0.0   0.0   1.0	 0.5   8.0   4.0   0.0	 0.0   0.0   1.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
AMAL   0.1   0.5   0.1	 0.1   1.0   0.1   0.5	 0.5   0.1   0.1   0.5	 1.0   2.0   0.0   0.01  0.01  1.0   0.5   1.0	 1.0   0.0   0.1   0.1	 0.5   0.1   0.5   0.5	 1.0   0.0   0.01
ARUV   5.0   1.0   7.0	10.0   2.0   3.0   8.0	15.0   5.0   3.0   5.0	 8.0   7.0  15.0  22.0	20.0  30.0  14.0  15.0	12.0   8.0  35.0   6.0	15.0  25.0   4.0  10.0	 4.0  12.0  15.0
PRPE   0.1   0.0   0.0	 0.1   0.0   0.5   0.1	 0.1   0.0   0.0   0.0	 0.0   0.0   0.0   0.1	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.5
PRVI   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
ROAC   0.5   0.1   0.0	 0.0   0.1   0.5   0.0	 0.0   0.1   0.1   0.1	 1.0   2.0   0.5   0.1	 0.1   0.5   0.5   0.0	 0.5   0.0   0.0   0.1	 0.0   0.1   0.1   1.0	 1.0   0.5   0.1
