year,tree_id,ring_width_mm
1968,8_wo,23
1968,9_wo,36
1968,10_wo,39
1967,1_wo,55
1967,2_wo,112
1967,3_wo,46
1967,4_wo,52
1967,5_wo,51
1967,6_wo,37
1967,7_wo,110
1967,8_wo,20
1967,9_wo,50
1967,10_wo,62
1966,1_wo,67
1966,2_wo,101
1966,3_wo,29
1966,4_wo,83
1966,5_wo,64
1966,6_wo,49
1966,7_wo,156
1966,8_wo,25
1966,9_wo,61
1966,10_wo,57
1965,1_wo,108
1965,2_wo,109
1965,3_wo,39
1965,4_wo,44
1965,5_wo,82
1965,6_wo,65
1965,7_wo,193
1965,8_wo,26
1965,9_wo,100
1965,10_wo,74
1964,1_wo,124
1964,2_wo,98
1964,3_wo,37
1964,4_wo,43
1964,5_wo,80
1964,6_wo,55
1964,7_wo,203
1964,8_wo,25
1964,9_wo,93
1964,10_wo,84
1963,1_wo,102
1963,2_wo,124
1963,3_wo,55
1963,4_wo,26
1963,5_wo,74
1963,6_wo,52
1963,7_wo,243
1963,8_wo,23
1963,9_wo,98
1963,10_wo,90
1962,1_wo,85
1962,2_wo,78
1962,3_wo,60
1962,4_wo,58
1962,5_wo,58
1962,6_wo,39
1962,7_wo,150
1962,8_wo,33
1962,9_wo,76
1962,10_wo,70
1961,1_wo,105
1961,2_wo,102
1961,3_wo,53
1961,4_wo,60
1961,5_wo,65
1961,6_wo,52
1961,7_wo,166
1961,8_wo,67
1961,9_wo,95
1961,10_wo,46
1960,1_wo,125
1960,2_wo,129
1960,3_wo,72
1960,4_wo,59
1960,5_wo,68
1960,6_wo,105
1960,7_wo,194
1960,8_wo,40
1960,9_wo,129
1960,10_wo,11
1959,1_wo,107
1959,2_wo,105
1959,3_wo,57
1959,4_wo,62
1959,5_wo,86
1959,6_wo,61
1959,7_wo,201
1959,8_wo,46
1959,9_wo,101
1959,10_wo,70
1958,1_wo,79
1958,2_wo,103
1958,3_wo,68
1958,4_wo,64
1958,5_wo,98
1958,6_wo,64
1958,7_wo,196
1958,8_wo,50
1958,9_wo,122
1958,10_wo,81
1957,1_wo,111
1957,2_wo,114
1957,3_wo,69
1957,4_wo,59
1957,5_wo,90
1957,6_wo,81
1957,7_wo,180
1957,8_wo,34
1957,9_wo,135
1957,10_wo,94
1956,1_wo,111
1956,2_wo,92
1956,3_wo,66
1956,4_wo,45
1956,5_wo,24
1956,6_wo,74
1956,7_wo,172
1956,8_wo,37
1956,9_wo,169
1956,10_wo,90
1955,1_wo,113
1955,2_wo,105
1955,3_wo,46
1955,4_wo,49
1955,5_wo,24
1955,6_wo,67
1955,7_wo,154
1955,8_wo,30
1955,9_wo,157
1955,10_wo,81
1954,1_wo,85
1954,2_wo,81
1954,3_wo,50
1954,4_wo,64
1954,5_wo,30
1954,6_wo,50
1954,7_wo,175
1954,8_wo,47
1954,9_wo,125
1954,10_wo,121
1953,1_wo,73
1953,2_wo,28
1953,3_wo,61
1953,4_wo,26
1953,5_wo,53
1953,6_wo,46
1953,7_wo,105
1953,8_wo,29
1953,9_wo,52
1953,10_wo,118
1982,1_wy,33
1982,2_wy,35
1982,3_wy,33
1982,4_wy,82
1982,5_wy,36
1982,6_wy,61
1982,7_wy,41
1982,8_wy,20
1982,9_wy,90
1982,10_wy,22
1981,1_wy,43
1981,2_wy,24
1981,3_wy,35
1981,4_wy,139
1981,5_wy,39
1981,6_wy,49
1981,7_wy,34
1981,8_wy,23
1981,9_wy,66
1981,10_wy,14
1980,1_wy,41
1980,2_wy,35
1980,3_wy,32
1980,4_wy,147
1980,5_wy,64
1980,6_wy,51
1980,7_wy,44
1980,8_wy,30
1980,9_wy,57
1980,10_wy,34
1979,1_wy,51
1979,2_wy,38
1979,3_wy,19
1979,4_wy,146
1979,5_wy,60
1979,6_wy,66
1979,7_wy,22
1979,8_wy,24
1979,9_wy,83
1979,10_wy,47
1978,1_wy,78
1978,2_wy,45
1978,3_wy,27
1978,4_wy,176
1978,5_wy,51
1978,6_wy,69
1978,7_wy,12
1978,8_wy,15
1978,9_wy,56
1978,10_wy,46
1977,1_wy,89
1977,2_wy,51
1977,3_wy,45
1977,4_wy,155
1977,5_wy,53
1977,6_wy,69
1977,7_wy,36
1977,8_wy,24
1977,9_wy,58
1977,10_wy,54
1976,1_wy,88
1976,2_wy,64
1976,3_wy,58
1976,4_wy,189
1976,5_wy,76
1976,6_wy,85
1976,7_wy,37
1976,8_wy,23
1976,9_wy,100
1976,10_wy,87
1975,1_wy,56
1975,2_wy,89
1975,3_wy,53
1975,4_wy,189
1975,5_wy,79
1975,6_wy,49
1975,7_wy,38
1975,8_wy,21
1975,9_wy,89
1975,10_wy,47
1974,1_wy,60
1974,2_wy,51
1974,3_wy,31
1974,4_wy,158
1974,5_wy,80
1974,6_wy,51
1974,7_wy,26
1974,8_wy,11
1974,9_wy,83
1974,10_wy,65
1973,1_wy,114
1973,2_wy,62
1973,3_wy,58
1973,4_wy,181
1973,5_wy,100
1973,6_wy,23
1973,7_wy,34
1973,8_wy,17
1973,9_wy,41
1973,10_wy,58
1972,1_wy,131
1972,2_wy,136
1972,3_wy,64
1972,4_wy,189
1972,5_wy,96
1972,6_wy,16
1972,7_wy,66
1972,8_wy,34
1972,9_wy,49
1972,10_wy,92
1971,1_wy,129
1971,2_wy,150
1971,3_wy,113
1971,4_wy,235
1971,5_wy,160
1971,6_wy,42
1971,7_wy,64
1971,8_wy,41
1971,9_wy,67
1971,10_wy,184
1970,1_wy,123
1970,2_wy,177
1970,3_wy,72
1970,4_wy,293
1970,5_wy,111
1970,6_wy,52
1970,7_wy,64
1970,8_wy,42
1970,9_wy,71
1970,10_wy,132
1969,1_wy,132
1969,2_wy,127
1969,3_wy,59
1969,4_wy,238
1969,5_wy,142
1969,6_wy,80
1969,7_wy,63
1969,8_wy,27
1969,9_wy,56
1969,10_wy,124
1968,1_wy,122
1968,2_wy,106
1968,3_wy,77
1968,4_wy,326
1968,5_wy,160
1968,6_wy,76
1968,7_wy,64
1968,8_wy,41
1968,9_wy,49
1968,10_wy,150
1967,1_wy,145
1967,2_wy,121
1967,3_wy,76
1967,4_wy,249
1967,5_wy,176
1967,6_wy,122
1967,7_wy,59
1967,8_wy,41
1967,9_wy,47
1967,10_wy,171
1966,1_wy,157
1966,2_wy,106
1966,3_wy,68
1966,4_wy,260
1966,5_wy,188
1966,6_wy,143
1966,7_wy,71
1966,8_wy,53
1966,9_wy,71
1966,10_wy,84
1965,1_wy,177
1965,2_wy,98
1965,3_wy,97
1965,4_wy,261
1965,5_wy,218
1965,6_wy,77
1965,7_wy,105
1965,8_wy,52
1965,9_wy,72
1965,10_wy,80
1964,1_wy,218
1964,2_wy,119
1964,3_wy,115
1964,4_wy,327
1964,5_wy,230
1964,6_wy,149
1964,7_wy,147
1964,8_wy,127
1964,9_wy,97
1964,10_wy,71
1963,1_wy,256
1963,2_wy,153
1963,3_wy,135
1963,4_wy,369
1963,5_wy,227
1963,7_wy,169
1963,8_wy,93
1963,9_wy,131
1963,10_wy,208
1962,1_wy,159
1962,2_wy,119
1962,3_wy,123
1962,4_wy,365
1962,5_wy,205
1962,7_wy,134
1962,8_wy,84
1962,9_wy,138
1962,10_wy,217
1961,1_wy,179
1961,2_wy,101
1961,3_wy,79
1961,4_wy,366
1961,5_wy,231
1961,7_wy,134
1961,8_wy,70
1961,9_wy,118
1961,10_wy,166
1960,1_wy,173
1960,2_wy,129
1960,3_wy,146
1960,4_wy,409
1960,5_wy,236
1960,7_wy,187
1960,8_wy,92
1960,9_wy,71
1960,10_wy,142
1959,1_wy,248
1959,2_wy,166
1959,3_wy,136
1959,4_wy,337
1959,5_wy,219
1959,7_wy,216
1959,8_wy,106
1959,9_wy,80
1959,10_wy,171
1958,1_wy,223
1958,2_wy,182
1958,3_wy,177
1958,4_wy,495
1958,5_wy,211
1958,7_wy,251
1958,8_wy,150
1958,9_wy,106
1958,10_wy,183
1957,1_wy,187
1957,2_wy,173
1957,3_wy,194
1957,4_wy,396
1957,5_wy,162
1957,7_wy,215
1957,8_wy,122
1957,9_wy,176
1957,10_wy,264
1956,1_wy,232
1956,2_wy,168
1956,3_wy,168
1956,4_wy,423
1956,5_wy,235
1956,7_wy,265
1956,8_wy,131
1955,2_wy,204
1955,3_wy,191
1955,4_wy,438
1955,7_wy,346
1955,8_wy,214
1955,9_wy,132
1955,10_wy,1955
1954,8_wy,166
1954,9_wy,150
1954,10_wy,1954
1953,9_wy,175
1953,10_wy,1953
