stand,year,month,day,stand_size,quad,AULPAL,BRASAL,CERPUR,DICPOL,DICSCO,DITFLE,DREUNC,EURPUL,HYLSPL,ORTFLA,PLESCH,POHNUT,POLJUN,POLPIL,PTICIL,PTIPUL,PTICC,SPLSPP,TETANG,TOMNIT,CETCUC,CETERI,CETNIV,CLAMIT,CLARAN,CLASTE,CLAAMA,CLACAP,CLACAR,CLACEN,CLACHL,CLACOC,CLACON,CLACOR,CLACRP,CLACRT,CLAGON,CLAGRA,CLAMUL,CLAPHY,CLAPYX,CLASQU,CLASUB,CLAUNC,CLAVER,LECGRA,PELAPH,PELMAL,PELPUL,PELRUF,STEALP,BRYSPP,CETHAL,CETPIN,EVEMES,HYPPHY,PARELE,PARSUL,PARAMB,PARHYP,PLAGLA,USNSPP,PELCAN,DISCAP,DICFUS,POLCOM
RL,1981,8,0,25,8E,0,0,0.1,1,0,0,0,0,0.01,0,3,0,0.1,0,0,0.1,1,0,0,0,0,0.01,0,55,0,0.1,0,0,0,0,0.01,0,0,0.1,0,0.01,0,0.1,0.1,0.01,0,0,0,0.01,0,0,0.1,2,0,0,0,0.01,0.01,0.01,0,0.1,0,0,0.1,0.1,0,1,0,0,0,0
RL,1981,8,0,25,8G,0,0,0,1,0,0,0,0,0.1,0,3,0,0.01,0,0,0.01,0,0,0,0,0,0,0,75,0,1,0,0,0,0,0.01,0,0,0.1,0,0.01,0.01,0.1,0.01,0,0,0,0,0,0,0,0.1,5,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0,0.01,0,0,0,0
RL,1981,8,0,25,8I,0,0,0,0.1,0,0,0,0,0.1,0,1,0,0.1,0,0,0,0,0,0,0,0,0.01,0,85,0,0,0,0,0,0,0,0,0,1,0,0,0.01,0.1,0.1,0.01,0,0,0,0,0,0,0.1,3,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0,0.01,0,0,0,0
LF,1981,8,0,25,0A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,65,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0.1,1,0.1,0.01,0,0,0.1,0,0,0,2,0,0,0,0.01,0.01,0.01,0.01,0.1,0,0,0.01,0.01,0,0.01,0,0,0,0
LF,1981,8,0,25,0C,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,75,0,2,0,0,0,0,0.1,0,0,1,0,0.01,0.01,1,0.1,0.1,0,0,0,1,0,0,0,1,0,0,0,0.01,0.01,0.1,0.01,0.01,0,0,0.01,0.01,0,0.01,0,0,0,0
LF,1981,8,0,25,0E,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0.01,0.1,0,0,0,0,0.1,0.01,75,0.01,2,0,0,0,0,0,0.01,0,1,0,0.01,0,1,0.1,0.1,0,0,0,1,0,0,0,2,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0,0.1,0.01,0,0.01,0,0,0,0
LF,1981,8,0,25,0G,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0.1,0.1,75,0.01,1,0,0,0,0,0.01,0,0,0.1,0,0,0,0.1,0,0.1,0,0,0,0.1,0,0,0,3,0,0,0,0.01,0.1,0.1,0.1,0.1,0,0,0.1,0.01,0,0.1,0,0,0,0
LF,1981,8,0,25,0I,0,0,0,1,0,0,0,0,0.1,0,1,0,0,0,0,0,1,0,0,0,0,0.1,0,50,0,1,0,0,0,0,0,0,0,0.01,0,0,0,0.1,0,0,0,0,0,0.01,0,0,0,2,0,0,0,0.01,1,0.01,0.1,1,0,0,0.01,0.01,0,1,0,0,0,0
LF,1981,8,0,25,4A,0,0,0,2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,75,0,1,0,0,0,0,0.1,0,0,1,0,0,0,1,0.01,0.01,0,0,0,0.01,0,0,0,1,0,0,0,0.01,0.1,0.01,0.01,1,0,0,0.01,0.01,0,0.01,0,0,0,0
LF,1981,8,0,25,4C,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.1,70,0,2,0,0,0,0,0.01,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0.01,0,0,0,1,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0,0.01,0,0,0,0
LF,1981,8,0,25,4E,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,0,75,0.01,2,0,0,0,0.01,0.01,0,0,2,0.01,0.01,0.01,2,0,0.1,0,0.01,0,0.1,0,0,0,2,0,0,0,0.01,0.01,0.1,0.01,0.01,0,0,0.1,0.1,0,0.01,0,0,0,0
LF,1981,8,0,25,4G,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.01,60,0,0.1,0,0,0,0,0,0,0,2,0,0.01,0,1,0,0.01,0,0,0,1,0,0,0,0.1,0,0,0,0.01,0.01,0.01,0.01,0.1,0,0,0.1,0.01,0,0.01,0,0,0,0
LF,1981,8,0,25,4I,0,0,0,1,0,0,0,0,0.01,0,0.1,0,0,0,0,0.01,0.01,0,0,0,0,0.1,0,75,0.01,2,0,0,0,0,0.1,0,0,1,0,0,0,0.1,0.01,0,0,0,0,0.01,0,0,0,0.1,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0,0.01,0,0,0,0
LF,1981,8,0,25,8A,0,0,0,1,0,0,0,0,0.01,0,3,0,0.01,0,0,0,0.1,0,0,0,0,0.01,0,70,0,2,0,0.01,0,0,0,0,0,1,0,0.01,0.01,0.1,0,0,0,0,0,1,0,0,0,2,0,0,0,0.01,0.01,1,0.01,0.1,0,0,0.1,0.01,0,0.01,0,0,0,0
LF,1981,8,0,25,8C,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0.01,0,0,0,0,1,0.01,75,0,1,0.01,0,0,0,0.01,0,0,0.1,0,0,0,0.1,0.1,0.1,0,0,0,0.1,0,0,0,3,0,0,0,0.01,0.01,0.01,0.01,0.1,0,0,0.1,0.01,0,0.01,0,0,0,0
LF,1981,8,0,25,8E,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,60,0,5,0,0,0,0,0.01,0,0,0.1,0,0,0,0.1,0,0.01,0,0,0,1,0,0,0,2,0,0,0,0.01,0.01,0.01,0.01,0.1,0,0,0.01,0.01,0,0.01,0,0,0,0
LF,1981,8,0,25,8G,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.01,75,0,2,0,0,0,0,0,0,0,0.1,0,0,0.01,0.1,0.1,0.1,0,0,0,1,0,0,0.01,1,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0,0,0.01,0,0.01,0,0,0,0
LF,1981,8,0,25,8I,0,0,0,1,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0.1,0.1,80,0,0.1,0,0,0,0.01,0.01,0,0,0.1,0,0,0.01,0.1,0,0.1,0,0,0,0.1,0,0,0,2,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0,0.01,0,0,0,0
MO,1981,8,0,25,0A,0,0,0,1,0,0,0,0,0.1,0,7,0,0.1,0,0,0,0,0,0,0,0,0,0,40,0,0.01,0,0,0,0,0.01,0.01,0,0.1,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,4,0,0,0,0.01,0.01,0.01,0.01,0.1,0,0,0.01,0.01,0,0.1,0,0,0,0
MO,1981,8,0,25,0C,0,0,0,1,0.01,0,0,0,2,0,10,0,1,0,0,0,0,0,0,0,0,0,0,70,0,0.1,0,0,0,0,0.01,0,0,1,0,0,0,0.1,0,0.01,0,0,0,0,0,0,0,3,0,0,1,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.01,0,0,0,0
MO,1981,8,0,25,0E,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0.1,0,0,0,0,0,0.1,0,8,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,2,0.1,0.1,0,0,0,0,0,0,0,2,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0,0.01,0,0,0,0
MO,1981,8,0,25,0G,0,0,0,2,0.1,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0.01,0.1,0.01,0,1,0,0,0.01,1,0.1,0.01,0,0,0,0,0,0,0,1,0,0,0,0.01,0.01,0.01,0.01,0.1,0,0.01,0.01,0.01,0,0.1,0,0,0,0
MO,1981,8,0,25,0I,0,0,0,5,0,0,0,0,0,0,1,0,0.1,0,0,0.01,0,0,0,0,0,0.01,0,20,0,0,0,0,0,0,0.01,0.1,0,2,0,0,0,3,0.1,0,0.01,0,0,0,0,0,0,3,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,1,0,0,0,0
MO,1981,8,0,25,4A,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0.1,0,40,0,0,0.1,0,0,0,0,0,0,1,0,0,0,2,0.1,0.1,0,0,0,0,0,0,0,2,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0,0.01,0,0,0,0
MO,1981,8,0,25,4C,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0.1,0,0,0,0,0,0.1,0,15,0,0.1,0,0,0,0,0.1,0.01,0,0.1,0,0.01,0.01,2,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0.01,0.01,0.01,0.01,0.1,0,0.01,0.01,0.01,0,0.1,0,0,0,0
MO,1981,8,0,25,4E,0,0,0,1,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,10,0,0,0.01,0,0,0,1,0,0,0.1,0,0,0,1,0.1,0.01,0,0,0,0,0,0,0,0.1,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0,0.01,0,0,0,0
MO,1981,8,0,25,4G,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.1,0,25,0,0.01,0.01,0,0,0,0.01,0,0,1,0,0.01,0,2,0,0.1,0,0,0,0,0,0,0,5,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0,0.1,0.01,0,0.01,0,0,0,0
MO,1981,8,0,25,4I,0,0,0,4,0,0,0,0,0.1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0.1,0,0,0,0,0,0,0,0.1,0,0.01,0.01,0.1,0.1,0,0,0,0,0,0,0,0.1,3,0,0,0,0.01,0.01,0.01,0.01,0.1,0,0.01,0.1,0.01,0,0.1,0,0,0,0
MO,1981,8,0,25,8A,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0,40,0,0.1,0.1,0,0,0,0.01,0.1,0,1,0,0.01,0,2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.01,0,0,0,0
MO,1981,8,0,25,8C,0,0,0,2,0.01,0,0,0,0.1,0,1,0,3,0,0,0,0,0,0,0,0,0.1,0,75,0.01,0.1,0.1,0,0,0,0,0,0,1,0,0.1,0.01,1,0.1,0.1,0,0,0,0,0,0,0,1,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.01,0,0,0,0
MO,1981,8,0,25,8E,0,0,0,2,0,0,0,0,0.01,0,0.1,0,0.01,0,0,0,0,0,0,0,0,0.01,0,65,0,0.01,0,0,0,0.01,0.1,0,0,0.1,0,0,0,2,0.1,0.1,0,0,0,0,0,0,0,7,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.01,0,0,0,0
MO,1981,8,0,25,8G,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,80,0,0,0,0,0,0,0.1,0.01,0,2,0,0.01,0.01,1,0.1,0,0,0,0,0,0,0,0,3,0,0,0,0.01,0.01,0.1,0.01,0.1,0,0.1,0.01,0.1,0,0.1,0,0,0,0
MO,1981,8,0,25,8I,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0.01,0,0,0,0,0,0,0,0.1,0,15,0,0,0,0,0,0,0.01,0,0,1,0,0,0,2,0.1,0.1,0,0,0,0,0,0,0,2,1,0,0,0.01,0,0.01,0.01,0.01,0,0,0.01,0.01,0,0.01,0,0,0,0
OP,1981,8,0,25,0A,0,0,0,0.01,0,0,0,0,0,0,0,0,1,0.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0.01,0.01,0.1,0.01,0.01,0,0,0,0.1,0,0,0.01,2,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.1,0,0,0,0
OP,1981,8,0,25,0C,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0.01,0,0.1,0.01,0,0.01,0.01,0,0,0,0.01,0,0,0,1,0,0,0,0.01,0.01,0.01,0.01,0.1,0,0.01,0.01,0.01,0,0.01,0,0,0,0
OP,1981,8,0,25,0E,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.01,0.01,0,0.1,2,0,0,0,0.01,0.01,0.1,0.01,0.01,0,0.01,0.1,0.01,0,0.01,0,0,0,0
OP,1981,8,0,25,0G,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0.1,0,0.01,0.1,0.1,0,0,0,0.1,0,0,0,1,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.01,0,0,0,0
OP,1981,8,0,25,0I,0,0,0,0.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.1,0.01,0,0.1,0,0.01,0,1,0.1,0.01,0,0,0,1,0,0,0.1,2,0,0,0,0.01,0.01,0.01,0.01,0.1,0,0.01,0.01,0.01,0,0.01,0,0,0,0
OP,1981,8,0,25,4A,0,0,0,0.01,0.1,0,0,0,0,0,0,0,0.1,0.01,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0.01,0,1,0,0.01,0,0.1,0.1,1,0,0,0,0.01,0,0,0,1,0,0,0,0.01,0.01,0.01,0.01,0.1,0,0.01,0.01,0.01,0,0.1,0,0,0,0
OP,1981,8,0,25,4C,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0.1,0.01,0,0.1,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0.1,0,1,0,0.01,0.01,0.1,0,1,0,0,0,0.01,0.01,0,0,1,0,0,0,0.01,0.01,0.01,0.01,0.1,0,0.01,0.1,0.01,0,0.1,0,0,0,0
OP,1981,8,0,25,4E,0,0,0,1,1,0,0,0,0.01,0,1,0,0.01,0.1,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0.1,0.1,0,0,0,0.01,0,1,0.1,0.1,0,0,0,0.01,0,0,0.01,3,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0,0.1,0.01,0,0.01,0,0,0,0
OP,1981,8,0,25,4G,0,0,0,0.1,0.1,0,0,0,0.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,1,0,0,0,0,0.01,0,0,0,2,0,0,0,0.01,0.01,0.01,0.01,0.1,0,0.1,0.01,0.1,0,0.1,0,0,0,0
OP,1981,8,0,25,4I,0,0,0,0.1,0.1,0,0,0,0,0,1,0,0.01,0,0,0,0,0,0,0,0,0.01,0,1,0,0,0,0.01,0,0,0.1,0,0.1,1,0,0.01,0,0.1,0.01,1,0,0,0,0.01,0.01,0,0.01,1,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.1,0.01,0,0.1,0,0,0,0
OP,1981,8,0,25,8A,0,0,0,0.1,0.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0.01,0,0.01,0.01,0.01,0.01,0,0,0,0,0.01,0,0,0,0.1,0,0,0,0.01,0.01,0.01,0.01,0.1,0,0.01,0.01,0.01,0,0.1,0,0,0,0
OP,1981,8,0,25,8C,0,0,0,1,2,0,0,0,0,0,2,0,0.1,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0.1,0,0.01,0,0.01,0.1,0.1,0,0,0,0,0,0,0.1,1,0,0,0,0.01,0.01,0.1,0.01,0.1,0,0.01,0.1,0.1,0,0.1,0,0,0,0
OP,1981,8,0,25,8E,0,0,0,0.1,0.1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.1,0,1,0,0,0.01,1,1,0.1,0,0,0,2,0,0,0,4,0,0,0,0.01,0.01,0.01,0.01,0.1,0,0.1,0.01,0.01,0,0.1,0,0,0,0
OP,1981,8,0,25,8G,0,0,0,1,3,0,0,0,0.01,0,2,0,0,0.01,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0.1,0.1,0.1,0,0,0,0.01,0,0,0,1,0,0,0,0.01,0.01,0.01,0.01,0.1,0,0.01,0.1,0.01,0,0.1,0,0,0,0
OP,1981,8,0,25,8I,0,0,0,0.1,0.1,0,0,0,0.1,0,4,0,0.1,0,0,0,0,0,0,0,0,0,0,3,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.1,0,0,0.1,3,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.01,0,0,0,0
BP,1981,8,0,25,0A,0,0.01,0,0.01,0,0,0,0.01,4,0,2,0,0,0,0,0,0.01,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0.01,0,0.1,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0.1,0,0,0,0,0.01,0.01,0.1,0.01,0.1,0,0,0.1,0,0,0.01,0,0,0,0
BP,1981,8,0,25,0C,0,0,0,0.1,0,0,0,0,15,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0.01,0.01,0.1,0,0.1,0,0,0,0,0,0.01,0,0,0,0
BP,1981,8,0,25,0E,0,0,0,0,0,0,0,0.01,1,0,0.1,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0.1,0.1,0.1,0,0,0,0,0,0,3,0,0,1,0,0.01,0.01,0.1,0.01,0.1,0,0,0.01,0.01,0,0.01,0,0,0,0
BP,1981,8,0,25,0G,0,0,0,0,0,0,0,0,2,0,6,0,0.01,0,0,0.1,1,0,0,0.01,0,0,0,3,0,0,0,0,0,0.01,0,0.01,0,0.1,0,0.01,0,0.1,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.1,0,0.1,0,0,0.1,0.01,0,0.01,0,0,0,0
BP,1981,8,0,25,0I,0,0,0,0.1,0,0,0,0,1,0,5,0,0.01,0,0,0.1,0.1,0,0,0,0,0,0.01,35,0,0.01,0,0,0,0,0,0,0,0.1,0,0,0,0.01,0.1,0.1,0,0,0,0,0,0,1,1,0,0,0.01,0.01,0.01,1,0,0.01,0,0,0.1,0,0,0.01,0,0,0,0
BP,1981,8,0,25,4A,0,0,0,0.01,0.01,0,0,0,3,0,2,0,0.01,0,0,0.01,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0.01,0,0,0,0.01,0,0,0.1,0,0,0.1,0.1,0.01,0.1,0.1,0,0.1,0,0,0.1,0.1,0,0.01,0,0,0,0
BP,1981,8,0,25,4C,0,0,0,0,0.01,0,0,0,0,0,2,0,0,0,0,0.1,0.1,0,0,0,0,0,0,5,0,0,0,0,0,0.01,0,0.01,0,1,0,0,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.01,0.1,0.1,0.01,0.1,0,0,0.1,0.1,0,0.01,0,0,0,0
BP,1981,8,0,25,4E,0,0.01,0,0.01,0,0,0,0,2,0,3,0,0.01,0,0,0,0.1,0.01,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.1,0,0.01,0.01,0.1,1,0.01,0,0,0,0,0,0,0.1,1,0,0.01,0,0.01,0.01,0.1,0,0.1,0,0,0.1,0.01,0,0.01,0,0,0,0
BP,1981,8,0,25,4G,0,0,0,0,0,0,0,0,0.01,0,0.1,0,0.01,0,0,0.1,0,0,0,0,0,0,0,7,0,0,0,0,0,0.01,0,0.01,0,0.1,0,0.01,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,0.01,0.1,0,0,0.01,0.1,0,0.01,0,0,0,0
BP,1981,8,0,25,4I,0,0,0,0,0,0,0,0,0.01,0,0.1,0,0,0,0,0.01,0.1,0,0,0,0,0,0,25,0,0.01,0,0,0,0.01,2,0.01,0,2,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0.01,1,0,0,0,0,0.01,0.1,0,0.01,0,0,0.1,0.01,0,0,0,0,0,0
BP,1981,8,0,25,8A,0,0,0.01,0.01,0,0,0,0,1,0,2,0,0.01,0,0,0.01,1,0,0,0,0,0,0.01,8,0,0,0,0,0,0.01,0.01,0.01,0,1,0,0.01,0.01,0,0.1,0.1,0,0,0,0,0,0,1,1,0,1,0,0.01,0,0.01,0,0.01,0,0,0.1,0.01,0,0.01,0,0,0,0
BP,1981,8,0,25,8C,0,0,0,0.01,0.1,0,0,0,2,0,3,0,0,0,0,0.1,0.1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.01,0,0.1,0,0,0,0.01,0.1,0.01,0,0,0,0,0.01,0,0.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BP,1981,8,0,25,8E,0,0,0,0.01,0,0,0,0,1,0,3,0,0,0,0,0,0.01,0,0,0,0,0,0,7,0,0,0,0,0,0.01,0.1,0.01,0,1,0,0,0.01,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.01,0.01,0.1,0,0.1,0,0,0.01,0.01,0,0.01,0,0,0,0
BP,1981,8,0,25,8G,0,0,0,0.01,0.01,0,0,0,1,0,7,0,0,0,0,0.1,0,0,0,0,0,0,0,6,0,0,0,0,0,0.01,0.01,0,0,1,0,0,0,0.01,0.1,0.1,0,0,0,0,0,0,0.01,2,0,1,0.1,0.01,0.01,0.01,0,0.1,0,0.01,0.1,0.1,0,0.01,0,0,0,0
BP,1981,8,0,25,8I,0,0,1,0,0,0,0,0,0.01,0,3,0,0.1,0,0,0,1,0,0,0,0,0.01,0,7,0,0,0,0,0,0,0.01,0.01,0,0.1,0,0,0.01,0,1,0.1,0,0,0.01,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.1,0,0.1,0,0.01,0.01,0.01,0,0.01,0,0,0,0
TT,1981,8,0,25,0A,0,0.01,0.1,0.1,0.01,0,0,0,3,0,3,0,0.1,0,0,0,0.01,0,0,0,0,0,0,1,0,0,0,0,0,0.01,0.01,0,0,0.1,0,0.01,0.01,0.1,0.01,0,0,0,0,0,0,0,1,0,0,0.1,1,0.01,0.01,0.01,0,0.01,0,0,0.01,0.01,0,0.1,0,0,0,0
TT,1981,8,0,25,0C,0,0,0,0.1,0.01,0,0,0,3,0,60,0,1,0,0,0.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.01,0.1,0,0,0.1,0,0.01,0.01,0.01,0.1,0.01,0,0,0,0,0,0,1,0,0,0,0,0.01,0.01,0.1,0,0.01,0,0,0.01,0.01,0,0.01,0,0,0,0
TT,1981,8,0,25,0E,0,0,0,0.1,0,0,0,0,2,0,20,0,1,0,0,0.1,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.01,0.01,0,0.1,0,0.01,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.1,1,0.01,0.01,0.1,0,0.01,0,0,0.01,0.01,0,0.01,0,0,0,0
TT,1981,8,0,25,0G,0,0,0,0.01,0.01,0,0,0,30,0,35,0.01,0.1,0,0,0.01,0.1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.01,0,0,0.01,0,0.01,0.01,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0,0.01,0,0,0,0
TT,1981,8,0,25,0I,0,0,0,0.1,0,0,0,0,3,0,8,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0.01,0,0,0,0.01,0,0,0,1,0,0.01,0.01,0.1,0.1,0,0,0,0,0,0,0,2,0,0,0.01,0.01,0.01,0.01,0.1,0,0.1,0,0,0.01,0.01,0,0.01,0,0,0,0
TT,1981,8,0,25,4A,0,0,0,0.1,0,0,0,0,15,0,65,0.01,0.01,0,0,0.01,0,0,0,0,0,0.01,0,0.1,0,0,0,0,0,0.01,0.01,0,0,0.01,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0.01,0.01,0.01,0,0.1,0,0,0.01,0.01,0,0.01,0,0,0,0
TT,1981,8,0,25,4C,0,0,0,0,0.01,0,0,0,15,0,60,0,0.01,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.01,0.01,0.1,0,0.1,0,0,0.01,0,0,0.01,0,0,0,0
TT,1981,8,0,25,4E,0,0,0,0.1,0,0,0,0,25,0,30,0,0.1,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.1,1,0,0.1,0,0.01,0.01,0.01,0,0.01,0,0,0.01,0.01,0,0.01,0,0,0,0
TT,1981,8,0,25,4G,0,0,0,0,0,0,0,0,20,0,30,0,0.1,0,0,0,1,0,0,0,0,0,0,0.1,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0.01,0.1,0.01,0,0,0,0,0,0,0.01,0,0,0.1,0.01,0.01,0.01,0.1,0,0.01,0,0,0.01,0.01,0,0.1,0,0,0,0
TT,1981,8,0,25,4I,0,0,0,0.1,0,0,0,0,20,0,50,0,0.1,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0.01,0.01,0.1,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0.01,0.1,0,0.01,0,0,0.01,0.01,0,0.01,0,0,0,0
TT,1981,8,0,25,8A,0,0,0,0,0,0,0,0,15,0,25,0,1,0,0,0,0.1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0.01,0.01,0.1,1,0.1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT,1981,8,0,25,8C,0,0,0,0.1,0,0,0,0,15,0,40,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0.01,0.01,0.01,0,0.01,0,0,0.01,0.01,0,0.1,0,0,0,0
