STAND 7, SURVEY DATE: 30 Jun & 2 Jul 1985, OBSERVERS: G.H. La Roi, Jul (#1), ROWS: 4,6,8, M.S. Ross, Jun (#3), ROWS: 0,2,4, DATA ENTRY: 20 Nov 1999 (note: GHLR used soil thermometer #??, MSR used #??)   )
        Mushrooms noted in several plots (0A,4E); MSR data from Row 4 in 4a-i below; NB Note: "It appears that MSR's CXDI = GHLR's CXIN; modify!" Retained as per data sheets; Carex data NEED critical analysis.

Quad  0A    0C    0E    0G    0I    2I    2G    2E    2C    2A    4A    4C    4E    4G    4I    6I    6G    6E    6C    6A    8A    8C    8E    8G    8I    4a    4c    4e    4g    4i

LALA   2.0   8.0   0.1   0.0   0.1   0.0   0.1   6.0   0.1   0.1   2.0   0.5   0.5   0.0   0.0   3.0   0.0   3.0   1.0   1.0   0.5   1.0   0.5   0.5   0.5   0.0   0.0   0.1   0.0   0.0
PIMA  15.0   7.0  20.0  25.0  18.0  12.0  30.0  12.0  22.0  18.0  28.0  25.0  16.0  25.0  12.0  30.0  27.0  33.0  25.0  15.0  19.0   7.0  15.0  25.0  20.0  20.0  16.0   7.0  20.0   9.0
ANPO   0.1   0.5   0.5   0.5   0.5   0.1   0.1   0.1   0.1   0.1   2.0   2.0   1.0   2.0   1.0   2.0   2.0   1.0   1.0   1.0   4.0   4.0   3.0   1.0   1.0   0.1   0.5   0.5   1.0   1.0
BEPU   2.0   1.0   0.0   3.0   0.0   3.0   1.0   3.0   0.0   1.0   1.0   3.0   5.0   1.0   5.0   3.0   2.0   4.0   4.0   3.0   5.0  11.0   8.0   2.0   3.0   0.5   2.0   5.0   3.0   8.0
LEGR   0.0   0.5   4.0   0.5   3.0   4.0   4.0   0.5   6.0   7.0  12.0   6.0   3.0   7.0   2.0   7.0  12.0   7.0   4.0   7.0   0.0   0.0   2.0  13.0   8.0   5.0   3.0   0.5   4.0   2.0
LOCA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   1.0   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
OXMI   0.0   0.5   0.1   0.1   0.5   0.01  0.5   0.5   0.5   0.1   0.5   0.5   1.0   1.0   1.0   0.0   0.5   1.0   0.0   1.0   0.0   0.0   0.0   0.5   0.01  0.1   1.0   0.5   0.1   0.5
SAAR   0.0   0.01  0.5   0.5   0.5   0.0   0.5   0.0   3.0   4.0   0.5   2.0   0.0   0.0   0.0   3.0   2.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   5.0   0.0   0.5   0.0
SABE   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0
SACA   2.0   0.5   0.5   0.5   0.5   1.0   0.5   1.0   1.0   1.0   0.01  0.5   0.1   1.0   2.0   0.0   2.0   0.5   1.0   0.1   0.5   1.0   1.0   0.5   0.5   0.0   2.0   1.0   0.5   3.0
SAMY   0.0   0.0   1.0   2.0  10.0   4.0   4.0   0.0   0.0   5.0   9.0   5.0   0.0   5.0   0.0   2.0   3.0   0.0   0.5   9.0   0.0   0.0   0.0   5.0   5.0  10.0   2.0   0.0   4.0   0.0
SAPE   0.5   0.5   1.0   0.5   0.1   0.5   0.1   0.5   0.5   0.0   1.0   0.1   1.0   3.0   0.5   1.0   0.5   0.5   0.5   1.0   2.0   2.0   2.0   1.0   0.5   0.0   0.5   2.0   3.0   0.5
VAMY   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
VAVI   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.1   1.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   2.0   2.0   0.0   0.0   0.0   0.0   0.0   0.1   0.5   0.0   0.0   0.0
ASBO   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0
CARO   0.0   0.1   0.1   0.5   0.1   0.1   0.1   0.1   0.0   0.01  0.0   0.01  0.0   0.01  0.0   0.01  0.01  0.01  0.1   0.0   0.01  0.0   0.1   0.01  0.01  0.0   0.0   0.1   0.1   0.0
COTR   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0

Quad  0A    0C    0E    0G    0I    2I    2G    2E    2C    2A    4A    4C    4E    4G    4I    6I    6G    6E    6C    6A    8A    8C    8E    8G    8I    4a    4c    4e    4g    4i
DRRO   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.01  0.01  0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0
GALA   0.0   0.0   0.1   0.0   0.0   0.0   0.01  0.1   0.0   0.1   0.0   0.0   0.01  0.01  0.1   0.01  0.01  0.01  0.01  0.01  0.01  0.1   0.1   0.01  0.01  0.0   0.0   0.1   0.0   0.5
GELI   0.0   0.0   0.0   0.0   0.1   0.1   0.0   0.0   0.0   0.0   0.1   0.1   0.0   0.01  0.0   0.0   0.1   0.0   0.1   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
HAHY   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.01  0.0   0.0   0.0   0.0   0.0
LIBO   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
METR   4.0   4.0   4.0   0.0   0.1   0.0   0.1   3.0   0.1   0.0   0.0   2.0   2.0   1.0   2.0   2.0   2.0   2.0   2.0   1.0   3.0   3.0   3.0   2.0   2.0   0.0   0.0   2.0   3.0   3.0
MINU   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.1   0.0   0.0   0.0
ORRO   0.0   0.5   0.0   2.0   0.5   0.1   0.5   0.0   0.0   0.1   0.0   0.0   0.5   1.0   0.0   0.0   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   1.0   0.0   0.0   1.0   1.0   0.0
PAPA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
POPA   3.0   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.5   0.1   0.5   1.0   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0
ORSE   0.0   0.1   0.1   0.1   0.1   0.0   0.0   0.01  0.1   0.0   0.1   0.0   0.01  0.1   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.1   0.0   0.0   0.1   0.0
PYCH   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
RUAC   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.5   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
SMTR   4.0   2.0   5.0   3.0   1.0   1.0   3.0   2.0   8.0   3.0   5.0   8.0   4.0   3.0   3.0   3.0   5.0   6.0   6.0   4.0   3.0   2.0   7.0   4.0   3.0   5.0   4.0   3.0   2.0   1.0
SPRO   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
TOGL   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.01  0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
CACA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
CXDI   4.0   1.0   0.5   4.0   3.0   0.0   0.5   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   1.0   0.0   1.0   0.0   0.0   1.0   0.0   0.5   1.0   4.0   0.1   0.1
CXGY   2.0   1.0   4.0   1.0   1.0   4.0   1.0   2.0   0.5   1.0   4.0   3.0   5.0   3.0   4.0   4.0   3.0   2.0   5.0   2.0   3.0   4.0   5.0   3.0   5.0   1.0   1.0   2.0   3.0   2.0
CXIN   0.5   2.0   0.5   0.0   0.0   0.0   0.0   0.5   0.0   0.0   1.0   2.0   4.0   0.5   2.0   0.5   1.0   1.0   3.0   2.0   1.0   5.0   3.0   0.0   1.0   0.0   0.0   0.5   0.0   0.0

Quad  0A    0C    0E    0G    0I    2I    2G    2E    2C    2A    4A    4C    4E    4G    4I    6I    6G    6E    6C    6A    8A    8C    8E    8G    8I    4a    4c    4e    4g    4i
CXLI   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
CXAQ   2.0   3.0   4.0   2.0   2.0   5.0   3.0   5.0   2.0   3.0   2.0   3.0   2.0   2.0   3.0   3.0   3.0   3.0   3.0   2.0   3.0   3.0   3.0   2.0   1.0   2.0   2.0   6.0   1.0   5.0
TRMA   0.1   0.1   0.1   0.1   0.0   0.1   0.0   0.1   0.0   0.0   0.0   0.0   0.1   0.1   0.1   0.0   0.0   0.01  0.01  0.0   0.01  0.1   0.01  0.1   0.1   0.0   0.0   0.1   0.1   0.0
EQFL   0.1   0.01  0.0   0.1   0.01  0.0   0.01  0.1   0.1   0.1   0.01  0.01  0.01  0.01  0.01  0.01  0.01  0.01  0.01  0.1   0.01  0.01  0.01  0.01  0.01  0.1   0.1   0.01  0.0   0.1
EQSC   0.1   0.1   1.0   0.1   0.1   0.1   0.5   0.1   0.5   0.1   0.1   0.1   0.01  0.1   0.01  0.1   0.1   0.1   0.1   1.0   0.1   0.01  0.1   0.1   0.1   0.1   0.1   0.1   0.5   0.1
MUGL   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
ARUV   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
ERGR   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
ARLA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
EPPA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
CXYL   0.5   0.1   0.0   0.0   0.0   0.1   0.0   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.5   0.01  0.0   0.1   0.0   0.0   0.0   0.0   0.1
CXSO   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
