stand,year,month,date,tree_tag,age,height_cm,basal_diameter_mm
2,1983,5,1983-05-31,421,7,9,7
2,1983,5,1983-05-31,422,9,21,3
2,1983,5,1983-05-31,423,7,17,4
2,1983,5,1983-05-31,424,4,8,3
2,1983,5,1983-05-31,425,9,9,9
2,1983,5,1983-05-10,426,8,14,6
2,1983,5,1983-05-31,427,7,17,4
2,1983,5,1983-05-31,428,6,10,3
2,1983,5,1983-05-31,431,9,17,6
2,1983,5,1983-05-10,433,4,13,3
2,1983,5,1983-05-31,434,6,15,2.5
2,1983,5,1983-05-31,435,10,60,12
2,1983,5,1983-05-31,437,4,6,2
2,1983,5,1983-05-31,439,2,22,3
2,1983,5,1983-05-31,440,7,15,4
2,1983,5,1983-05-31,441,9,13,3
2,1983,5,1983-05-31,442,6,10,9
2,1983,5,1983-05-31,444,8,16,5
2,1983,5,1983-05-31,445,3,7,2
2,1983,5,1983-05-10,446,6,24,6
2,1983,5,1983-05-31,447,7,8,7
2,1983,5,1983-05-31,448,12.5,8,12
2,1983,5,1983-05-10,449,4,9,3
2,1983,5,1983-05-31,452,3,14,3
2,1983,5,1983-05-31,453,8,13,3
2,1983,5,1983-05-10,455,4,9,3.5
2,1983,5,1983-05-31,456,3,23,4
2,1983,5,1983-05-31,457,4,25,4
2,1983,5,1983-05-10,462,5,11,3
2,1983,5,1983-05-10,464,3,13,3
2,1983,5,1983-05-31,465,11,16,8
2,1983,5,1983-05-31,468,7,13,5
2,1983,5,1983-05-10,469,7,12,7.5
2,1983,5,1983-05-31,470,2,8,2
2,1983,5,1983-05-31,471,5,10,3
2,1983,5,1983-05-31,472,7,19,7
2,1983,5,1983-05-31,473,11,17,10
2,1983,5,1983-05-31,476,5,17,6
2,1983,5,1983-05-10,477,5,15,2.5
2,1983,5,1983-05-10,479,2,6,1
2,1983,5,1983-05-31,482,7,7,4
2,1983,5,1983-05-31,483,6,12,5
2,1983,5,1983-05-31,484,7,16,7
2,1983,5,1983-05-31,485,4,9,4
2,1983,5,1983-05-31,487,6,12,4
2,1983,5,1983-05-31,488,8,11,8
2,1983,5,1983-05-10,490,7,13,3
2,1983,5,1983-05-10,491,8,11,4
2,1983,5,1983-05-10,492,7,27,8
2,1983,5,1983-05-10,494,4,11,3
2,1983,5,1983-05-31,497,2,22,3
2,1983,5,1983-05-31,603,7,13,3
2,1983,5,1983-05-31,605,5,2,NA
2,1983,5,1983-05-31,626,8,15,9
2,1983,8,1983-08-24,616,5,7,NA
2,1983,5,1983-05-31,617,4,8,1
2,1983,5,1983-05-31,695,5,8,1
2,1983,8,1983-08-24,708,10,10,5
2,1983,8,1983-08-23,711,4.5,10,2.8
2,1983,8,1983-08-24,712,8,7,3
2,1983,8,1983-08-24,715,4,7,2
2,1983,8,1983-08-24,719,10,2,7
2,1983,8,1983-08-24,721,8,13,3
2,1983,8,1983-08-24,733,8,12,4
2,1983,8,1983-08-24,738,9,10,3
2,1984,NA,NA,55,NA,4,3
2,1984,NA,NA,57,NA,107,24
2,1984,NA,NA,59,NA,12,5
2,1984,NA,NA,91,NA,21,5
2,1984,NA,NA,97,NA,12,3
2,1984,NA,NA,98,NA,9,2
2,1984,NA,NA,403,NA,13,5
2,1984,NA,NA,405,NA,11,4
2,1984,NA,NA,406,NA,8,6
2,1984,NA,NA,408,NA,28,3
2,1984,NA,NA,410,NA,12,6
2,1984,NA,NA,413,NA,5,8
2,1984,NA,NA,415,NA,2,1
2,1984,NA,NA,416,NA,10,6
2,1984,NA,NA,417,NA,11,7
2,1984,NA,NA,421,NA,19,4
2,1984,NA,NA,422,NA,22,3
2,1984,NA,NA,423,NA,22,7
2,1984,NA,NA,424,NA,10,3
2,1984,NA,NA,425,NA,16,9
2,1984,NA,NA,426,NA,14,3
2,1984,NA,NA,427,NA,17,5
2,1984,NA,NA,428,NA,7,2
2,1984,NA,NA,431,NA,18,5
2,1984,NA,NA,433,NA,11,3
2,1984,NA,NA,434,NA,15,2
2,1984,NA,NA,435,NA,55,13
2,1984,NA,NA,437,NA,4,1
2,1984,NA,NA,439,NA,41,4
2,1984,NA,NA,440,NA,11,4
2,1984,NA,NA,441,NA,14,3
2,1984,NA,NA,444,NA,14,3
2,1984,NA,NA,445,NA,8,2
2,1984,NA,NA,446,NA,21,7
2,1984,NA,NA,448,NA,9,14
2,1984,NA,NA,449,NA,11,2
2,1984,NA,NA,453,NA,16,3
2,1984,NA,NA,455,NA,6,3
2,1984,NA,NA,457,NA,63,6
2,1984,NA,NA,462,NA,4,2
2,1984,NA,NA,464,NA,12,3
2,1984,NA,NA,465,NA,14,4
2,1984,NA,NA,468,NA,12,4
2,1984,NA,NA,470,NA,6,2
2,1984,NA,NA,471,NA,9,8
2,1984,NA,NA,472,NA,16,10
2,1984,NA,NA,473,NA,7,12
2,1984,NA,NA,476,NA,16,5
2,1984,NA,NA,477,NA,12,3
2,1984,NA,NA,479,NA,6,1
2,1984,NA,NA,482,NA,8,3
2,1984,NA,NA,483,NA,12,3
2,1984,NA,NA,485,NA,6,2
2,1984,NA,NA,487,NA,11,4
2,1984,NA,NA,488,NA,12,7
2,1984,NA,NA,491,NA,9,4
2,1984,NA,NA,492,NA,10,8
2,1984,NA,NA,494,NA,7,3
2,1984,NA,NA,497,NA,31,4
2,1984,NA,NA,603,NA,12,9
2,1984,NA,NA,605,NA,6,8
2,1984,NA,NA,616,NA,10,3
2,1984,NA,NA,617,NA,9,1
2,1984,NA,NA,665,NA,11,3
2,1984,NA,NA,679,NA,23,2
2,1984,NA,NA,695,NA,9,1
2,1984,NA,NA,708,NA,12,5
2,1984,NA,NA,711,NA,6,3
2,1984,NA,NA,712,NA,8,4
2,1984,NA,NA,715,NA,10,1
2,1984,NA,NA,719,NA,4,2
2,1984,NA,NA,721,NA,16,2
2,1984,NA,NA,733,NA,14,3
2,1984,NA,NA,738,NA,10,4
3,1983,5,1983-05-12,100,7,21,3
3,1983,5,1983-05-12,101,7,24,2
3,1983,5,1983-05-12,103,4,13,2
3,1983,5,1983-05-12,110,4,17,4
3,1983,5,1983-05-12,111,7,31,5
3,1983,5,1983-05-12,112,7,17,5
3,1983,5,1983-05-12,114,4,23,6
3,1983,5,1983-05-12,115,4,10,1
3,1983,5,1983-05-12,116,2,9,1
3,1983,5,1983-05-12,117,4,12,4
3,1983,5,1983-05-12,118,7,28,2
3,1983,5,1983-05-12,119,18,60,22
3,1983,5,1983-05-12,120,10,73,27
3,1983,5,1983-05-12,121,4,31,6
3,1983,5,1983-05-12,122,12,17,4
3,1983,5,1983-05-12,123,4,5,3
3,1983,5,1983-05-12,124,4,47,6
3,1983,5,1983-05-12,125,2,18,2
3,1983,5,1983-05-12,126,7,23,3
3,1983,5,1983-05-12,127,7,57,22
3,1983,5,1983-05-12,128,7,17,2
3,1983,5,1983-05-12,129,20,55,6
3,1983,5,1983-05-12,130,4,38,11
3,1983,5,1983-05-12,133,28,233,35
3,1983,5,1983-05-12,134,4,33,3
3,1983,5,1983-05-12,135,4,27,3
3,1983,5,1983-05-12,136,2,8,1
3,1983,5,1983-05-12,137,13,165,23
3,1983,5,1983-05-12,138,7,26,3
3,1983,5,1983-05-12,139,2,14,1
3,1983,5,1983-05-12,140,15,113,21
3,1983,5,1983-05-12,141,4,24,7
3,1983,5,1983-05-12,142,4,34,4
3,1983,5,1983-05-12,144,2,13,3
3,1983,5,1983-05-12,145,4,38,4
3,1983,5,1983-05-12,146,7,46,10
3,1983,5,1983-05-12,147,2,10,2
3,1983,5,1983-05-12,148,4,20,3
3,1983,5,1983-05-12,149,4,24,7
3,1983,5,1983-05-12,150,2,21,3
3,1983,5,1983-05-12,151,2,9,1
3,1983,5,1983-05-12,152,4,28,3
3,1983,5,1983-05-12,153,4,43,9
3,1983,5,1983-05-12,155,2,7,1
3,1983,5,1983-05-12,156,4,22,4
3,1983,5,1983-05-12,158,7,54,9
3,1983,5,1983-05-12,159,4,26,3
3,1983,5,1983-05-12,160,25,90,21
3,1983,5,1983-05-12,161,NA,64,15
3,1983,5,1983-05-12,162,4,33,6
3,1983,5,1983-05-12,163,22.5,52,17
3,1983,5,1983-05-12,164,4,12,3
3,1983,5,1983-05-12,165,4,11,1
3,1983,5,1983-05-12,166,4,35,8
3,1983,5,1983-05-12,167,1,6,1
3,1983,5,1983-05-12,168,2,22,2
3,1983,5,1983-05-12,169,4,9,1
3,1983,5,1983-05-12,170,4,25,4
3,1983,5,1983-05-12,171,2,10,1
3,1983,5,1983-05-12,172,4,43,9
3,1983,5,1983-05-12,173,4,19,2
3,1983,5,1983-05-12,175,4,25,4
3,1983,5,1983-05-12,176,4,30,4
3,1983,5,1983-05-12,177,2,14,2
3,1983,5,1983-05-12,178,4,15,5
3,1983,5,1983-05-12,179,4,21,5
3,1983,5,1983-05-12,180,15,87,16
3,1983,5,1983-05-12,181,4,30,4
3,1983,5,1983-05-12,182,2,19,2
3,1983,5,1983-05-12,183,7,14,5
3,1983,5,1983-05-12,184,7,24,2
3,1983,5,1983-05-12,185,15,63,2
3,1983,5,1983-05-12,186,4,15,4
3,1983,5,1983-05-12,187,4,19,3
3,1983,5,1983-05-12,188,4,17,3
3,1983,5,1983-05-12,189,4,12,4
3,1983,5,1983-05-12,190,2,20,2
3,1983,5,1983-05-12,191,4,30,4
3,1983,5,1983-05-12,192,7,46,20
3,1983,5,1983-05-12,193,4,48,9
3,1983,5,1983-05-12,194,4,23,3
3,1983,5,1983-05-12,195,4,37,4
3,1983,5,1983-05-12,196,4,19,3
3,1983,5,1983-05-12,197,4,24,3
3,1983,5,1983-05-12,198,2,23,2
3,1983,5,1983-05-12,199,4,11,5
3,1983,8,1983-08-18,605,8,30,14
3,1983,8,1983-08-18,623,3,5,3
3,1983,8,1983-08-18,624,20,180,22
3,1983,8,1983-08-18,629,14,350,44
3,1983,8,1983-08-18,630,17,100,28.5
3,1983,8,1983-08-18,633,30,235,26
3,1983,8,1983-08-18,635,35,280,33
3,1983,8,1983-08-18,640,22.5,100,24
3,1983,8,1983-08-18,642,1,2,2
3,1983,8,1983-08-18,643,17.5,350,36
3,1983,8,1983-08-18,645,4,26,6
3,1983,8,1983-08-18,649,5,4,4
3,1983,8,1983-08-18,652,18,190,25
3,1983,8,1983-08-18,653,3,6,5
3,1983,8,1983-08-18,655,19,202,31
3,1983,8,1983-08-18,659,13,118,33
3,1983,8,1983-08-18,669,25,170,24
3,1983,8,1983-08-18,672,7,18,7.5
3,1983,8,1983-08-18,682,2,14,3
3,1983,8,1983-08-18,684,22,64,12
3,1983,8,1983-08-18,685,8,60,12
3,1983,8,1983-08-18,688,15,100,16
3,1983,5,1983-05-12,736,15,35,17
3,1984,6,1984-06-25,100,NA,NA,NA
3,1984,6,1984-06-25,103,NA,NA,NA
3,1984,6,1984-06-25,110,NA,26,5
3,1984,6,1984-06-23,111,NA,37,7
3,1984,6,1984-06-25,112,NA,NA,NA
3,1984,6,1984-06-23,114,NA,33,7
3,1984,6,1984-06-25,115,NA,NA,NA
3,1984,6,1984-06-23,116,NA,8,2
3,1984,6,1984-06-23,117,NA,14,4
3,1984,6,1984-06-25,118,NA,NA,NA
3,1984,6,1984-06-23,119,NA,60,22
3,1984,6,1984-06-25,120,NA,75,28
3,1984,6,1984-06-23,121,NA,34,6
3,1984,6,1984-06-25,122,NA,27,6
3,1984,6,1984-06-23,124,NA,51,7
3,1984,6,1984-06-23,125,NA,19,2
3,1984,6,1984-06-25,126,NA,NA,NA
3,1984,6,1984-06-23,127,NA,57,13
3,1984,6,1984-06-25,128,NA,NA,NA
3,1984,6,1984-06-25,129,NA,55,6
3,1984,6,1984-06-23,130,NA,50,12
3,1984,6,1984-06-23,133,NA,227,35
3,1984,6,1984-06-23,134,NA,32,7
3,1984,6,1984-06-23,135,NA,27,3
3,1984,6,1984-06-23,136,NA,9,1
3,1984,6,1984-06-23,139,NA,13,2
3,1984,6,1984-06-25,140,NA,115,21
3,1984,6,1984-06-23,141,NA,25,6
3,1984,6,1984-06-23,142,NA,10,6
3,1984,6,1984-06-23,145,NA,32,4
3,1984,6,1984-06-23,146,NA,45,12
3,1984,6,1984-06-23,147,NA,13,2
3,1984,6,1984-06-23,148,NA,22,2
3,1984,6,1984-06-23,149,NA,35,7
3,1984,6,1984-06-23,150,NA,29,3
3,1984,6,1984-06-23,151,NA,13,1
3,1984,6,1984-06-23,152,NA,16,3
3,1984,6,1984-06-23,153,NA,55,11
3,1984,6,1984-06-23,156,NA,23,4
3,1984,6,1984-06-23,158,NA,58,10
3,1984,6,1984-06-23,159,NA,27,5
3,1984,6,1984-06-23,160,NA,97,25
3,1984,6,1984-06-23,161,NA,69,15
3,1984,6,1984-06-23,162,NA,28,7
3,1984,6,1984-06-25,163,NA,62,18
3,1984,6,1984-06-23,164,NA,10,3
3,1984,6,1984-06-25,165,NA,NA,NA
3,1984,6,1984-06-23,166,NA,37,9
3,1984,6,1984-06-23,167,NA,9,1
3,1984,6,1984-06-23,168,NA,26,3
3,1984,6,1984-06-25,169,NA,NA,NA
3,1984,6,1984-06-23,170,NA,25,4
3,1984,6,1984-06-23,171,NA,10,2
3,1984,6,1984-06-23,172,NA,28,6
3,1984,6,1984-06-25,173,NA,NA,NA
3,1984,6,1984-06-23,175,NA,26,4
3,1984,6,1984-06-23,176,NA,32,5
3,1984,6,1984-06-23,177,NA,12,3
3,1984,6,1984-06-23,178,NA,14,5
3,1984,6,1984-06-23,179,NA,29,6
3,1984,6,1984-06-25,180,NA,87,18
3,1984,6,1984-06-23,181,NA,29,4
3,1984,6,1984-06-23,182,NA,24,2
3,1984,6,1984-06-25,184,NA,NA,NA
3,1984,6,1984-06-25,185,NA,45,21
3,1984,6,1984-06-23,186,NA,28,4
3,1984,6,1984-06-23,187,NA,20,4
3,1984,6,1984-06-25,189,NA,NA,NA
3,1984,6,1984-06-23,190,NA,15,3
3,1984,6,1984-06-23,191,NA,26,5
3,1984,6,1984-06-23,192,NA,48,14
3,1984,6,1984-06-23,193,NA,56,10
3,1984,6,1984-06-23,194,NA,14,3
3,1984,6,1984-06-23,195,NA,28,5
3,1984,6,1984-06-23,196,NA,25,3
3,1984,6,1984-06-25,197,NA,NA,NA
3,1984,6,1984-06-23,198,NA,24,2
3,1984,6,1984-06-25,605,NA,38,14
3,1984,6,1984-06-25,623,NA,7,3
3,1984,6,1984-06-25,624,NA,180,23
3,1984,6,1984-06-25,629,NA,350,45
3,1984,6,1984-06-25,630,NA,100,20
3,1984,6,1984-06-25,633,NA,235,29
3,1984,6,1984-06-25,635,NA,280,32
3,1984,6,1984-06-25,640,NA,100,24
3,1984,6,1984-06-25,643,NA,350,41
3,1984,6,1984-06-25,645,NA,29,7
3,1984,6,1984-06-25,652,NA,190,27
3,1984,6,1984-06-25,653,NA,11,5
3,1984,6,1984-06-25,655,NA,202,31
3,1984,6,1984-06-25,659,NA,118,26
3,1984,6,1984-06-25,669,NA,170,26
3,1984,6,1984-06-25,672,NA,9,8
3,1984,6,1984-06-25,682,NA,8,6
3,1984,6,1984-06-25,688,NA,100,18
3,1984,6,1984-06-25,684,NA,68,11
3,1984,6,1984-06-23,736,NA,40,17
3,1985,5,1985-05-18,688,NA,80,9
3,1985,5,1985-05-18,655,NA,190,33
3,1985,5,1985-05-18,659,NA,120,32
3,1985,5,1985-05-18,629,NA,300,44
3,1985,5,1985-05-18,669,NA,117,27
3,1985,5,1985-05-18,635,NA,270,35
3,1985,5,1985-05-18,633,NA,235,29
3,1985,5,1985-05-18,640,NA,110,28
3,1985,5,1985-05-18,652,NA,190,24
3,1985,5,1985-05-18,624,NA,190,6
3,1985,5,1985-05-18,684,NA,60,11
3,1985,5,1985-05-18,630,NA,115,24
3,1985,5,1985-05-18,605,NA,55,3
3,1985,5,1985-05-18,110,NA,20,6
3,1985,5,1985-05-18,118,NA,17,5
3,1985,5,1985-05-18,140,NA,55,19
3,1985,5,1985-05-18,129,NA,55,6
3,1985,5,1985-05-18,685,NA,75,3
3,1985,5,1985-05-18,643,NA,350,33
3,1985,5,1985-05-18,133,NA,250,42
3,1985,5,1985-05-18,184,NA,100,28
3,1985,5,1985-05-18,111,NA,48,7
3,1985,5,1985-05-18,121,NA,60,8
3,1985,5,1985-05-18,165,NA,30,6
3,1985,5,1985-05-18,193,NA,63,11
