stand,year,month,date,tree_tag,age,height_cm,basal_diameter_mm
3,1985,5,1985-05-18,163,NA,70,19
3,1985,5,1985-05-18,122,NA,30,16
3,1985,5,1985-05-18,120,NA,100,29
3,1985,5,1985-05-18,185,NA,100,21
3,1985,5,1985-05-18,180,NA,74,18
3,1985,5,1985-05-18,188,NA,97,7
3,1985,5,1985-05-18,169,NA,83,3
3,1985,5,1985-05-18,148,NA,270,28
3,1985,5,1985-05-18,645,NA,40,9
3,1985,5,1985-05-18,682,NA,74,8
4,1983,5,1983-05-17,379,10,33,8
4,1983,5,1983-05-17,327,15,26,13
4,1983,5,1983-05-17,340,7,14,4
4,1983,5,1983-05-17,329,6,6,2
4,1983,5,1983-05-17,326,14,27,9
4,1983,5,1983-05-17,303,25,83,21
4,1983,5,1983-05-17,342,14,60,10
4,1983,5,1983-05-17,369,32.5,210,37
4,1983,5,1983-05-17,304,7,12.5,3
4,1983,5,1983-05-17,380,27.5,140,17
4,1983,5,1983-05-17,302,30,140,17
4,1983,5,1983-05-17,330,8,13,3.5
4,1983,5,1983-05-17,397,NA,210,21
4,1983,5,1983-05-17,344,5,7,1.5
4,1983,5,1983-05-17,350,6,8,1.5
4,1983,5,1983-05-17,353,3,3,1
4,1983,5,1983-05-17,352,7,4,2
4,1983,5,1983-05-17,336,4,3,1.5
4,1983,5,1983-05-17,360,50,280,34
4,1983,5,1983-05-17,372,6,4,1.5
4,1983,5,1983-05-17,335,6,6,1
4,1983,5,1983-05-17,361,7,6,1
4,1983,5,1983-05-17,383,3,2,1
4,1983,5,1983-05-17,315,6,7,1
4,1983,5,1983-05-17,331,8,6,1
4,1983,5,1983-05-17,323,7,5,1
4,1983,5,1983-05-17,396,2,2,0.5
4,1983,5,1983-05-17,348,3,4,0.5
4,1983,5,1983-05-17,309,6,9,1
4,1983,5,1983-05-17,392,7,6,2
4,1983,5,1983-05-17,349,4,3,1
4,1983,5,1983-05-17,378,8,4,3
4,1983,5,1983-05-17,319,6,11,2
4,1983,5,1983-05-17,322,12,8,3
4,1983,5,1983-05-17,347,35,160,25
4,1983,5,1983-05-17,341,6,5,2
4,1983,5,1983-05-17,318,6,4,1
4,1983,5,1983-05-17,351,35,170,27
4,1983,5,1983-05-17,325,35,180,19
4,1983,5,1983-05-17,394,6,9.5,2
4,1983,5,1983-05-17,324,4,3.5,1
4,1983,5,1983-05-17,391,5,5,1.5
4,1983,5,1983-05-17,358,7,7,1.5
4,1983,5,1983-05-17,354,7,5,2
4,1983,5,1983-05-17,368,8,6,2
4,1983,5,1983-05-17,345,6,5,1
4,1983,5,1983-05-17,339,3,3,1
4,1983,5,1983-05-17,381,5,3,1
4,1983,5,1983-05-17,387,4,2.5,1.5
4,1983,5,1983-05-17,399,30,120,22
4,1983,5,1983-05-17,395,5,4,2
4,1983,5,1983-05-17,334,2,1,1
4,1983,5,1983-05-17,398,4,3,1
4,1983,5,1983-05-17,365,35,140,20
4,1983,5,1983-05-17,390,8,11,3
4,1983,5,1983-05-17,393,13,16,4.5
4,1983,7,1983-07-22,720,4,3,5
4,1983,7,1983-07-22,751,3,7,2
4,1983,7,1983-07-22,745,4,11,3
4,1984,6,1984-06-28,327,NA,31,13
4,1984,6,1984-06-28,340,NA,14,2
4,1984,6,1984-06-28,379,NA,38,9
4,1984,6,1984-06-28,326,NA,32,7
4,1984,6,1984-06-28,303,NA,82,21
4,1984,6,1984-06-28,342,NA,66,9
4,1984,6,1984-06-28,369,NA,213,34
4,1984,6,1984-06-28,329,NA,5,1
4,1984,6,1984-06-28,302,NA,140,16
4,1984,6,1984-06-28,336,NA,4,1
4,1984,6,1984-06-28,360,NA,280,32
4,1984,6,1984-06-28,380,NA,142,17
4,1984,6,1984-06-28,397,NA,211,20
4,1984,6,1984-06-28,353,NA,3,1
4,1984,6,1984-06-27,395,NA,4,1
4,1984,6,1984-06-27,334,NA,2,1
4,1984,6,1984-06-27,341,NA,7,1
4,1984,6,1984-06-27,339,NA,3,1
4,1984,6,1984-06-27,324,NA,3,1
4,1984,6,1984-06-27,322,NA,5,1
4,1984,6,1984-06-27,381,NA,3,1
4,1984,6,1984-06-27,354,NA,3,1
4,1984,6,1984-06-27,358,NA,5,1
4,1984,6,1984-06-27,347,NA,161,21
4,1984,6,1984-06-27,325,NA,180,20
4,1984,6,1984-06-27,378,NA,6,1
4,1984,6,1984-06-27,351,NA,172,28
4,1984,6,1984-06-27,335,NA,6,1
4,1984,6,1984-06-27,393,NA,14,3
4,1984,6,1984-06-27,372,NA,3,1
4,1984,6,1984-06-27,315,NA,9,1
4,1984,6,1984-06-27,323,NA,7,1
4,1984,6,1984-06-27,309,NA,3,1
4,1984,6,1984-06-27,361,NA,4,1
4,1984,6,1984-06-27,392,NA,5,1
4,1984,6,1984-06-27,390,NA,14,3
4,1984,6,1984-06-27,365,NA,141,20
4,1984,6,1984-06-27,399,NA,120,19
4,1984,6,1984-06-28,388,2,2.5,1
4,1984,6,1984-06-28,343,2,4,1
4,1984,6,1984-06-28,356,4,4,1
4,1984,6,1984-06-28,386,2,3,1
4,1984,6,1984-06-28,754,2,3,1
4,1984,6,1984-06-28,646,2,3,1
4,1984,6,1984-06-28,306,2,3,1
5,1983,5,1983-05-27,299,4,6,4.5
5,1983,5,1983-05-27,337,32.5,210,31
5,1983,5,1983-05-27,279,4,5,0.5
5,1983,5,1983-05-27,366,37.5,270,35
5,1983,5,1983-05-27,328,37.5,220,24
5,1983,5,1983-05-27,314,17.5,31,9
5,1983,5,1983-05-27,212,27.5,160,27
5,1983,5,1983-05-27,317,27.5,60,25
5,1983,5,1983-05-27,227,27.5,110,13
5,1983,5,1983-05-27,295,2,16,2
5,1983,5,1983-05-27,282,2,11,2
5,1983,5,1983-05-27,375,2,42,4.5
5,1983,5,1983-05-27,206,2,11,2
5,1983,5,1983-05-27,290,2,27,4
5,1983,5,1983-05-27,213,2,3,1.5
5,1983,5,1983-05-27,382,2,14,3
5,1983,5,1983-05-27,272,37.5,240,25
5,1983,5,1983-05-27,389,37.5,310,40
5,1983,5,1983-05-27,307,42.5,250,30
5,1983,5,1983-05-27,218,57.5,330,32
5,1983,5,1983-05-27,377,50,220,19
5,1983,5,1983-05-27,305,45,310,38
5,1983,5,1983-05-27,278,3,3,1
5,1983,5,1983-05-27,357,47.5,270,29
5,1983,5,1983-05-27,301,1,19,2
5,1983,5,1983-05-27,338,2.5,20,6
5,1983,5,1983-05-27,385,17.5,52,9
5,1983,5,1983-05-27,280,2,22,3
5,1983,5,1983-05-27,556,3,17,2
5,1983,5,1983-05-27,503,3,3,5
5,1983,5,1983-05-27,587,2,12,3
5,1983,5,1983-05-27,537,2.5,2.5,3
5,1983,5,1983-05-27,527,2.5,3,3
5,1983,5,1983-05-27,566,50,250,35
5,1983,5,1983-05-27,517,45.5,260,32
5,1983,5,1983-05-27,549,57.5,300,31
5,1983,5,1983-05-27,582,47.5,230,28
5,1983,5,1983-05-27,592,57.5,340,33
5,1983,5,1983-05-27,557,1,20,3
5,1983,5,1983-05-27,572,57.5,400,45
5,1983,5,1983-05-27,544,52.5,230,24
5,1983,5,1983-05-27,540,47.5,260,36
5,1983,5,1983-05-27,595,2,27,4
5,1983,5,1983-05-27,560,2,6,2
5,1983,5,1983-05-27,524,2,8,3
5,1983,5,1983-05-27,528,2,5,3.5
5,1983,5,1983-05-27,509,10,6,7
5,1983,5,1983-05-27,533,22.5,190,29
5,1983,5,1983-05-27,581,52.5,210,23
5,1983,5,1983-05-27,589,52.5,230,26
5,1983,5,1983-05-28,562,42.5,150,27
5,1983,5,1983-05-28,555,42.5,200,18
5,1983,5,1983-05-28,522,27.5,210,29
5,1983,5,1983-05-28,542,10,15,11
5,1983,5,1983-05-28,543,2,11,2
5,1983,5,1983-05-28,599,2,19,2.5
5,1984,6,1984-06-26,382,NA,17,4
5,1984,6,1984-06-26,272,NA,241,26
5,1984,6,1984-06-26,377,NA,220,19
5,1984,6,1984-06-26,337,NA,210,30
5,1984,6,1984-06-26,299,NA,8,3
5,1984,6,1984-06-26,212,NA,161,26
5,1984,6,1984-06-26,314,NA,30,8
5,1984,6,1984-06-26,328,NA,221,25
5,1984,6,1984-06-26,581,NA,210,21
5,1984,6,1984-06-26,589,NA,231,25
5,1984,6,1984-06-26,562,NA,150,20
5,1984,6,1984-06-26,542,NA,20,13
5,1984,6,1984-06-26,522,NA,210,28
5,1984,6,1984-06-26,533,NA,190,29
5,1984,6,1984-06-26,595,NA,39,5
5,1984,6,1984-06-26,566,NA,251,40
5,1984,6,1984-06-26,557,NA,24,3
5,1984,6,1984-06-26,540,NA,241,36
5,1984,6,1984-06-26,544,NA,230,27
5,1984,6,1984-06-26,592,NA,340,35
5,1984,6,1984-06-26,582,NA,230,28
5,1984,6,1984-06-26,572,NA,400,44
5,1984,6,1984-06-26,517,NA,260,32
5,1984,6,1984-06-26,389,NA,310,41
5,1984,6,1984-06-26,317,NA,60,15
5,1984,6,1984-06-26,385,NA,57,9
5,1984,6,1984-06-26,357,NA,270,28
5,1984,6,1984-06-26,301,NA,17,3
5,1984,6,1984-06-26,335,NA,15,3
5,1984,6,1984-06-26,305,NA,311,36
5,1984,6,1984-06-26,507,NA,11,6
5,1984,6,1984-06-26,307,NA,250,32
5,1984,6,1984-06-26,218,NA,330,35
5,1985,NA,NA,328,NA,205,24
5,1985,NA,NA,595,NA,57,4
5,1985,NA,NA,533,NA,190,28
5,1985,NA,NA,581,NA,220,22
5,1985,NA,NA,589,NA,240,26
5,1985,NA,NA,562,NA,150,20
5,1985,NA,NA,542,NA,26,9
5,1985,NA,NA,314,NA,32,9
5,1985,NA,NA,212,NA,155,26
5,1985,NA,NA,382,NA,34,4
5,1985,NA,NA,377,NA,205,22
5,1985,NA,NA,272,NA,235,29
5,1985,NA,NA,307,NA,230,37
5,1985,NA,NA,218,NA,320,38
5,1985,NA,NA,544,NA,195,29
5,1985,NA,NA,582,NA,210,31
5,1985,NA,NA,592,NA,350,32
5,1985,NA,NA,572,NA,400,34
5,1985,NA,NA,389,NA,300,42
5,1985,NA,NA,537,NA,34,4
5,1985,NA,NA,227,NA,105,14
5,1985,NA,NA,317,NA,80,15
5,1985,NA,NA,357,NA,250,35
5,1985,NA,NA,301,NA,14,3
5,1985,NA,NA,338,NA,20,5
5,1985,NA,NA,305,NA,270,39
5,1985,NA,NA,560,NA,240,42
5,1985,NA,NA,557,NA,27,2
5,1985,NA,NA,540,NA,260,35
5,1985,NA,NA,517,NA,245,38
5,1985,NA,NA,385,NA,50,10
6,1983,5,1983-05-28,510,13,22,7.5
6,1983,5,1983-05-28,502,13,105,17
6,1983,5,1983-05-28,579,1,21,2.5
6,1983,5,1983-05-28,593,25,10,28
6,1983,5,1983-05-28,577,10,9,11
6,1983,5,1983-05-28,575,6,13,4
6,1983,5,1983-05-28,523,6,7,2
6,1983,5,1983-05-28,558,13,9,4
6,1983,5,1983-05-30,565,20,200,27
6,1983,5,1983-05-30,505,30,310,34
6,1983,5,1983-05-30,578,13,26,9
6,1983,5,1983-05-30,514,13,22,2
6,1983,5,1983-05-30,534,14,23,3
6,1983,5,1983-05-30,552,12,26,4
6,1983,5,1983-05-30,591,12,33,5
6,1983,5,1983-05-30,536,18,38,4
6,1983,5,1983-05-30,525,10,17,3
6,1983,5,1983-05-30,559,13,20,4.5
6,1983,5,1983-05-30,547,14,21,5
6,1983,5,1983-05-30,511,7,8,1
6,1983,5,1983-05-30,570,6,13,8
6,1983,5,1983-05-30,548,11,19,3
6,1983,5,1983-05-30,531,7,10,1
6,1983,5,1983-05-30,526,6,9,1.5
6,1983,5,1983-05-30,587,6,5,1
6,1983,5,1983-05-30,501,13,100,16
6,1983,5,1983-05-30,454,2,6,1
6,1983,5,1983-05-30,447,18,180,23.5
6,1983,5,1983-05-30,474,21,60,8
6,1983,5,1983-05-30,409,26,240,30
6,1983,5,1983-05-30,466,20,200,31
6,1983,5,1983-05-30,713,22,85,17
6,1983,5,1983-05-30,726,22,200,23
6,1983,5,1983-05-30,722,3,20,2.5
6,1983,5,1983-05-30,707,14,120,16
6,1983,5,1983-05-30,743,15,165,21
6,1983,5,1983-05-30,741,37.5,250,38
6,1983,8,1983-08-21,618,32.5,260,53
6,1983,8,1983-08-21,725,1,2,1
6,1983,8,1983-08-21,724,19,90,13
6,1983,8,1983-08-21,753,25,2.5,29
6,1983,8,1983-08-21,709,23,2.4,37
6,1983,8,1983-08-22,729,35,320,38
6,1983,8,1983-08-22,748,15,40,6
6,1983,8,1983-08-22,750,21,180,23
6,1983,8,1983-08-22,732,27,235,33
6,1983,8,1983-08-22,717,23,260,31
6,1983,8,1983-08-22,728,20,225,31
6,1983,8,1983-08-22,739,20,180,29
6,1983,8,1983-08-22,710,20,150,23
6,1983,8,1983-08-22,519,5,5,1
6,1984,6,1984-06-26,618,NA,285,64
6,1984,6,1984-06-26,523,NA,10,25
6,1984,6,1984-06-26,502,NA,115,18
6,1984,6,1984-06-26,558,NA,10,35
6,1984,6,1984-06-26,565,NA,215,30
6,1984,6,1984-06-26,505,NA,35,38
6,1984,6,1984-06-26,519,NA,4,1
6,1984,6,1984-06-26,409,NA,480,32
6,1984,6,1984-06-26,466,NA,190,30
6,1984,6,1984-06-26,501,NA,128,19
6,1984,6,1984-06-26,447,NA,200,25
6,1984,6,1984-06-26,414,NA,95,27
6,1984,6,1984-06-26,710,NA,150,30
6,1984,6,1984-06-26,739,NA,187,33
6,1984,6,1984-06-26,717,NA,290,37
6,1984,6,1984-06-26,728,NA,239,35
6,1984,6,1984-06-26,709,NA,265,34
6,1984,6,1984-06-26,753,NA,280,42
6,1984,6,1984-06-26,729,NA,345,48
6,1984,6,1984-06-26,724,NA,93,16
6,1984,6,1984-06-26,748,NA,40,7
6,1984,6,1984-06-26,750,NA,187,25
6,1984,6,1984-06-26,713,NA,98,19
6,1984,6,1984-06-26,741,NA,250,42
6,1984,6,1984-06-26,743,NA,155,25
6,1984,6,1984-06-26,725,NA,5,2
6,1984,6,1984-06-26,726,NA,15,24
6,1985,5,1985-05-23,519,NA,4,1
6,1985,5,1985-05-23,505,NA,315,35
6,1985,5,1985-05-23,565,NA,207,29
6,1985,5,1985-05-23,558,NA,18,4
6,1985,5,1985-05-23,554,NA,31,6
6,1985,5,1985-05-23,502,NA,114,17
6,1985,5,1985-05-23,510,NA,27,6
6,1985,5,1985-05-23,523,NA,9,2
6,1985,5,1985-05-23,579,NA,43,4
6,1985,5,1985-05-23,409,NA,245,31
6,1985,5,1985-05-23,466,NA,200,31
6,1985,5,1985-05-23,501,NA,108,18
6,1985,5,1985-05-23,447,NA,180,23
6,1985,5,1985-05-23,618,NA,274,57
6,1985,5,1985-05-23,710,NA,157,29
6,1985,5,1985-05-23,739,NA,183,34
6,1985,5,1985-05-23,717,NA,276,34
6,1985,5,1985-05-23,709,NA,252,35
6,1985,5,1985-05-23,753,NA,260,40
6,1985,5,1985-05-23,729,NA,335,41
6,1985,5,1985-05-23,728,NA,227,32
6,1985,5,1985-05-23,724,NA,92,13
6,1985,5,1985-05-23,748,NA,41,5
6,1985,5,1985-05-23,750,NA,180,23
6,1985,5,1985-05-23,713,NA,88,17
6,1985,5,1985-05-23,741,NA,253,38
6,1985,5,1985-05-23,743,NA,168,22
6,1985,5,1985-05-23,725,NA,6,1
6,1985,5,1985-05-23,726,NA,206,21
7,1983,5,1983-05-11,71,35,114,22
7,1983,5,1983-05-11,23,21,51,13
7,1983,5,1983-05-11,16,6,13,2
7,1983,5,1983-05-11,30,6,7,1
7,1983,5,1983-05-11,96,20,18,6
7,1983,5,1983-05-11,90,5,11,4
7,1983,5,1983-05-11,58,20,43,9
7,1983,5,1983-05-11,81,15,23,5
7,1983,5,1983-05-11,82,15,17,5
7,1983,5,1983-05-11,56,23,49,12
7,1983,5,1983-05-11,85,12,18,4
7,1983,5,1983-05-11,67,9,13,3
7,1983,5,1983-05-11,83,5,3,1
7,1983,5,1983-05-11,88,13,5,1
7,1983,5,1983-05-11,84,6,19,2
7,1983,5,1983-05-11,52,20,36,8
7,1983,5,1983-05-11,31,NA,230,35
7,1983,5,1983-05-11,29,16,10,2
7,1983,5,1983-05-11,36,15,6,3
7,1983,5,1983-05-11,21,8,9,2
7,1983,5,1983-05-11,47,20,39,11
7,1983,5,1983-05-11,34,26,88,22
7,1983,5,1983-05-11,89,30,141,30
7,1983,5,1983-05-11,40,30,112,18
7,1983,5,1983-05-11,33,19,44,11
7,1983,5,1983-05-11,46,30,127,22
7,1983,5,1983-05-11,37,8,15,5
7,1983,5,1983-05-11,62,11,15,3
7,1983,5,1983-05-11,26,9,9,2
7,1983,5,1983-05-11,63,10,25,4
7,1983,5,1983-05-11,25,12,16,2
7,1983,5,1983-05-11,51,15,22,3
7,1983,5,1983-05-11,17,23,92,17
7,1983,5,1983-05-11,45,13,23,4
7,1983,5,1983-05-11,41,20,35,4
7,1983,5,1983-05-11,44,18,27,6
7,1983,5,1983-05-11,38,12,23,5
7,1983,5,1983-05-11,42,16,88,26
7,1983,5,1983-05-11,94,4,2,1
7,1983,5,1983-05-11,73,1,1,1
7,1983,5,1983-05-11,39,1,1,1
7,1983,5,1983-05-11,43,7,4,1
7,1983,5,1983-05-11,70,10,6,2
7,1983,5,1983-05-11,76,6,10,2
7,1983,5,1983-05-11,48,13,18,1
7,1983,5,1983-05-11,14,7,7,3
7,1983,5,1983-05-11,13,9,6,1
7,1983,5,1983-05-11,20,9,11,2
7,1983,5,1983-05-11,28,7,4,1
7,1983,5,1983-05-11,93,32,70,19
7,1983,5,1983-05-11,2,25,68,12
7,1983,5,1983-05-11,92,16,80,21
7,1983,5,1983-05-11,64,15,182,28
7,1983,5,1983-05-11,65,2,2,1
7,1983,5,1983-05-11,66,3,5,2
7,1983,5,1983-05-11,95,3,5,1
7,1983,5,1983-05-11,19,2,2,1
7,1983,5,1983-05-11,22,2,2,2
7,1983,5,1983-05-11,74,1,1,1
7,1983,5,1983-05-11,53,1,1,1
7,1983,5,1983-05-11,18,4,7,1
7,1983,5,1983-05-11,49,2,4,1
7,1983,5,1983-05-11,24,2,3,1
7,1983,5,1983-05-11,75,4,5,1
7,1983,5,1983-05-11,4,6,13,2
7,1983,5,1983-05-11,50,10,10,4
7,1983,5,1983-05-11,6,7,11,2
7,1983,5,1983-05-16,1,9,17,5
7,1983,5,1983-05-16,68,4,9,3
7,1983,5,1983-05-16,77,1,1,1
7,1983,5,1983-05-16,69,2,3,1
7,1983,5,1983-05-16,79,5,8,2
7,1983,5,1983-05-16,35,9,18,10
7,1983,5,1983-05-16,87,2,4,1
7,1983,5,1983-05-16,86,4,6,1
7,1983,5,1983-05-16,54,NA,31,7
7,1983,5,1983-05-16,78,2,3,1
7,1983,5,1983-05-16,99,4,8,2
7,1983,5,1983-05-16,5,3,3,1
7,1983,5,1983-05-16,9,3,6,1
7,1983,5,1983-05-16,12,3,5,2
7,1983,5,1983-05-16,7,2,3,1
7,1983,5,1983-05-16,60,NA,130,27
7,1983,5,1983-05-16,80,NA,280,29
7,1983,5,1983-05-16,72,6,25,6
7,1983,5,1983-05-16,3,4,12,3
7,1983,5,1983-05-16,15,4,9,2
7,1983,5,1983-05-16,8,6,18,4
7,1983,5,1983-05-16,10,6,18,2
7,1983,5,1983-05-16,61,6,19,6
7,1983,5,1983-05-16,32,5,8,3
7,1983,5,1983-05-16,11,6,18,5
7,1983,5,1983-05-16,27,4,8,1
7,1984,6,1984-06-25,718,3,3,1
7,1984,6,1984-06-25,670,1,3,1
7,1984,6,1984-06-25,680,5,10,3
7,1984,6,1984-06-25,687,1,1,1
7,1984,6,1984-06-25,625,3,2,1
7,1984,6,1984-06-25,693,30,60,13
7,1984,6,1984-06-25,627,3,7,2
7,1984,6,1984-06-25,32,NA,14,4
7,1984,6,1984-06-25,8,NA,19,3
7,1984,6,1984-06-25,72,NA,29,6
7,1984,6,1984-06-25,61,NA,19,6
7,1984,6,1984-06-25,10,NA,22,2
7,1984,6,1984-06-25,3,NA,14,3
7,1984,6,1984-06-25,15,NA,12,3
7,1984,6,1984-06-25,11,NA,24,4
7,1984,6,1984-06-25,27,NA,11,2
7,1984,6,1984-06-25,30,NA,7,2
7,1984,6,1984-06-25,16,NA,9,2
7,1984,6,1984-06-25,82,NA,14,5
7,1984,6,1984-06-25,23,NA,46,14
7,1984,6,1984-06-25,35,NA,21,9
7,1984,6,1984-06-25,71,NA,114,22
7,1984,6,1984-06-25,58,NA,44,9
7,1984,6,1984-06-25,81,NA,25,5
7,1984,6,1984-06-25,56,NA,49,13
7,1984,6,1984-06-25,12,NA,9,3
7,1984,6,1984-06-25,47,NA,42,11
7,1984,6,1984-06-25,85,NA,15,4
7,1984,6,1984-06-25,67,NA,15,3
7,1984,6,1984-06-25,88,NA,5,2
7,1984,6,1984-06-25,83,NA,3,1
7,1984,6,1984-06-25,84,NA,20,3
7,1984,6,1984-06-25,60,NA,130,26
7,1984,6,1984-06-25,80,NA,280,31
7,1984,6,1984-06-25,4,NA,8,3
7,1984,6,1984-06-25,6,NA,8,2
7,1984,6,1984-06-25,50,NA,8,2
7,1984,6,1984-06-25,1,NA,16,4
7,1984,6,1984-06-25,18,NA,5,1
7,1984,6,1984-06-25,49,NA,5,1
7,1984,6,1984-06-25,24,NA,2,1
7,1984,6,1984-06-25,75,NA,4,1
7,1984,6,1984-06-25,74,NA,1,1
7,1984,6,1984-06-25,53,NA,1,1
7,1984,6,1984-06-25,22,NA,2,2
7,1984,6,1984-06-25,95,NA,5,1
7,1984,6,1984-06-25,19,NA,2,1
7,1984,6,1984-06-25,66,NA,5,2
7,1984,6,1984-06-25,65,NA,2,1
7,1984,6,1984-06-25,86,NA,5,1
7,1984,6,1984-06-25,68,NA,11,3
7,1984,6,1984-06-25,69,NA,8,2
7,1984,6,1984-06-25,77,NA,3,1
7,1984,6,1984-06-25,79,NA,7,3
7,1984,6,1984-06-25,64,NA,195,29
7,1984,6,1984-06-25,92,NA,80,23
7,1984,6,1984-06-25,93,NA,75,21
7,1984,6,1984-06-25,43,NA,4,1
7,1984,6,1984-06-25,76,NA,10,2
7,1984,6,1984-06-25,48,NA,18,1
7,1984,6,1984-06-25,28,NA,4,1
7,1984,6,1984-06-25,2,NA,65,14
7,1984,6,1984-06-25,39,NA,1,1
7,1984,6,1984-06-25,38,NA,21,5
7,1984,6,1984-06-25,45,NA,23,9
7,1984,6,1984-06-25,41,NA,45,8
7,1984,6,1984-06-25,44,NA,28,7
7,1984,6,1984-06-25,17,NA,94,16
7,1984,6,1984-06-25,94,NA,2,1
7,1984,6,1984-06-25,33,NA,44,11
7,1984,6,1984-06-25,46,NA,127,22
7,1984,6,1984-06-25,37,NA,15,5
7,1984,6,1984-06-25,62,NA,11,4
7,1984,6,1984-06-25,63,NA,27,5
7,1984,6,1984-06-25,51,NA,22,4
7,1984,6,1984-06-25,25,NA,16,2
7,1984,6,1984-06-25,26,NA,10,2
7,1984,6,1984-06-25,29,NA,10,2
7,1984,6,1984-06-25,36,NA,6,3
7,1984,6,1984-06-25,21,NA,9,2
7,1984,6,1984-06-25,31,NA,230,35
7,1984,6,1984-06-25,89,NA,144,30
7,1984,6,1984-06-25,54,NA,50,7
7,1984,6,1984-06-25,34,NA,99,24
7,1984,6,1984-06-25,40,NA,112,18
7,1984,6,1984-06-25,96,NA,20,6
7,1984,6,1984-06-25,4,NA,9,3
7,1984,6,1984-06-25,86,NA,6,1
7,1984,6,1984-06-25,38,NA,22,4
7,1984,6,1984-06-25,14,NA,9,2
7,1984,6,1984-06-25,99,NA,9,1
7,1984,6,1984-06-25,5,NA,4,1
7,1985,5,1985-05-20,71,NA,112,23
7,1985,5,1985-05-20,56,NA,48,14
7,1985,5,1985-05-20,34,NA,99,23
7,1985,5,1985-05-20,89,NA,148,33
7,1985,5,1985-05-20,40,NA,116,19
7,1985,5,1985-05-20,46,NA,133,27
7,1985,5,1985-05-20,5,NA,7,10
7,1985,5,1985-05-20,17,NA,103,20
7,1985,5,1985-05-20,94,NA,1,1
7,1985,5,1985-05-20,93,NA,86,22
7,1985,5,1985-05-20,2,NA,68,15
7,1985,5,1985-05-20,92,NA,86,22
7,1985,5,1985-05-20,64,NA,197,29
7,1985,5,1985-05-20,18,NA,12,3
7,1985,5,1985-05-20,49,NA,7,1
7,1985,5,1985-05-20,24,NA,6,1
7,1985,5,1985-05-20,1,NA,18,5
7,1985,5,1985-05-20,68,NA,12,2
7,1985,5,1985-05-20,69,NA,13,2
7,1985,5,1985-05-20,86,NA,8,1
7,1985,5,1985-05-20,54,NA,56,8
7,1985,5,1985-05-20,99,NA,16,4
7,1985,5,1985-05-20,12,NA,10,2
7,1985,5,1985-05-20,72,NA,23,7
7,1985,5,1985-05-20,3,NA,22,5
7,1985,5,1985-05-20,15,NA,17,4
7,1985,5,1985-05-20,8,NA,22,4
7,1985,5,1985-05-20,10,NA,25,4
7,1985,5,1985-05-20,61,NA,19,7
7,1985,5,1985-05-20,32,NA,17,3
7,1985,5,1985-05-20,11,NA,21,6
7,1985,5,1985-05-20,27,NA,27,2
