0A,0.5,2,2,10,0.5,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C,0.1,3,0.5,8,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
0E,0.5,0,0,2,0.5,0.5,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0G,1,0.5,0.5,5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0I,0.5,1,0,4,0.5,0.5,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A,2,1,0.1,2,0.5,0.5,0.5,0.5,0,0,0,0.1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
2C,4,1,0.1,4,0,0.5,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0
2E,30,2,0.5,5,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2G,5,2,0.5,4,0.5,1,0,0.5,0,0,0,0.1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
2I,2,0.5,0.5,3,0.5,1,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4A,0.1,0,0,3,1,1,0,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0
4C,0,0.5,0,8,1,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0
4E,0.5,2,0.5,2,1,1,0,0.5,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0
4G,0.5,2,0.5,5,1,1,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0
4I,1,1,0,4,2,0.5,0.5,0.5,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6A,1,1,1,3,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.1,0,0,0
6C,1,1,1,4,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
6E,2,1,2,7,1,2,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0,0
6G,0.5,1,1,8,1,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
6I,1,1,0.5,3,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
8A,3,2,1,7,0.5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.5,0.1,0.5,0,0,0,0,0,0
8C,0.5,1,2,8,0.5,1,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8E,0,1,0.5,5,0,2,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8G,0,0,0,7,0.5,1,1,0.5,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
8I,1,2,1,3,0,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0A,0.5,3,2,5,0.5,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0
0C,1,4,0,5,0,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
0E,0,0,0,4,0.5,1,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0G,1,1,0.5,2,0.5,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0I,0,0.5,0.5,5,0.5,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A,0.5,2,0.5,4,1,1,0.5,0.5,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2C,2,0.5,0.5,4,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
2E,30,1,1,3,1,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
2G,3,1,1,3,0.5,2,0,0,0,0,0.5,0,0,0,0,0,0,0.1,0,0.5,0,0,0,0,0,0,0,0
2I,1,0.5,0.5,3,0.5,1,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4A,0,1,0.1,1,1,1,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
4C,0.5,1,0,3,0.5,2,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4E,1,1,0.5,4,1,2,0.5,0.5,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4G,0,0.5,0.5,4,0.5,1,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0
4I,0,1,0,3,1,1,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6A,0.5,0.5,0.5,3,2,2,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6C,0.5,0.5,1,4,1,4,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
6E,1,1,1,4,0.5,4,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
6G,0,0.5,1,3,2,1,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6I,1,1,0,4,0.5,1,0.5,0,0,0,0.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8A,2,2,1,3,0.5,2,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.1
8C,3,0.5,1,2,1,1,1,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8E,0,1,0.5,4,2,2,0.5,1,0.5,0,0,0,0.1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
8G,1,1,0,3,0.5,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
8I,0.5,1,1,3,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
