0a,0,0,1,0,10,70,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0
0c,0,0,0,0,20,60,0,0,0,0.1,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0.1,0,0,0.5,0,0,0,0
0e,0,0,0,0.5,25,50,0,0,0,0.1,2,0.5,0,0,0.1,0.1,0,0,0,2,0,0,0.5,0,0,0,0.5,0,0,0,0,0
0g,0,0,0,0.5,20,50,0,0,0,0,0,0,2,0,0,0.1,0,0,0.1,3,0,0,0.5,0,0,0,0,0,0,0,0,0
0i,0,0,0.5,0.5,10,60,0,0,0,0.1,0.5,0,2,0,0,0.1,0,0,0,2,0,0,0.5,0,0,0,0,0,0,0,0,0
2a,0,0,0.5,0,60,25,0,0,0,0.1,0,0,1,0,0,0.1,0,0,0,0.5,0,0,1,0,0,0,0.5,1,0,0,0,0
2c,0,0,0,1,55,25,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0.1,0,0,0
2e,0,0,1,0.5,40,30,0.1,0,0,0.1,0.5,0,0,0,0,0.1,0,0,0,2,0,0,1,0,0,0,1,0.5,0,0,0,0
2g,0,0,0,0.5,30,35,0,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0,5,0,0,1,0,0,0,0,0.1,0,0,0,0
2i,0,0,1,1,70,15,0,0,1,0.1,0,0,0,0,0,0.1,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0
4a,0,0,0,0.5,20,55,0,0,0,0.1,0,0,0.5,0,0,0.1,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0
4c,1,0,0.5,0.5,40,30,0.1,0,0,0.1,0,0,0.5,0,0,0.1,0,0,0,1,0,0,1,0,0.1,0,0,0.5,0,0,0,0
4e,0,0,0,1,30,20,0,0,0,0.1,0,0,0,0,0,0.1,0.1,0.5,0.1,5,0,0,2,0,0,0,0,0,0,0,0,0
4g,0,0,1,0.1,65,20,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0.1,1,0,0,1,0,0,0,0,0.5,0,0,0,0
4i,0.1,0,1,0,40,35,0,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0,2,0.1,0,1,0,0,0,0,1,0,0,0,0
6a,0.5,0.5,0,0.5,25,40,0.5,0,0,0.1,3,0,1,0,0,0.1,0,0.1,0,1,0,0,0.5,0,0,0,0,0,0,1,0.1,0
6c,0,0,0,0.5,15,50,0.1,0,0,0.5,1,0,0,0,0,0.1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
6e,0,0,1,0.5,60,25,0,0,0.5,0.5,0,0,0,0,0,0.1,0.1,0.1,0,2,0.1,0,1,0,0,0,0,0,0,0,0,0
6g,0,0,2,0,25,50,0,0,0,0.5,0,0,0,0,0,0.1,0,0,0,0.1,0,0,2,0,0,0,0,0,0.1,0,0,0
6i,0,0,1,0,35,40,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,1,0,0,0.5,0,0,0.1,0,0.1,0,0,0,0
8a,1,0,0,0,20,50,1,0,0,0.1,4,0,0,0.5,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0.5,0,0.1
8c,0,0,0,0.5,20,60,0.5,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
8e,0.1,0,0.5,1,50,20,0.1,0,0,0.1,0.1,0,0,0,0,0.1,0,0.1,0,3,0.1,0,1,0,0,0,0,0.1,0,0,0,0
8g,0,0,0.5,0,45,30,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0.5,0,0,1,0,0,0.5,0,0.5,0,0,0,0
8i,0,0,0.5,0.1,30,50,0.1,0,1,0.1,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0
