stand,quad,tree_tag,species_code,DBH_1983_cm,base_coord_S_1983_m,base_coord_W_1983_m,year_dead,fallen_stem_length_1983_m,exit_coord_S_1983_m,exit_coord_W_1983_m,year_fallen_1988,age_1983,stem_height_1983_m,stem_lean_amt_scaled_1983,stem_lean_dir_1983,stem_lean_amt_1991,stem_lean_dir_1991,stem_lean_amt_2000,stem_lean_dir_2000,crown_width_NS_1983_m,crown_width_EW_1983_m,height_to_crown_1983_m,fill_perc_1983,BSD_1983_cm,radial_10year_inc_1983_mm,DBH_1991_cm,DBH_2000_cm,height_2000_m,tree_code_2000,fire_code_2000,comments,DBH_2005_cm,height_2005_m,code_2005,lean_amount_2005_degrees,lean_direction_2005,comments_2005,DBH_2010_cm,height_2010_m,code_2010,lean_amount_2010_degrees,lean_direction_2010,comments_2010
8,3B,3443,PIMA,8.8,4.8,0.3,NA,NA,NA,NA,NA,NA,10,S,NE,NA,NA,NA,NA,0.8,0.8,6.2,75,NA,NA,3.6,9.7,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3B,3442,PIMA,7.8,4.4,1.2,NA,NA,NA,NA,NA,NA,8.4,Z,Z,NA,NA,NA,NA,1.1,1.3,0.5,65,NA,NA,3.2,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3B,3452,PIMA,3.8,4.4,3.9,NA,NA,NA,NA,NA,NA,4.3,Z,Z,NA,NA,NA,NA,0.9,1.1,1,30,NA,NA,1.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3B,3444,PIMA,8.2,4.2,2.5,NA,NA,NA,NA,NA,NA,9.5,Z,Z,NA,NA,NA,NA,0.9,0.8,4.5,75,NA,NA,3.5,9.4,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3B,3450,PIMA,4.8,4,3.1,2000,NA,NA,NA,NA,NA,6.7,M,NE,NA,NA,NA,NA,0.8,0.6,2.5,50,NA,NA,1.9,5.3,NA,DB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3B,3449,PIMA,9.2,3.8,3,2000,NA,NA,NA,NA,NA,9.9,Z,Z,NA,NA,NA,NA,0.8,0.7,6.5,80,NA,NA,3.6,8.9,NA,DB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3B,3451,PIMA,3.5,3.7,3.1,2000,NA,NA,NA,NA,NA,5,M,E,NA,NA,NA,NA,0.7,0.7,3.3,10,NA,NA,1.4,3.5,NA,DL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3B,3448,PIMA,4.2,3.6,2.8,NA,NA,NA,NA,NA,NA,5.3,M,S,NA,NA,NA,NA,0.9,0.8,2.5,15,NA,NA,1.6,4.7,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3B,3453,PIMA,9,3.4,4,NA,NA,NA,NA,NA,NA,10.1,Z,Z,NA,NA,NA,NA,1.2,1,4.7,55,NA,NA,3.8,10.2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3B,3441,PIMA,4.2,3.3,1,2000,NA,NA,NA,NA,NA,5.8,Z,Z,NA,NA,NA,NA,0.8,0.8,4.1,30,NA,NA,1.7,4.1,NA,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3B,3454,PIMA,7,3.3,3.9,NA,NA,NA,NA,NA,NA,8.9,Z,Z,NA,NA,NA,NA,0.8,0.6,0.5,55,NA,NA,2.8,7.7,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3B,3440,PIMA,8.2,3.2,1.2,NA,NA,NA,NA,NA,NA,9.7,S,SE,NA,NA,NA,NA,0.7,0.8,7.7,95,NA,NA,3.3,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3B,3439,PIMA,3.8,3.1,1.2,1991,NA,NA,NA,NA,NA,6.2,S,SW,NA,NA,NA,NA,0.8,0.8,5,30,NA,NA,1.5,NA,NA,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3B,3455,PIMA,9.2,3.1,3.6,NA,NA,NA,NA,NA,NA,9.9,Z,Z,NA,NA,NA,NA,0.7,0.8,6.2,80,NA,NA,3.9,10.2,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3B,3445,PIMA,7,2.7,2,NA,NA,NA,NA,NA,NA,7.7,Z,Z,NA,NA,NA,NA,1,1.1,4.9,50,NA,NA,3,8,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3B,3446,PIMA,7.8,2.5,2.2,NA,NA,NA,NA,NA,NA,9.1,S,SW,NA,NA,NA,NA,0.5,0.7,7.3,95,NA,NA,3,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3B,3447,PIMA,8,2.3,2.4,NA,NA,NA,NA,NA,NA,8.5,S,SW,NA,NA,NA,NA,1.1,1.6,4.8,70,NA,NA,3.4,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3C,3347,PIMA,8,0,3.4,NA,NA,NA,NA,NA,NA,8.7,Z,Z,NA,NA,NA,NA,0.9,0.7,5.6,85,NA,NA,3.4,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3C,3344,PIMA,7.5,0.1,2.5,NA,NA,NA,NA,NA,NA,9,Z,Z,NA,NA,NA,NA,1.2,0.8,6.3,80,NA,NA,3.2,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3C,3345,PIMA,3.8,0.1,2.6,NA,NA,NA,NA,NA,NA,5.3,S,S,NA,NA,NA,NA,0.9,0.8,3,45,NA,NA,1.5,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3C,3343,PIMA,3.2,0.2,1.7,NA,NA,NA,NA,NA,NA,3.6,S,S,NA,NA,NA,NA,0.5,1,2.6,30,NA,NA,1.3,3.3,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3C,3342,PIMA,6.8,0.4,1.7,NA,NA,NA,NA,NA,114,8.5,S,S,NA,NA,NA,NA,0.7,0.5,5.5,80,NA,2.21,2.8,7.2,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3C,3338,PIMA,5.2,0.5,1.4,NA,NA,NA,NA,NA,NA,6.4,Z,Z,NA,NA,NA,NA,1.6,1.3,3.6,78,NA,NA,2.1,6.6,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3C,3340,PIMA,4,0.5,1.6,1984,NA,NA,NA,NA,NA,5.8,Z,Z,NA,NA,NA,NA,1.4,0.7,4.2,40,NA,NA,1.7,NA,NA,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3C,3341,PIMA,5.8,0.6,1.7,NA,NA,NA,NA,NA,NA,7.9,Z,Z,NA,NA,NA,NA,1.1,1,5.1,45,NA,NA,2.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3C,3348,PIMA,4.5,0.6,4.2,2000,NA,NA,NA,NA,NA,5.6,S,SE,NA,NA,NA,NA,0.9,1.1,4.6,60,NA,NA,1.9,4.9,NA,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3C,3339,PIMA,3.2,0.7,1.6,NA,NA,NA,NA,NA,NA,3.6,S,N,NA,NA,NA,NA,1.2,1.5,2.4,65,NA,NA,1.4,3.7,NA,LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3C,3346,PIMA,9.5,0.7,3,NA,NA,NA,NA,NA,NA,10.4,S,E,NA,NA,NA,NA,1,0.8,6.6,85,NA,NA,4,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3C,3349,PIMA,3,1.2,4.6,NA,NA,NA,NA,NA,NA,4,Z,Z,NA,NA,NA,NA,1.3,1.2,2,35,NA,NA,1.3,3.6,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3C,3700,PIMA,3,1.4,3.9,NA,NA,NA,NA,NA,NA,4.1,S,W,NA,NA,NA,NA,1.2,1.1,1.7,45,NA,NA,1.4,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3C,3701,PIMA,8.2,1.5,3.6,NA,NA,NA,NA,NA,NA,9,Z,Z,NA,NA,NA,NA,1,0.9,4.4,75,NA,NA,3.2,8.3,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3C,3703,PIMA,13,2,4.6,NA,NA,NA,NA,NA,NA,11.9,S,S,NA,NA,NA,NA,2.2,1.8,6.7,85,NA,NA,5.7,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3C,3702,PIMA,7,2.1,4,NA,NA,NA,NA,NA,NA,7.3,Z,Z,NA,NA,NA,NA,1.5,1.5,3.1,75,NA,NA,3,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3C,3704,PIMA,3.2,2.4,4,NA,NA,NA,NA,NA,NA,4.1,S,N,NA,NA,NA,NA,1.4,1.3,2.8,40,NA,NA,1.3,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3C,3705,PIMA,7,5,4.2,NA,NA,NA,NA,NA,NA,8.1,Z,Z,NA,NA,NA,NA,1.4,2,2.8,90,NA,NA,3.8,9.9,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3D,3830,PIMA,4,0.1,3.6,1982,NA,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3D,3831,PIMA,5.5,0.2,3.4,NA,NA,NA,NA,NA,NA,7.2,S,SW,NA,NA,NA,NA,0.8,0.9,6.6,75,NA,NA,2.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3D,3832,PIMA,4.2,0.3,3.3,1982,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,DB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3D,3958,PIMA,12.8,0.3,2.6,NA,NA,NA,NA,NA,121,10.5,S,S,NA,NA,NA,NA,1.8,1.8,5.6,80,16,3.27,4.9,11.6,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3D,3829,PIMA,4.5,0.5,3.5,1982,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,DB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3D,3833,PIMA,3.2,0.6,3,2000,NA,NA,NA,NA,NA,4.3,M,NW,NA,NA,NA,NA,1.4,0.9,2,40,NA,NA,1.3,NA,NA,DB1,NA,Dead top (1991),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3D,3828,PIMA,6.2,0.7,3.4,1982,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3D,3827,PIMA,4.8,0.8,3.5,NA,NA,NA,NA,NA,114,6.8,S,E,NA,NA,NA,NA,1.3,1,3.8,50,NA,1.54,2,5.3,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3D,3826,PIMA,7.8,0.9,3.4,NA,NA,NA,NA,NA,112,8.4,Z,Z,NA,NA,NA,NA,0.8,1.1,6.4,65,9.7,1.9,3,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3D,3712,PIMA,4.5,1,3.5,NA,NA,NA,NA,NA,NA,5.5,S,E,NA,NA,NA,NA,1,1.2,3.2,40,NA,NA,1.8,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3D,3711,PIMA,10,1.5,3.4,NA,NA,NA,NA,NA,105,10.3,S,E,NA,NA,NA,NA,1.5,1.2,5.6,98,12.7,5.14,4.2,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3D,3710,PIMA,4.5,1.9,3.7,NA,NA,NA,NA,NA,NA,4.5,S,NE,NA,NA,NA,NA,1.1,0.8,1.8,50,NA,NA,1.9,5,NA,LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3D,3709,PIMA,5,1.9,3.1,NA,NA,NA,NA,NA,NA,4.8,S,W,NA,NA,NA,NA,1.7,1.4,1.7,60,NA,NA,2,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3D,3708,PIMA,6.2,2,3,NA,NA,NA,NA,NA,NA,7.6,Z,Z,NA,NA,NA,NA,1.1,1.4,4.4,60,NA,NA,2.6,7.3,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3D,3315,PIMA,2.8,2.2,0.9,NA,NA,NA,NA,NA,NA,3.3,L,SE,30,SE,NA,NA,1.3,1,1.3,50,NA,NA,1.2,3.3,NA,LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3D,3706,PIMA,7.5,5,4.1,NA,NA,NA,NA,NA,111,9,Z,Z,NA,NA,NA,NA,1.8,1.8,3.9,85,9.8,8.87,3.4,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3D,3707,PIMA,7.2,4.2,4.5,NA,NA,NA,NA,NA,NA,7.5,Z,Z,NA,NA,NA,NA,1.3,1.2,3.8,75,NA,NA,3.2,8.8,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3E,2410,PIMA,7.8,0.1,0.1,1983,NA,NA,NA,NA,100,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,3.2,3,NA,NA,DB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3E,3834,PIMA,7.2,0.2,1.7,NA,NA,NA,NA,NA,NA,7.6,Z,Z,NA,NA,NA,NA,1.4,1.3,4,75,NA,NA,3.2,8,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3E,3835,PIMA,8.8,1.9,0,NA,NA,NA,NA,NA,110,8.5,Z,Z,NA,NA,NA,NA,1.6,1.3,3.8,80,13.4,6.71,3.8,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3E,3836,PIMA,2.8,2.2,0,NA,NA,NA,NA,NA,NA,3.5,Z,Z,NA,NA,NA,NA,1.3,1.4,1,40,NA,NA,1.2,4,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3E,3838,PIMA,4.5,4.9,0.5,NA,NA,NA,NA,NA,108,5.9,Z,Z,NA,NA,NA,NA,1.7,1.2,2.3,65,NA,2.56,1.9,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3E,3837,PIMA,6.8,4.7,0.4,NA,NA,NA,NA,NA,NA,7.7,Z,Z,NA,NA,NA,NA,1.5,1.2,3.1,65,NA,NA,2.9,8.1,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3E,3840,PIMA,8.8,4.3,4.7,NA,NA,NA,NA,NA,107,10.6,S,W,NA,NA,NA,NA,1.4,1.1,3.2,60,18.8,4.04,3.7,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3E,3839,PIMA,11.8,4.3,4.7,2000,NA,NA,NA,NA,112,12,Z,Z,NA,NA,NA,NA,1.6,0.8,6.6,80,18.8,2.69,4.6,11.3,NA,DB2,NA,Joined with #3840 at base (1991),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3E,3841,PIMA,7.5,3.3,4.9,NA,NA,NA,NA,NA,141,10.7,S,N,NA,NA,NA,NA,0.8,0.9,4.7,90,12.6,3.25,3.9,10.2,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3915,PIMA,7.8,0.3,1.5,NA,NA,NA,NA,NA,103,9.2,S,SW,NA,NA,NA,NA,1.3,1.5,4.7,80,9.6,5.04,3.1,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3914,PIMA,11,0.4,1.5,NA,NA,NA,NA,NA,160,11.2,S,W,NA,NA,NA,NA,1.2,1.5,4.7,80,13.1,8.02,4.4,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3913,PIMA,14.8,0.5,1.4,1982,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,DB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3912,PIMA,8.2,0.7,1.4,NA,NA,NA,NA,NA,146,11.4,Z,Z,NA,NA,NA,NA,0.7,1.1,5.2,60,10.4,0.82,3.3,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3911,PIMA,7.8,0.7,2,NA,NA,NA,NA,NA,151,8.9,Z,Z,NA,NA,NA,NA,1.3,1.2,7,76,10.7,5.36,3.2,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3910,PIMA,12.8,0.9,0.7,NA,NA,NA,NA,NA,170,10.5,S,W,NA,NA,NA,NA,1.6,1.2,4.2,75,16.1,5.71,5.3,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3909,PIMA,11,0.9,1,NA,NA,NA,NA,NA,162,10.2,S,N,NA,NA,NA,NA,0.6,0.6,8.2,85,13.3,0.77,4.4,10.6,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3916,PIMA,2.8,1.1,2,1982,2.5,0.5,4,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3849,PIMA,9.8,1.4,0.5,NA,NA,NA,NA,NA,117,10.2,S,NW,NA,NA,NA,NA,1,1.3,5.2,65,13.6,0.79,4.1,10.6,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3854,PIMA,2.8,1.4,0.9,1991,NA,NA,NA,NA,NA,4.4,S,S,NA,NA,NA,NA,0.8,0.6,2.6,20,NA,NA,1.1,NA,NA,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3853,PIMA,11,1.4,1.3,NA,NA,NA,NA,NA,163,10.1,Z,Z,NA,NA,NA,NA,0.6,0.5,6.1,85,14,0.74,4.2,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3848,PIMA,3.2,1.6,0.4,1985,NA,NA,NA,NA,NA,4.2,S,WNW,10,WNW,NA,NA,1.2,1,3.6,20,NA,NA,1.3,NA,NA,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3851,PIMA,5.8,1.6,1.3,NA,NA,NA,NA,NA,159,7.4,Z,Z,NA,NA,NA,NA,0.6,0.7,3.3,45,NA,2.59,2.4,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3852,PIMA,12.8,1.6,1.4,2000,NA,NA,NA,NA,113,11.6,M,E,5,E,NA,NA,0.8,1.2,7.1,75,16.3,2.1,5.1,12.1,NA,DL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3850,PIMA,2.8,1.7,0.5,1982,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3846,PIMA,6,2,0.9,NA,NA,NA,NA,NA,NA,5.3,S,N,NA,NA,NA,NA,1.3,1.4,3.8,35,NA,NA,2.7,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3847,PIMA,16.5,2.3,0.3,NA,NA,NA,NA,NA,153,12.9,Z,Z,NA,NA,NA,NA,1.2,1.1,7.8,78,19.6,1.22,6.5,17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3893,PIMA,10,4.9,2.6,NA,NA,NA,NA,NA,108,9.9,S,NE,NA,NA,NA,NA,1,1.3,6.9,95,12.4,3.26,4.2,9.6,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3843,PIMA,9.5,3.6,0.3,NA,NA,NA,NA,NA,133,10,S,S,NA,NA,NA,NA,1.2,1.3,6.9,65,14.7,3.21,4.2,10.3,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3842,PIMA,12,4.1,0.2,NA,NA,NA,NA,NA,NA,10.5,S,E,NA,NA,NA,NA,1.6,1.2,7.2,85,16.1,4.06,4.8,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3844,PIMA,8,3.9,1.2,1982,8.8,0,3.3,1987,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,"Data is different than the original data sheets, but left as is b/c it is the original data entry (2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3891,PIMA,8.8,3.7,3.2,NA,NA,NA,NA,NA,127,9.3,S,E,NA,NA,NA,NA,1.2,1.5,7,45,13,1.5,3.6,10.3,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3890,PIMA,11,3.5,3,2000,NA,NA,NA,NA,115,9.3,S,SE,NA,NA,NA,NA,1.5,1,7.4,66,12.8,4.48,4.3,12.4,NA,DB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3889,PIMA,17.2,3.5,2.6,2000,NA,NA,NA,NA,161,12.5,Z,Z,NA,NA,NA,NA,1.8,2,6.3,96,2.1,2.93,7.1,18.5,NA,DB1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3845,PIMA,12.2,3.4,1.2,1982,5.2,0,1.6,1987,NA,6.5,NA,SE,45,SE,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3892,PIMA,3,3.3,2.6,1982,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3F,3888,PIMA,12.2,2.4,2.5,1982,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3G,5549,PIMA,5,0.2,2.1,NA,NA,NA,NA,NA,NA,5.7,S,W,NA,NA,NA,NA,1.3,1.3,2.8,40,NA,NA,1.9,5.2,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3G,5548,PIMA,6.8,0.4,1,NA,NA,NA,NA,NA,NA,8.5,S,WNW,10,WNW,NA,NA,1.2,1,4.2,75,NA,NA,3.1,8.2,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3G,5555,PIMA,3.5,0.5,3.6,NA,NA,NA,NA,NA,105,6,Z,Z,NA,NA,NA,NA,0.7,0.8,4.1,40,NA,0.85,1.5,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3G,5551,PIMA,11,0.5,2.9,NA,NA,NA,NA,NA,118,10.3,M,S,NA,NA,NA,NA,1.8,1.2,6.5,80,13.4,2.21,4.6,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3G,5556,PIMA,8,0.8,4.2,NA,NA,NA,NA,NA,116,8.6,Z,Z,NA,NA,NA,NA,1.1,1.2,7.1,60,1,4.04,3.6,9.2,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3G,5553,PIMA,8.5,0.8,3.4,2000,NA,NA,NA,NA,112,9.7,Z,Z,NA,NA,NA,NA,0.8,0.7,7.4,60,10.9,3.42,3.6,9.2,10,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3G,5550,PIMA,4,0.9,2.3,NA,NA,NA,NA,NA,NA,6,S,W,NA,NA,NA,NA,1.1,1,3.8,40,NA,NA,1.7,4.5,NA,LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3G,5554,PIMA,5.2,0.9,3.6,NA,NA,NA,NA,NA,NA,6.3,S,E,NA,NA,NA,NA,1.2,1.3,3.8,40,NA,NA,2.1,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3G,5552,PIMA,6.5,1,3,NA,NA,NA,NA,NA,NA,8.2,Z,Z,NA,NA,NA,NA,1.2,1.2,4.6,50,NA,NA,2.7,7.4,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3G,5557,PIMA,9.5,1.4,4.8,NA,NA,NA,NA,NA,121,8,Z,Z,NA,NA,NA,NA,1.8,1.4,4.8,65,12.7,3.77,4,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
