stand,quad,tree_tag,species_code,DBH_1983_cm,base_coord_S_1983_m,base_coord_W_1983_m,year_dead,fallen_stem_length_1983_m,exit_coord_S_1983_m,exit_coord_W_1983_m,year_fallen_1988,age_1983,stem_height_1983_m,stem_lean_amt_scaled_1983,stem_lean_dir_1983,stem_lean_amt_1991,stem_lean_dir_1991,stem_lean_amt_2000,stem_lean_dir_2000,crown_width_NS_1983_m,crown_width_EW_1983_m,height_to_crown_1983_m,fill_perc_1983,BSD_1983_cm,radial_10year_inc_1983_mm,DBH_1991_cm,DBH_2000_cm,height_2000_m,tree_code_2000,fire_code_2000,comments,DBH_2005_cm,height_2005_m,code_2005,lean_amount_2005_degrees,lean_direction_2005,comments_2005,DBH_2010_cm,height_2010_m,code_2010,lean_amount_2010_degrees,lean_direction_2010,comments_2010
5,2C,1809,PIGL,7,0.6,2,1981,7.7,0,2.3,1985,NA,8.2,S,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,"Data_is_different_than_the_original_data_sheet,_but_left_as_is,_b/c_it_is_the_original_data_entry_(2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2C,1808,PIGL,10.8,0.8,2.5,1981,19,0,2.2,1985,26,13.4,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.26,NA,NA,NA,DD,NA,"Original_length_number_in_the_spreadsheet_was_9.0;_data_is_different_than_the_original_data_sheet,_but_left_as_is,_b/c_it_is_the_original_data_entry_(2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2C,1807,PIGL,3.8,2,3.7,1981,NA,NA,NA,NA,NA,3.9,Z,Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2C,1811,PIGL,9.5,4.5,0.8,1991,11.5,0,5,1987,35,11,S,NW,NA,NA,NA,NA,2.3,2.8,1.8,40,12.2,4.06,9.6,NA,NA,DD,NA,"Original_length_number_in_the_spreadsheet_was_15.0;_data_is_different_than_the_original_data_sheet,_but_left_as_is_(2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2C,1804,POTR,15,3.5,4.6,1985,NA,NA,NA,NA,67,20,S,N,NA,NA,NA,NA,2.8,1.7,13,35,18.4,4.07,15,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2C,1805,POTR,20,3.3,4.4,NA,NA,NA,NA,NA,76,19.2,S,W,NA,NA,NA,NA,3.5,4,14.8,80,25.3,8.69,21.3,23.7,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8,21.5,NA,NA,NA,NA
5,2C,1806,PIGL,14,3,4.7,NA,NA,NA,NA,NA,56,14.2,Z,Z,NA,NA,NA,NA,3.2,3.3,4,65,16.9,9.63,16.2,17.7,15.8,LB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2D,1794,POTR,20.5,0.1,2.7,NA,NA,NA,NA,NA,NA,17.2,Z,Z,NA,NA,NA,NA,4.3,3.2,14.2,70,24.9,NA,21.7,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2D,1801,POTR,7.2,0.2,1.1,1981,8,5,3.5,1983,NA,9.9,L,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2D,1800,POTR,11.5,0.9,2.1,1981,11.2,0,2.3,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,Original_data_sheet_had_the_length_number_-_spreadsheet_is_corrected_to_match_(2003),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2D,1802,POTR,12.2,1.4,0.3,1981,1.8,0,1,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2D,2091,POTR,19.2,1.4,3.8,NA,NA,NA,NA,NA,68,18.8,Z,Z,NA,NA,NA,NA,3.3,3.6,12.4,60,24.3,6.68,20.5,21.3,20.3,NA,NA,Added_1_yr_for_core_taken_at_<85>._(cant_read_-_2003)_(1983),22.4,20.8,NA,NA,NA,NA,24.4,21,NA,NA,NA,NA
5,2D,1812,POTR,17.5,1.7,3.5,NA,NA,NA,NA,NA,76,19.2,S,NW,NA,NA,NA,NA,3.6,3.2,13,60,21.2,6.85,18.5,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2D,1803,PIGL,13,2.6,0.8,NA,NA,NA,NA,NA,48,14.1,Z,Z,NA,NA,NA,NA,3.3,2.6,5.3,80,16.8,17.89,15.9,18.4,17.3,NA,NA,NA,19.2,17.7,NA,NA,NA,NA,20,18.6,NA,NA,NA,NA
5,2E,2089,PIGL,8.5,1.9,3.9,NA,NA,NA,NA,NA,51,11,Z,Z,NA,NA,NA,NA,2.5,1.7,3.2,65,10.3,3.76,9.1,9.5,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2E,2090,POTR,10.5,4.2,0.4,1981,NA,3.4,NA,NA,NA,12,M,S,NA,NA,NA,NA,NA,NA,NA,NA,11.9,0.45,NA,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2E,2087,PIGL,18.8,4.2,3.5,NA,NA,NA,NA,NA,51,13.6,S,S,NA,NA,NA,NA,3.7,4.3,5,85,25.7,19.36,20.6,21.5,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2E,2088,PIGL,4,2.6,3.6,NA,NA,NA,NA,NA,45,3.7,Z,Z,NA,NA,NA,NA,2.3,2.6,1.3,20,NA,2.5,4.4,4.2,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2F,2085,PIGL,16,0.1,2.1,NA,NA,NA,NA,NA,52,15.2,Z,Z,NA,NA,NA,NA,3.9,3.3,6.6,65,21,16.86,19,20.9,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2F,2083,POTR,7.5,0.1,3.9,1981,8.7,1,5,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2F,2081,POTR,24,1.3,3.3,NA,NA,NA,NA,NA,72,20.8,S,NW,NA,NA,NA,NA,4.2,4.5,14.2,86,29.8,14.83,25.3,27.8,22.7,NA,NA,NA,29.2,23.7,NA,NA,NA,NA,31,25.5,NA,NA,NA,NA
5,2F,2082,PIGL,11,1.5,3.1,NA,NA,NA,NA,NA,59,12.8,S,N,NA,NA,NA,NA,2.9,2.2,5.2,40,13.5,4.12,12.3,13.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2F,2080,PIGL,13,2.1,4.6,NA,NA,NA,NA,NA,58,15.2,S,E,NA,NA,NA,NA,1.9,2.1,7.2,60,17.6,8.83,14.7,14.6,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2F,2084,PIGL,2.8,2.4,2.6,1981,NA,NA,NA,NA,NA,3.6,S,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,DL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2F,2079,PIGL,3.5,2.4,4,1981,NA,NA,NA,NA,NA,4.5,S,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2F,2076,PIGL,5.8,4.4,4,2000,6,NA,NA,NA,46,8,S,E,NA,NA,NA,NA,2.2,2,4.8,30,NA,3.28,6.3,NA,NA,DB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2F,2086,PIGL,19.8,4.3,2,NA,NA,NA,NA,NA,59,18.4,S,E,NA,NA,NA,NA,3.3,3.3,5.2,95,26.1,8.83,22.7,24.7,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2F,2077,POTR,13.5,4,4,1984,NA,NA,0.7000000000000002,NA,72,15.4,S,NE,NA,NA,NA,NA,1.6,1.6,14.8,15,16.5,3.75,NA,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2F,2078,PIGL,14.2,3.2,4.2,NA,NA,NA,NA,NA,48,14.2,Z,Z,NA,NA,NA,NA,2.8,3.1,9.2,65,18,7.44,15.5,17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2G,2069,PIGL,11.2,0.4,4.1,NA,NA,NA,NA,NA,51,12.4,Z,Z,NA,NA,NA,NA,2,1.3,7,25,14.8,4.75,12.1,12.6,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,13.7,NA,NA,NA,NA
5,2G,2072,PIGL,4.2,0.5,2.2,NA,NA,NA,NA,NA,NA,6.2,Z,Z,NA,NA,NA,NA,1.5,1.9,1.4,35,15,NA,4.8,4.9,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,6.3,NA,NA,NA,NA
5,2G,2068,PIGL,13.5,0.6,4.9,NA,NA,NA,NA,NA,58,14.2,Z,Z,NA,NA,NA,NA,2.7,1.2,8.4,35,18.3,5.89,15,17.1,16.9,NA,NA,NA,17.7,17.5,NA,NA,NA,NA,18.6,18.5,NA,NA,NA,NA
5,2G,2071,PIGL,12.5,0.8,2.2,NA,NA,NA,NA,NA,60,12.1,Z,Z,NA,NA,NA,NA,2.8,2.3,6.3,30,14.8,7.69,14.1,16.1,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2G,2070,PIGL,9.2,1.2,2.9,NA,NA,NA,NA,NA,55,12.1,S,N,NA,NA,NA,NA,2.3,2.1,7.5,20,10.9,3.92,10.1,11,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2G,2073,PIGL,4.5,2.1,1.2,1991,NA,NA,NA,NA,42,5.4,S,S,NA,NA,NA,NA,1.1,1.4,2.2,20,NA,0.83,4.5,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2G,2075,POTR,16.2,4.6,3.5,NA,NA,NA,NA,NA,77,20.6,M,SSE,NA,NA,NA,NA,3.2,3.4,14.4,50,19.5,6.53,17,18.1,NA,LL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2G,2074,POTR,12.2,2.8,2.3,1985,14,2.5,5,1987,75,18.8,S,S,NA,NA,NA,NA,1.7,1.1,17.4,40,13.8,1.01,12.5,11.2,NA,DB2,NA,"2_m_snag._Exit_coords_top_E_2.5_(1991);_original_length_number_in_the_spreadsheet_was_4.0,_other_data_was_different_as_well_-_left_as_is_(2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2H,2062,PIGL,2.8,0.2,2.6,1981,4,0.2,2.6,1984,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,No_tag_(1991),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2H,2101,PIGL,10.2,0.4,3.4,NA,NA,NA,NA,NA,51,12.7,Z,Z,NA,NA,NA,NA,2.2,2.1,6.7,35,12.3,5.99,10.7,11.7,14.9,NA,NA,NA,10.7,14.9,DS,NA,NA,dbh checked,NA,NA,DS,NA,NA,NA
5,2H,2065,PIGL,12.8,1.1,1.4,NA,NA,NA,NA,NA,63,14.9,Z,Z,NA,NA,NA,NA,3.8,2.6,10.5,65,15.5,6.86,14.3,16.6,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,19.1,NA,NA,NA,NA
5,2H,2064,PIGL,8.8,1.5,1.6,NA,NA,NA,NA,NA,48,9.8,Z,Z,NA,NA,NA,NA,2.5,2.5,4.9,50,11,3.28,9.3,9.6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2H,2098,POTR,14.5,1.6,4.9,1991,NA,NA,NA,NA,73,18,M,NW,NA,NA,NA,NA,0.9,2.3,14.5,NA,17.2,5.51,14.5,NA,NA,DB1,NA,Leaning_on_#_2101_(1991),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2H,2063,POTR,11.8,1.9,2.4,1981,15.9,5,4.5,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,Original_data_sheet_had_the_length_number_-_spreadsheet_is_corrected_to_match_(2003),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2H,2100,PIGL,9.2,2.1,4.2,NA,NA,NA,NA,NA,57,11.8,S,NW,NA,NA,NA,NA,2.4,2.8,4.4,30,11,6.72,11,12.6,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,16.5,NA,NA,NA,NA
5,2H,2066,POTR,11.5,2.5,0.6,1991,NA,NA,NA,NA,73,15.9,Z,Z,NA,NA,NA,NA,0.8,0.9,14.8,40,13.8,2.16,11.6,NA,NA,DL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2H,2067,POTR,7.8,3.7,1.1,1981,6.5,0,0.5,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2I,2123,PIGL,9.8,0.7,0.6,NA,NA,NA,NA,NA,NA,14,Z,Z,NA,NA,NA,NA,2.3,2.4,5,55,NA,NA,11.2,12.4,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,17.1,NA,NA,NA,NA
5,2I,2099,POTR,9.8,1,2,1981,9.3,1.1,0,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2I,2122,POTR,17,1,4.1,2000,NA,NA,NA,NA,NA,17.8,M,SW,NA,NA,NA,NA,2.1,1.7,14,NA,NA,NA,17,NA,NA,DD,NA,2.5_m_snag_(1991),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2I,2121,PIGL,6,1.2,4.3,NA,NA,NA,NA,NA,NA,6.8,S,N,NA,NA,NA,NA,2.2,2.5,2,20,NA,NA,7.2,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2I,2124,PIGL,8.5,1.8,0.9,NA,NA,NA,NA,NA,NA,8.5,S,N,NA,NA,NA,NA,1.5,2.7,3.2,30,NA,NA,9,8.8,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2I,2126,PIGL,13.5,4.9,0.7,NA,NA,NA,NA,NA,NA,14,Z,Z,NA,NA,NA,NA,2.9,3.1,8,30,NA,NA,15.5,18,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2I,2119,POTR,17.2,4.6,3.5,NA,NA,NA,NA,NA,NA,19,S,W,NA,NA,NA,NA,2.5,3,13.6,NA,NA,NA,18.1,19.4,18.8,NA,NA,NA,20.9,20.3,NA,NA,NA,NA,NA,NA,DD,NA,NA,could not take dbh
5,2I,2125,POTR,8.2,4.5,0.5,1981,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,DD,NA,3_m_snag_(1991),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2I,2097,POTR,11.8,3.7,0.9,1981,4.4,0,3.7,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2I,2120,PIGL,13.8,3.6,3.2,NA,NA,NA,NA,NA,NA,13.7,Z,Z,NA,NA,NA,NA,3.2,3.2,6.4,55,NA,NA,17.1,20.5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2I,2096,PIGL,4.5,3.1,1.6,2000,NA,NA,NA,NA,48,6.3,S,N,NA,NA,NA,NA,1.7,1.2,2,30,NA,2.89,4.8,4.6,NA,DB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2J,2115,PIGL,4.8,0.5,0.3,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81,5.5,6.1,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2J,2114,POTR,9.8,1.6,0.7,1981,15,3.8,5,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,Original_length_number_in_the_spreadsheet_was_5.0;_other_data_as_well_is_different_-_left_as_is_(2003),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2J,2111,POTR,23.2,2,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,25.8,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7,22.5,NA,NA,NA,NA
5,2J,2112,POTR,19.2,2.1,0.3,1985,19,2,0,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,NA,NA,DD,NA,"Original_length_number_in_the_spreadsheet_was_90.0;_other_data_is_different_than_the_data_sheets,_but_left_as_is,_b/c_it_is_the_original_data_entry_(2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2J,2113,POTR,10.2,2.3,2.1,1981,5.5,2.4,5,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,"Data_is_different_than_the_original_data_sheet,_but_left_as_is,_b/c_it_is_the_original_data_entry_(2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2J,2118,POTR,18.8,4.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2,21.4,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2J,2117,POTR,11,3.6,1.8,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2J,2110,POTR,18.2,3.6,4.1,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,20,NA,DL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2J,2116,POTR,18.8,3.1,0.3,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,NA,NA,DB1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3A,732,PIGL,13.2,0.6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,17.3,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3A,729,PIGL,11.5,1.3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,13.8,16.1,NA,NA,NA,13.8,16.6,NA,NA,NA,NA,13.8,17.6,NA,NA,NA,dbh checked
5,3A,731,PIGL,2.5,1.5,3,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3A,730,PIGL,4.2,1.6,2,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,4.3,5.3,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3A,728,PIGL,14,2.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,19.9,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3A,737,POTR,12.8,4.6,2.3,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,NA,NA,DD,NA,4_m_snag_(1991),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3A,736,PIGL,8.5,4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,9.7,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,13.4,NA,NA,NA,NA
5,3A,735,PIGL,5.5,3.9,3.9,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,6.1,8.7,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3A,734,PIGL,5,3.7,3.5,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65,5.5,5.6,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3A,733,PIGL,4.5,2.9,3.9,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3B,742,POTR,19.2,1.4,2.2,2000,NA,NA,NA,NA,NA,21,Z,Z,NA,NA,NA,NA,2.7,2.9,17.6,50,NA,NA,20.2,19.9,NA,DB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3B,741,POTR,20,1.6,0.5,1984,NA,NA,NA,NA,NA,15,S,N,NA,NA,NA,NA,2.4,2.1,14.9,0,NA,NA,19.5,NA,NA,DD,NA,"No_fill,_but_bark_green_(1983)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3B,743,PIGL,14,1.7,3.8,NA,NA,NA,NA,NA,NA,15,Z,Z,NA,NA,NA,NA,3.1,3.2,8,20,NA,NA,17.1,20.3,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3B,740,PIGL,2.8,1.8,0.2,1981,NA,NA,NA,NA,NA,3.6,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3B,749,PIGL,2.5,2.3,2.1,1981,3.3,0,1.4,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3B,739,PIGL,4.8,3.6,0.1,2000,NA,NA,NA,NA,NA,13.8,Z,Z,NA,NA,NA,NA,1.2,1.3,12.2,20,NA,NA,5.1,5,6.1,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3B,738,PIGL,14.8,3.6,0.2,NA,NA,NA,NA,NA,NA,16.6,Z,Z,NA,NA,NA,NA,2.8,2.6,9,70,NA,NA,16.7,18.5,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3B,748,PIGL,16.5,3.6,3.4,NA,NA,NA,NA,NA,NA,15.4,Z,Z,NA,NA,NA,NA,2.8,2.8,8.4,70,NA,NA,18.8,20.6,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3B,747,POTR,19.8,3.3,3,NA,NA,NA,NA,NA,NA,19,Z,Z,NA,NA,NA,NA,2.3,2.6,17.2,NA,NA,NA,20.9,22.3,20.6,NA,NA,NA,23.1,21.4,NA,NA,NA,NA,24,22.4,NA,NA,NA,NA
5,3B,746,PIGL,5.5,3,4,1984,NA,NA,NA,NA,NA,6.2,S,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,DL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3B,744,PIGL,4.2,2.6,4,2000,NA,NA,NA,NA,50,6.5,S,S,NA,NA,NA,NA,1.2,1.5,3.8,25,NA,1.36,4.5,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3B,745,PIGL,6,2.6,3.7,2000,NA,NA,NA,NA,NA,8.3,Z,Z,NA,NA,NA,NA,1.8,1.5,4,40,NA,NA,6.4,6.2,8.9,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3C,750,POTR,23,0.3,1.4,NA,NA,NA,NA,NA,NA,19.4,Z,Z,NA,NA,NA,NA,4.6,4.5,14.4,NA,25.5,9.72,23.9,25.2,19.6,NA,NA,NA,24.5,NA,DB2,NA,NA,dbh checked,NA,NA,DB2,NA,NA,NA
5,3C,754,PIGL,3.2,4.2,4,NA,NA,NA,NA,NA,NA,4.5,Z,Z,NA,NA,NA,NA,1.7,1.2,1.6,5,NA,NA,3.6,3.7,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3C,753,POTR,14.8,3.6,1.6,1991,NA,NA,NA,NA,67,16.5,S,N,NA,NA,NA,NA,1.6,1.6,8,90,18.5,2.47,15.1,NA,NA,DL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3C,752,PIGL,3.8,3.6,1.2,2000,NA,NA,NA,NA,NA,4.9,Z,Z,NA,NA,NA,NA,1.4,1.9,1.9,5,NA,NA,4.2,3.9,4.7,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3C,751,PIGL,3,3.3,2,NA,NA,NA,NA,NA,50,4,S,SW,NA,NA,NA,NA,1.6,1.6,1.6,5,NA,0.71,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3D,764,PIGL,7.8,0.6,2,NA,NA,NA,NA,NA,52,9.8,Z,Z,NA,NA,NA,NA,2.2,2.4,6.3,15,10,3.96,8.4,8.6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
