"stand","plot","tag","species_code","DBH_1983_cm","base_coord_N_1983_m","base_coord_S_1983_m","base_coord_E_1983_m","base_coord_W_1983_m","year_dead","fallen_stem_length_1983_m","exit_coord_N_1983_m","exit_coord_S_1983_m","exit_coord_E_1983_m","exit_coord_W_1983_m","year_fallen_1983","age_1983","stem_height_1983_m","stem_lean_amt_scaled_1983","stem_lean_dir_1983","stem_lean_amt_1991","stem_lean_dir_1991","stem_lean_amt_2000","stem_lean_dir_2000","crown_width_NS_1983_m","crown_width_EW_1983_m","height_to_crown_1983_m","fill_perc_1983","BSD_1983","radial_10year_inc_1983_mm","DBH_1991_cm","DBH_2000_cm","height_2000_m","tree_code_2000","fire_code_2000","comments"
"4","0B","473","PIGL",15.8,"0.5",NA,NA,"1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.6","19.8","16.4",NA,NA,""
"4","0B","474","PIGL",12.5,"0.5",NA,NA,"2.4","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","12.6","11.1","DS",NA,""
"4","0B","475","PIGL",6.2,"0.6",NA,NA,"2.4","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.6",NA,NA,"DD",NA,""
"4","0C","477","PIGL",6.8,NA,"1.2",NA,"1.5",NA,NA,NA,NA,NA,NA,NA,"84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.36","7.5","8.5","7.9",NA,NA,""
"4","0C","587","ABBA",3.2,"0.5",NA,"1.9",NA,NA,NA,NA,NA,NA,NA,NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.68","5.1","7.1","7.6",NA,NA,""
"4","0C","478","PIGL",19.5,"0.7",NA,"0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31.3","32.7","25.4",NA,NA,""
"4","0C","479","PIGL",21.2,"1.4",NA,"1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.8","25.4","23.5",NA,NA,""
"4","0D","481","PIGL",20.2,NA,"0.6","2.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.7","22.6","25.4",NA,NA,""
"4","0D","480","ABBA",4.2,NA,"2",NA,"1.6",NA,NA,NA,NA,NA,NA,NA,"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.67","5.2","6.5","8.1",NA,NA,""
"4","0D","484","PIGL",16,"0.1",NA,"0.1",NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.3",NA,NA,"DB1",NA,""
"4","0D","482","PIGL",9.8,"0.1",NA,NA,"0.1","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.2",NA,NA,"DB1",NA,""
"4","0D","483","PIGL",9,"0.2",NA,"1.5",NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.4","8.9","9.8","DS",NA,""
"4","0E","487","PIGL",28.5,NA,"1","1.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.5","33","25.3",NA,NA,""
"4","0E","493","ABBA",6.2,NA,"1.5","1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","8.4","10.4",NA,NA,""
"4","0E","486","PIGL",18.8,NA,"1.7","1.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.5","19.5","17.9",NA,NA,""
"4","0E","485","PIGL",13.8,NA,"1.8","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.5","14.8","16.5",NA,NA,""
"4","0E","491","ABBA",6.5,"0.2",NA,"0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.7","8.5","9.1",NA,NA,""
"4","0E","490","ABBA",5,"0.3",NA,"1.9",NA,NA,NA,NA,NA,NA,NA,NA,"69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.62","5.7","6","6.8",NA,NA,""
"4","0E","489","ABBA",3.8,"1.5",NA,"1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5","5.1","5.8",NA,NA,""
"4","0E","492","ABBA",5.2,"1.8",NA,"1.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.8","6","6.4",NA,NA,""
"4","0E","488","ABBA",3.8,"1.9",NA,"1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.4","4.5","6.1",NA,NA,""
"4","0F","496","ABBA",25,NA,"0","0.9",NA,"1981","7.5","1.6",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16",NA,NA,"DD",NA,""
"4","0F","499","ABBA",10,NA,"1.5","1.2",NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.6","10.4",NA,"DB2",NA,""
"4","0F","498","ABBA",3.8,NA,"2.2",NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.3","5","6.1",NA,NA,""
"4","0F","495","PIBA",23.5,"0.9",NA,NA,"0.9","1981","8.9","1.6",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.1",NA,NA,"DD",NA,""
"4","0F","494","ABBA",5.8,"1.4",NA,NA,"0.7",NA,NA,NA,NA,NA,NA,NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.85","6.5","6.5",NA,"LL",NA,""
"4","0F","497","ABBA",11.8,"1.5",NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.8","15.6","19",NA,NA,""
"4","0G","500","ABBA",18.5,NA,"1.4",NA,"0.6","1991","28",NA,NA,NA,"0.2","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.8",NA,NA,"DD",NA,"Data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
"4","0G","504","ABBA",5.2,"0.1",NA,"0.4",NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.8",NA,NA,"DD",NA,""
"4","0G","507","PIBA",37.2,"0.2",NA,NA,"2.2","2000",NA,NA,NA,NA,NA,NA,"122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39",NA,NA,"DL",NA,"Cracked at stem (2000)"
"4","0G","508","PIGL",4.5,"0.4",NA,NA,"1.8","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5",NA,NA,"DD",NA,""
"4","0G","505","ABBA",6.8,"0.7",NA,"1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.5","8","11.7",NA,NA,""
"4","0G","506","ABBA",3.2,"0.9",NA,"1.2",NA,"1991",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.44","3.1",NA,NA,"DD",NA,""
"4","0G","502","ABBA",4,"1.5",NA,"0.6",NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.9",NA,NA,"DD",NA,""
"4","0G","501","ABBA",3.8,"1.6",NA,"0.1",NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.9",NA,NA,"DD",NA,""
"4","0G","503","ABBA",9.2,"1.8",NA,"1",NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.7","12.3","15.6",NA,NA,""
"4","0H","512","ABBA",13,NA,"0.9",NA,"2.4","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.5","13.1","12.1","DB2",NA,""
"4","0H","513","ABBA",5.2,NA,"1.3",NA,"2.3","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.6",NA,NA,"DD",NA,""
"4","0H","514","ABBA",6.8,NA,"2.1","1.9",NA,"1981","8.5",NA,NA,"1.5",NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.3",NA,NA,"DD",NA,"Data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
"4","0H","510","ABBA",8.5,"0.6",NA,NA,"0.8","1991","14.1","1.4",NA,NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.9",NA,NA,"DD",NA,"Data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
"4","0H","515","PIGL",22.2,"1.4",NA,"1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.8","25.7","23.4",NA,NA,""
"4","0H","509","ABBA",7.2,"2",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA,"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.71","7.7","8","13.4",NA,NA,""
"4","0H","511","ABBA",7.8,"2.2",NA,NA,"1.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","10.3","16.4",NA,NA,""
"4","0I","524","ABBA",3,NA,"1.2","1.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.7","3.6","3.5",NA,NA,""
"4","0I","518","PIGL",30.2,NA,"1.6","2.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.1","32.8","27.4",NA,NA,""
"4","0I","519","PIGL",15.5,NA,"1.8","1.8",NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.9",NA,NA,"DD",NA,""
"4","0I","516","ABBA",4.5,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.9","4.8","5.4",NA,NA,""
"4","0I","522","ABBA",3.2,"0.1",NA,"1.1",NA,NA,NA,NA,NA,NA,NA,NA,"64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.46","3.5","3.5","4.1",NA,NA,""
"4","0I","521","PIGL",28.8,"0.3",NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31.4","32.8","28.1",NA,NA,""
"4","0I","523","ABBA",2.8,"1.6",NA,"0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.3","3.9","4.1",NA,NA,""
"4","0I","520","PIGL",16.5,"1.6",NA,"1.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.5","19.6","19.6",NA,NA,""
"4","0I","517","ABBA",4.5,"2.1",NA,NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.9","4.9","5.4",NA,NA,""
"4","0J","525","PIGL",36.8,NA,"0.6",NA,"1.8",NA,NA,NA,NA,NA,NA,NA,"98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.3","40.9","30.3",NA,NA,""
"4","0J","526","PIGL",19.2,NA,"0.6",NA,"2.6","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.3","18.9",NA,"DB2",NA,""
"4","0J","534","ABBA",4.5,"0.2",NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.9","5","5.8",NA,NA,""
"4","0J","533","PIGL",25,"2",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27.1","28.6","24.9",NA,NA,""
"4","0J","535","ABBA",4.8,"2",NA,"1.4",NA,"2000",NA,NA,NA,NA,NA,NA,"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.39","4.8",NA,NA,"DB1",NA,""
"4","1A","601","POTR",21,NA,"0.5","1.3",NA,"1991","20",NA,NA,"1.7",NA,"1987",NA,"21.3","M","S",NA,NA,NA,NA,"2.5","2.1","13.5",NA,NA,NA,"21.5",NA,NA,"DB2",NA,"6 m snag standing, 15 m on ground = log (1991); data different than data sheet, but left as is (2003)"
"4","1A","602","PIGL",22.2,NA,"1.6",NA,"1.7",NA,NA,NA,NA,NA,NA,NA,NA,"25.2","O","Z",NA,NA,NA,NA,"2.2","2.9","17.2","80",NA,NA,"23.9","24.8","24.3",NA,NA,""
"4","1A","603","PIGL",11,NA,"2",NA,"2.3","1981",NA,NA,NA,NA,NA,NA,NA,"16.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.5",NA,NA,"DD",NA,"Snag 6 m tall (1991)"
"4","1A","604","PIGL",34,"0.2",NA,"0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"29","O","Z",NA,NA,NA,NA,"3.3","3","12.2","92",NA,NA,"35.9","36.5","27.6",NA,NA,""
"4","1A","605","PIGL",13.8,"2.2",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,"17","O","Z",NA,NA,NA,NA,"2.1","2.3","10.4","60",NA,NA,"14.7","15","16.4",NA,NA,""
"4","1B","600","ABBA",5,NA,"0.1",NA,"1.3",NA,NA,NA,NA,NA,NA,NA,"44","5.3","O","Z",NA,NA,NA,NA,"1.7","2.2","0.2","80",NA,"6.45","7.2","10","10",NA,NA,""
"4","1B","595","PIMA",17,NA,"2.3","1.5",NA,"1981","14.1","1.6",NA,NA,NA,"1987",NA,"15.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.3",NA,NA,"DD",NA,"Data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
"4","1B","597","POTR",19.5,"1.1",NA,"2",NA,"2000",NA,NA,NA,NA,NA,NA,NA,"21.6","S","N",NA,NA,NA,NA,"4.1","3.8","14.6",NA,NA,NA,"20.4","20.3",NA,"DB2",NA,""
"4","1B","596","PIGL",10.2,"1.7",NA,"1.2",NA,"1981","9.6","1.1",NA,NA,NA,"1987",NA,"15.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.8",NA,NA,"DD",NA,"Data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
"4","1B","598","POTR",26.8,"2",NA,NA,"1.2","1991","22","2.2",NA,NA,NA,"1987",NA,"22.2","L","SE",NA,NA,NA,NA,"4.7","4.4","19",NA,NA,NA,"27.2",NA,NA,"DD",NA,"Data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
"4","1B","599","PIGL",18.5,"2.4",NA,NA,"0.2","1991","18.5",NA,"2.3",NA,NA,"1987",NA,"18.8","S","SSW",NA,NA,NA,NA,"3.8","2.8","13.2","45",NA,NA,"18.5",NA,NA,"DD",NA,"Data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
"4","1C","590","PIGL",15,NA,"1.3",NA,"0.5","1981","17.2","0",NA,NA,"1.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"4","1C","588","ABBA",4,NA,"2.6","1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.9","O","Z",NA,NA,NA,NA,"2.5","1.6","1","45",NA,NA,"5.4",NA,"4.8",NA,NA,""
"4","1C","589","ABBA",5.2,NA,"2.8",NA,"2.3",NA,NA,NA,NA,NA,NA,NA,NA,"10.8","O","Z",NA,NA,NA,NA,"2.1","2.3","6","70",NA,NA,"7.3","9.4","9.2",NA,NA,""
"4","1C","593","ABBA",3,"0.3",NA,"1.7",NA,NA,NA,NA,NA,NA,NA,NA,"62","3.7","O","Z",NA,NA,NA,NA,"1.7","1.6","1.7","60",NA,"4.41","3.8","4.5","6.2",NA,NA,""
"4","1C","594","ABBA",2.8,"0.4",NA,"2.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.2","O","Z",NA,NA,NA,NA,"1.8","1.3","1.6","55",NA,NA,"3.6","4.1","5.2",NA,NA,""
"4","1C","592","PIGL",31.2,"1.2",NA,"1.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"29","O","Z",NA,NA,NA,NA,"4.2","5.3","15.2","90",NA,NA,"33.3","35.6","29.8",NA,NA,""
"4","1C","591","ABBA",3.5,"1.4",NA,NA,"1.3","2000",NA,NA,NA,NA,NA,NA,NA,"3.6","O","Z",NA,NA,NA,NA,"2","1.7","1","50",NA,NA,"4.6","5.5",NA,"DL",NA,""
"4","1D","581","PIGL",24.5,NA,"0.1","1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.2","S","E",NA,NA,NA,NA,"4.4","4.3","11.4","60",NA,NA,"26.4","27.3","26.2",NA,NA,""
"4","1D","586","PIGL",19.5,NA,"0.3",NA,"0.6","1981","13.3",NA,"2.3","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"4","1D","580","PIGL",15,NA,"0.7","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.8","S","E",NA,NA,NA,NA,"1.8","2","6.6","30",NA,NA,"15.6","15.5","15.5",NA,NA,""
"4","1D","584","ABBA",3,NA,"1.7",NA,"0.4",NA,NA,NA,NA,NA,NA,NA,NA,"2.8","O","Z",NA,NA,NA,NA,"1.6","1.8","0.9","20",NA,NA,"3.6","4.6","4.4",NA,NA,""
"4","1D","585","ABBA",4.5,NA,"2.7",NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,"4.1","O","Z",NA,NA,NA,NA,"2.4","1.8","1.4","40",NA,NA,"5.5","6.3","7.6",NA,NA,""
"4","1D","583","PIGL",27.5,"1",NA,NA,"0.2","2000",NA,NA,NA,NA,NA,NA,NA,"27.3","O","Z",NA,NA,NA,NA,"4.2","2.3","13.5","80",NA,NA,"29.6","28.9","33.2","DS",NA,""
"4","1D","582","ABBA",5.5,"1.9",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"54","4.7","S","NE","45","NE",NA,NA,"2.6","2.6","1.8","20",NA,"8.6","6.8","6.3",NA,"LL",NA,""
"4","1E","571","ABBA",4.5,NA,"0.8","1.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","O","Z",NA,NA,NA,NA,"1.6","1.6","2.7","30",NA,NA,"5.5","6","7.1",NA,NA,""
"4","1E","572","PIBA",40.5,NA,"1.8","2.4",NA,"1991","23.6",NA,NA,"0.7",NA,"1987","155","26.4","M","S",NA,NA,NA,NA,"4.9","3.2","18.2","25",NA,"1.35","40.5",NA,NA,"DB2",NA,"572 & 573 are joined (1991); data different than data sheet, but kept the same (2003)"
"4","1E","573","PIBA",42,NA,"2","1.9",NA,"2000",NA,NA,NA,NA,NA,NA,"150","27","L","S",NA,NA,NA,NA,"5.6","2.9","19","25",NA,"1.58","44","43.2",NA,"DL",NA,""
"4","1E","576","ABBA",3.5,"0.6",NA,NA,"2.7",NA,NA,NA,NA,NA,NA,NA,NA,"3.5","O","Z",NA,NA,NA,NA,"2.2","1.4","1.8","30",NA,NA,"3.9","4.4","4.5",NA,NA,""
"4","1E","574","ABBA",5.8,"0.8",NA,NA,"0.3",NA,NA,NA,NA,NA,NA,NA,"52","5.5","O","Z",NA,NA,NA,NA,"1.9","1.9","2.2","40",NA,"6.28","6.5","7.5","8.1",NA,NA,""
"4","1E","579","ABBA",2.8,NA,"0.9","1.6",NA,"1991","2.8","1",NA,NA,NA,"1987",NA,"3.4","S","SW",NA,NA,NA,NA,"0.9","0.9","2.1","15",NA,NA,"3.1",NA,NA,"DD",NA,"Data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
"4","1E","577","ABBA",3.2,"1.2",NA,"0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5","S","N",NA,NA,NA,NA,"1.3","1.4","3.5","35",NA,NA,"4","3.9","5.2",NA,NA,""
"4","1E","575","ABBA",4,"1.5",NA,NA,"1.2","1991","5.3",NA,NA,"1.7",NA,"1987",NA,"5.2","O","Z",NA,NA,NA,NA,"2.4","1.7","3.5","30",NA,NA,"4.2",NA,NA,"DD",NA,"Data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
"4","1E","578","ABBA",5.5,"1.6",NA,"0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.8","S","N",NA,NA,NA,NA,"1.8","1.7","3.5","35",NA,NA,"6.1","6.4","8.1",NA,NA,""
"4","1F","570","ABBA",3,NA,"0.3",NA,"1.8",NA,NA,NA,NA,NA,NA,NA,NA,"3","O","Z",NA,NA,NA,NA,"1.5","1.1","1.7","30",NA,NA,"3.5","3.5","3.7",NA,NA,""
"4","1F","568","ABBA",9.8,NA,"1.2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"12.8","O","Z",NA,NA,NA,NA,"3.2","2.6","4.8","60",NA,NA,"11.5","13.1","15.4",NA,NA,""
"4","1F","562","ABBA",6,NA,"1.4","1.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.1","O","Z",NA,NA,NA,NA,"2.2","2.6","3.9","25",NA,NA,"7.3","8","11.2",NA,NA,""
"4","1F","567","ABBA",5.8,NA,"2.3",NA,"0.4","2000",NA,NA,NA,NA,NA,NA,"62","5","O","Z",NA,NA,NA,NA,"2","1.7","3.4","30",NA,"2.44","6.6","6.4","6","DS",NA,""
"4","1F","569","ABBA",4.5,NA,"0.1",NA,"0.7",NA,NA,NA,NA,NA,NA,NA,NA,"6.3","O","Z",NA,NA,NA,NA,"1.2","1.4","3.7","35",NA,NA,"5.1","4.9","6.7",NA,NA,""
"4","1F","564","PIGL",18.5,"0.2",NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,"110","18.6","S","SE",NA,NA,NA,NA,"3.7","3","14.8","40",NA,NA,"20.5","21.5",NA,"LL",NA,"Two dead trees leaning on 564 (2000)"
"4","1F","565","ABBA",5.2,"0.8",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"4.8","O","Z",NA,NA,NA,NA,"2.3","2.1","2.8","20",NA,NA,"5.7","5.8","5.3",NA,NA,""
"4","1F","566","ABBA",4.8,"1.6",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,"6","S","N",NA,NA,NA,NA,"1.8","1.6","4.3","20",NA,NA,"5.3","5.5","7.4",NA,NA,""
