"stand","plot","tag","species_code","DBH_1983_cm","base_coord_N_1983_m","base_coord_S_1983_m","base_coord_E_1983_m","base_coord_W_1983_m","year_dead","fallen_stem_length_1983_m","exit_coord_N_1983_m","exit_coord_S_1983_m","exit_coord_E_1983_m","exit_coord_W_1983_m","year_fallen_1983","age_1983","stem_height_1983_m","stem_lean_amt_scaled_1983","stem_lean_dir_1983","stem_lean_amt_1991","stem_lean_dir_1991","stem_lean_amt_2000","stem_lean_dir_2000","crown_width_NS_1983_m","crown_width_EW_1983_m","height_to_crown_1983_m","fill_perc_1983","BSD_1983","radial_10year_inc_1983_mm","DBH_1991_cm","DBH_2000_cm","height_2000_m","tree_code_2000","fire_code_2000","comments"
"5","1D","2164","POTR",14.5,"0.1",NA,NA,"2.5","1981","12.9","0",NA,NA,"2.4","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,"Original_data_sheet_had_the_length_number_-_spreadsheet_is_corrected_to_match_(2003)"
"5","1D","2165","POTR",14,"0.5",NA,"1.3",NA,"1991",NA,NA,NA,NA,NA,NA,NA,"18.4","O","Z",NA,NA,NA,NA,"2","2","14.2","20","16.8",NA,"14.2",NA,NA,"DD",NA,"2_m_snag_(1991)"
"5","1D","2162","POTR",14.2,"1",NA,NA,"0.6","1991",NA,NA,NA,NA,NA,NA,NA,"18.8","O","Z",NA,NA,NA,NA,"2.8","2","14.2","35","18",NA,"14.6",NA,NA,"DD",NA,"0.6_m_snag,_top_is_1.8_m_(1991)"
"5","1D","2166","PIGL",3,"1.1",NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,"44","3.3","O","S","20","S",NA,NA,"1.8","1.9","1.9","20",NA,"1.82","3.5","3.6",NA,"LL",NA,""
"5","1E","2172","POTR",18.8,NA,"0.4",NA,"0.6",NA,NA,NA,NA,NA,NA,NA,NA,"18.8","M","S",NA,NA,NA,NA,"2.6","2.9","14.6","50","21.9",NA,"20.4","22",NA,"LL",NA,""
"5","1E","2173","PIGL",10.8,NA,"0.5",NA,"2.2",NA,NA,NA,NA,NA,NA,NA,NA,"12.6","O","Z",NA,NA,NA,NA,"3.1","2.1","8.6","45","14.7",NA,"12.5","13.6","15.4",NA,NA,""
"5","1E","2174","PIGL",11.5,NA,"0.7","2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.8","O","Z",NA,NA,NA,NA,"2.9","2.2","9.5","45","13.6",NA,"13.3","14.9","16.1",NA,NA,""
"5","1E","2182","PIGL",4.8,NA,"1.9","1",NA,NA,NA,NA,NA,NA,NA,NA,"44","4.5","S","W",NA,NA,NA,NA,"1.7","2.5","2.3","15",NA,"1.5","4.7","4.9","4.3",NA,NA,""
"5","1E","2181","PIGL",14.2,NA,"2.1","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","O","Z",NA,NA,NA,NA,"2.2","2.4","11.2","80","17.3",NA,"16.8","19","17.4",NA,NA,""
"5","1E","2175","POTR",19.5,NA,"2.8",NA,"2.3",NA,NA,NA,NA,NA,NA,NA,NA,"20","S","SW",NA,NA,NA,NA,"2.5","2.7","16","65","22.2",NA,"21.4","21.8","19.6","LB",NA,""
"5","1E","2178","POTR",12.2,"1.1",NA,"1.3",NA,"1984",NA,NA,NA,NA,NA,NA,NA,"12.4","M","NW",NA,NA,NA,NA,"2.2","2.3","12.2","0","13.3",NA,"12.1",NA,NA,"DD",NA,"0.5_m_snag,_top_v.s._#2085_(1991)"
"5","1E","2176","POTR",19.8,"1.4",NA,"2",NA,"2000",NA,NA,NA,NA,NA,NA,NA,"19","O","Z",NA,NA,NA,NA,"3.7","3.3","15","50","25",NA,"22.3","21.1",NA,"DB2",NA,""
"5","1E","2179","PIGL",11,"1.6",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","M","SE",NA,NA,NA,NA,"2.1","1.9","10.2","60","12.3",NA,"12.1","13.1","15.5",NA,NA,""
"5","1E","2180","PIGL",9.5,"2.1",NA,"1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.2","O","Z",NA,NA,NA,NA,"3.2","3","7","70","12.7",NA,"10.2","10.8","13.4",NA,NA,""
"5","1F","2183","POTR",23.5,NA,"1.9",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"20.2","O","Z",NA,NA,NA,NA,"4.6","3.5","15.2","75","30",NA,"24.7","26.7",NA,NA,NA,""
"5","1F","2186","PIGL",5.2,"0",NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.8","O","Z",NA,NA,NA,NA,"2.3","1.8","3.6","50",NA,NA,"5.5","5.4","5",NA,NA,""
"5","1F","2187","POTR",26.5,"0.1",NA,"0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.2","O","Z",NA,NA,NA,NA,"4.8","4.7","15.2","80","32.2",NA,"27.8","30.3","21.7",NA,NA,""
"5","1F","2185","PIGL",6.5,"1.3",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"7.4","O","Z",NA,NA,NA,NA,"1.6","2.1","4.1","30",NA,NA,"7.2","7.6","7.4","LB",NA,""
"5","1F","2188","POTR",20.5,"1.4",NA,"0.6",NA,"1983","8.5",NA,"0",NA,"0.2","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"5","1F","2184","PIGL",4.8,"1.9",NA,NA,"0.4",NA,NA,NA,NA,NA,NA,NA,"54","5","O","Z",NA,NA,NA,NA,"2.5","2.6","1.2","20",NA,"3.2","5.3","5.2","5.7",NA,NA,""
"5","1F","2189","POTR",12.8,"2.2",NA,"0.4",NA,"1981","4",NA,"0","0.6",NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"5","1G","2196","POTR",20.5,NA,"0.6",NA,"1.9","2000",NA,NA,NA,NA,NA,NA,NA,"22.4","S","SW",NA,NA,NA,NA,"4","4","17.4","80","23.5",NA,"21.2","21",NA,"DB2",NA,""
"5","1G","2195","PIGL",11.5,NA,"1.3","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.6","S","S",NA,NA,NA,NA,"2.5","2.6","3.4","60","13.6",NA,"13","14.5","15.2",NA,NA,""
"5","1G","2192","PIGL",13.2,NA,"1.7","1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.2","O","Z",NA,NA,NA,NA,"3.3","2.3","7","60","15.8",NA,"14.9","16.8","15.6",NA,NA,""
"5","1G","2194","POTR",17.5,"0.8",NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.4","M","SW",NA,NA,NA,NA,"4.8","2.5","15.4","70","20.6",NA,"18.2","19.9",NA,"LL",NA,""
"5","1G","2191","POTR",15.2,"1.9",NA,NA,"0.9","1984","16.6",NA,"0.7","0",NA,"1987","74","19","M","NE",NA,NA,NA,NA,"3","3.3","15.4","10","19","5.4","15.5",NA,NA,"DB2",NA,"5_m_snag,_top_exit_coords_E_0.6_(1991);_original_length_number_in_spreadsheet_was_66.0_(2003)"
"5","1G","2190","POTR",18,"2.3",NA,NA,"0.2","1991",NA,NA,NA,NA,NA,NA,NA,"20.2","S","SE",NA,NA,NA,NA,"3.3","3.7","13","90","21.8",NA,"18.3",NA,NA,"DB1",NA,""
"5","1H","2209","POTR",12.5,NA,"0.9","0.3",NA,"1981","3",NA,"0",NA,"1.8","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,"No_tag_(1991)"
"5","1H","2197","POTR",16.8,NA,"1.1",NA,"0.6","1983",NA,NA,NA,NA,NA,NA,NA,"19.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17",NA,NA,"DD",NA,"8_m_snag_(1991)"
"5","1H","2198","PIGL",15.2,NA,"2",NA,"2.1",NA,NA,NA,NA,NA,NA,NA,NA,"14.9","S","S",NA,NA,NA,NA,"2.7","3.2","10","60","17.9",NA,"17.6","19.4","18.4",NA,NA,""
"5","1H","2203","PIGL",4.2,"0.1",NA,"2",NA,"1981","4.5","0",NA,"1.8",NA,"1987",NA,"4.2","S","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,"Data_is_different_than_the_original_data_sheet,_but_left_as_is,_b/c_it_is_the_original_data_entry_(2003)"
"5","1H","2204","PIGL",5.8,"0.2",NA,"2",NA,"1981","9.1","1.9",NA,NA,"0","1987",NA,"8.8","O","Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,"Data_is_different_than_the_original_data_sheet,_but_left_as_is,_b/c_it_is_the_original_data_entry_(2003)"
"5","1H","2202","PIGL",3.5,"0.4",NA,NA,"2.2","1981","4.9","0",NA,NA,"1.3","1985",NA,"4.6","M","NW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,"Data_is_different_than_the_original_data_sheet,_but_left_as_is,_b/c_it_is_the_original_data_entry_(2003)"
"5","1H","2201","PIGL",8.8,"0.7",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,"11.8","O","Z",NA,NA,NA,NA,"1.5","1.6","9.5","35","10.7",NA,"9.4","9.4","13.2",NA,NA,""
"5","1H","2208","POTR",17,"1",NA,"0.2",NA,"2000",NA,NA,NA,NA,NA,NA,NA,"20","S","W",NA,NA,NA,NA,"3.8","3","16.4","50","22.3",NA,"18",NA,NA,"DD",NA,""
"5","1H","2200","PIGL",12.5,"1.3",NA,NA,"0.3",NA,NA,NA,NA,NA,NA,NA,NA,"14.1","O","Z",NA,NA,NA,NA,"1.8","2.1","6.8","50","14.8",NA,"13.9","14.3","16.2",NA,NA,""
"5","1H","2199","POTR",24.5,"1.8",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"21","O","Z",NA,NA,NA,NA,"4.7","3.4","14","95","30.3",NA,"27.7","28.5","21.2",NA,NA,""
"5","1H","2206","PIGL",8.5,"1.8",NA,"2.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.3","S","E",NA,NA,NA,NA,"3.7","2.5","3.2","15","10.5",NA,"8.6","8.6","8.5",NA,NA,""
"5","1H","2205","PIGL",15.2,"2",NA,NA,"2.4",NA,NA,NA,NA,NA,NA,NA,NA,"14.8","O","Z",NA,NA,NA,NA,"3.7","3.9","5.6","35","19.8",NA,"17.2","19.4","18.9",NA,NA,""
"5","1H","2207","PIGL",6,"2.3",NA,"1.9",NA,"1991",NA,NA,NA,NA,NA,NA,"37","4.4","O","Z",NA,NA,NA,NA,"1.8","1.5","1.8","5",NA,"7.22","5.6",NA,NA,"DD",NA,""
"5","1I","2305","POTR",15,NA,"1.2","1.4",NA,"1983","16",NA,"0","1.6",NA,"1983",NA,"19.2","L","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,"Original_data_sheet_had_the_length_number_-_spreadsheet_is_corrected_to_match_(2003)"
"5","1I","2306","PIGL",9.2,NA,"1.2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","O","Z",NA,NA,NA,NA,"2.1","2.2","3.8","20",NA,NA,"9.9","10.8","9.4",NA,NA,""
"5","1I","2211","POTR",18.8,NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"19.8","S","SW",NA,NA,NA,NA,"4","3.2","15.2","85",NA,NA,"19.7","20.8",NA,NA,NA,""
"5","1I","2214","PIGL",6.2,"0.2",NA,NA,"0.6",NA,NA,NA,NA,NA,NA,NA,"57","8","O","Z",NA,NA,NA,NA,"1.8","1.7","4.2","10",NA,"2.46","6.8","6.7","7.8",NA,NA,""
"5","1I","2307","POTR",13,"0.4",NA,"2",NA,"1981","10.1",NA,"0",NA,"2.4","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,"Original_data_sheet_had_the_length_number_-_spreadsheet_is_corrected_to_match_(2003)"
"5","1I","2213","PIGL",13.8,"0.7",NA,NA,"0.9",NA,NA,NA,NA,NA,NA,NA,NA,"16.4","O","Z",NA,NA,NA,NA,"3","2.1","6","70",NA,NA,"15.9","17.4","17.7",NA,NA,""
"5","1I","2212","PIGL",14.5,"1.1",NA,NA,"1.7",NA,NA,NA,NA,NA,NA,NA,NA,"15.7","O","Z",NA,NA,NA,NA,"4","2.2","5.2","60",NA,NA,"17","19.9","20",NA,NA,""
"5","1I","2215","POTR",21,"2",NA,"0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.6","S","W",NA,NA,NA,NA,"3.8","3.8","15.6","65",NA,NA,"23.4","25.1","27.9",NA,NA,"Changed 2000 height from 37.9 to 27.9"
"5","1I","2304","POTR",12.5,"2.2",NA,"1.7",NA,"1991",NA,NA,NA,NA,NA,NA,NA,"18.7","S","NW",NA,NA,NA,NA,"2.7","1.6","7.5",NA,NA,NA,"12.6",NA,NA,"DD",NA,""
"5","1J","2309","POTR",10.5,NA,"0.2",NA,"0.8","1983",NA,NA,NA,NA,NA,NA,NA,"15.4","M","SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.7",NA,NA,"DD",NA,""
"5","1J","2311","PIGL",17.2,NA,"0.7","1.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.6","M","W",NA,NA,NA,NA,"3.8","4.2","14.6","85",NA,NA,"20","21.7","18.3",NA,NA,""
"5","1J","2312","POTR",3.2,NA,"1.2","1.4",NA,"1983",NA,NA,"1.8","0",NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"5","1J","2308","POTR",16,"0.1",NA,NA,"0.1","1991",NA,NA,NA,NA,NA,NA,NA,"19.6","S","SE","30","SE",NA,NA,"4.2","3.3","15.6",NA,NA,NA,"16.6",NA,NA,"DD",NA,""
"5","1J","2310","POTR",12,"1.4",NA,NA,"2","1981",NA,"2.1",NA,"0",NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"5","2A","2148","PIGL",3,NA,"0",NA,"0.3","1983",NA,NA,NA,NA,NA,NA,"55","2.9","M","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.2",NA,NA,"DD",NA,"Too_small_(1991)"
"5","2A","2149","PIGL",4,NA,"0.9",NA,"0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.1","4.2","5.3",NA,NA,""
"5","2A","2146","POTR",8.5,NA,"1.2","1.2",NA,"1981","3.5","1.6",NA,"0",NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"5","2A","2150","POTR",16.2,NA,"1.8",NA,"1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.9","17.3","18.2","LB",NA,""
"5","2A","2147","PIGL",4.5,NA,"2","1.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5.3","8.1",NA,NA,""
"5","2A","2151","PIGL",10,NA,"2.9",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.4","12.3","14.7",NA,NA,""
"5","2A","2130","POTR",22.5,"0.5",NA,"1.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.1","24.5","20.2",NA,NA,""
"5","2A","2127","PIGL",17.2,"0.7",NA,NA,"2.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.7","21.8","17.1",NA,NA,""
"5","2A","2143","PIGL",13.2,"0.8",NA,NA,"1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","16.5","17.2",NA,NA,""
"5","2A","2131","PIGL",7.5,"0.8",NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","8.3","6.9",NA,NA,""
"5","2A","2129","PIGL",3.8,"0.9",NA,"1.7",NA,"1991",NA,NA,NA,NA,NA,NA,"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.14","3.7",NA,NA,"DL",NA,""
"5","2A","2128","PIGL",5.2,"1.9",NA,"1.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.7","5.6","6.3",NA,NA,""
"5","2A","2133","POTR",NA,"2.8",NA,NA,"0","1981",NA,"1.3",NA,NA,"2.4","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,"2.0_entrance_coordinates_W_of_stand_(1991)"
"5","2B","1799","POTR",23.8,NA,"0.2",NA,"0.3","2000",NA,NA,NA,NA,NA,NA,NA,"21.2","M","SSE",NA,NA,NA,NA,"4.3","3.8","14.6","75",NA,NA,"24.8","24.2",NA,"DB2",NA,""
"5","2B","1798","POTR",13.2,NA,"0.6","0.2",NA,"1981","10.7",NA,"0","1",NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,"Original_data_sheet_had_the_length_number_-_spreadsheet_is_corrected_to_match_(2003)"
"5","2B","1797","POTR",14.2,NA,"0.7","1.7",NA,"2000",NA,NA,NA,NA,NA,NA,NA,"13.4","S","W",NA,NA,NA,NA,"2.5","2","10.7","40",NA,NA,"14.1",NA,NA,"DD",NA,""
"5","2B","1796","POTR",15.5,NA,"1","0.9",NA,"1981","3",NA,"0","1.3",NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DB2",NA,""
"5","2B","1790","POTR",19,NA,"1.8",NA,"0.8","2000",NA,NA,NA,NA,NA,NA,NA,"20.4","M","WSW",NA,NA,NA,NA,"3.1","2.9","14.6","70",NA,NA,"20.2","19.9",NA,"DB2",NA,""
"5","2B","1791","POTR",19.2,NA,"2.5",NA,"1.3","2000",NA,NA,NA,NA,NA,NA,NA,"19.6","O","Z",NA,NA,NA,NA,"3.3","3.6","14.6","75",NA,NA,"19.7","19.9",NA,"DB2",NA,""
"5","2B","1792","PIGL",4.2,NA,"2.6",NA,"2.2","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.3","4.1",NA,"DB2",NA,""
"5","2B","2144","PIGL",16,"0.1",NA,NA,"1.1",NA,NA,NA,NA,NA,NA,NA,NA,"14.8","O","Z",NA,NA,NA,NA,"3.6","3","3","80",NA,NA,"18","18","15.5",NA,NA,""
"5","2B","2145","PIGL",14,"0.4",NA,"2.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.4","O","Z",NA,NA,NA,NA,"2.6","2.2","7.8","70",NA,NA,"15.5","17","17.3",NA,NA,""
"5","2B","1793","POTR",18.2,"1.4",NA,NA,"1.6","1983",NA,NA,NA,NA,NA,NA,NA,"17","S","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.5",NA,NA,"DD",NA,""
"5","2B","1795","PIGL",4.5,"2.1",NA,"0.4",NA,NA,NA,NA,NA,NA,NA,NA,"47","5","O","Z",NA,NA,NA,NA,"1.9","1.7","1.3","30",NA,"2.53","5.4","5.8","6.2",NA,NA,""
"5","2C","1810","PIGL",14.8,NA,"0.5",NA,"1.6","2000",NA,NA,NA,NA,NA,NA,"55","14","O","Z",NA,NA,NA,NA,"2.8","2.5","2.8","70","18.8","13.71","17.1",NA,NA,"DB1",NA,""
"5","2C","1809","PIGL",7,NA,"0.6",NA,"2","1981","7.7",NA,"0","2.7",NA,"1985",NA,"8.2","S","SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,"Data_is_different_than_the_original_data_sheet,_but_left_as_is,_b/c_it_is_the_original_data_entry_(2003)"
"5","2C","1808","PIGL",10.8,NA,"0.8",NA,"2.5","1981","19",NA,"0","2.8",NA,"1985","26","13.4","S","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.26",NA,NA,NA,"DD",NA,"Original_length_number_in_the_spreadsheet_was_9.0;_data_is_different_than_the_original_data_sheet,_but_left_as_is,_b/c_it_is_the_original_data_entry_(2003)"
"5","2C","1807","PIGL",3.8,NA,"2","1.3",NA,"1981",NA,NA,NA,NA,NA,NA,NA,"3.9","O","Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.9",NA,NA,"DD",NA,""
"5","2C","1811","PIGL",9.5,"0.5",NA,NA,"0.8","1991","11.5",NA,"0","0",NA,"1987","35","11","S","NW",NA,NA,NA,NA,"2.3","2.8","1.8","40","12.2","4.06","9.6",NA,NA,"DD",NA,"Original_length_number_in_the_spreadsheet_was_15.0;_data_is_different_than_the_original_data_sheet,_but_left_as_is_(2003)"
"5","2C","1804","POTR",15,"1.5",NA,"0.4",NA,"1985",NA,NA,NA,NA,NA,NA,"67","20","S","N",NA,NA,NA,NA,"2.8","1.7","13","35","18.4","4.07","15",NA,NA,"DD",NA,""
"5","2C","1805","POTR",20,"1.7",NA,"0.6",NA,NA,NA,NA,NA,NA,NA,NA,"76","19.2","S","W",NA,NA,NA,NA,"3.5","4","14.8","80","25.3","8.69","21.3","23.7","20",NA,NA,""
"5","2C","1806","PIGL",14,"2",NA,"0.3",NA,NA,NA,NA,NA,NA,NA,NA,"56","14.2","O","Z",NA,NA,NA,NA,"3.2","3.3","4","65","16.9","9.63","16.2","17.7","15.8","LB",NA,""
"5","2D","1794","POTR",20.5,NA,"0.1","2.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.2","O","Z",NA,NA,NA,NA,"4.3","3.2","14.2","70","24.9",NA,"21.7","23.5",NA,NA,NA,""
"5","2D","1801","POTR",7.2,NA,"0.2",NA,"1.1","1981","8","0",NA,"1.5",NA,"1983",NA,"9.9","L","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"5","2D","1800","POTR",11.5,NA,"0.9","2.9",NA,"1981","11.2",NA,"0","2.7",NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,"Original_data_sheet_had_the_length_number_-_spreadsheet_is_corrected_to_match_(2003)"
"5","2D","1802","POTR",12.2,NA,"1.4",NA,"0.3","1981","1.8",NA,"0",NA,"1","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"5","2D","2091","POTR",19.2,NA,"1.4","1.2",NA,NA,NA,NA,NA,NA,NA,NA,"68","18.8","O","Z",NA,NA,NA,NA,"3.3","3.6","12.4","60","24.3","6.68","20.5","21.3","20.3",NA,NA,"Added_1_yr_for_core_taken_at_…._(cant_read_-_2003)_(1983)"
"5","2D","1812","POTR",17.5,NA,"1.7","1.5",NA,NA,NA,NA,NA,NA,NA,NA,"76","19.2","S","NW",NA,NA,NA,NA,"3.6","3.2","13","60","21.2","6.85","18.5","19.3",NA,NA,NA,""
"5","2D","1803","PIGL",13,NA,"2.6",NA,"0.8",NA,NA,NA,NA,NA,NA,NA,"48","14.1","O","Z",NA,NA,NA,NA,"3.3","2.6","5.3","80","16.8","17.89","15.9","18.4","17.3",NA,NA,""
"5","2E","2089","PIGL",8.5,NA,"1.9","1.1",NA,NA,NA,NA,NA,NA,NA,NA,"51","11","O","Z",NA,NA,NA,NA,"2.5","1.7","3.2","65","10.3","3.76","9.1","9.5","11.7",NA,NA,""
"5","2E","2090","POTR",10.5,"0.8",NA,NA,"0.4","1981",NA,"1.6",NA,NA,NA,NA,NA,"12","M","S",NA,NA,NA,NA,NA,NA,NA,NA,"11.9","0.45",NA,NA,NA,"DD",NA,""
"5","2E","2087","PIGL",18.8,"0.8",NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,"51","13.6","S","S",NA,NA,NA,NA,"3.7","4.3","5","85","25.7","19.36","20.6","21.5","16.3",NA,NA,""
"5","2E","2088","PIGL",4,"2.4",NA,"1.4",NA,NA,NA,NA,NA,NA,NA,NA,"45","3.7","O","Z",NA,NA,NA,NA,"2.3","2.6","1.3","20",NA,"2.5","4.4","4.2","3.8",NA,NA,""
"5","2F","2085","PIGL",16,NA,"0.1",NA,"2.1",NA,NA,NA,NA,NA,NA,NA,"52","15.2","O","Z",NA,NA,NA,NA,"3.9","3.3","6.6","65","21","16.86","19","20.9","17.4",NA,NA,""
"5","2F","2083","POTR",7.5,NA,"0.1","1.1",NA,"1981","8.7",NA,"1","0",NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"5","2F","2081","POTR",24,NA,"1.3","1.7",NA,NA,NA,NA,NA,NA,NA,NA,"72","20.8","S","NW",NA,NA,NA,NA,"4.2","4.5","14.2","86","29.8","14.83","25.3","27.8","22.7",NA,NA,""
"5","2F","2082","PIGL",11,NA,"1.5","1.9",NA,NA,NA,NA,NA,NA,NA,NA,"59","12.8","S","N",NA,NA,NA,NA,"2.9","2.2","5.2","40","13.5","4.12","12.3","13.2","15",NA,NA,""
"5","2F","2080","PIGL",13,NA,"2.1","0.4",NA,NA,NA,NA,NA,NA,NA,NA,"58","15.2","S","E",NA,NA,NA,NA,"1.9","2.1","7.2","60","17.6","8.83","14.7","14.6","16.3",NA,NA,""
"5","2F","2084","PIGL",2.8,NA,"2.4",NA,"2.6","1981",NA,NA,NA,NA,NA,NA,NA,"3.6","S","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.9",NA,NA,"DL",NA,""
"5","2F","2079","PIGL",3.5,NA,"2.4","1",NA,"1981",NA,NA,NA,NA,NA,NA,NA,"4.5","S","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",NA,NA,"DD",NA,""
"5","2F","2076","PIGL",5.8,"0.6",NA,"1",NA,"2000","6",NA,NA,NA,NA,NA,"46","8","S","E",NA,NA,NA,NA,"2.2","2","4.8","30",NA,"3.28","6.3",NA,NA,"DB2",NA,""
"5","2F","2086","PIGL",19.8,"0.7",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,"59","18.4","S","E",NA,NA,NA,NA,"3.3","3.3","5.2","95","26.1","8.83","22.7","24.7","21.2",NA,NA,""
"5","2F","2077","POTR",13.5,"1",NA,"1",NA,"1984",NA,NA,NA,"4.3",NA,NA,"72","15.4","S","NE",NA,NA,NA,NA,"1.6","1.6","14.8","15","16.5","3.75",NA,NA,NA,"DD",NA,""
"5","2F","2078","PIGL",14.2,"1.8",NA,"0.8",NA,NA,NA,NA,NA,NA,NA,NA,"48","14.2","O","Z",NA,NA,NA,NA,"2.8","3.1","9.2","65","18","7.44","15.5","17","18",NA,NA,""
"5","2G","2069","PIGL",11.2,NA,"0.4","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"51","12.4","O","Z",NA,NA,NA,NA,"2","1.3","7","25","14.8","4.75","12.1","12.6","13.5",NA,NA,""
