"stand","plot","tag","species_code","DBH_1983_cm","base_coord_N_1983_m","base_coord_S_1983_m","base_coord_E_1983_m","base_coord_W_1983_m","year_dead","fallen_stem_length_1983_m","exit_coord_N_1983_m","exit_coord_S_1983_m","exit_coord_E_1983_m","exit_coord_W_1983_m","year_fallen_1983","age_1983","stem_height_1983_m","stem_lean_amt_scaled_1983","stem_lean_dir_1983","stem_lean_amt_1991","stem_lean_dir_1991","stem_lean_amt_2000","stem_lean_dir_2000","crown_width_NS_1983_m","crown_width_EW_1983_m","height_to_crown_1983_m","fill_perc_1983","BSD_1983","radial_10year_inc_1983_mm","DBH_1991_cm","DBH_2000_cm","height_2000_m","tree_code_2000","fire_code_2000","comments"
"3","0B","413","PIBA",8.8,NA,"2.1","0.9",NA,"1981","2.8",NA,"1.4","0",NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.4",NA,NA,"DD",NA,""
"3","0B","408","PIBA",8.2,"0.2",NA,"0.8",NA,"1984",NA,NA,NA,NA,NA,NA,NA,"11.6","L","ESE",NA,NA,NA,NA,"1","2","9.8","70",NA,NA,"8.3",NA,NA,"DD",NA,"Too Rotten (2000)"
"3","0B","415","PIBA",8,"1.1",NA,"0.7",NA,"1981","8.8",NA,"1",NA,"0","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,"DD",NA,""
"3","0B","414","PIBA",20.5,"2.2",NA,"0.7",NA,NA,NA,NA,NA,NA,NA,NA,"81","20.8","O","Z",NA,NA,NA,NA,"4.9","4.8","10","50",NA,NA,"22","22.4","20",NA,NA,""
"3","0C","416","PIBA",8.5,NA,"1.3",NA,"0.3","1981","1.3",NA,"0.4",NA,"0","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.8",NA,NA,"DD",NA,""
"3","0C","422","PIBA",6,NA,"1.8","1.2",NA,"1981","1.4",NA,"0","1.1",NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"3","0C","421","PIBA",14,NA,"1.8","1.3",NA,"2000",NA,NA,NA,NA,NA,NA,NA,"18","S","SSE",NA,NA,NA,NA,"2.5","3.3","12","5",NA,NA,"14.5","14.2","16.1","DS",NA,"broken top (2000)"
"3","0C","423","PIBA",9.8,NA,"2.2",NA,"2","1981","32",NA,NA,"0.7",NA,"1987",NA,"6.7","O","Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.3",NA,NA,"DD",NA,""
"3","0C","420","PIBA",10.5,"0.2",NA,"1.2",NA,"1984","14.2",NA,"0.2","0",NA,NA,NA,"12","M","S",NA,NA,NA,NA,"2.2","2.3","10.6","45",NA,NA,"10.5",NA,NA,"DD",NA,""
"3","0C","417","PIBA",7.5,"1.4",NA,NA,"0.3","1981","10.4","0",NA,NA,"1.9","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.3",NA,NA,"DD",NA,"Had a 1 in a column in front of the year fallen - unknown data therefore deleted the column (2003)"
"3","0C","418","PIBA",7,"2.1",NA,NA,"0.5","1981","6.4",NA,"2","0",NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.8",NA,NA,"DD",NA,""
"3","0C","419","PIBA",5.5,"2.1",NA,NA,"1.5","1981","7","0",NA,"0.8",NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"3","0D","427","PIBA",14.8,NA,"1.1","0.1",NA,"2000","18.4",NA,"1.3","0",NA,NA,NA,"22.6","S","E",NA,NA,NA,NA,"1.1","1.3","1.7","60",NA,NA,"15",NA,NA,"DD",NA,""
"3","0D","424","PIBA",8.5,NA,"2",NA,"0.2","1981","12.5",NA,"2",NA,"0","1985",NA,"12.6","M","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.1",NA,NA,"DD",NA,"Had a 1 in a column in front of the year fallen - unknown data therefore deleted the column (2003)"
"3","0D","426","PIBA",15.5,NA,"2.1",NA,"1.9","1981",NA,NA,NA,NA,NA,NA,NA,"21","S","SW",NA,NA,NA,NA,"2.2","1.7","16.4","60",NA,NA,"16.6","16.5","22.4",NA,NA,""
"3","0D","425","PIBA",23.8,NA,"2.2",NA,"1",NA,NA,NA,NA,NA,NA,NA,"78","24.2","S","SW",NA,NA,NA,NA,"2.9","4.6","16","80",NA,NA,"25.3","26.7","28.1",NA,NA,""
"3","0D","428","PIBA",17.5,"0.9",NA,NA,"2","1991",NA,NA,NA,NA,NA,NA,NA,"21.8","S","E",NA,NA,NA,NA,"1.5","2.7","10.4","95",NA,NA,"18.3","17.6","19.6","DB2",NA,"broken top (2000)"
"3","0E","432","PIBA",24.2,NA,"0.1",NA,"2.5",NA,NA,NA,NA,NA,NA,NA,NA,"26","S","SE",NA,NA,NA,NA,"3.8","4.7","15.2","60",NA,NA,"27.4","28.7","28.5",NA,NA,""
"3","0E","430","PIBA",11.5,NA,"0.9",NA,"0.3","1991","15.5",NA,"0","0.5",NA,NA,NA,"19.6","L","SE",NA,NA,NA,NA,"1.8","2.2","12","90",NA,NA,"12.1",NA,NA,"DD",NA,""
"3","0E","431","PIBA",16.8,NA,"2.4",NA,"1.1",NA,NA,NA,NA,NA,NA,NA,NA,"21.8","O","Z",NA,NA,NA,NA,"4.4","2.8","15.6","95",NA,NA,"17.8","19.1","22.5",NA,NA,""
"3","0E","433","PIBA",17.8,"0.6",NA,"1.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.4","S","N",NA,NA,NA,NA,"3.7","4.3","12.8","60",NA,NA,"19","20.5","20.6",NA,NA,""
"3","0E","434","PIBA",20.8,"1.8",NA,"0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.8","O","Z",NA,NA,NA,NA,"3.6","1.6","12.4","90",NA,NA,"22.6","23","23.5",NA,NA,""
"3","0E","429","PIBA",22.8,"2",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,"22","O","Z",NA,NA,NA,NA,"3.7","3.3","15.8","90",NA,NA,"24.7","26.2","25.4",NA,NA,""
"3","0F","439","PIGL",2.8,NA,"1.9",NA,"2.2",NA,NA,NA,NA,NA,NA,NA,"29","3.4","O","Z",NA,NA,NA,NA,"1.9","2.1","0.4","40",NA,NA,"5.1","8.6","7.7",NA,NA,""
"3","0F","435","PIBA",18.2,"1.6",NA,NA,"0.4",NA,NA,NA,NA,NA,NA,NA,NA,"21.8","O","Z",NA,NA,NA,NA,"2.8","2.8","12.4","75",NA,NA,"19.7","21.4","23",NA,NA,""
"3","0F","438","PIBA",22.2,"1.6",NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","O","Z",NA,NA,NA,NA,"3.4","3.2","13.2","90",NA,NA,"24.2","26.1","21.9",NA,NA,""
"3","0F","437","PIGL",3.5,"1.9",NA,NA,"2.1",NA,NA,NA,NA,NA,NA,NA,"31","3.4","O","Z",NA,NA,NA,NA,"2.2","2.3","1.2","40",NA,"6.16","5.6","8.6","8.1",NA,NA,""
"3","0F","436","PIBA",17.2,"2.5",NA,NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,"22.4","L","SE",NA,NA,NA,NA,"1.7","2.4","14.4","50",NA,NA,"18.8","19.1","20.9",NA,NA,""
"3","0G","441","PIBA",12.2,NA,"0.3","1.1",NA,"1984",NA,NA,NA,NA,NA,NA,"79","13.4","M","NE",NA,NA,NA,NA,"2.3","1.8","10.2","40",NA,"7.96","12.6",NA,NA,"DD",NA,"Too Rotten (2000)"
"3","0G","442","PIGL",3.5,NA,"0.4","1.8",NA,NA,NA,NA,NA,NA,NA,NA,"37","5","S","N",NA,NA,NA,NA,"1.9","2.3","0.2","43",NA,"11.58","7.2","11.8","12.2",NA,NA,""
"3","0G","440","PIBA",8.8,NA,"1.7","0.6",NA,"1981","4.8",NA,"0.4",NA,"0","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.2",NA,NA,"DD",NA,""
"3","0H","449","PIGL",3.8,NA,"0.6","0.6",NA,NA,NA,NA,NA,NA,NA,NA,"32","4.2","O","Z",NA,NA,NA,NA,"2.2","2.5","0.5","30",NA,"9.74","6.8","10.9","10.1",NA,NA,""
"3","0H","447","PIBA",17.8,NA,"1","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.6","S","S",NA,NA,NA,NA,"3.7","3.2","13.4","60",NA,NA,"18.8","19","28.3",NA,NA,""
"3","0H","448","PIBA",13.5,NA,"1.1","0.8",NA,"1983","14.8",NA,"0","0.1",NA,NA,NA,"16.6","S","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.6",NA,NA,"DD",NA,""
"3","0H","444","PIBA",19.2,NA,"1.7",NA,"0.4",NA,NA,NA,NA,NA,NA,NA,NA,"22.4","O","Z",NA,NA,NA,NA,"4.9","2.8","15.6","60",NA,NA,"21.5","22.5","24.3",NA,NA,""
"3","0H","446","PIBA",17,NA,"2.5","2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.8","O","Z",NA,NA,NA,NA,"2","2.6","14.8","75",NA,NA,"18.5","19.2","22.9",NA,NA,""
"3","0H","450","PIBA",16,"0.7",NA,"1.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.6","O","Z",NA,NA,NA,NA,"1.6","1.5","12.2","80",NA,NA,"16.7","17.3","20.4",NA,NA,""
"3","0H","443","PIBA",20.8,"1",NA,NA,"0.4",NA,NA,NA,NA,NA,NA,NA,NA,"22.4","S","E",NA,NA,NA,NA,"3.6","3.1","12.8","85",NA,NA,"21.9","22.9","24.2",NA,NA,""
"3","0H","445","PIBA",11.2,"2.1",NA,"0.2",NA,"1981",NA,NA,NA,NA,NA,NA,NA,"3.6","O","Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.7",NA,NA,"DD",NA,"Too Rotten (2000)"
"3","0I","459","PIBA",14.2,NA,"0.5",NA,"2","2000",NA,NA,NA,NA,NA,NA,NA,"21.4","S","S",NA,NA,NA,NA,"2.3","2.5","15.6",NA,NA,NA,"15.7","14.5","17","DB2",NA,"broken top (2000)"
"3","0I","458","PIBA",19,NA,"1.7","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.6","O","Z",NA,NA,NA,NA,"3.6","3.4","1.6","35",NA,NA,"20","20.3","20.8",NA,NA,""
"3","0I","453","PIBA",14.2,"0.2",NA,NA,"1","1985",NA,NA,NA,NA,NA,NA,NA,"20.8","O","Z",NA,NA,NA,NA,"2","1.5","15","20",NA,NA,NA,NA,NA,"DD",NA,"Too Rotten (2000)"
"3","0I","452","PIBA",NA,"0.2",NA,NA,"1.3","1981","12.6","0",NA,NA,"1.4","1985",NA,"11.6","S","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,"Deleted 1983 DBH as 0.3 was recorded in the data sheet and must be a mistake; had a 1 in front of year fallen - deleted (2003)"
"3","0I","451","PIBA",12.2,"0.3",NA,NA,"1.6","1981","15.9","0.3",NA,NA,"0","1981",NA,"2","O","Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.6",NA,NA,"DD",NA,"Had a 1 in a column in front of the year fallen - unknown data therefore deleted the column (2003)"
"3","0I","455","PIBA",11,"0.4",NA,"1.9",NA,"1981",NA,NA,NA,NA,NA,NA,NA,"14.2","S","SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,"DD",NA,"Too Rotten (2000)"
"3","0I","454","PIBA",4.2,"0.5",NA,"2.1",NA,"1981","3.6",NA,"1.6",NA,"0.3","1987",NA,"3.6","S","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,"Too Rotten (2000)"
"3","0I","457","PIBA",11,"1.6",NA,NA,"1.2","1984","14.1",NA,"2","0",NA,NA,"42","17.6","O","Z",NA,NA,NA,NA,"1.4","1.3","13.8","10",NA,NA,"11.2",NA,NA,"DD",NA,""
"3","0I","456","PIBA",15.8,"2.1",NA,"2.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","O","Z",NA,NA,NA,NA,"3.8","2.9","15.6","60",NA,NA,"17.3","18.3","20.5",NA,NA,""
"3","0J","462","PIBA",16.8,NA,"2.6",NA,"1.6","1991",NA,NA,NA,NA,NA,NA,NA,"19.4","M","S",NA,NA,NA,NA,"3.3","2.1","12.2","40",NA,NA,"17","16.8","14.7","DB2",NA,"Top Off (2000)"
"3","0J","460","PIBA",9,"1.1",NA,NA,"1.2","1984","3.1",NA,"3",NA,NA,"1987",NA,"14.4","L","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.2",NA,NA,"DD",NA,"Had a 1 in a column in front of the year fallen - unknown data therefore deleted the column (2003)"
"3","0J","461","PIBA",10.2,"2",NA,"0.5",NA,"1984",NA,NA,NA,NA,NA,NA,NA,"16.4","O","Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.8","11.8","16.4","DS",NA,""
"3","0J","463","PIBA",18.2,"2.2",NA,"1.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.2","O","Z",NA,NA,NA,NA,"2.4","2.8","16.4","30",NA,NA,"19.5","20.1","18.4",NA,NA,""
"3","1A","400","PIBA",6.8,NA,"0.5",NA,"1.6","1981","7.4","0",NA,NA,"2.5","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"3","1A","396","PIBA",11,NA,"0.6","1.3",NA,"1981","10.5",NA,"0","0.8",NA,"1987",NA,"11.4","S","SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.3",NA,NA,"DD",NA,"Top off (2000); had a 1 in a column in front of the year fallen - unknown data therefore deleted the column (2003)"
"3","1A","397","PIBA",9.5,NA,"1.1","1.1",NA,"1981","12.3",NA,"1.3","0",NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,"Had a 1 in a column in front of the year fallen - unknown data therefore deleted the column (2003)"
"3","1A","389","PIBA",15.5,NA,"1.4",NA,"0.5","1981","7",NA,"0.6",NA,"0",NA,NA,"7.2","S","NW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.2",NA,NA,"DD",NA,"Top Off (2000)"
"3","1A","399","PIGL",4.8,NA,"1.6","2.7",NA,NA,NA,NA,NA,NA,NA,NA,"27","4.1","O","Z",NA,NA,NA,NA,"2.2","2","0.8","60",NA,NA,"8.8","14.2","11.6",NA,NA,""
"3","1A","398","BEPA",4.8,"0.7",NA,"1.7",NA,"2000","7","0",NA,"0.4",NA,NA,NA,"6.5","O","Z",NA,NA,NA,NA,"2.5","2.9","2.6","10",NA,NA,"6",NA,NA,"DD",NA,""
"3","1B","391","PIBA",19.2,NA,"0.3","0.7",NA,"1991","19.1",NA,"0","0.6",NA,NA,"62","20.8","M","S",NA,NA,NA,NA,"2","4","14","45",NA,NA,"20",NA,NA,"DD",NA,"Top Off (2000)"
"3","1B","392","PIBA",16.2,NA,"2","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.8","O","Z",NA,NA,NA,NA,"2.2","2.6","14.4","7",NA,NA,"17.5","17.8","19.3",NA,NA,""
"3","1B","393","PIBA",21.8,NA,"2.1","2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.6","O","Z",NA,NA,NA,NA,"3","2.5","12.2","75",NA,NA,"23.6","24.6","21.2",NA,NA,""
"3","1B","390","BEPA",4.2,"1.2",NA,"1.8",NA,"2000","4.8","0",NA,NA,"2.4",NA,"36","6","O","Z",NA,NA,NA,NA,"1.8","2.1","1.5","5",NA,"7.18","5.1",NA,NA,"DD",NA,""
"3","1B","394","PIGL",3.2,"1.8",NA,"0.7",NA,NA,NA,NA,NA,NA,NA,NA,"22","3.1","O","Z",NA,NA,NA,NA,"1.7","1.9","1.1","20",NA,"16.99","5.6","7.7","7.4",NA,NA,""
"3","1B","395","PIGL",6.2,"2.2",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"40","5.3","O","Z",NA,NA,NA,NA,"2.9","2.6","1.3","70",NA,"12.42","10.2","15.1","14.1",NA,NA,""
"3","1C","386","PIBA",19.8,NA,"0.4",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"22.6","M","S",NA,NA,NA,NA,"3.8","3.9","13.6","85",NA,NA,"22.5","22.1","20",NA,NA,""
"3","1C","384","PIBA",13,NA,"1.8","0.1",NA,"1981","11.5",NA,"4",NA,NA,"1988",NA,"16.8","M","SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"3","1C","385","PIBA",14,NA,"2.4","1.7",NA,"1981","15.5",NA,"0","1.1",NA,"1985",NA,"19.8","M","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"3","1C","387","PIBA",20.2,"0.2",NA,NA,"1.7",NA,NA,NA,NA,NA,NA,NA,NA,"23.4","S","WNW",NA,NA,NA,NA,"3","3","7.6",NA,NA,NA,"23.1","24.7","21.4",NA,NA,""
"3","1C","388","PIBA",12.5,"0.5",NA,NA,"1.2","2000",NA,NA,NA,NA,NA,NA,NA,"16.4","M","SE",NA,NA,NA,NA,"2","2.9","9.4",NA,NA,NA,"13.1","12.9","20.4","DS",NA,""
"3","1D","378","PIGL",7.2,NA,"0.5",NA,"0.4",NA,NA,NA,NA,NA,NA,NA,"30","5.2","O","Z",NA,NA,NA,NA,"3","2.8","1.2","50",NA,"15.68","9.3","12.2","8.4",NA,NA,""
"3","1D","379","PIBA",20.8,NA,"2.2",NA,"1.1",NA,NA,NA,NA,NA,NA,NA,NA,"27","M","SE",NA,NA,NA,NA,"3.5","3.8","14.6","70",NA,NA,"22.6","23.7","20.2",NA,NA,""
"3","1D","381","PIBA",17.2,"0.2",NA,NA,"0.2",NA,NA,NA,NA,NA,NA,NA,NA,"20.4","S","S",NA,NA,NA,NA,"2","2.2","14.2","60",NA,NA,"18","17.9","21.3",NA,NA,"broken top (2000)"
"3","1D","382","PIBA",20.8,"1.1",NA,NA,"2.1",NA,NA,NA,NA,NA,NA,NA,NA,"22.8","S","NE",NA,NA,NA,NA,"2.7","2.9","15.4","90",NA,NA,"22.7","22.5","19.6",NA,NA,"broken top (2000)"
"3","1D","383","PIBA",14.8,"1.7",NA,NA,"2.3",NA,NA,NA,NA,NA,NA,NA,NA,"19.8","S","SW",NA,NA,NA,NA,"1.6","2","9.4","90",NA,NA,"15.3","15.5","13.9",NA,NA,"broken top (2000)"
"3","1D","380","PIBA",15.8,"2.1",NA,NA,"0.4",NA,NA,NA,NA,NA,NA,NA,NA,"22","S","W",NA,NA,NA,NA,"2.1","2","12.6","85",NA,NA,"17.3","17.5","19.2",NA,NA,""
"3","1E","377","PIBA",27,NA,"2.6","1.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.6","O","Z",NA,NA,NA,NA,"3.7","4","16.4","60",NA,NA,"29.8","31.6","26.3",NA,NA,""
"3","1E","376","PIGL",5.5,NA,"2.7","0.3",NA,NA,NA,NA,NA,NA,NA,NA,"28","5","O","Z",NA,NA,NA,NA,"2.6","2.5","1.3","50",NA,"11.59","8.8","11.5","10.9",NA,NA,""
"3","1F","375","PIGL",8,NA,"0.8",NA,"1.2",NA,NA,NA,NA,NA,NA,NA,"36","7.6","O","Z",NA,NA,NA,NA,"2.8","2.8","1","45",NA,"12.92","10.6","13.9","20.4",NA,NA,""
"3","1F","374","PIGL",10.2,"0.7",NA,"2.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.4","O","Z",NA,NA,NA,NA,"3.5","3.9","1.7","55",NA,NA,"15.2","19.7","17.4",NA,NA,""
"3","1G","372","PIBA",9.8,NA,"1",NA,"0.8","1981","7",NA,"1.5","0",NA,"1981",NA,"4.8","O","Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"3","1G","370","PIBA",16,NA,"1.2","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.6","S","SW",NA,NA,NA,NA,"2.2","2.7","15.2","15",NA,NA,"18","18.9","19.2",NA,NA,"broken top (2000)"
"3","1G","371","PIBA",10,NA,"2.6","1.8",NA,"1981",NA,NA,NA,NA,NA,NA,NA,"13.8","S","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.1","9.9","14.5","DS",NA,""
"3","1G","368","PIBA",21,"0.1",NA,"0.5",NA,"2000",NA,NA,NA,NA,NA,NA,NA,"22.6","S","S",NA,NA,NA,NA,"2.9","2","16.6","40",NA,NA,"21.8","21.8","22.2","DS",NA,""
"3","1G","369","PIBA",24.2,"1.5",NA,"2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.8","O","Z",NA,NA,NA,NA,"2.4","3.4","17.8","60",NA,NA,"27.1","30.1","27",NA,NA,""
"3","1H","365","PIBA",16.5,NA,"1.6","2.3",NA,"1984",NA,NA,NA,NA,NA,NA,"59","22.6","S","SE",NA,NA,NA,NA,"2.1","2.4","16.8","30",NA,NA,"17","16.9","21.8","DS",NA,""
"3","1H","366","PIBA",20.5,NA,"1.7",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"23.2","O","Z",NA,NA,NA,NA,"2.2","2.4","16.8","80",NA,NA,"21.9","22.7","23.8",NA,NA,""
"3","1H","367","PIBA",22,"0.1",NA,NA,"1.8",NA,NA,NA,NA,NA,NA,NA,"74","24","O","Z",NA,NA,NA,NA,"2.4","4.1","17","75",NA,NA,"24","24.8","19.8",NA,NA,"broken top (2000)"
"3","1H","363","PIBA",14,"0.1",NA,"0.4",NA,"1981",NA,NA,NA,NA,NA,NA,NA,"16.6","O","Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.1","14.4","14.5","DB2",NA,""
"3","1H","364","PIBA",7,"2.1",NA,"1.1",NA,"1981",NA,NA,NA,NA,NA,NA,NA,"13.2","O","Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.8","10.4",NA,"DD",NA,"Top Off (2000)"
"3","1I","360","PIBA",15.8,NA,"0.3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.6","S","N",NA,NA,NA,NA,"1.6","1.8","15","85",NA,NA,"16.7","17.6","19.2",NA,NA,"broken top (2000)"
"3","1I","359","PIBA",20.8,NA,"1.3","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","M","E",NA,NA,NA,NA,"4.5","3.5","17.8","45",NA,NA,"21.6","21.6","19",NA,NA,"broken top (2000)"
"3","1I","362","PIBA",25,"0.2",NA,NA,"0.7",NA,NA,NA,NA,NA,NA,NA,NA,"25","O","Z",NA,NA,NA,NA,"4.1","2.5","16.6","80",NA,NA,"28.8","30.4","23",NA,NA,"broken top (2000)"
"3","1I","361","PIBA",23.2,"1.7",NA,NA,"1.7",NA,NA,NA,NA,NA,NA,NA,NA,"24.4","O","Z",NA,NA,NA,NA,"4.1","3.4","17.2","60",NA,NA,"25.7","26.8","19.7",NA,NA,"broken top (2000)"
"3","1J","358","PIBA",6.8,NA,"0.2","2.4",NA,"1981","4.8","1",NA,"0.5",NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"3","1J","357","PIBA",13.2,NA,"0.4",NA,"0.6","1991",NA,NA,NA,NA,NA,NA,NA,"17.4","O","Z",NA,NA,NA,NA,"1.8","3.5","14","40",NA,NA,"13.4","13.1","15.7","DB2",NA,""
"3","1J","354","PIBA",15,NA,"0.6","1",NA,"2000",NA,NA,NA,NA,NA,NA,NA,"21.6","O","Z",NA,NA,NA,NA,"1.8","2.3","15.8","55",NA,NA,"16","16.4","19","DB2",NA,"broken top (2000)"
"3","1J","353","PIBA",23.8,"1",NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.6","M","NE",NA,NA,NA,NA,"3.3","3","14.4","50",NA,NA,"24.5","24.3","20",NA,NA,""
"3","1J","355","PIBA",10.5,"1.3",NA,"1.6",NA,"1981","10",NA,NA,"1.9",NA,NA,NA,"11","S","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,"DD",NA,"Top Off (2000)"
