stand,quad,tree_tag,species_code,tree_code_1983,DBH_1983_cm,stem_height_1983_m,age_1983
BP,4F,356,PIBA,L,12.192,NA,NA
BP,4G,359,PIBA,L,14.478,NA,NA
BP,4G,358,PIBA,L,7.112,NA,NA
BP,4G,357,PIBA,L,9.144,NA,NA
BP,4G,360,PIBA,D,4.064,NA,NA
BP,4G,361,PIBA,L,10.16,12.3,36
BP,4G,365,PIBA,L,12.7,NA,NA
BP,4G,364,PIBA,L,10.414000000000001,NA,NA
BP,4G,362,PIBA,L,11.43,NA,NA
BP,4G,363,PIBA,L,19.05,NA,NA
BP,4H,368,PIBA,L,10.16,NA,NA
BP,4H,366,PIBA,L,10.668,NA,NA
BP,4H,369,PIBA,L,7.112,NA,NA
BP,4H,367,PIBA,L,14.478,NA,NA
BP,4H,370,PIBA,L,6.858,NA,NA
BP,4I,401,PIBA,L,5.334,NA,NA
BP,4I,402,PIBA,L,11.937999999999999,NA,NA
BP,4I,403,PIBA,L,16.51,NA,NA
BP,4J,404,PIBA,L,13.716,15,35
BP,4J,405,PIBA,L,4.064,NA,NA
BP,4J,406,PIBA,L,8.636000000000001,NA,NA
BP,4J,294,PIBA,L,16.002,NA,NA
BP,5J,872,PIBA,L,12.446,NA,NA
BP,5J,871,PIBA,L,16.256,NA,NA
BP,5J,870,PIBA,L,11.43,NA,NA
BP,5I,869,PIBA,D,7.874,NA,NA
BP,5I,868,PIBA,L,5.08,NA,NA
BP,5I,867,PIBA,L,17.78,NA,NA
BP,5I,866,PIBA,L,17.272000000000002,NA,NA
BP,5I,865,PIBA,L,14.224,NA,NA
BP,5H,864,PIBA,L,12.446,NA,NA
BP,5H,863,PIBA,D,3.048,NA,NA
BP,5H,860,PIBA,L,7.874,NA,NA
BP,5H,861,PIBA,L,6.604,NA,NA
BP,5H,862,PIBA,L,12.954,NA,NA
BP,5G,856,PIBA,L,12.192,NA,NA
BP,5G,857,PIBA,L,7.62,NA,NA
BP,5G,853,PIBA,L,11.684000000000001,NA,NA
BP,5G,855,PIBA,L,13.462,NA,NA
BP,5G,854,PIBA,L,5.08,NA,NA
BP,5G,858,PIBA,L,9.144,NA,NA
BP,5G,859,PIBA,L,12.954,NA,NA
BP,5F,852,PIBA,L,13.208,NA,NA
BP,5F,850,PIBA,L,12.7,13,36
BP,5F,851,PIBA,L,6.096,NA,NA
BP,5F,849,PIBA,L,13.208,NA,NA
BP,5F,848,PIBA,L,4.572,NA,NA
BP,5F,847,PIBA,L,10.16,NA,NA
BP,5E,844,PIBA,L,6.35,NA,NA
BP,5E,843,PIBA,L,11.43,NA,NA
BP,5E,841,PIBA,L,12.954,NA,NA
BP,5E,840,PIBA,L,11.937999999999999,NA,NA
BP,5E,839,PIBA,L,12.446,NA,NA
BP,5E,842,PIBA,L,14.732000000000001,NA,NA
BP,5E,845,PIBA,L,6.35,NA,NA
BP,5E,846,PIBA,D,4.8260000000000005,NA,NA
BP,5D,837,PIBA,L,8.382,NA,NA
BP,5D,836,PIBA,L,8.89,NA,NA
BP,5D,835,PIBA,L,10.16,NA,NA
BP,5D,834,PIBA,L,12.954,NA,NA
BP,5D,833,PIBA,L,8.636000000000001,NA,NA
BP,5D,832,PIBA,L,9.652000000000001,12.8,31
BP,5D,831,PIBA,D,3.556,NA,NA
BP,5D,830,PIBA,L,9.652000000000001,NA,NA
BP,5D,829,PIBA,L,10.16,NA,NA
BP,5C,828,PIBA,L,7.112,NA,NA
BP,5C,823,PIBA,L,15.748,NA,NA
BP,5C,822,PIBA,L,13.716,NA,NA
BP,5C,824,PIBA,L,10.414000000000001,NA,NA
BP,5C,827,PIBA,L,5.587999999999999,NA,NA
BP,5C,826,PIBA,D,4.8260000000000005,NA,NA
BP,5C,825,PIBA,D,5.08,NA,NA
BP,5B,821,PIBA,L,16.002,NA,NA
BP,5B,820,PIBA,L,11.175999999999998,NA,NA
BP,5B,819,PIBA,L,4.572,NA,NA
BP,5B,816,PIBA,L,10.16,NA,NA
BP,5B,817,PIBA,L,12.7,12.6,31
BP,5B,818,PIBA,L,6.604,NA,NA
BP,5B,815,PIBA,L,13.97,NA,NA
BP,5A,814,PIBA,L,13.462,NA,NA
BP,5A,813,PIBA,L,8.89,12.3,38
BP,5A,812,PIBA,L,13.716,NA,NA
BP,5A,811,PIBA,L,9.398000000000001,NA,NA
BP,5A,805,PIBA,L,12.192,NA,NA
BP,5A,805,PIBA,L,12.192,NA,NA
BP,5A,806,PIBA,L,10.414000000000001,NA,NA
BP,5A,804,PIBA,D,7.3660000000000005,NA,NA
BP,5A,803,PIBA,L,10.414000000000001,NA,NA
BP,5A,807,PIBA,L,8.89,NA,NA
BP,5A,808,PIBA,D,11.175999999999998,NA,NA
BP,5A,810,PIBA,D,8.89,NA,NA
BP,6A,970,PIBA,L,12.954,NA,NA
BP,6A,972,PIBA,D,4.572,NA,NA
BP,6A,971,PIBA,L,12.446,13.8,37
BP,6A,969,PIBA,L,8.89,NA,NA
BP,6A,974,PIBA,D,5.334,NA,NA
BP,6A,975,PIBA,D,6.35,NA,NA
BP,6A,973,PIBA,D,9.652000000000001,NA,NA
BP,6B,965,PIBA,L,13.97,NA,NA
BP,6B,967,PIBA,L,11.684000000000001,NA,NA
BP,6B,966,PIBA,L,8.89,NA,NA
BP,6B,964,PIBA,L,8.128,NA,NA
BP,6B,961,PIBA,L,13.716,NA,NA
BP,6B,962,PIBA,D,3.81,NA,NA
BP,6B,963,PIBA,L,8.636000000000001,NA,NA
BP,6B,968,PIBA,L,11.43,NA,NA
BP,6C,960,PIBA,L,13.462,NA,NA
BP,6C,959,PIBA,L,9.652000000000001,NA,NA
BP,6C,958,PIBA,L,10.922,NA,NA
BP,6C,956,PIBA,L,7.62,NA,NA
BP,6C,957,PIBA,L,14.478,NA,NA
BP,6C,955,PIBA,L,13.97,NA,NA
BP,6D,954,PIBA,L,12.446,NA,NA
BP,6D,953,PIBA,L,10.922,NA,NA
BP,6D,952,PIBA,D,10.414000000000001,NA,NA
BP,6D,951,PIBA,L,14.732000000000001,NA,NA
BP,6D,950,PIBA,L,10.414000000000001,NA,NA
BP,6D,949,PIBA,L,13.208,NA,NA
BP,6D,948,PIBA,L,5.334,10.6,26
BP,6D,947,PIBA,L,5.334,NA,NA
BP,6E,946,PIMA,L,3.302,NA,NA
BP,6E,945,PIBA,L,12.446,NA,NA
BP,6E,944,PIBA,D,10.668,NA,NA
BP,6F,895,PIBA,L,11.937999999999999,NA,NA
BP,6F,896,PIBA,L,15.24,NA,NA
BP,6F,893,PIBA,L,12.7,NA,NA
BP,6F,894,PIBA,L,4.8260000000000005,NA,NA
BP,6F,892,PIBA,D,11.43,NA,NA
BP,6G,891,PIBA,L,14.985999999999999,NA,NA
BP,6G,889,PIBA,D,8.382,NA,NA
BP,6G,890,PIBA,L,14.985999999999999,NA,NA
BP,6H,888,PIBA,L,14.478,NA,NA
BP,6H,886,PIBA,D,7.112,NA,NA
BP,6H,887,PIBA,L,11.175999999999998,NA,NA
BP,6H,885,PIBA,L,11.937999999999999,NA,NA
BP,6H,884,PIBA,D,3.556,NA,NA
BP,6H,879,PIBA,L,11.43,NA,NA
BP,6H,881,PIBA,D,3.81,NA,NA
BP,6H,880,PIBA,L,11.937999999999999,NA,NA
BP,6H,882,PIBA,L,10.922,NA,NA
BP,6H,883,PIBA,L,7.874,NA,NA
BP,6I,878,PIBA,L,10.922,NA,NA
BP,6I,876,PIBA,L,10.668,NA,NA
BP,6I,877,PIBA,L,11.937999999999999,NA,NA
BP,6J,875,PIBA,L,13.716,NA,NA
BP,6J,873,PIMA,L,3.81,NA,NA
BP,6J,874,PIBA,D,12.7,NA,NA
BP,7J,1021,PIBA,L,14.732000000000001,NA,NA
BP,7J,1018,PIBA,L,11.937999999999999,NA,NA
BP,7J,1020,PIBA,D,5.587999999999999,NA,NA
BP,7J,1017,PIBA,L,16.002,NA,NA
BP,7J,1019,PIBA,L,13.208,NA,NA
BP,7I,1016,PIBA,L,14.985999999999999,NA,NA
BP,7I,1015,PIBA,L,14.224,NA,NA
BP,7H,1014,PIBA,L,11.43,NA,NA
BP,7H,1013,PIBA,L,8.128,NA,NA
BP,7H,1012,PIBA,D,10.414000000000001,NA,NA
BP,7H,1010,PIBA,L,6.604,NA,NA
BP,7H,1009,PIBA,L,9.652000000000001,NA,NA
BP,7H,1011,PIBA,L,15.748,NA,NA
BP,7H,943,PIBA,L,9.398000000000001,NA,NA
BP,7G,938,PIBA,L,8.128,NA,NA
BP,7G,941,PIBA,L,7.874,NA,NA
BP,7G,940,PIBA,L,12.192,NA,NA
BP,7G,939,PIBA,D,8.636000000000001,NA,NA
BP,7F,902,PIBA,L,8.382,NA,NA
BP,7F,903,PIBA,L,4.572,NA,NA
BP,7F,901,PIBA,L,11.175999999999998,NA,NA
BP,7F,899,PIBA,L,11.937999999999999,NA,NA
BP,7F,898,PIBA,L,13.208,NA,NA
BP,7F,867,PIBA,L,16.764,NA,NA
BP,7E,1007,PIBA,L,15.24,15.2,33
BP,7E,1008,PIBA,L,11.175999999999998,NA,NA
BP,7E,1006,PIBA,L,12.7,NA,NA
BP,7E,1005,PIBA,L,10.922,NA,NA
BP,7E,1004,PIBA,L,15.24,NA,NA
BP,7D,1002,PIBA,L,14.478,NA,NA
BP,7D,1000,PIBA,L,5.8420000000000005,NA,NA
BP,7D,999,PIBA,L,10.922,13.8,34
BP,7D,1001,PIBA,L,9.144,NA,NA
BP,7D,1058,PIBA,L,14.732000000000001,NA,NA
BP,7D,998,PIBA,L,2.7939999999999996,NA,NA
BP,7C,995,PIBA,L,3.048,NA,NA
BP,7C,997,PIBA,L,13.208,NA,NA
BP,7C,996,PIBA,D,3.302,NA,NA
BP,7C,994,PIBA,L,11.175999999999998,NA,NA
BP,7C,993,PIBA,L,7.874,NA,NA
BP,7C,991,PIBA,D,6.858,NA,NA
BP,7C,990,PIBA,L,13.462,NA,NA
BP,7C,992,PIBA,L,10.668,NA,NA
BP,7B,989,PIBA,L,4.064,NA,NA
BP,7B,988,PIBA,L,12.446,NA,NA
BP,7B,987,PIBA,D,3.81,NA,NA
BP,7B,986,PIBA,L,8.128,NA,NA
BP,7B,985,PIBA,L,16.764,NA,NA
BP,7A,984,PIBA,D,7.3660000000000005,NA,NA
BP,7A,982,PIBA,L,12.7,NA,NA
BP,7A,981,PIBA,L,8.89,13.3,41
BP,7A,983,PIBA,L,4.572,NA,NA
BP,7A,976,PIBA,L,4.572,NA,NA
BP,7A,977,PIBA,L,13.97,NA,NA
BP,7A,978,PIBA,L,3.81,NA,NA
BP,7A,979,PIBA,L,7.3660000000000005,NA,NA
BP,7A,980,PIBA,L,8.89,NA,NA
BP,8A,1077,PIBA,L,5.587999999999999,NA,NA
BP,8A,1078,PIBA,L,6.096,NA,NA
BP,8A,1076,PIBA,L,12.7,NA,NA
BP,8A,1099,PIBA,L,6.604,NA,NA
BP,8A,1080,PIBA,L,11.175999999999998,NA,NA
BP,8A,1075,PIBA,D,10.414000000000001,NA,NA
BP,8A,1074,PIBA,L,9.398000000000001,NA,NA
BP,8B,1072,PIBA,L,5.587999999999999,NA,NA
BP,8B,1073,PIBA,L,12.7,NA,NA
BP,8B,1076,PIBA,L,7.112,NA,NA
BP,8B,1066,PIBA,D,4.064,NA,NA
BP,8B,1065,PIBA,L,5.587999999999999,NA,NA
BP,8B,1064,PIBA,L,6.858,NA,NA
BP,8B,1068,PIBA,L,12.954,NA,NA
BP,8B,1069,PIBA,D,5.587999999999999,NA,NA
BP,8B,1071,PIBA,L,13.97,NA,NA
BP,8B,1070,PIBA,L,8.89,9.8,28
BP,8C,1063,PIBA,L,11.937999999999999,NA,NA
BP,8C,1060,PIBA,L,3.81,NA,NA
BP,8C,1059,PIBA,L,16.764,NA,NA
BP,8C,1062,PIBA,L,5.08,NA,NA
BP,8C,1061,PIBA,L,7.874,NA,NA
BP,8D,1059,PIBA,L,8.636000000000001,NA,NA
BP,8D,1055,PIBA,L,8.382,NA,NA
BP,8D,1052,PIBA,L,10.414000000000001,NA,NA
BP,8D,1051,PIBA,D,8.382,NA,NA
BP,8D,1054,PIBA,L,10.16,NA,NA
BP,8D,1053,PIBA,L,8.636000000000001,NA,NA
BP,8D,1057,PIBA,L,15.494000000000002,NA,NA
BP,8E,1049,PIBA,L,8.128,NA,NA
BP,8E,1048,PIBA,L,12.192,NA,NA
BP,8E,1046,PIBA,D,3.302,NA,NA
BP,8E,1047,PIBA,L,10.414000000000001,NA,NA
BP,8E,1045,PIBA,L,7.62,NA,NA
BP,8E,1044,PIBA,L,8.382,NA,NA
BP,8E,1042,PIBA,L,5.8420000000000005,NA,NA
BP,8E,1041,PIBA,L,11.937999999999999,NA,NA
BP,8E,1040,PIBA,L,13.97,NA,NA
BP,8E,1050,PIBA,L,13.716,NA,NA
BP,8F,909,PIBA,L,7.112,NA,NA
BP,8F,908,PIBA,D,3.048,NA,NA
BP,8F,910,PIBA,L,5.334,NA,NA
BP,8F,907,PIBA,L,11.937999999999999,NA,NA
BP,8F,912,PIBA,L,8.89,NA,NA
BP,8F,911,PIBA,L,4.3180000000000005,NA,NA
BP,8F,906,PIBA,L,15.24,NA,NA
BP,8F,905,PIBA,L,8.382,NA,NA
BP,8F,904,PIBA,L,4.064,NA,NA
BP,8G,934,PIBA,L,13.716,NA,NA
BP,8G,935,PIBA,L,16.51,NA,NA
BP,8G,936,PIBA,L,2.7939999999999996,NA,NA
BP,8G,937,PIBA,L,12.954,NA,NA
BP,8G,932,PIBA,L,5.08,NA,NA
BP,8G,931,PIBA,L,8.128,NA,NA
BP,8H,1039,PIBA,L,8.128,NA,NA
BP,8H,1038,PIBA,L,10.414000000000001,NA,NA
BP,8H,1037,PIBA,L,11.684000000000001,NA,NA
BP,8H,1036,PIBA,L,11.937999999999999,NA,NA
BP,8H,1035,PIBA,L,4.064,NA,NA
BP,8H,1034,PIBA,L,14.224,NA,NA
BP,8H,1033,PIBA,L,4.064,NA,NA
BP,8H,1032,PIBA,L,11.175999999999998,NA,NA
BP,8I,1031,PIBA,L,10.16,NA,NA
BP,8I,1030,PIBA,L,12.7,NA,NA
BP,8I,1029,PIBA,L,7.3660000000000005,NA,NA
BP,8I,1028,PIBA,L,7.62,NA,NA
BP,8J,1026,PIBA,L,12.446,NA,NA
BP,8J,1024,PIBA,L,7.3660000000000005,NA,NA
BP,8J,1023,PIBA,L,14.985999999999999,NA,NA
BP,8J,1025,PIBA,L,14.732000000000001,NA,NA
BP,8J,1022,PIBA,L,15.494000000000002,NA,NA
BP,9J,1155,PIBA,L,11.937999999999999,NA,NA
BP,9J,1156,PIBA,L,10.922,NA,NA
BP,9J,1154,PIBA,L,11.684000000000001,NA,NA
BP,9J,1153,PIBA,L,8.89,NA,NA
BP,9J,1147,PIBA,L,12.446,NA,NA
BP,9J,1148,PIBA,L,12.7,NA,NA
BP,9J,1149,PIBA,L,4.8260000000000005,NA,NA
BP,9J,1150,PIBA,L,10.668,NA,NA
BP,9I,1143,PIBA,L,11.684000000000001,NA,NA
BP,9I,1142,PIBA,L,13.716,NA,NA
BP,9I,1144,PIBA,L,11.684000000000001,NA,NA
BP,9I,1145,PIBA,L,10.16,NA,NA
BP,9I,1146,PIBA,L,10.668,NA,NA
BP,9I,1141,PIBA,L,6.604,NA,NA
BP,9I,1140,PIBA,L,4.8260000000000005,NA,NA
BP,9H,1135,PIBA,L,17.272000000000002,NA,NA
BP,9H,1139,PIBA,L,12.192,NA,NA
BP,9H,1138,PIBA,L,14.732000000000001,NA,NA
BP,9H,1137,PIBA,L,6.604,NA,NA
BP,9H,1136,PIBA,L,7.62,NA,NA
BP,9H,1134,PIBA,L,14.732000000000001,NA,NA
BP,9G,927,PIBA,L,6.858,NA,NA
BP,9G,928,PIBA,L,10.922,NA,NA
BP,9G,929,PIBA,L,11.684000000000001,NA,NA
BP,9G,930,PIBA,L,8.636000000000001,NA,NA
BP,9G,933,PIBA,L,4.572,NA,NA
BP,9G,925,PIBA,L,16.51,NA,NA
BP,9G,926,PIBA,L,11.684000000000001,NA,NA
BP,9G,921,PIBA,L,15.748,NA,NA
BP,9G,923,PIBA,L,5.334,NA,NA
BP,9G,922,PIBA,L,5.587999999999999,NA,NA
BP,9G,924,PIBA,L,7.3660000000000005,NA,NA
BP,9F,919,PIBA,L,14.732000000000001,NA,NA
BP,9F,918,PIBA,L,3.556,NA,NA
BP,9F,920,PIBA,L,13.97,NA,NA
BP,9F,917,PIBA,L,13.208,NA,NA
BP,9F,915,PIBA,L,10.668,NA,NA
BP,9F,916,PIBA,L,8.636000000000001,NA,NA
BP,9F,914,PIBA,L,14.732000000000001,NA,NA
BP,9F,913,PIBA,L,3.81,NA,NA
BP,9E,1131,PIBA,L,12.446,NA,NA
BP,9E,1130,PIBA,L,13.462,NA,NA
BP,9E,1133,PIBA,L,3.81,NA,NA
BP,9E,1129,PIBA,L,12.192,NA,NA
BP,9E,1128,PIBA,D,5.334,NA,NA
BP,9E,1565,PIBA,L,13.97,NA,NA
BP,9D,1124,PIBA,L,3.81,NA,NA
BP,9D,1123,PIBA,L,10.414000000000001,NA,NA
BP,9D,1126,PIBA,L,12.7,NA,NA
BP,9D,1120,PIBA,L,12.446,NA,NA
BP,9D,1121,PIBA,L,10.414000000000001,NA,NA
BP,9D,1122,PIBA,L,13.462,NA,NA
BP,9C,1113,PIBA,L,7.112,NA,NA
BP,9C,1112,PIBA,L,10.16,NA,NA
BP,9C,1114,PIBA,L,12.192,NA,NA
BP,9C,1111,PIBA,L,3.048,NA,NA
BP,9C,1116,PIBA,L,7.62,NA,NA
BP,9C,1118,PIBA,L,8.636000000000001,NA,NA
BP,9C,1117,PIBA,L,7.112,NA,NA
BP,9C,1119,PIBA,L,7.874,NA,NA
BP,9C,1108,PIBA,L,3.556,NA,NA
BP,9C,1109,PIBA,L,3.556,NA,NA
BP,9C,1107,PIBA,L,5.587999999999999,NA,NA
BP,9B,1106,PIBA,L,9.652000000000001,NA,NA
BP,9B,1105,PIBA,L,14.985999999999999,NA,NA
BP,9B,1101,PIBA,L,7.112,NA,NA
BP,9B,1104,PIBA,L,3.556,NA,NA
BP,9B,1103,PIBA,L,3.81,NA,NA
BP,9B,1100,PIBA,L,12.446,NA,NA
BP,9B,1102,PIBA,L,3.302,NA,NA
BP,9A,1088,PIBA,L,9.144,NA,NA
BP,9A,1087,PIBA,L,6.096,NA,NA
BP,9A,1086,PIBA,L,5.334,NA,NA
BP,9A,1089,PIBA,D,6.096,NA,NA
BP,9A,1090,PIBA,L,9.398000000000001,NA,NA
BP,9A,1091,PIBA,L,12.192,NA,NA
BP,9A,1096,PIBA,L,14.732000000000001,NA,NA
BP,9A,1097,PIBA,L,5.587999999999999,NA,NA
BP,9A,1094,PIBA,L,8.128,NA,NA
BP,9A,1093,PIBA,L,9.652000000000001,NA,NA
BP,9A,1082,PIBA,L,14.732000000000001,NA,NA
BP,9A,1084,PIBA,L,11.43,NA,NA
BP,9A,1083,PIBA,L,10.16,NA,NA
BP,9A,1085,PIBA,L,9.144,NA,NA
BP,9A,1081,PIBA,L,7.874,NA,NA
NA,0A,1302,PIBA,L,11.175999999999998,NA,NA
NA,0A,1303,PIBA,L,9.398000000000001,NA,NA
NA,0A,1304,PIBA,L,12.446,10.3,32
NA,0B,1305,PIBA,L,8.636000000000001,NA,NA
NA,0C,1306,PIBA,L,6.858,NA,NA
NA,0C,1307,PIBA,L,9.398000000000001,NA,NA
NA,0C,1308,PIBA,L,12.7,NA,NA
NA,0C,1312,PIBA,L,3.302,NA,NA
NA,0C,1309,PIBA,L,4.064,NA,NA
NA,0C,1310,PIBA,L,12.7,NA,NA
NA,0C,1311,PIBA,L,10.414000000000001,NA,NA
NA,0D,1313,PIBA,L,8.636000000000001,NA,NA
NA,0D,1314,PIBA,L,7.3660000000000005,NA,NA
NA,0D,1315,PIBA,L,9.398000000000001,NA,NA
NA,0D,1316,PIBA,L,8.89,NA,NA
NA,0D,1317,PIBA,L,9.398000000000001,NA,NA
NA,0D,1318,PIBA,L,6.858,7.2,26
NA,0D,1319,PIBA,L,7.62,NA,NA
NA,0D,1320,PIBA,L,8.382,NA,NA
NA,0E,1321,PIBA,L,6.35,NA,NA
NA,0E,1322,PIBA,L,7.62,NA,NA
NA,0E,1323,PIBA,L,7.112,NA,NA
NA,0E,1324,PIBA,L,8.382,NA,NA
NA,0E,1328,PIBA,L,5.08,NA,NA
NA,0E,1327,PIBA,L,5.587999999999999,NA,NA
NA,0E,1326,PIBA,L,9.398000000000001,NA,NA
NA,0E,1325,PIBA,L,4.064,NA,NA
NA,0F,1336,PIBA,L,4.3180000000000005,NA,NA
NA,0F,1335,PIBA,L,5.587999999999999,NA,NA
NA,0F,1329,PIBA,L,9.906,NA,NA
NA,0F,1330,PIBA,L,8.636000000000001,NA,NA
NA,0F,1331,PIBA,L,3.81,4.6,26
NA,0F,1332,PIBA,L,3.81,NA,NA
NA,0F,1333,PIBA,L,5.08,NA,NA
NA,0F,1334,PIBA,L,6.858,NA,NA
NA,0G,1337,PIBA,L,10.668,NA,NA
NA,0G,1338,PIBA,L,10.16,NA,NA
NA,0G,1339,PIBA,L,6.35,NA,NA
NA,0H,1340,PIBA,L,6.35,NA,NA
NA,0H,1342,PIBA,L,6.604,NA,NA
NA,0H,1341,PIBA,L,7.62,7.7,31
NA,0H,1343,PIBA,L,9.906,NA,NA
NA,0H,1345,PIBA,L,4.064,NA,NA
NA,0H,1344,PIBA,L,8.128,NA,NA
NA,0I,1348,PIBA,L,6.604,NA,NA
NA,0I,1347,PIBA,L,5.08,NA,NA
NA,0I,1346,PIBA,L,5.8420000000000005,NA,NA
NA,0I,1349,PIBA,L,10.16,NA,NA
NA,0I,1350,PIBA,L,8.636000000000001,NA,NA
NA,0I,1351,PIBA,L,10.414000000000001,NA,NA
NA,0I,1401,PIBA,L,6.604,NA,NA
NA,0J,1355,PIBA,L,4.3180000000000005,NA,NA
NA,0J,1354,PIBA,L,3.556,NA,NA
NA,0J,1353,PIBA,L,4.3180000000000005,NA,NA
NA,0J,1352,PIBA,L,4.3180000000000005,NA,NA
NA,0J,1357,PIBA,L,9.398000000000001,NA,NA
NA,0J,1356,PIBA,L,7.874,NA,NA
NA,1J,1360,PIBA,L,8.89,NA,NA
NA,1J,1359,PIBA,L,9.906,NA,NA
NA,1J,1358,PIBA,L,6.858,NA,NA
NA,1J,1361,PIBA,L,8.382,NA,NA
NA,1J,1362,PIBA,L,9.144,NA,NA
NA,1J,1363,PIBA,L,8.636000000000001,NA,NA
NA,1J,1365,PIBA,L,5.8420000000000005,NA,NA
NA,1J,1366,PIBA,L,4.064,NA,NA
NA,1J,1364,PIBA,L,2.54,NA,NA
NA,1I,1367,PIBA,L,8.128,NA,NA
NA,1I,1368,PIBA,L,3.556,NA,NA
NA,1I,1369,PIBA,L,6.604,NA,NA
NA,1H,1373,PIBA,L,5.08,NA,NA
NA,1H,1374,PIBA,L,6.35,NA,NA
NA,1H,1373,PIBA,L,6.35,NA,NA
NA,1H,1376,PIBA,L,4.572,NA,NA
NA,1H,1377,PIBA,L,9.398000000000001,NA,NA
NA,1H,1378,PIBA,L,6.35,NA,NA
NA,1H,1370,PIBA,L,9.398000000000001,NA,NA
NA,1H,1372,PIBA,L,6.604,NA,NA
NA,1H,1371,PIBA,L,8.89,NA,NA
NA,1G,1379,PIBA,L,5.587999999999999,NA,NA
NA,1G,1380,PIBA,L,3.556,NA,NA
NA,1G,1381,PIBA,L,4.064,NA,NA
NA,1G,1383,PIBA,L,6.35,NA,NA
NA,1G,1401,PIBA,L,4.3180000000000005,NA,NA
NA,1G,1382,PIBA,L,6.096,6.8,31
NA,1G,1381,PIBA,L,7.874,NA,NA
NA,1G,1380,PIBA,L,5.08,NA,NA
NA,1G,1384,PIBA,L,5.334,NA,NA
NA,1G,1383,PIBA,L,4.3180000000000005,NA,NA
NA,1G,1382,PIBA,L,5.587999999999999,NA,NA
NA,1G,1402,PIBA,L,7.874,NA,NA
NA,1G,1397,PIBA,L,8.382,NA,NA
NA,1G,1396,PIBA,L,7.874,NA,NA
NA,1G,1394,PIBA,L,8.636000000000001,NA,NA
NA,1G,1398,PIBA,L,6.096,NA,NA
NA,1G,1390,PIBA,L,3.302,NA,NA
NA,1E,1393,PIBA,L,8.636000000000001,NA,NA
NA,1E,1392,PIBA,L,4.572,NA,NA
NA,1E,1391,PIBA,L,6.858,NA,NA
NA,1E,1399,PIBA,L,9.398000000000001,NA,NA
NA,1E,1403,PIBA,L,10.668,NA,NA
NA,1E,1404,PIBA,L,11.43,NA,NA
NA,1D,2039,PIBA,L,10.668,NA,NA
NA,1D,2038,PIBA,L,5.8420000000000005,NA,NA
NA,1D,2037,PIBA,L,3.048,NA,NA
NA,1D,2036,PIBA,L,7.62,NA,NA
NA,1D,2034,PIBA,L,4.3180000000000005,8,34
NA,1D,2035,PIBA,L,5.8420000000000005,NA,NA
NA,1D,2033,PIBA,L,2.286,NA,NA
NA,1D,2032,PIBA,L,6.096,NA,NA
NA,1D,2107,PIBA,L,5.334,NA,NA
NA,1D,2031,PIBA,L,4.572,NA,NA
NA,1C,2027,PIBA,L,7.112,NA,NA
NA,1C,2028,PIBA,L,8.128,NA,NA
NA,1C,2029,PIBA,L,5.334,NA,NA
NA,1C,2030,PIBA,L,5.334,NA,NA
NA,1C,2026,PIBA,L,5.8420000000000005,NA,NA
NA,1B,2025,PIBA,L,6.604,NA,NA
NA,1B,2024,PIBA,L,3.81,NA,NA
NA,1B,2023,PIBA,L,13.208,NA,NA
NA,1A,2021,PIBA,L,8.636000000000001,NA,NA
NA,1A,2022,PIBA,L,13.208,NA,NA
NA,1A,2017,PIBA,L,11.43,NA,NA
NA,1A,2019,PIBA,L,9.906,NA,NA
NA,1A,2018,PIBA,L,11.175999999999998,NA,NA
NA,2A,2125,PIBA,L,16.002,NA,NA
NA,2B,2124,PIBA,L,10.16,NA,NA
NA,2B,2121,PIBA,L,5.587999999999999,NA,NA
NA,2B,2122,PIBA,L,6.35,NA,NA
NA,2B,2123,PIBA,L,11.43,NA,NA
NA,2B,2120,PIBA,L,9.906,NA,NA
NA,2B,2119,PIBA,L,9.906,NA,NA
NA,2B,2118,PIBA,L,5.08,NA,NA
NA,2C,2117,PIBA,L,5.587999999999999,8.5,34
NA,2C,2114,PIBA,L,5.587999999999999,NA,NA
NA,2C,2115,PIBA,L,10.922,NA,NA
NA,2C,2111,PIBA,L,7.874,NA,NA
NA,2C,2116,PIBA,L,9.906,NA,NA
NA,2C,2137,PIBA,L,2.7939999999999996,NA,NA
NA,2C,2113,PIBA,L,8.128,NA,NA
NA,2C,2112,PIBA,L,10.922,NA,NA
NA,2C,2110,PIBA,L,7.62,NA,NA
NA,2C,2109,PIBA,L,7.62,NA,NA
NA,2D,2106,PIBA,L,8.89,NA,NA
NA,2D,2108,PIBA,L,8.382,NA,NA
NA,2D,2102,PIBA,L,5.08,NA,NA
NA,2D,2103,PIBA,L,7.3660000000000005,NA,NA
NA,2D,2105,PIBA,L,7.112,NA,NA
NA,2D,2104,PIBA,L,7.62,NA,NA
NA,2D,2101,PIBA,L,7.3660000000000005,NA,NA
NA,2D,2100,PIBA,L,5.8420000000000005,NA,NA
NA,2E,2095,PIBA,L,8.89,NA,NA
NA,2E,2096,PIBA,L,4.3180000000000005,NA,NA
NA,2E,2097,PIBA,L,6.35,NA,NA
NA,2E,2098,PIBA,L,3.81,NA,NA
NA,2E,2099,PIBA,L,3.302,NA,NA
NA,2E,2090,PIBA,L,6.096,NA,NA
NA,2E,2091,PIBA,L,5.8420000000000005,NA,NA
NA,2E,2092,PIBA,L,10.414000000000001,NA,NA
NA,2E,2093,PIBA,L,9.906,NA,NA
