stand,quad,tree_tag,species_code,tree_code_1983,DBH_1983_cm,stem_height_1983_m,age_1983
NA,2E,2094,PIBA,L,7.874,NA,NA
NA,2F,2089,PIBA,L,8.89,NA,NA
NA,2F,2168,PIBA,L,3.302,NA,NA
NA,2F,2169,PIBA,L,8.128,NA,NA
NA,2F,2088,PIBA,L,2.286,NA,NA
NA,2F,2085,PIBA,L,3.302,NA,NA
NA,2F,2179,PIBA,L,3.048,NA,NA
NA,2F,2084,PIBA,L,7.62,NA,NA
NA,2F,2085,PIBA,L,3.302,5.9,28
NA,2F,2088,PIBA,L,2.286,NA,NA
NA,2F,2086,PIBA,L,6.096,NA,NA
NA,2F,2087,PIBA,L,4.572,NA,NA
NA,2G,2081,PIBA,L,5.08,NA,NA
NA,2G,2080,PIBA,L,3.556,NA,NA
NA,2G,2079,PIBA,L,3.048,NA,NA
NA,2G,2078,PIBA,L,7.62,NA,NA
NA,2G,2076,PIBA,L,5.334,NA,NA
NA,2G,2077,PIBA,L,7.62,NA,NA
NA,2G,2073,PIBA,L,4.8260000000000005,6.8,34
NA,2G,2074,PIBA,L,11.43,8.4,33
NA,2G,2075,PIBA,L,4.572,NA,NA
NA,2G,2082,PIBA,L,3.81,NA,NA
NA,2H,2072,PIBA,L,5.08,NA,NA
NA,2H,2071,PIBA,L,6.096,NA,NA
NA,2H,2070,PIBA,L,5.334,NA,NA
NA,2H,2069,PIBA,L,4.572,NA,NA
NA,2H,2068,PIBA,L,3.048,NA,NA
NA,2H,2067,PIBA,L,3.048,NA,NA
NA,2H,2066,PIBA,L,3.81,NA,NA
NA,2H,2064,PIBA,L,9.144,NA,NA
NA,2H,2065,PIBA,L,8.128,9.5,33
NA,2H,2063,PIBA,L,7.874,NA,NA
NA,2I,2060,PIBA,L,11.175999999999998,NA,NA
NA,2I,2061,PIBA,L,7.62,NA,NA
NA,2I,2062,PIBA,L,3.048,NA,NA
NA,2I,2059,PIBA,L,5.334,7.1,38
NA,2I,2058,PIBA,L,2.7939999999999996,NA,NA
NA,2I,2057,PIBA,L,6.35,NA,NA
NA,2I,2056,PIBA,L,6.858,NA,NA
NA,2I,2055,PIBA,L,7.112,NA,NA
NA,2J,2053,PIBA,L,9.398000000000001,NA,NA
NA,2J,2054,PIBA,L,8.636000000000001,NA,NA
NA,2J,2052,PIBA,L,3.302,NA,NA
NA,2J,2051,PIBA,L,4.8260000000000005,NA,NA
NA,2J,2050,PIBA,L,4.064,NA,NA
NA,2J,2049,PIBA,L,6.858,NA,NA
NA,2J,2046,PIBA,L,8.128,7.8,31
NA,2J,2040,PIBA,L,4.572,NA,NA
NA,2J,2048,PIBA,L,10.414000000000001,NA,NA
NA,2J,2047,PIBA,L,5.587999999999999,NA,NA
NA,3A,2126,PIBA,L,12.446,NA,NA
NA,3C,2127,PIBA,L,12.192,9.6,31
NA,3C,2128,PIBA,L,10.922,NA,NA
NA,3C,2129,PIBA,L,9.906,NA,NA
NA,3C,2130,PIBA,L,7.112,NA,NA
NA,3D,2131,PIBA,L,8.128,NA,NA
NA,3D,2133,PIBA,L,3.81,NA,NA
NA,3D,2132,PIBA,L,7.112,NA,NA
NA,3D,2134,PIBA,L,3.81,NA,NA
NA,3D,2135,PIBA,L,8.128,NA,NA
NA,3D,2136,PIBA,L,5.8420000000000005,NA,NA
NA,3D,2138,PIBA,L,9.398000000000001,NA,NA
NA,3E,2139,PIBA,L,7.3660000000000005,7.9,33
NA,3E,2144,PIBA,L,5.587999999999999,NA,NA
NA,3E,2143,PIBA,L,6.858,NA,NA
NA,3E,2142,PIBA,L,4.3180000000000005,NA,NA
NA,3E,2141,PIBA,L,8.128,NA,NA
NA,3E,2140,PIBA,L,9.652000000000001,NA,NA
NA,3F,2150,PIBA,L,4.3180000000000005,NA,NA
NA,3F,2145,PIBA,L,7.112,NA,NA
NA,3F,2146,PIBA,L,6.096,NA,NA
NA,3F,2147,PIBA,L,4.8260000000000005,NA,NA
NA,3F,2150,PIBA,L,3.81,NA,NA
NA,3F,2148,PIBA,L,5.8420000000000005,NA,NA
NA,3F,2149,PIBA,L,4.064,NA,NA
NA,3G,2151,PIBA,L,7.62,8.1,32
NA,3G,2152,PIBA,L,4.572,NA,NA
NA,3G,2153,PIBA,L,3.302,NA,NA
NA,3G,2156,PIBA,L,3.556,NA,NA
NA,3G,2155,PIBA,L,3.81,NA,NA
NA,3G,2154,PIBA,L,6.35,NA,NA
NA,3G,2158,PIBA,L,5.587999999999999,7.3,35
NA,3G,2160,PIBA,L,2.7939999999999996,NA,NA
NA,3G,2164,PIBA,L,3.81,NA,NA
NA,3G,2159,PIBA,L,6.35,NA,NA
NA,3G,2157,PIBA,L,6.604,NA,NA
NA,3G,2161,PIBA,L,7.112,NA,NA
NA,3G,2162,PIBA,L,10.16,NA,NA
NA,3G,2163,PIBA,L,7.112,NA,NA
NA,3H,2165,PIBA,L,4.8260000000000005,NA,NA
NA,3H,2166,PIBA,L,5.587999999999999,NA,NA
NA,3H,2167,PIBA,L,5.08,NA,NA
NA,3H,2170,PIBA,L,4.064,NA,NA
NA,3H,2171,PIBA,L,6.096,NA,NA
NA,3H,2178,PIBA,L,2.7939999999999996,NA,NA
NA,3I,2177,PIBA,L,3.302,NA,NA
NA,3I,2176,PIBA,L,6.35,NA,NA
NA,3I,2175,PIBA,L,6.35,NA,NA
NA,3I,2172,PIBA,L,3.048,NA,NA
NA,3I,2173,PIBA,L,7.62,NA,NA
NA,3I,2174,PIBA,L,11.43,NA,NA
NA,4J,2241,PIBA,L,10.414000000000001,NA,NA
NA,4J,2237,PIBA,L,10.668,NA,NA
NA,4J,2238,PIBA,L,4.3180000000000005,NA,NA
NA,4J,2240,PIBA,L,8.89,NA,NA
NA,4J,2239,PIBA,L,7.3660000000000005,NA,NA
NA,4J,2236,PIBA,L,13.716,NA,NA
NA,4I,2234,PIBA,L,8.89,6.2,31
NA,4I,2235,PIBA,L,7.62,NA,NA
NA,4I,2232,PIBA,L,6.604,NA,NA
NA,4I,2233,PIBA,L,5.587999999999999,NA,NA
NA,4I,2230,PIBA,L,4.064,5.7,27
NA,4I,2231,PIBA,L,8.128,NA,NA
NA,4H,2228,PIBA,L,9.144,NA,NA
NA,4H,2229,PIBA,L,8.89,NA,NA
NA,4H,2226,PIBA,L,10.16,NA,NA
NA,4H,2227,PIBA,L,9.398000000000001,NA,NA
NA,4H,2224,PIBA,L,4.8260000000000005,NA,NA
NA,4H,2225,PIBA,L,8.382,NA,NA
NA,4G,2220,PIBA,L,11.43,NA,NA
NA,4G,2219,PIBA,L,4.572,NA,NA
NA,4G,2218,PIBA,L,8.382,NA,NA
NA,4G,2217,PIBA,L,6.35,NA,NA
NA,4G,2222,PIBA,L,14.732000000000001,NA,NA
NA,4G,2223,PIBA,L,12.446,NA,NA
NA,4F,2215,PIBA,L,12.192,NA,NA
NA,4F,2216,PIBA,L,7.62,NA,NA
NA,4F,2211,PIBA,L,7.874,NA,NA
NA,4F,2212,PIBA,L,10.668,NA,NA
NA,4F,2213,PIBA,L,7.62,NA,NA
NA,4F,2214,PIBA,L,9.144,NA,NA
NA,4E,2210,PIBA,L,11.937999999999999,NA,NA
NA,4E,2209,PIBA,L,7.3660000000000005,NA,NA
NA,4E,2208,PIBA,L,2.7939999999999996,NA,NA
NA,4E,2207,PIBA,L,6.096,NA,NA
NA,4E,2205,PIBA,L,7.62,NA,NA
NA,4E,2206,PIBA,L,7.3660000000000005,NA,NA
NA,4D,2202,PIBA,L,5.08,NA,NA
NA,4D,2203,PIBA,L,8.128,NA,NA
NA,4D,2204,PIBA,L,9.652000000000001,NA,NA
NA,4D,2201,PIBA,L,11.175999999999998,NA,NA
NA,4D,2200,PIBA,L,8.636000000000001,NA,NA
NA,4D,2199,PIBA,L,9.144,NA,NA
NA,4C,2196,PIBA,L,9.398000000000001,NA,NA
NA,4C,2197,PIBA,L,11.684000000000001,NA,NA
NA,4C,2198,PIBA,L,8.636000000000001,NA,NA
NA,4C,2195,PIBA,L,14.732000000000001,NA,NA
NA,4C,2194,PIBA,L,7.62,NA,NA
NA,4B,2193,PIBA,L,13.97,NA,NA
NA,4B,2192,PIBA,L,9.652000000000001,NA,NA
NA,4A,2191,PIBA,L,8.382,NA,NA
NA,4A,2190,PIBA,L,13.462,NA,NA
NA,5A,2265,PIBA,L,11.175999999999998,NA,NA
NA,5A,2263,PIBA,L,10.668,NA,NA
NA,5A,2264,PIBA,L,9.906,NA,NA
NA,5D,2262,PIBA,L,11.684000000000001,NA,NA
NA,5D,2261,PIBA,L,9.906,7.4,32
NA,5E,2260,PIBA,L,14.224,9.5,31
NA,5F,2259,PIBA,L,7.3660000000000005,NA,NA
NA,5F,2258,PIBA,L,7.112,NA,NA
NA,5G,2257,PIBA,L,8.89,NA,NA
NA,5G,2256,PIBA,L,12.446,NA,NA
NA,5H,2254,PIBA,L,10.16,NA,NA
NA,5H,2253,PIBA,L,10.668,NA,NA
NA,5H,2252,PIBA,L,15.24,NA,NA
NA,5H,2255,PIBA,L,2.032,NA,NA
NA,5I,2251,PIBA,L,10.16,NA,NA
NA,5J,2250,PIBA,L,5.08,NA,NA
NA,5J,2249,PIBA,L,8.89,NA,NA
NA,5J,2248,PIBA,L,4.3180000000000005,NA,NA
NA,5J,2247,PIBA,L,7.112,NA,NA
NA,5J,2246,PIBA,L,4.572,NA,NA
NA,5J,2245,PIBA,L,3.81,NA,NA
NA,5J,2244,PIBA,L,5.334,NA,NA
NA,5J,2242,PIBA,L,8.128,NA,NA
NA,6A,2266,PIBA,L,11.937999999999999,NA,NA
NA,6A,2267,PIBA,L,7.112,NA,NA
NA,6A,2268,PIBA,L,8.128,9.1,29
NA,6A,2269,PIBA,L,10.16,NA,NA
NA,6A,2270,PIBA,L,9.144,NA,NA
NA,6A,2271,PIBA,L,4.8260000000000005,NA,NA
NA,6A,2272,PIBA,L,8.636000000000001,NA,NA
NA,6A,2273,PIBA,L,4.572,NA,NA
NA,6A,2274,PIBA,L,5.334,NA,NA
NA,6A,2275,PIBA,L,7.874,NA,NA
NA,6A,2276,PIBA,L,8.89,NA,NA
NA,6B,2277,PIBA,L,9.144,NA,NA
NA,6B,2278,PIBA,L,5.334,NA,NA
NA,6B,2181,PIBA,L,6.858,NA,NA
NA,6B,2182,PIBA,L,10.668,NA,NA
NA,6B,2183,PIBA,L,5.8420000000000005,NA,NA
NA,6B,2184,PIBA,L,9.144,NA,NA
NA,6B,2185,PIBA,L,8.89,NA,NA
NA,6D,2186,PIBA,L,14.224,NA,NA
NA,6D,2187,PIBA,L,8.89,NA,NA
NA,6E,2188,PIBA,L,6.604,NA,NA
NA,6E,2189,PIBA,L,10.668,NA,NA
NA,6E,2281,PIBA,L,8.636000000000001,NA,NA
NA,6E,2282,PIBA,L,8.89,NA,NA
NA,6E,2279,PIBA,L,5.8420000000000005,NA,NA
NA,6F,2283,PIBA,L,11.175999999999998,NA,NA
NA,6F,2284,PIBA,L,10.414000000000001,NA,NA
NA,6F,2285,PIBA,L,12.954,NA,NA
NA,6G,2286,PIBA,L,9.144,NA,NA
NA,6G,2288,PIBA,L,10.922,NA,NA
NA,6G,2287,PIBA,L,13.97,NA,NA
NA,6H,2289,PIBA,L,10.668,NA,NA
NA,6I,2290,PIBA,L,11.684000000000001,NA,NA
NA,6J,2291,PIBA,L,13.208,NA,NA
NA,6J,2292,PIBA,L,6.35,NA,NA
NA,6J,2294,PIBA,L,8.89,NA,NA
NA,6J,2298,PIBA,L,10.922,NA,NA
NA,6J,2293,PIBA,L,7.874,NA,NA
NA,6J,2295,PIBA,L,6.096,7.1,31
NA,6J,2297,PIBA,L,5.334,NA,NA
NA,6J,2296,PIBA,L,7.62,8.9,34
NA,7A,2783,PIBA,L,8.382,NA,NA
NA,7A,2784,PIBA,L,9.398000000000001,NA,NA
NA,7A,2785,PIBA,L,4.8260000000000005,NA,NA
NA,7A,2786,PIBA,L,5.08,NA,NA
NA,7B,2788,PIBA,L,8.636000000000001,NA,NA
NA,7B,2789,PIBA,L,8.636000000000001,NA,NA
NA,7B,2790,PIBA,L,7.62,NA,NA
NA,7B,2791,PIBA,L,10.922,NA,NA
NA,7C,2792,PIBA,L,9.652000000000001,NA,NA
NA,7C,2793,PIBA,L,12.446,NA,NA
NA,7C,2794,PIBA,L,8.636000000000001,NA,NA
NA,7D,2795,PIBA,L,5.08,NA,NA
NA,7D,2796,PIBA,L,3.81,NA,NA
NA,7D,2797,PIBA,L,10.16,NA,NA
NA,7E,2798,PIBA,L,5.587999999999999,NA,NA
NA,7E,2799,PIBA,L,10.16,NA,NA
NA,7E,2801,PIBA,L,6.604,NA,NA
NA,7E,2802,PIBA,L,10.16,NA,NA
NA,7F,2803,PIBA,L,13.462,NA,NA
NA,7F,2800,PIBA,L,9.652000000000001,NA,NA
NA,7F,2804,PIBA,L,6.858,NA,NA
NA,7G,2805,PIBA,L,10.414000000000001,NA,NA
NA,7G,2806,PIBA,L,4.3180000000000005,NA,NA
NA,7G,2807,PIBA,L,11.937999999999999,NA,NA
NA,7G,2808,PIBA,L,11.175999999999998,NA,NA
NA,7H,2809,PIBA,L,13.716,NA,NA
NA,7H,2810,PIBA,L,11.175999999999998,NA,NA
NA,7H,2811,PIBA,L,3.556,NA,NA
NA,7H,2812,PIBA,L,8.636000000000001,NA,NA
NA,7I,2813,PIBA,L,6.096,NA,NA
NA,7I,2814,PIBA,L,3.81,NA,NA
NA,7I,2815,PIBA,L,9.652000000000001,NA,NA
NA,7I,2816,PIBA,L,6.858,NA,NA
NA,7I,2817,PIBA,L,3.81,NA,NA
NA,7I,2818,PIBA,L,4.064,NA,NA
NA,7I,2819,PIBA,L,10.16,NA,NA
NA,7J,2821,PIBA,L,9.144,NA,NA
NA,7J,2822,PIBA,L,5.334,NA,NA
NA,7J,2820,PIBA,L,4.3180000000000005,NA,NA
NA,7J,2823,PIBA,L,10.16,NA,NA
NA,7J,2824,PIBA,L,8.89,NA,NA
NA,8J,2826,PIBA,L,5.334,NA,NA
NA,8J,2827,PIBA,L,3.556,NA,NA
NA,8J,2825,PIBA,L,2.7939999999999996,NA,NA
NA,8J,2828,PIBA,L,7.874,NA,NA
NA,8J,2832,PIBA,L,6.096,NA,NA
NA,8J,2829,PIBA,L,6.858,NA,NA
NA,8J,2830,PIBA,L,4.8260000000000005,NA,NA
NA,8J,2831,PIBA,L,5.08,NA,NA
NA,8I,2833,PIBA,L,6.35,NA,NA
NA,8I,2836,PIBA,L,8.128,NA,NA
NA,8I,2834,PIBA,L,7.874,NA,NA
NA,8I,2835,PIBA,L,5.334,NA,NA
NA,8I,2837,PIBA,L,4.064,NA,NA
NA,8I,2838,PIBA,L,3.302,NA,NA
NA,8I,2839,PIBA,L,9.652000000000001,NA,NA
NA,8I,2840,PIBA,L,6.604,NA,NA
NA,8I,2841,PIBA,L,8.89,NA,NA
NA,8I,2842,PIBA,L,6.35,NA,NA
NA,8H,2843,PIBA,L,9.652000000000001,NA,NA
NA,8H,2844,PIBA,L,9.652000000000001,NA,NA
NA,8H,2845,PIBA,L,9.652000000000001,NA,NA
NA,8H,2846,PIBA,L,13.208,NA,NA
NA,8G,2847,PIBA,L,8.636000000000001,NA,NA
NA,8F,2848,PIBA,L,10.922,NA,NA
NA,8E,2849,PIBA,L,12.7,NA,NA
NA,8E,2865,PIBA,L,9.144,NA,NA
NA,8E,2866,PIBA,L,5.8420000000000005,NA,NA
NA,8E,2867,PIBA,L,5.587999999999999,NA,NA
NA,8E,2868,PIBA,L,12.954,NA,NA
NA,8D,2873,PIBA,L,3.048,NA,NA
NA,8D,2871,PIBA,L,7.112,NA,NA
NA,8D,2872,PIBA,L,12.446,NA,NA
NA,8D,2870,PIBA,L,3.302,NA,NA
NA,8D,2869,PIBA,L,4.3180000000000005,NA,NA
NA,8D,2875,PIBA,L,10.922,NA,NA
NA,8D,2874,PIBA,L,10.414000000000001,NA,NA
NA,8C,2876,PIBA,L,11.937999999999999,NA,NA
NA,8C,2877,PIBA,L,4.3180000000000005,NA,NA
NA,8C,2878,PIBA,L,7.874,NA,NA
NA,8C,2879,PIBA,L,12.7,NA,NA
NA,8B,2880,PIBA,L,9.906,NA,NA
NA,8B,2882,PIBA,L,3.048,NA,NA
NA,8B,2881,PIBA,L,7.112,NA,NA
NA,8B,2883,PIBA,L,8.89,NA,NA
NA,8A,2885,PIBA,L,6.858,NA,NA
NA,8A,2884,PIBA,L,6.858,NA,NA
NA,8A,2886,PIBA,L,5.587999999999999,NA,NA
NA,8A,2887,PIBA,L,4.064,NA,NA
NA,8A,2888,PIBA,L,4.3180000000000005,NA,NA
NA,8A,2889,PIBA,L,6.858,NA,NA
NA,9A,2890,PIBA,L,7.3660000000000005,NA,NA
NA,9A,2891,PIBA,L,4.572,NA,NA
NA,9A,2892,PIBA,L,6.35,NA,NA
NA,9A,2893,PIBA,L,3.302,NA,NA
NA,9A,2894,PIBA,L,9.144,NA,NA
NA,9A,2897,PIBA,L,5.334,NA,NA
NA,9A,2898,PIBA,L,5.08,NA,NA
NA,9A,2899,PIBA,L,3.81,NA,NA
NA,9A,2900,PIBA,L,4.064,NA,NA
NA,9A,2896,PIBA,L,4.572,NA,NA
NA,9A,2895,PIBA,L,5.587999999999999,NA,NA
NA,9A,2901,PIBA,L,6.096,NA,NA
NA,9B,2902,PIBA,L,4.572,NA,NA
NA,9B,2903,PIBA,L,6.35,NA,NA
NA,9B,2904,PIBA,L,6.604,NA,NA
NA,9B,2907,PIBA,L,3.048,NA,NA
NA,9B,2906,PIBA,L,4.3180000000000005,NA,NA
NA,9B,2905,PIBA,L,10.922,NA,NA
NA,9B,2908,PIBA,L,12.7,NA,NA
NA,9B,2909,PIBA,L,5.08,NA,NA
NA,9C,2910,PIBA,L,7.874,NA,NA
NA,9C,2911,PIBA,L,8.89,NA,NA
NA,9C,2912,PIBA,L,4.8260000000000005,NA,NA
NA,9C,2931,PIBA,L,7.874,NA,NA
NA,9C,2914,PIBA,L,8.128,NA,NA
NA,9D,2915,PIBA,L,7.62,NA,NA
NA,9D,2916,PIBA,L,10.16,NA,NA
NA,9D,2917,PIBA,L,12.192,NA,NA
NA,9E,2918,PIBA,L,9.906,NA,NA
NA,9E,2919,PIBA,L,14.478,NA,NA
NA,9F,2920,PIBA,L,11.43,NA,NA
NA,9F,2921,PIBA,L,13.97,NA,NA
NA,9F,2922,PIBA,L,10.922,NA,NA
NA,9F,2923,PIBA,L,9.906,NA,NA
NA,9F,2924,PIBA,L,12.7,NA,NA
NA,9G,2925,PIBA,L,13.208,NA,NA
NA,9G,2927,PIBA,L,12.192,NA,NA
NA,9G,2926,PIBA,L,11.43,NA,NA
NA,9H,2928,PIBA,L,10.668,NA,NA
NA,9I,2930,PIBA,L,4.572,NA,NA
NA,9I,2931,PIBA,L,9.144,NA,NA
NA,9I,2932,PIBA,L,2.7939999999999996,NA,NA
NA,9I,2933,PIBA,L,11.684000000000001,NA,NA
NA,9I,2929,PIBA,L,10.414000000000001,NA,NA
NA,9J,2934,PIBA,L,7.3660000000000005,NA,NA
NA,9J,2935,PIBA,L,11.43,NA,NA
NA,9J,2936,PIBA,L,11.175999999999998,NA,NA
NA,0A,2930,PIBA,L,13.462,NA,NA
NA,0A,2938,PIBA,L,15.748,NA,NA
NA,0A,2929,PIBA,L,8.128,NA,NA
NA,0A,2937,PIBA,L,13.462,NA,NA
NA,0A,2931,PIBA,L,12.7,NA,NA
NA,0A,2932,PIBA,L,7.62,NA,NA
NA,0A,2933,PIBA,L,12.7,NA,NA
NA,0B,2934,PIBA,L,8.636000000000001,NA,NA
NA,0C,2935,PIBA,L,15.24,NA,NA
NA,0D,2936,PIBA,L,9.906,NA,NA
NA,0D,2937,PIBA,L,17.272000000000002,NA,NA
NA,0D,2938,PIBA,L,8.89,NA,NA
NA,0D,2939,PIBA,L,17.018,NA,NA
NA,0D,2940,PIBA,L,11.937999999999999,NA,NA
NA,0D,2941,PIBA,L,15.24,NA,NA
NA,0D,2942,PIBA,L,18.034000000000002,NA,NA
NA,0E,2943,PIBA,L,11.175999999999998,NA,NA
NA,0H,2944,PIBA,L,21.59,NA,NA
NA,0I,2945,PIBA,L,16.256,NA,NA
NA,0I,2946,PIBA,L,19.05,NA,NA
NA,0I,2947,PIBA,L,16.51,NA,NA
NA,0J,2948,PIBA,L,8.382,NA,NA
NA,1J,2949,PIBA,L,24.13,NA,NA
NA,1G,2953,PIBA,L,11.175999999999998,13,59
NA,1G,2952,PIBA,L,20.32,NA,NA
NA,1G,2951,PIBA,L,14.985999999999999,NA,NA
NA,1G,2950,PIBA,L,12.954,NA,NA
NA,1G,2954,PIBA,L,13.208,NA,NA
NA,1F,2956,PIBA,L,20.828000000000003,NA,NA
NA,1F,2955,PIBA,L,9.906,NA,NA
NA,1E,2957,PIBA,L,12.7,NA,NA
NA,1E,2958,PIBA,L,12.7,NA,NA
NA,1D,2959,PIBA,L,18.034000000000002,NA,NA
NA,1D,2960,PIBA,D,10.16,NA,NA
NA,1D,2961,PIBA,L,16.764,NA,NA
NA,1D,2962,PIBA,D,5.334,NA,NA
NA,1C,2963,PIBA,D,7.62,NA,NA
NA,1C,2964,PIBA,D,15.24,NA,NA
NA,1C,2965,PIBA,L,10.922,12.7,65
NA,2A,2966,PIBA,L,9.144,8.7,83
NA,2A,2967,PIBA,L,11.43,NA,NA
NA,2A,2968,PIBA,L,11.937999999999999,NA,NA
NA,2A,2929,PIBA,D,6.096,NA,NA
NA,2A,2970,PIBA,D,9.144,NA,NA
NA,2A,2971,PIBA,L,22.86,NA,NA
NA,2B,2972,PIBA,L,11.175999999999998,NA,NA
NA,2B,2973,PIBA,L,14.732000000000001,NA,NA
NA,2C,2974,PIBA,L,10.922,NA,NA
NA,2C,2975,PIBA,D,10.668,NA,NA
NA,2D,2976,PIBA,L,19.558,NA,NA
NA,2E,2977,PIBA,L,11.937999999999999,NA,NA
NA,2E,2978,PIBA,L,17.78,15.6,59
NA,2F,2979,PIBA,L,12.7,NA,NA
NA,2F,2980,PIBA,L,18.034000000000002,NA,NA
NA,2F,2981,PIBA,L,13.97,NA,NA
NA,2F,2984,PIBA,L,14.478,NA,NA
NA,2F,2982,PIBA,L,15.748,NA,NA
NA,2F,2983,PIBA,L,10.414000000000001,8.9,72
NA,2G,2985,PIBA,L,9.652000000000001,NA,NA
NA,2G,2989,PIBA,D,7.3660000000000005,NA,NA
NA,2G,2990,PIBA,D,7.874,NA,NA
NA,2G,2991,PIBA,L,17.78,NA,NA
NA,2G,2992,PIBA,D,7.112,NA,NA
NA,2G,2986,PIBA,L,13.208,NA,NA
NA,2G,2987,PIBA,L,10.16,NA,NA
NA,2G,2988,PIBA,L,16.256,NA,NA
NA,2G,2993,PIBA,L,15.748,NA,NA
NA,2G,2994,PIBA,L,17.526,NA,NA
NA,2I,2995,PIBA,L,17.78,NA,NA
NA,2J,2996,PIBA,L,16.51,NA,NA
NA,2J,2997,PIBA,L,23.368000000000002,NA,NA
NA,3J,2998,PIBA,L,13.97,NA,NA
NA,3J,2999,PIBA,L,19.812,NA,NA
NA,3J,3000,PIBA,L,12.446,NA,NA
NA,3I,3001,PIBA,L,13.462,NA,NA
NA,3I,3002,PIBA,L,3.302,NA,NA
NA,3H,3003,PIBA,L,16.764,NA,NA
NA,3G,3004,PIBA,L,16.002,NA,NA
NA,3G,3005,PIBA,L,11.43,NA,NA
NA,3G,3006,PIBA,L,14.985999999999999,NA,NA
NA,3G,3007,PIBA,L,16.764,NA,NA
NA,3G,3008,PIBA,L,20.828000000000003,NA,NA
NA,3G,3009,PIBA,D,9.144,NA,NA
NA,3G,3010,PIBA,L,19.304000000000002,NA,NA
NA,3G,3011,PIBA,D,5.08,NA,NA
NA,3G,3012,PIBA,L,11.937999999999999,NA,NA
NA,3D,3013,PIBA,L,23.368000000000002,NA,NA
NA,3C,3014,PIBA,L,18.542,NA,NA
NA,3B,3016,PIBA,L,16.764,NA,NA
NA,3B,3015,PIBA,L,12.446,NA,NA
NA,3A,3126,PIBA,D,4.3180000000000005,NA,NA
NA,3A,3127,PIBA,L,10.922,NA,NA
NA,3A,3128,PIBA,D,8.636000000000001,NA,NA
NA,3A,3129,PIBA,L,6.096,NA,NA
NA,3A,3130,PIBA,D,9.144,NA,NA
NA,3A,3131,PIBA,D,8.128,NA,NA
NA,3A,3132,PIBA,L,11.175999999999998,NA,NA
NA,3A,3133,PIBA,L,13.208,NA,NA
NA,3A,3134,PIBA,L,9.144,NA,NA
NA,3A,3135,PIBA,L,7.112,NA,NA
NA,3A,3136,PIBA,L,11.43,NA,NA
NA,4A,3137,PIBA,L,8.382,10.6,69
NA,4A,3138,PIBA,D,7.62,NA,NA
NA,4A,3142,PIBA,D,5.334,NA,NA
NA,4A,3143,PIBA,L,8.382,NA,NA
NA,4A,3144,PIBA,L,12.7,14.2,92
NA,4A,3150,PIBA,L,6.35,NA,NA
NA,4A,3139,PIBA,D,4.572,NA,NA
NA,4A,3140,PIBA,L,13.208,NA,NA
NA,4A,3141,PIBA,L,9.144,NA,NA
NA,4B,3017,PIBA,L,14.732000000000001,NA,NA
NA,4B,3018,PIBA,L,8.128,NA,NA
NA,4B,3019,PIBA,L,16.51,NA,NA
NA,4B,3020,PIBA,D,11.684000000000001,NA,NA
NA,4B,3021,PIBA,L,18.796000000000003,NA,NA
NA,4B,3022,PIBA,L,16.256,NA,NA
NA,4B,3025,PIBA,L,10.922,16.6,78
NA,4B,3024,PIBA,L,13.208,NA,NA
NA,4B,3023,PIBA,L,8.89,NA,NA
NA,4C,3026,PIBA,L,11.43,NA,NA
NA,4C,3027,PIBA,L,17.526,NA,NA
NA,4C,3032,PIBA,L,15.494000000000002,NA,NA
NA,4C,3028,PIBA,L,11.43,NA,NA
NA,4C,3031,PIBA,L,11.43,NA,NA
NA,4C,3029,PIBA,L,10.668,NA,NA
NA,4C,3030,PIBA,L,16.764,NA,NA
NA,4C,3033,PIBA,L,12.192,NA,NA
NA,4D,3034,PIBA,L,5.8420000000000005,NA,NA
NA,4D,3035,PIBA,L,16.256,NA,NA
NA,4D,3036,PIBA,L,19.05,NA,NA
NA,4E,3037,PIBA,L,15.24,NA,NA
NA,4E,3038,PIBA,L,12.7,NA,NA
NA,4E,3039,PIBA,L,11.43,NA,NA
NA,4E,3040,PIBA,L,14.732000000000001,NA,NA
NA,4F,3041,PIBA,L,7.62,11,65
NA,4F,3042,PIBA,L,11.175999999999998,NA,NA
NA,4F,3043,PIBA,L,17.526,NA,NA
NA,4G,3044,PIBA,L,18.796000000000003,NA,NA
NA,4H,3045,PIBA,L,11.43,NA,NA
NA,4I,3046,PIBA,L,17.78,NA,NA
NA,4J,3047,PIBA,L,17.78,NA,NA
NA,4J,3048,PIBA,L,23.622,NA,NA
NA,5J,3049,PIBA,L,17.78,NA,NA
NA,5I,3050,PIBA,D,8.636000000000001,NA,NA
NA,5I,3051,PIBA,L,19.05,NA,NA
NA,5I,3052,PIBA,L,14.985999999999999,NA,NA
NA,5I,3053,PIBA,L,15.24,NA,NA
NA,5G,3054,PIBA,L,15.494000000000002,NA,NA
NA,5G,3055,PIBA,D,11.175999999999998,NA,NA
NA,5G,3056,PIBA,L,16.256,NA,NA
NA,5G,3057,PIBA,L,15.494000000000002,NA,NA
NA,5G,3058,PIBA,D,10.16,NA,NA
NA,5G,3059,PIBA,L,14.224,NA,NA
NA,5G,3060,PIBA,D,7.62,NA,NA
NA,5G,3061,PIBA,L,18.542,NA,NA
NA,5G,3063,PIBA,D,8.636000000000001,NA,NA
NA,5G,3062,PIBA,L,18.796000000000003,NA,NA
NA,5G,3064,PIBA,L,16.256,NA,NA
NA,5F,3065,PIBA,L,18.288,NA,NA
NA,5F,3066,PIBA,D,20.574,NA,NA
