stand,quadrat,tree_tag,dead,height_m,age,dbh_m,sp_codes
4,7J,2675,d,NA,NA,14.98599191,PIBA
4,7I,2676,d,NA,NA,14.98599191,PIBA
4,7H,2677,d,NA,NA,16.00199136,PIBA
4,7H,2678,d,NA,NA,19.04998971,PIBA
4,7G,2679,d,NA,NA,15.49399163,PIBA
4,7G,2680,l,NA,NA,9.651994788,PIBA
4,7G,2681,l,NA,NA,15.23999177,PIBA
4,7G,2682,l,NA,NA,9.905994651,PIBA
4,7G,2683,l,NA,NA,10.9219941,PIBA
4,7F,2684,l,6.8,27,5.587996982,PIBA
4,7F,2685,l,NA,NA,10.41399438,PIBA
4,7F,2686,l,NA,NA,15.49399163,PIBA
4,7F,2687,l,10.6,29,11.42999383,PIBA
4,7F,2688,l,NA,NA,5.841996845,PIBA
4,7E,2689,l,NA,NA,14.98599191,PIBA
4,7E,2690,l,NA,NA,7.619995885,PIBA
4,7D,2691,l,NA,NA,12.44599328,PIBA
4,7D,2693,l,NA,NA,9.905994651,PIBA
4,7D,2692,l,NA,NA,12.953993,PIBA
4,7C,2694,d,NA,NA,14.98599191,PIBA
4,7C,2695,d,NA,NA,10.41399438,PIBA
4,7B,2696,l,NA,NA,11.68399369,PIBA
4,7B,3339,l,NA,NA,3.55599808,PIBA
4,7B,2697,d,NA,NA,9.397994925,PIBA
4,7A,2698,l,NA,NA,14.47799218,PIBA
4,7A,2699,l,NA,NA,5.841996845,PIBA
4,8A,2700,l,NA,NA,5.587996982,PIBA
4,8A,2702,l,NA,NA,11.93799355,PIBA
4,8A,2701,l,NA,NA,7.11199616,PIBA
4,8A,2703,d,NA,NA,10.9219941,PIBA
4,8A,2704,d,NA,NA,9.905994651,PIBA
4,8B,2705,d,NA,NA,3.047998354,PIBA
4,8C,2706,d,NA,NA,11.93799355,PIBA
4,8C,2708,d,8.1,32,10.41399438,PIBA
4,8C,2707,l,NA,NA,6.603996434,PIBA
4,8C,2709,l,NA,NA,7.873995748,PIBA
4,8D,2710,l,NA,NA,8.635995337,PIBA
4,8D,2711,l,NA,NA,13.20799287,PIBA
4,8D,2712,l,NA,NA,9.651994788,PIBA
4,8D,2713,l,NA,NA,10.41399438,PIBA
4,8D,2716,l,NA,NA,3.301998217,PIBA
4,8D,2715,l,NA,NA,3.809997943,PIBA
4,8D,2714,l,NA,NA,6.095996708,PIBA
4,8D,2717,l,NA,NA,5.33399712,PIBA
4,8E,2718,l,NA,NA,10.66799424,PIBA
4,8E,2719,l,NA,NA,9.905994651,PIBA
4,8E,2720,d,NA,NA,5.079997257,PIBA
4,8F,2726,l,NA,NA,10.9219941,PIBA
4,8F,2725,l,NA,NA,9.905994651,PIBA
4,8F,2724,l,NA,NA,8.127995611,PIBA
4,8F,2723,l,NA,NA,12.19199342,PIBA
4,8F,2721,l,NA,NA,11.93799355,PIBA
4,8F,2722,l,NA,NA,10.15999451,PIBA
4,8F,2727,d,10.2,32,10.9219941,PIBA
4,8G,2729,l,NA,NA,9.905994651,PIBA
4,8G,2728,d,NA,NA,15.23999177,PIBA
4,8G,2864,l,NA,NA,16.00199136,PIBA
4,8G,2863,l,NA,NA,6.857996297,PIBA
4,8G,2862,l,NA,NA,12.19199342,PIBA
4,8H,2861,l,NA,NA,11.17599396,PIBA
4,8H,2860,l,10.8,31,16.76399095,PIBA
4,8H,2859,l,NA,NA,10.41399438,PIBA
4,8I,2858,l,NA,NA,16.00199136,PIBA
4,8I,2857,l,10.7,33,15.49399163,PIBA
4,8I,2855,l,NA,NA,12.44599328,PIBA
4,8I,2856,l,NA,NA,9.397994925,PIBA
4,8J,2854,l,NA,NA,13.71599259,PIBA
4,8J,2853,l,NA,NA,11.17599396,PIBA
4,8J,2852,l,NA,NA,9.397994925,PIBA
4,8J,2851,l,NA,NA,8.127995611,PIBA
4,8J,2850,d,NA,NA,15.49399163,PIBA
4,9J,2730,l,NA,NA,11.42999383,PIBA
4,9J,2731,l,NA,NA,12.44599328,PIBA
4,9J,2732,l,NA,NA,8.635995337,PIBA
4,9J,2733,l,NA,NA,8.635995337,PIBA
4,9J,2734,l,NA,NA,13.20799287,PIBA
4,9J,2735,l,NA,NA,16.50999108,PIBA
4,9I,2736,l,NA,NA,11.17599396,PIBA
4,9I,2737,l,NA,NA,7.619995885,PIBA
4,9H,2738,l,NA,NA,14.73199204,PIBA
4,9H,2739,l,NA,NA,14.73199204,PIBA
4,9G,2740,l,NA,NA,11.93799355,PIBA
4,9G,2741,d,NA,NA,5.079997257,PIBA
4,9G,2744,l,NA,NA,12.19199342,PIBA
4,9G,2742,l,NA,NA,11.42999383,PIBA
4,9G,2743,l,NA,NA,7.873995748,PIBA
4,9G,2745,l,10.2,32,9.397994925,PIBA
4,9G,2747,l,NA,NA,5.587996982,PIBA
4,9G,2746,l,NA,NA,7.11199616,PIBA
4,9G,2748,l,NA,NA,13.71599259,PIBA
4,9F,2749,l,NA,NA,13.96999246,PIBA
4,9F,2750,l,NA,NA,4.571997531,PIBA
4,9F,2751,l,11.5,33,9.397994925,PIBA
4,9F,2752,l,NA,NA,14.22399232,PIBA
4,9E,2755,l,NA,NA,6.349996571,PIBA
4,9E,2756,l,NA,NA,5.841996845,PIBA
4,9E,2757,l,NA,NA,10.15999451,PIBA
4,9E,2753,l,NA,NA,10.41399438,PIBA
4,9E,2754,l,NA,NA,9.651994788,PIBA
4,9E,2758,l,NA,NA,8.127995611,PIBA
4,9D,2759,l,NA,NA,13.71599259,PIBA
4,9D,2760,l,NA,NA,8.381995474,PIBA
4,9D,2761,l,NA,NA,8.381995474,PIBA
4,9D,2763,l,NA,NA,8.127995611,PIBA
4,9D,2762,l,NA,NA,5.079997257,PIBA
4,9D,2765,l,NA,NA,5.587996982,PIBA
4,9D,2766,d,NA,NA,8.889995199,PIBA
4,9C,2767,d,NA,NA,8.381995474,PIBA
4,9C,2768,l,NA,NA,9.397994925,PIBA
4,9C,2769,d,NA,NA,14.22399232,PIBA
4,9C,2770,d,NA,NA,10.15999451,PIBA
4,9C,2771,l,NA,NA,7.619995885,PIBA
4,9B,2772,d,NA,NA,9.905994651,PIBA
4,9B,2773,l,NA,NA,9.651994788,PIBA
4,9B,2774,l,NA,NA,5.33399712,PIBA
4,9B,2775,l,NA,NA,6.603996434,PIBA
4,9A,2781,l,NA,NA,6.095996708,PIBA
4,9A,2780,l,NA,NA,6.349996571,PIBA
4,9A,2776,l,9.6,32,9.397994925,PIBA
4,9A,2777,l,NA,NA,8.381995474,PIBA
4,9A,2779,l,NA,NA,12.19199342,PIBA
4,9A,2778,l,NA,NA,7.619995885,PIBA
5,0A,600,d,NA,NA,20.06598916,PIBA
5,0A,601,l,NA,NA,17.27199067,PIBA
5,0B,602,l,NA,NA,19.55798944,PIBA
5,0B,605,l,NA,NA,18.79598985,PIBA
5,0B,604,d,NA,NA,10.41399438,PIBA
5,0B,603,l,NA,NA,18.54198999,PIBA
5,0C,606,l,NA,NA,15.23999177,PIBA
5,0C,607,l,NA,NA,22.35198793,PIBA
5,0C,609,l,NA,NA,2.793998491,PIMA
5,0C,608,l,NA,NA,5.841996845,PIMA
5,0D,613,d,NA,NA,12.69999314,PIBA
5,0D,614,l,NA,NA,23.62198724,PIBA
5,0D,612,l,NA,NA,17.7799904,PIBA
5,0D,611,l,NA,NA,3.809997943,PIMA
5,0D,610,l,NA,NA,3.809997943,PIMA
5,0D,615,l,4.8,30,3.809997943,PIMA
5,0E,616,l,NA,NA,21.33598848,PIBA
5,0E,NA,d,NA,NA,20.06598916,NA
5,0F,619,l,NA,NA,23.87598711,PIBA
5,0F,618,l,NA,NA,22.09798807,PIBA
5,0G,621,l,NA,NA,11.93799355,PIBA
5,0G,622,d,NA,NA,17.7799904,PIBA
5,0G,623,l,NA,NA,14.98599191,PIBA
5,0G,620,d,NA,NA,12.69999314,PIBA
5,0G,625,l,NA,NA,20.31998903,PIBA
5,0G,624,l,NA,NA,3.809997943,PIMA
5,0H,630,l,NA,NA,22.35198793,PIBA
5,0H,629,l,NA,NA,24.6379867,PIBA
5,0H,627,l,NA,NA,19.04998971,PIBA
5,0H,626,l,NA,NA,3.809997943,PIMA
5,0H,628,l,NA,NA,19.55798944,PIBA
5,0I,631,l,NA,NA,19.30398958,PIBA
5,0J,633,l,NA,NA,5.079997257,PIMA
5,0J,623,l,NA,NA,10.9219941,PIMA
5,0J,634,l,NA,NA,12.69999314,PIMA
5,0J,635,l,NA,NA,6.603996434,PIMA
5,0J,636,l,13.5,43,9.905994651,PIMA
5,0J,637,d,NA,NA,7.11199616,PIMA
5,0J,638,l,NA,NA,16.50999108,PIBA
5,0J,639,d,NA,NA,5.33399712,PIBA
5,0J,640,l,NA,NA,5.841996845,PIMA
5,1J,641,l,17.71,11,23.87598711,PIMA
5,1J,642,l,NA,NA,12.19199342,PIMA
5,1J,645,l,NA,NA,5.079997257,PIMA
5,1J,643,l,NA,NA,10.15999451,PIMA
5,1J,641,l,NA,NA,4.571997531,PIMA
5,1J,646,l,15.71,20,13.46199273,PIBA
5,1J,647,l,NA,NA,18.79598985,PIBA
5,1I,650,l,NA,NA,19.30398958,PIBA
5,1I,651,l,NA,NA,18.28799012,PIBA
5,1I,648,d,NA,NA,10.9219941,PIBA
5,1I,649,d,NA,NA,9.651994788,PIBA
5,1H,652,l,17.71,26,20.82798875,PIBA
5,1H,653,l,16.71,31,14.47799218,PIBA
5,1H,654,d,NA,NA,15.23999177,PIBA
5,1H,655,d,NA,NA,13.46199273,PIBA
5,1H,693,l,NA,NA,21.08198862,PIBA
5,1G,656,l,NA,NA,24.89198656,PIBA
5,1G,657,l,NA,NA,11.68399369,PIBA
5,1G,658,l,NA,NA,14.73199204,PIBA
5,1G,661,l,NA,NA,11.68399369,PIBA
5,1G,659,l,NA,NA,22.85998766,PIBA
5,1G,660,l,NA,NA,24.89198656,PIBA
5,1F,662,l,NA,NA,14.22399232,PIBA
5,1E,665,l,NA,NA,21.33598848,PIBA
5,1E,666,d,NA,NA,21.33598848,PIBA
5,1E,667,d,NA,NA,22.60598779,PIBA
5,1E,669,l,NA,NA,5.841996845,PIMA
5,1E,668,l,NA,NA,3.047998354,PIMA
5,1E,663,l,NA,NA,23.36798738,PIBA
5,1E,664,l,NA,NA,4.825997394,PIMA
5,1D,674,l,NA,NA,3.809997943,PIMA
5,1D,673,l,NA,NA,5.33399712,PIMA
5,1D,671,l,NA,NA,18.54198999,PIBA
5,1D,670,l,NA,NA,22.60598779,PIBA
5,1D,672,l,NA,NA,5.33399712,PIMA
5,1D,675,l,NA,NA,3.047998354,PIMA
5,1C,676,l,NA,NA,18.28799012,PIBA
5,1C,677,l,NA,NA,3.55599808,PIMA
5,1C,678,l,NA,NA,18.79598985,PIBA
5,1B,680,l,NA,NA,6.095996708,PIMA
5,1B,681,l,NA,NA,23.11398752,PIBA
5,1B,682,l,NA,NA,22.85998766,PIBA
5,1B,683,l,NA,NA,14.73199204,PIBA
5,1A,684,l,NA,NA,4.825997394,PIMA
5,1A,685,l,NA,NA,3.047998354,PIMA
5,2A,686,d,NA,NA,16.50999108,PIBA
5,2A,687,l,25.41,33,2.539998628,PIBA
5,2A,688,l,NA,NA,22.85998766,PIBA
5,2A,689,l,NA,NA,14.98599191,PIBA
5,2A,690,l,NA,NA,21.08198862,PIBA
5,2I,716,l,NA,NA,4.571997531,PIMA
5,2I,719,l,NA,NA,16.76399095,PIBA
5,2I,717,l,21.41,21,17.27199067,PIBA
5,2J,721,d,NA,NA,10.15999451,PIBA
5,2J,722,d,NA,NA,7.11199616,PIBA
5,2J,723,d,NA,NA,5.079997257,PIMA
5,2J,724,l,NA,NA,6.603996434,PIMA
5,2J,725,l,NA,NA,23.62198724,PIBA
5,2J,726,d,NA,NA,18.54198999,PIBA
5,2J,727,l,NA,NA,19.8119893,PIBA
5,3J,728,l,NA,NA,20.82798875,PIBA
5,3J,738,d,NA,NA,8.127995611,PIMA
5,3J,729,d,NA,NA,16.50999108,PIBA
5,3I,731,l,NA,NA,13.71599259,PIMA
5,3I,732,d,NA,NA,21.8439882,PIBA
5,3I,733,d,NA,NA,18.54198999,PIBA
5,3I,734,l,19.61,14,20.06598916,PIBA
5,3H,736,d,NA,NA,12.69999314,PIBA
5,3H,737,d,NA,NA,13.96999246,PIBA
5,3H,739,l,NA,NA,9.905994651,PIMA
5,3H,740,l,NA,NA,5.33399712,PIMA
5,3H,741,l,NA,NA,9.651994788,PIMA
5,3H,742,l,3.7,49,5.079997257,PIMA
5,3H,743,l,NA,NA,3.301998217,PIMA
5,3H,745,l,NA,NA,4.571997531,PIMA
5,3H,744,l,NA,NA,12.69999314,PIMA
5,3H,746,l,NA,NA,3.809997943,PIMA
5,3H,747,l,NA,NA,10.41399438,PIMA
5,2B,691,l,NA,NA,20.06598916,PIBA
5,2B,692,l,NA,NA,23.62198724,PIBA
5,2C,694,l,NA,NA,13.46199273,PIMA
5,2C,695,l,NA,NA,6.603996434,PIMA
5,2C,697,l,NA,NA,2.285998766,PIMA
5,2C,696,l,NA,NA,16.76399095,PIBA
5,2D,698,l,NA,NA,21.08198862,PIBA
5,2D,701,l,NA,NA,2.539998628,PIMA
5,2D,702,d,NA,NA,12.69999314,PIBA
5,2D,703,d,NA,NA,15.7479915,PIBA
5,2D,699,l,NA,6,2.539998628,PIBA
5,2D,700,l,NA,NA,6.095996708,PIMA
5,2D,704,l,NA,NA,20.06598916,PIBA
5,2D,705,l,NA,NA,3.55599808,PIMA
5,2E,706,d,NA,NA,18.03399026,PIBA
5,2E,707,l,NA,NA,3.047998354,PIMA
5,2E,708,d,NA,NA,12.953993,PIBA
5,2F,709,l,NA,NA,21.33598848,PIBA
5,2F,710,l,NA,NA,14.98599191,PIBA
5,2G,711,l,NA,NA,9.905994651,PIMA
5,2G,712,l,NA,NA,6.095996708,PIMA
5,2H,713,l,NA,2,2.539998628,PIBA
5,2H,714,l,NA,NA,8.889995199,PIMA
5,2I,715,l,NA,NA,17.7799904,PIBA
5,2I,730,l,NA,NA,16.25599122,PIBA
5,3G,748,l,NA,0,2.793998491,PIBA
5,3G,749,l,NA,8,2.539998628,PIBA
5,3F,750,l,NA,NA,17.7799904,PIBA
5,3F,751,d,NA,NA,7.619995885,PIMA
5,3F,752,l,NA,NA,8.127995611,PIMA
5,3F,753,l,NA,NA,8.889995199,PIMA
5,3F,754,l,NA,NA,5.841996845,PIMA
5,3F,755,d,NA,NA,15.23999177,PIBA
5,3F,756,l,NA,NA,19.55798944,PIBA
5,3E,757,d,NA,NA,16.25599122,PIBA
5,3E,758,l,NA,NA,24.6379867,PIBA
5,3E,759,l,NA,NA,21.58998834,PIBA
5,3E,760,l,NA,NA,14.47799218,PIBA
5,3E,761,l,NA,NA,19.30398958,PIBA
5,3E,763,d,NA,NA,11.68399369,PIBA
5,3D,762,l,NA,NA,23.11398752,PIBA
5,3D,766,l,NA,NA,20.82798875,PIBA
5,3C,764,l,18.21,27,18.79598985,PIBA
5,3C,765,l,NA,NA,24.38398683,PIBA
5,3B,767,d,NA,NA,11.93799355,PIBA
5,3B,768,l,NA,NA,13.96999246,PIBA
5,3B,769,l,NA,NA,23.11398752,PIBA
5,3B,770,l,NA,NA,5.33399712,PIMA
5,3A,771,d,NA,NA,17.01799081,PIBA
5,3A,772,l,NA,NA,4.571997531,PIMA
5,4A,773,l,NA,NA,2.793998491,PIMA
5,4A,774,l,NA,NA,23.62198724,PIBA
5,4A,775,l,NA,NA,19.30398958,PIBA
5,4A,776,l,NA,NA,5.33399712,PIMA
5,4A,777,l,NA,NA,8.889995199,PIMA
5,4A,778,l,NA,NA,2.539998628,PIMA
5,4A,779,l,NA,NA,23.62198724,PIBA
5,4B,780,l,NA,NA,21.58998834,PIBA
5,4B,781,l,NA,NA,16.50999108,PIBA
5,4B,782,l,17.81,26,20.06598916,PIBA
5,4B,783,d,NA,NA,8.889995199,PIBA
5,4C,784,l,NA,NA,6.603996434,PIMA
5,4C,785,d,NA,NA,11.42999383,PIBA
5,4C,786,d,NA,NA,21.58998834,PIBA
5,4C,787,l,NA,NA,22.60598779,PIBA
5,4C,788,d,NA,NA,18.79598985,PIBA
5,4C,789,l,NA,NA,17.01799081,PIBA
5,4D,790,l,NA,NA,3.047998354,PIMA
5,4D,791,l,NA,NA,16.00199136,PIBA
5,4D,792,l,NA,NA,23.87598711,PIBA
5,4D,793,l,NA,NA,18.03399026,PIBA
5,4D,794,l,NA,NA,12.19199342,PIMA
5,4D,809,l,NA,NA,10.66799424,PIMA
5,4D,795,l,NA,7,2.793998491,PIBA
5,4D,796,l,NA,NA,4.063997805,PIMA
5,4F,797,l,NA,NA,6.095996708,PIMA
5,4F,798,l,8.2,66,7.365996022,PIMA
5,4F,799,d,NA,NA,6.349996571,PIMA
5,4F,800,l,NA,NA,6.603996434,PIMA
5,4F,801,l,NA,6,2.539998628,PIBA
5,4F,802,l,NA,NA,18.03399026,PIBA
5,8B,1942,l,NA,NA,2.539998628,PIMA
5,8C,1943,l,NA,3,2.539998628,PIBA
5,8C,1944,l,4.9,24,3.55599808,PIMA
5,8C,1945,l,NA,NA,3.55599808,PIMA
5,8C,1946,l,NA,NA,4.825997394,PIMA
5,8D,1947,l,NA,NA,22.09798807,PIMA
5,8E,1949,l,NA,NA,3.301998217,PIMA
5,8E,1948,l,NA,NA,5.079997257,PIMA
5,8E,1950,l,NA,NA,4.825997394,PIMA
5,8E,1951,l,NA,NA,15.23999177,PIBA
5,8E,1952,l,NA,NA,16.25599122,PIMA
5,8F,1954,l,NA,NA,11.93799355,PIMA
5,8F,1955,l,NA,NA,14.47799218,PIMA
5,8F,1957,l,19.41,17,20.57398889,PIBA
5,8F,1956,l,NA,NA,16.00199136,PIBA
5,8F,1953,l,NA,NA,17.52599054,PIBA
5,8G,1963,l,15.21,38,18.79598985,PIBA
5,8G,1959,l,NA,NA,5.079997257,PIMA
5,8G,1960,l,5.8,62,4.825997394,PIMA
5,8G,1961,l,9.8,66,9.651994788,PIMA
5,8G,1962,l,NA,NA,6.095996708,PIMA
5,8G,1958,l,NA,NA,19.04998971,PIBA
5,8H,1964,l,NA,6,2.539998628,PIBA
5,8H,1965,l,NA,1,2.793998491,PIBA
5,8I,1966,l,NA,NA,17.01799081,PIBA
5,8I,1967,l,NA,NA,17.7799904,PIBA
5,8I,1968,l,NA,1,2.539998628,PIBA
5,8I,1969,d,NA,NA,7.619995885,PIBA
5,8J,1971,l,NA,NA,13.20799287,PIBA
5,8J,1973,l,NA,NA,3.809997943,PIMA
5,8J,1972,l,NA,NA,4.825997394,PIMA
5,8J,1974,l,NA,NA,21.08198862,PIBA
5,9J,1975,l,NA,NA,18.79598985,PIBA
5,9J,1976,l,NA,NA,14.47799218,PIBA
5,9I,1977,l,NA,NA,17.27199067,PIBA
5,9I,1978,l,NA,NA,24.6379867,PIBA
5,9I,1979,l,NA,4,2.539998628,PIBA
5,9H,1980,l,NA,1,2.539998628,PIBA
5,9H,1981,d,NA,NA,8.635995337,PIMA
5,9H,1982,l,NA,NA,20.06598916,PIBA
5,9H,1983,l,NA,NA,6.857996297,PIMA
5,9H,1984,l,NA,NA,3.047998354,PIMA
5,9G,1985,d,NA,NA,16.25599122,PIBA
5,9G,1986,l,NA,NA,18.79598985,PIBA
5,9G,1987,l,NA,NA,6.857996297,PIMA
5,9G,1988,l,NA,NA,4.317997668,PIMA
5,9F,1989,l,NA,NA,22.85998766,PIBA
5,9F,1990,l,NA,NA,14.73199204,PIBA
5,9F,1991,d,NA,NA,17.01799081,PIBA
5,9F,1992,l,NA,NA,19.55798944,PIBA
5,9E,1994,d,NA,NA,21.33598848,PIBA
5,9E,1998,l,NA,NA,6.603996434,PIMA
5,9E,1999,l,NA,NA,3.55599808,PIMA
5,9E,1997,l,NA,NA,9.651994788,PIMA
5,9E,1996,l,NA,NA,7.619995885,PIMA
5,9E,1995,l,NA,NA,5.079997257,PIMA
5,9E,2000,d,NA,NA,9.397994925,PIBA
5,9D,2001,l,NA,NA,13.71599259,PIBA
5,9D,2003,l,NA,NA,14.73199204,PIBA
5,9D,2002,d,NA,NA,8.635995337,PIBA
5,9D,2006,l,NA,NA,21.8439882,PIBA
5,9D,2007,l,NA,NA,5.079997257,PIMA
5,9D,2005,l,NA,NA,17.52599054,PIBA
5,9D,2004,l,NA,NA,18.03399026,PIBA
5,9C,2008,l,NA,NA,17.27199067,PIBA
5,9C,2009,l,NA,NA,20.06598916,PIBA
5,9C,2010,l,NA,NA,19.8119893,PIBA
5,9B,2011,l,NA,5,2.539998628,PIBA
5,9B,2012,l,NA,0,3.047998354,PIBA
5,9B,2013,l,NA,NA,3.809997943,PIMA
5,9B,2014,l,NA,NA,3.809997943,PIMA
5,9B,2015,l,NA,NA,4.825997394,PIMA
5,9B,2016,l,NA,NA,6.603996434,PIMA
8,0A,1761,l,NA,NA,6.349996571,PIBA
8,0A,1762,l,NA,NA,7.365996022,PIBA
8,0B,1763,l,NA,NA,8.889995199,PIBA
8,0B,1764,l,NA,NA,4.063997805,PIBA
8,0C,1765,l,NA,NA,8.127995611,PIBA
8,0C,1766,l,NA,NA,9.905994651,PIBA
8,0C,1767,l,NA,NA,10.66799424,PIBA
8,0C,1769,l,NA,NA,4.317997668,PIBA
8,0C,1768,l,NA,NA,8.635995337,PIBA
8,0D,1770,l,NA,NA,8.635995337,PIBA
8,0D,1771,l,NA,NA,10.15999451,PIBA
8,0D,1772,l,NA,NA,5.33399712,PIBA
8,0D,1773,l,NA,NA,5.841996845,PIBA
8,0F,1774,l,NA,NA,7.365996022,PIBA
8,0F,1777,l,NA,NA,8.889995199,PIBA
8,0G,1778,l,NA,NA,5.079997257,PIBA
8,0G,1779,l,NA,NA,5.079997257,PIBA
8,0H,1780,l,4,33,7.11199616,PIBA
8,0I,1781,l,7.3,45,16.76399095,PIBA
8,0J,1782,l,NA,NA,15.23999177,PIBA
8,0J,1783,l,NA,NA,15.23999177,PIBA
8,1J,1784,l,NA,NA,10.15999451,PIBA
8,1J,1785,l,NA,NA,12.69999314,PIBA
8,1J,1786,l,NA,NA,11.42999383,PIBA
8,1J,1787,l,NA,NA,9.905994651,PIBA
8,1I,1788,l,NA,NA,15.49399163,PIBA
8,1H,1789,l,NA,NA,10.15999451,PIBA
8,1G,1791,l,NA,NA,10.41399438,PIBA
8,1F,1792,l,NA,NA,9.651994788,PIBA
8,1F,1793,l,NA,NA,9.143995062,PIBA
8,1F,1794,l,NA,NA,10.41399438,PIBA
8,1E,1795,l,NA,NA,8.127995611,PIBA
8,1E,1796,l,NA,NA,9.397994925,PIBA
8,1E,1797,l,NA,NA,9.651994788,PIBA
8,1E,1798,l,NA,NA,10.15999451,PIBA
8,1D,1799,l,NA,NA,5.841996845,PIBA
8,1D,1800,l,NA,NA,4.571997531,PIBA
8,1D,1805,l,NA,NA,6.349996571,PIBA
8,1D,1804,l,NA,NA,9.397994925,PIBA
8,1D,1803,l,NA,NA,9.651994788,PIBA
8,1D,1801,l,7.5,34,10.15999451,PIBA
8,1D,1802,l,NA,NA,7.365996022,PIBA
8,1C,1808,l,NA,NA,8.635995337,PIBA
8,1C,1807,l,NA,NA,8.889995199,PIBA
8,1C,1806,l,NA,NA,10.41399438,PIBA
8,1B,1809,l,NA,NA,2.539998628,PIBA
8,2A,2299,l,NA,NA,10.15999451,PIBA
8,2A,1810,l,NA,NA,4.571997531,PIBA
8,2A,1811,l,NA,NA,9.905994651,PIBA
8,2A,1813,l,NA,NA,12.44599328,PIBA
8,2A,1812,l,NA,NA,14.73199204,PIBA
8,2C,1814,l,NA,NA,14.47799218,PIBA
8,2C,1815,l,NA,NA,9.905994651,PIBA
8,2D,1816,l,NA,NA,8.889995199,PIBA
8,2D,1817,l,NA,NA,5.33399712,PIBA
8,2E,1818,l,NA,NA,9.143995062,PIBA
8,2E,1819,l,NA,NA,10.9219941,PIBA
8,2F,1820,l,NA,NA,12.44599328,PIBA
8,2G,1821,l,NA,NA,7.619995885,PIBA
8,2H,1822,l,NA,NA,4.063997805,PIBA
8,2H,1823,l,NA,NA,7.11199616,PIBA
8,2I,1824,l,NA,NA,2.539998628,PIBA
8,2J,1825,l,NA,NA,11.68399369,PIBA
8,2J,1826,l,NA,NA,10.9219941,PIBA
8,3J,1828,l,NA,NA,7.873995748,PIBA
8,3J,1829,l,5.9,32,7.365996022,PIBA
8,3I,1830,l,NA,NA,14.98599191,PIBA
8,3I,1831,l,NA,NA,12.69999314,PIBA
8,3H,1832,l,NA,NA,9.143995062,PIBA
8,3H,1833,l,NA,NA,7.365996022,PIBA
8,3F,1834,l,NA,NA,5.587996982,PIBA
8,3F,1835,l,NA,NA,6.095996708,PIBA
8,3E,1848,l,NA,NA,7.619995885,PIBA
8,3E,1849,l,NA,NA,4.825997394,PIBA
8,3E,1850,l,4.5,30,4.825997394,PIBA
8,3D,1845,l,NA,NA,10.41399438,PIBA
8,3D,1846,l,5.8,31,5.079997257,PIBA
8,3D,1844,l,NA,NA,2.539998628,PIBA
8,3C,1843,l,NA,NA,10.15999451,PIBA
8,3C,1842,l,NA,NA,11.42999383,PIBA
8,3A,1841,l,6.5,32,9.397994925,PIBA
8,4A,1836,l,NA,NA,12.19199342,PIBA
8,4A,1837,l,NA,NA,6.857996297,PIBA
8,4B,1838,l,NA,NA,3.047998354,PIBA
8,4B,2300,l,NA,NA,14.22399232,PIBA
8,4B,1839,l,NA,NA,14.22399232,PIBA
8,4C,1851,l,NA,NA,11.93799355,PIBA
8,4C,1852,l,7.3,39,11.42999383,PIBA
8,4C,1840,l,NA,NA,13.20799287,PIBA
8,4D,1853,l,8.6,38,10.66799424,PIBA
8,4E,1856,l,NA,NA,12.44599328,PIBA
8,4E,1854,l,9.5,30,10.15999451,PIBA
8,4E,1855,l,7.6,30,7.619995885,PIBA
8,4E,1857,l,NA,NA,6.857996297,PIBA
8,4F,1858,l,NA,NA,4.317997668,PIBA
8,4F,1859,l,NA,NA,3.55599808,PIBA
8,4F,1862,l,3.6,31,4.063997805,PIBA
8,4F,1861,l,NA,NA,7.365996022,PIBA
8,4G,1863,l,NA,NA,4.571997531,PIBA
8,4G,1864,l,NA,NA,14.98599191,PIBA
8,4H,1865,l,NA,NA,17.27199067,PIBA
8,4H,1860,l,NA,NA,9.397994925,PIBA
8,4I,1862,l,NA,NA,12.69999314,PIBA
8,4I,1861,l,NA,NA,14.47799218,PIBA
8,4J,1863,l,NA,NA,16.76399095,PIBA
8,4J,1864,l,NA,NA,7.11199616,PIBA
8,5J,1865,l,NA,NA,7.873995748,PIBA
8,5J,1866,l,NA,NA,8.127995611,PIBA
8,5J,1867,l,NA,NA,3.301998217,PIBA
8,5J,1868,l,NA,NA,9.143995062,PIBA
8,5J,1869,l,NA,NA,5.33399712,PIBA
8,5J,1870,l,NA,NA,9.397994925,PIBA
8,5J,1871,l,NA,NA,17.7799904,PIBA
8,5I,1872,l,NA,NA,6.857996297,PIBA
8,5I,1873,l,NA,NA,14.22399232,PIBA
8,5H,1874,l,NA,NA,11.93799355,PIBA
8,5H,1875,l,NA,NA,18.79598985,PIBA
8,5G,1876,l,NA,NA,6.603996434,PIBA
8,5F,1877,l,NA,NA,6.095996708,PIBA
8,5F,1878,l,NA,NA,6.603996434,PIBA
8,5E,1879,l,NA,NA,6.857996297,PIBA
8,5B,1880,l,NA,NA,5.33399712,PIBA
8,5B,1882,l,NA,NA,13.71599259,PIBA
8,5B,1881,l,NA,NA,11.42999383,PIBA
8,5A,1883,l,NA,NA,12.69999314,PIBA
8,5A,1884,l,NA,NA,5.33399712,PIBA
8,6B,1885,l,NA,NA,9.905994651,PIBA
8,6B,1886,l,NA,NA,11.17599396,PIBA
8,6C,1887,l,NA,NA,9.143995062,PIBA
8,6D,1888,l,10.4,49,19.30398958,PIBA
