stand,quadrat,tree_tag,dead,height_m,age,dbh_m,sp_codes
8,6D,1889,l,NA,NA,16.76399095,PIBA
8,6E,1891,l,NA,NA,16.25599122,PIBA
8,6E,1890,l,NA,NA,17.52599054,PIBA
8,6E,1892,l,NA,NA,16.50999108,PIBA
8,6E,1894,l,NA,NA,11.93799355,PIBA
8,6F,1895,l,NA,NA,15.7479915,PIBA
8,6F,1896,l,9.6,59,16.50999108,PIBA
8,6G,1897,l,NA,NA,9.397994925,PIBA
8,6H,1898,l,NA,NA,7.619995885,PIBA
8,6H,1899,l,NA,NA,5.079997257,PIBA
8,6I,1900,l,NA,NA,8.889995199,PIBA
8,6I,1902,l,NA,NA,7.11199616,PIBA
8,6I,1901,l,NA,NA,12.69999314,PIBA
8,6J,1903,l,NA,NA,16.50999108,PIBA
8,7J,1904,l,4.5,32,5.079997257,PIBA
8,7I,1905,l,NA,NA,8.889995199,PIBA
8,7I,1906,l,NA,NA,7.11199616,PIBA
8,7I,1907,l,NA,NA,9.905994651,PIBA
8,7H,1808,l,NA,NA,10.15999451,PIBA
8,7G,1909,l,NA,NA,14.98599191,PIBA
8,7E,1910,l,NA,NA,17.7799904,PIBA
8,7E,1911,l,NA,NA,3.55599808,PIBA
8,7E,1912,l,NA,NA,10.41399438,PIBA
8,7C,1914,l,NA,NA,11.93799355,PIBA
8,7C,1913,l,8.3,34,8.635995337,PIBA
8,7C,1915,l,NA,NA,12.19199342,PIBA
8,7B,1916,l,NA,NA,11.42999383,PIBA
8,7B,1917,l,NA,NA,10.41399438,PIBA
8,7B,1918,l,6.9,33,7.619995885,PIBA
8,7A,1919,l,NA,NA,10.15999451,PIBA
8,7A,1920,l,NA,NA,6.857996297,PIBA
8,8A,1922,l,NA,NA,11.17599396,PIBA
8,8A,1921,l,NA,NA,10.15999451,PIBA
8,8A,1923,l,NA,NA,5.079997257,PIBA
8,8B,1924,l,6.8,31,9.905994651,PIBA
8,8C,1925,l,NA,NA,11.68399369,PIBA
8,8D,1926,l,NA,NA,7.873995748,PIBA
8,8D,1928,l,NA,NA,9.143995062,PIBA
8,8D,1927,l,5.8,33,10.15999451,PIBA
8,8E,1929,l,NA,NA,11.68399369,PIBA
8,8E,1930,l,NA,NA,8.635995337,PIBA
8,8E,1931,l,NA,NA,5.079997257,PIBA
8,8F,1932,l,8.9,33,8.127995611,PIBA
8,8F,1933,l,NA,NA,4.317997668,PIBA
8,8F,1934,l,NA,NA,12.19199342,PIBA
8,8I,1935,l,8.3,31,9.905994651,PIBA
8,8I,1921,l,NA,NA,3.809997943,PIBA
8,8J,2301,l,NA,NA,6.603996434,PIBA
8,8J,2302,l,NA,NA,2.793998491,PIBA
8,9J,2303,l,NA,NA,6.603996434,PIBA
8,9I,1922,l,NA,NA,11.68399369,PIBA
8,9G,1923,l,NA,NA,12.19199342,PIBA
8,9F,1926,l,NA,NA,5.587996982,PIBA
8,9F,1925,d,NA,NA,5.587996982,PIBA
8,9F,1924,l,NA,NA,7.619995885,PIBA
8,9E,1927,l,NA,NA,6.349996571,PIBA
8,9D,1928,l,NA,NA,11.93799355,PIBA
8,9C,1929,l,NA,NA,12.69999314,PIBA
8,9C,1930,l,NA,NA,11.17599396,PIBA
8,9C,1931,l,NA,NA,7.11199616,PIBA
8,9B,1932,l,NA,NA,12.953993,PIBA
8,9B,1933,l,NA,NA,5.079997257,PIBA
8,9B,1934,l,NA,NA,6.603996434,PIBA
8,9B,1935,l,NA,NA,7.619995885,PIBA
8,9B,1936,l,NA,NA,6.349996571,PIBA
8,9A,1938,l,6.8,31,6.095996708,PIBA
8,9A,1939,l,NA,NA,12.69999314,PIBA
8,9A,1940,l,NA,NA,8.127995611,PIBA
8,9A,1941,l,NA,NA,8.381995474,PIBA
1,0,NA,l,NA,NA,14.47799218,PIBA
1,0,NA,l,12.8,74,13.96999246,PIBA
1,0,NA,l,NA,NA,15.7479915,PIBA
1,0,NA,l,NA,NA,11.68399369,PIBA
1,0,NA,l,NA,NA,11.68399369,PIBA
1,0,NA,l,NA,NA,11.68399369,PIBA
1,0,NA,l,NA,NA,12.953993,PIBA
1,0,NA,d,NA,NA,7.365996022,PIBA
1,0,NA,l,NA,NA,11.93799355,PIBA
1,0,NA,l,NA,NA,13.71599259,PIBA
1,0,NA,l,NA,NA,15.7479915,PIBA
1,0,NA,l,NA,NA,9.143995062,PIBA
1,0,NA,l,NA,NA,17.01799081,PIBA
1,0,NA,l,NA,NA,11.93799355,PIBA
1,0,NA,l,NA,NA,15.49399163,PIBA
1,0,NA,l,NA,NA,12.69999314,PIBA
1,0,NA,l,NA,NA,13.46199273,PIBA
1,0,NA,l,NA,NA,7.619995885,PIBA
1,0,NA,l,NA,NA,3.047998354,PIBA
1,0,NA,l,NA,NA,10.41399438,PIBA
1,0,NA,l,NA,NA,12.69999314,PIBA
1,0,NA,l,NA,NA,16.25599122,PIBA
1,0,NA,l,NA,NA,18.54198999,PIBA
1,0,NA,l,NA,NA,13.46199273,PIBA
1,0,NA,d,NA,NA,12.19199342,PIBA
1,0,NA,l,5.3,53,5.33399712,PIBA
1,0,NA,l,NA,NA,16.00199136,PIBA
1,0,NA,d,NA,NA,11.17599396,PIBA
1,0,NA,d,NA,NA,7.873995748,PIBA
1,0,NA,l,NA,NA,10.15999451,PIBA
1,0,NA,l,NA,NA,14.73199204,PIBA
1,0,NA,l,NA,NA,12.44599328,PIBA
1,0,NA,l,NA,NA,18.28799012,PIBA
1,0,NA,l,10,54,5.079997257,PIBA
1,0,NA,l,NA,NA,11.93799355,PIBA
1,0,NA,l,NA,NA,10.15999451,PIBA
1,0,NA,d,NA,NA,12.19199342,PIBA
1,0,NA,l,NA,NA,10.66799424,PIBA
1,0,NA,l,NA,NA,13.96999246,PIBA
1,1,NA,d,NA,NA,7.873995748,PIBA
1,1,NA,d,NA,NA,13.71599259,PIBA
1,1,NA,l,NA,NA,7.619995885,PIBA
1,1,NA,l,NA,NA,12.44599328,PIBA
1,1,NA,l,NA,NA,6.857996297,PIBA
1,1,NA,l,NA,NA,11.17599396,PIBA
1,1,NA,l,NA,NA,12.44599328,PIBA
1,1,NA,l,NA,NA,7.365996022,PIBA
1,1,NA,l,NA,NA,16.76399095,PIBA
1,1,NA,d,NA,NA,6.095996708,PIBA
1,1,NA,l,NA,NA,12.69999314,PIBA
1,1,NA,l,NA,NA,10.41399438,PIBA
1,1,NA,l,NA,NA,13.20799287,PIBA
1,1,NA,l,NA,NA,10.15999451,PIBA
1,1,NA,l,NA,NA,10.9219941,PIBA
1,1,NA,l,NA,NA,12.19199342,PIBA
1,1,NA,l,NA,NA,10.41399438,PIBA
1,1,NA,l,NA,NA,4.317997668,PIBA
1,1,NA,d,NA,NA,10.15999451,PIBA
1,1,NA,l,NA,NA,6.095996708,PIBA
1,1,NA,d,NA,NA,4.063997805,PIBA
1,1,NA,l,NA,NA,6.603996434,PIBA
1,1,NA,l,NA,NA,10.9219941,PIBA
1,1,NA,l,NA,NA,14.98599191,PIBA
1,1,NA,l,NA,NA,17.7799904,PIBA
1,1,NA,l,NA,NA,14.73199204,PIBA
1,1,NA,l,NA,NA,12.953993,PIBA
1,1,NA,l,NA,NA,5.587996982,PIBA
1,1,NA,l,NA,NA,12.19199342,PIBA
1,1,NA,l,NA,NA,8.127995611,PIBA
1,1,NA,l,NA,NA,17.01799081,PIBA
1,1,NA,l,NA,NA,12.44599328,PIBA
1,1,NA,l,NA,NA,10.15999451,PIBA
1,1,NA,l,NA,NA,7.365996022,PIBA
1,1,NA,l,NA,NA,8.889995199,PIBA
1,1,NA,l,NA,NA,7.365996022,PIBA
1,1,NA,l,NA,NA,8.889995199,PIBA
1,1,NA,l,NA,NA,14.73199204,PIBA
1,1,NA,l,NA,NA,14.47799218,PIBA
1,1,NA,l,NA,NA,14.22399232,PIBA
1,1,NA,l,NA,NA,13.71599259,PIBA
1,1,NA,l,NA,NA,13.20799287,PIBA
1,1,NA,l,NA,NA,18.03399026,PIBA
1,1,NA,l,11.5,60,8.889995199,PIBA
1,1,NA,l,NA,NA,7.619995885,PIBA
1,1,NA,l,13.8,64,11.93799355,PIBA
1,1,NA,l,NA,NA,4.825997394,PIBA
1,1,NA,l,NA,NA,9.143995062,PIBA
1,1,NA,l,NA,NA,11.17599396,PIBA
1,1,NA,l,NA,NA,11.17599396,PIBA
1,1,NA,l,NA,NA,14.73199204,PIBA
1,1,NA,l,NA,NA,8.889995199,PIBA
1,1,NA,l,NA,NA,6.603996434,PIBA
1,1,NA,l,NA,NA,10.41399438,PIBA
1,1,NA,l,NA,NA,12.953993,PIBA
1,2,NA,l,NA,NA,11.93799355,PIBA
1,2,NA,d,NA,NA,7.11199616,PIBA
1,2,NA,l,NA,NA,7.619995885,PIBA
1,2,NA,l,NA,NA,7.365996022,PIBA
1,2,NA,l,NA,NA,10.41399438,PIBA
1,2,NA,d,NA,NA,3.55599808,PIBA
1,2,NA,l,NA,NA,16.25599122,PIBA
1,2,NA,l,NA,NA,4.571997531,PIBA
1,2,NA,l,NA,NA,9.905994651,PIBA
1,2,NA,l,NA,NA,14.73199204,PIBA
1,2,NA,l,NA,NA,9.397994925,PIBA
1,2,NA,l,NA,NA,9.651994788,PIBA
1,2,NA,d,NA,NA,4.063997805,PIBA
1,2,NA,l,NA,NA,19.55798944,PIBA
1,2,NA,l,NA,NA,6.603996434,PIBA
1,2,NA,l,NA,NA,10.15999451,PIBA
1,2,NA,l,NA,NA,17.7799904,PIBA
1,2,NA,l,NA,NA,15.49399163,PIBA
1,2,NA,l,NA,NA,13.96999246,PIBA
1,2,NA,l,NA,NA,10.66799424,PIBA
1,2,NA,l,NA,NA,15.49399163,PIBA
1,2,NA,l,NA,NA,12.69999314,PIBA
1,2,NA,l,NA,NA,9.143995062,PIBA
1,2,NA,l,NA,NA,19.04998971,PIBA
1,2,NA,l,NA,NA,5.33399712,PIBA
1,2,NA,l,NA,NA,12.19199342,PIBA
1,2,NA,l,NA,NA,17.27199067,PIBA
1,2,NA,l,NA,NA,16.00199136,PIBA
1,2,NA,l,NA,NA,11.68399369,PIBA
1,2,NA,l,NA,NA,8.127995611,PIBA
1,2,NA,l,12.7,70,10.15999451,PIBA
1,2,NA,l,NA,NA,8.635995337,PIBA
1,2,NA,l,NA,NA,11.17599396,PIBA
1,2,NA,l,NA,NA,15.49399163,PIBA
1,2,NA,l,NA,NA,6.857996297,PIBA
1,2,NA,l,NA,NA,12.44599328,PIBA
1,2,NA,l,NA,NA,10.9219941,PIBA
1,2,NA,l,NA,NA,16.50999108,PIBA
1,2,NA,l,NA,NA,8.381995474,PIBA
1,2,NA,d,NA,NA,11.68399369,PIBA
1,2,NA,l,NA,NA,13.71599259,PIBA
1,2,NA,l,NA,NA,6.349996571,PIBA
1,2,NA,l,NA,NA,12.19199342,PIBA
1,2,NA,l,NA,NA,13.20799287,PIBA
1,2,NA,d,NA,NA,4.571997531,PIBA
1,2,NA,l,NA,NA,17.7799904,PIBA
1,2,NA,l,NA,NA,9.143995062,PIBA
1,2,NA,l,NA,NA,15.23999177,PIBA
1,2,NA,l,NA,NA,7.365996022,PIBA
1,2,NA,l,NA,NA,13.96999246,PIBA
1,2,NA,l,NA,NA,14.47799218,PIBA
1,3,NA,l,NA,NA,9.905994651,PIBA
1,3,NA,l,NA,NA,13.46199273,PIBA
1,3,NA,l,NA,NA,15.7479915,PIBA
1,3,NA,l,NA,NA,14.47799218,PIBA
1,3,NA,l,NA,NA,9.651994788,PIBA
1,3,NA,l,14.7,67,13.46199273,PIBA
1,3,NA,l,NA,NA,9.905994651,PIBA
1,3,NA,l,NA,NA,8.381995474,PIBA
1,3,NA,l,NA,NA,16.00199136,PIBA
1,3,NA,l,NA,NA,9.651994788,PIBA
1,3,NA,l,NA,NA,10.15999451,PIBA
1,3,NA,l,NA,NA,8.381995474,PIBA
1,3,NA,l,NA,NA,9.143995062,PIBA
1,3,NA,l,NA,NA,5.587996982,PIBA
1,3,NA,l,NA,NA,12.19199342,PIBA
1,3,NA,l,NA,NA,9.143995062,PIBA
1,3,NA,l,NA,NA,14.73199204,PIBA
1,3,NA,l,14.5,73,13.96999246,PIBA
1,3,NA,l,NA,NA,14.73199204,PIBA
1,3,NA,l,NA,NA,9.651994788,PIBA
1,3,NA,l,NA,NA,15.23999177,PIBA
1,3,NA,d,NA,NA,4.825997394,PIBA
1,3,NA,l,NA,NA,13.20799287,PIBA
1,3,NA,l,NA,NA,15.7479915,PIBA
1,3,NA,l,NA,NA,10.15999451,PIBA
1,3,NA,l,NA,NA,10.66799424,PIBA
1,3,NA,l,NA,NA,13.20799287,PIBA
1,3,NA,l,15.6,78,15.23999177,PIBA
1,3,NA,l,NA,NA,16.50999108,PIBA
1,3,NA,l,NA,NA,16.76399095,PIBA
1,3,NA,l,NA,NA,16.50999108,PIBA
1,3,NA,l,NA,NA,12.953993,PIBA
1,3,NA,l,NA,NA,8.889995199,PIBA
1,3,NA,l,NA,NA,17.7799904,PIBA
1,3,NA,l,NA,NA,16.00199136,PIBA
1,3,NA,l,NA,NA,18.28799012,PIBA
1,3,NA,l,NA,NA,11.42999383,PIBA
1,3,NA,l,NA,NA,7.365996022,PIBA
1,3,NA,l,NA,NA,6.857996297,PIBA
1,3,NA,l,NA,NA,6.349996571,PIBA
1,3,NA,l,NA,NA,8.381995474,PIBA
1,3,NA,l,NA,NA,12.69999314,PIBA
1,3,NA,l,NA,NA,8.381995474,PIBA
1,3,NA,d,NA,NA,8.381995474,PIBA
1,3,NA,l,17,74,15.7479915,PIBA
1,3,NA,l,NA,NA,13.46199273,PIBA
1,3,NA,l,NA,NA,12.69999314,PIBA
1,3,NA,l,NA,NA,7.619995885,PIBA
1,4,NA,l,NA,NA,11.42999383,PIBA
1,4,NA,l,NA,NA,20.06598916,PIBA
1,4,NA,l,NA,NA,6.349996571,PIBA
1,4,NA,l,NA,NA,6.857996297,PIBA
1,4,NA,l,NA,NA,13.71599259,PIBA
1,4,NA,l,NA,NA,9.651994788,PIBA
1,4,NA,l,NA,NA,11.42999383,PIBA
1,4,NA,l,NA,NA,11.42999383,PIBA
1,4,NA,d,NA,NA,5.587996982,PIBA
1,4,NA,d,NA,NA,4.317997668,PIBA
1,4,NA,l,NA,NA,10.66799424,PIBA
1,4,NA,d,NA,NA,14.47799218,PIBA
1,4,NA,l,NA,NA,10.66799424,PIBA
1,4,NA,l,NA,NA,14.98599191,PIBA
1,4,NA,d,NA,NA,3.301998217,PIBA
1,4,NA,l,NA,NA,19.55798944,PIBA
1,4,NA,l,NA,NA,7.873995748,PIBA
1,4,NA,l,NA,NA,3.809997943,PIBA
1,4,NA,l,NA,NA,9.143995062,PIBA
1,4,NA,l,NA,NA,8.635995337,PIBA
1,4,NA,l,NA,NA,15.7479915,PIBA
1,4,NA,l,NA,NA,16.76399095,PIBA
1,4,NA,l,NA,NA,15.49399163,PIBA
1,4,NA,d,NA,NA,9.397994925,PIBA
1,4,NA,l,NA,NA,13.46199273,PIBA
1,4,NA,l,NA,NA,7.11199616,PIBA
1,4,NA,d,NA,NA,6.095996708,PIBA
1,4,NA,l,NA,NA,10.9219941,PIBA
1,4,NA,l,12.8,49,12.44599328,PIBA
1,4,NA,l,NA,NA,12.44599328,PIBA
1,4,NA,l,NA,NA,14.98599191,PIBA
1,4,NA,l,NA,NA,16.00199136,PIBA
1,4,NA,l,NA,NA,7.619995885,PIBA
1,4,NA,l,NA,NA,9.905994651,PIBA
1,4,NA,l,NA,NA,8.381995474,PIBA
1,4,NA,l,NA,NA,14.98599191,PIBA
1,4,NA,l,NA,NA,13.96999246,PIBA
1,4,NA,l,NA,NA,12.44599328,PIBA
1,4,NA,l,NA,NA,16.50999108,PIBA
1,4,NA,d,NA,NA,6.349996571,PIBA
1,4,NA,l,NA,NA,17.27199067,PIBA
1,4,NA,d,NA,NA,3.55599808,PIBA
1,4,NA,l,NA,NA,7.11199616,PIBA
1,4,NA,l,NA,NA,11.42999383,PIBA
1,4,NA,l,NA,NA,7.11199616,PIBA
1,4,NA,l,NA,NA,8.127995611,PIBA
1,4,NA,l,NA,NA,14.47799218,PIBA
1,4,NA,l,NA,NA,8.635995337,PIBA
1,4,NA,l,NA,NA,13.46199273,PIBA
1,4,NA,l,NA,NA,13.20799287,PIBA
1,4,NA,l,NA,NA,9.651994788,PIBA
1,4,NA,l,NA,NA,11.42999383,PIBA
1,4,NA,l,NA,NA,9.905994651,PIBA
1,5,NA,l,NA,NA,10.41399438,PIBA
1,5,NA,l,NA,NA,13.20799287,PIBA
1,5,NA,l,NA,NA,5.841996845,PIBA
1,5,NA,l,NA,NA,14.73199204,PIBA
1,5,NA,l,NA,NA,18.79598985,PIBA
1,5,NA,d,NA,NA,15.23999177,PIBA
1,5,NA,d,NA,NA,7.365996022,PIBA
1,5,NA,d,NA,NA,6.095996708,PIBA
1,5,NA,d,NA,NA,10.9219941,PIBA
1,5,NA,l,NA,NA,14.22399232,PIBA
1,5,NA,d,NA,NA,5.587996982,PIBA
1,5,NA,l,NA,NA,15.49399163,PIBA
1,5,NA,l,NA,NA,5.841996845,PIBA
1,5,NA,d,NA,NA,7.873995748,PIBA
1,5,NA,l,NA,NA,15.7479915,PIBA
1,5,NA,l,NA,NA,13.96999246,PIBA
1,5,NA,d,NA,NA,17.01799081,PIBA
1,5,NA,d,NA,NA,7.365996022,PIBA
1,5,NA,l,NA,NA,12.953993,PIBA
1,5,NA,l,NA,NA,19.55798944,PIBA
1,5,NA,l,NA,NA,12.953993,PIBA
1,5,NA,l,NA,NA,20.06598916,PIBA
1,5,NA,l,NA,NA,12.69999314,PIBA
1,5,NA,l,NA,NA,8.381995474,PIBA
1,5,NA,d,NA,NA,10.15999451,PIBA
1,5,NA,d,NA,NA,7.619995885,PIBA
1,5,NA,l,NA,NA,10.41399438,PIBA
1,5,NA,l,NA,NA,19.04998971,PIBA
1,5,NA,l,NA,NA,18.03399026,PIBA
1,5,NA,d,NA,NA,9.905994651,PIBA
1,5,NA,l,NA,NA,12.953993,PIBA
1,5,NA,l,NA,NA,17.01799081,PIBA
1,5,NA,l,NA,NA,9.905994651,PIBA
1,5,NA,l,NA,NA,9.397994925,PIBA
1,5,NA,l,NA,NA,13.71599259,PIBA
1,5,NA,l,NA,NA,11.68399369,PIBA
1,5,NA,l,NA,NA,14.98599191,PIBA
1,6,NA,l,NA,NA,9.651994788,PIBA
1,6,NA,d,NA,NA,5.079997257,PIBA
1,6,NA,d,NA,NA,3.301998217,PIBA
1,6,NA,d,NA,NA,7.619995885,PIBA
1,6,NA,l,NA,NA,8.381995474,PIBA
1,6,NA,l,NA,NA,19.30398958,PIBA
1,6,NA,l,NA,NA,12.69999314,PIBA
1,6,NA,d,NA,NA,6.603996434,PIBA
1,6,NA,l,NA,NA,6.349996571,PIBA
1,6,NA,l,12.7,72,11.93799355,PIBA
1,6,NA,l,NA,NA,8.381995474,PIBA
1,6,NA,l,NA,NA,6.857996297,PIBA
1,6,NA,l,NA,NA,13.71599259,PIBA
1,6,NA,l,14,72,20.31998903,PIBA
1,6,NA,l,NA,NA,8.889995199,PIBA
1,6,NA,l,NA,NA,11.68399369,PIBA
1,6,NA,l,NA,NA,10.15999451,PIBA
1,6,NA,l,NA,NA,12.19199342,PIBA
1,6,NA,l,NA,NA,15.49399163,PIBA
1,6,NA,l,NA,NA,6.095996708,PIBA
1,6,NA,l,NA,NA,21.8439882,PIBA
1,6,NA,l,NA,NA,9.651994788,PIBA
1,6,NA,d,NA,NA,4.317997668,PIBA
1,6,NA,l,NA,NA,12.69999314,PIBA
1,6,NA,l,NA,NA,10.9219941,PIBA
1,6,NA,l,NA,NA,16.76399095,PIBA
1,6,NA,l,NA,NA,12.19199342,PIBA
1,6,NA,l,NA,NA,12.69999314,PIBA
1,6,NA,l,NA,NA,12.19199342,PIBA
1,6,NA,l,NA,NA,11.17599396,PIBA
1,6,NA,l,NA,NA,16.50999108,PIBA
1,6,NA,d,NA,NA,7.619995885,PIBA
1,6,NA,l,NA,NA,14.73199204,PIBA
1,6,NA,l,NA,NA,9.397994925,PIBA
1,6,NA,d,NA,NA,6.857996297,PIBA
1,6,NA,l,NA,NA,7.873995748,PIBA
1,6,NA,l,NA,NA,15.7479915,PIBA
1,6,NA,l,NA,NA,20.31998903,PIBA
1,6,NA,l,NA,NA,5.33399712,PIBA
1,6,NA,l,NA,NA,18.03399026,PIBA
1,6,NA,l,NA,NA,8.635995337,PIBA
1,6,NA,l,NA,NA,13.46199273,PIBA
1,6,NA,d,NA,NA,7.365996022,PIBA
1,6,NA,l,NA,NA,11.68399369,PIBA
1,6,NA,d,NA,NA,5.079997257,PIBA
1,6,NA,l,NA,NA,8.127995611,PIBA
1,6,NA,l,NA,NA,7.11199616,PIBA
1,6,NA,d,NA,NA,7.873995748,PIBA
1,6,NA,l,NA,NA,9.397994925,PIBA
1,6,NA,l,NA,NA,10.9219941,PIBA
1,6,NA,d,NA,NA,8.635995337,PIBA
1,6,NA,l,NA,NA,6.095996708,PIBA
1,6,NA,l,NA,NA,13.71599259,PIBA
1,6,NA,l,11.8,61,9.143995062,PIBA
1,6,NA,l,NA,NA,11.42999383,PIBA
1,6,NA,l,NA,NA,12.69999314,PIBA
1,6,NA,l,NA,NA,15.7479915,PIBA
1,6,NA,l,15.6,82,18.54198999,PIBA
1,6,NA,l,NA,NA,6.349996571,PIBA
1,6,NA,l,NA,NA,7.619995885,PIBA
1,6,NA,d,NA,NA,11.42999383,PIBA
1,7,NA,d,NA,NA,10.15999451,PIBA
1,7,NA,l,NA,NA,12.953993,PIBA
1,7,NA,l,NA,NA,16.76399095,PIBA
1,7,NA,l,NA,NA,14.98599191,PIBA
1,7,NA,d,NA,NA,4.063997805,PIBA
1,7,NA,l,NA,NA,13.71599259,PIBA
1,7,NA,l,NA,NA,14.22399232,PIBA
1,7,NA,l,NA,NA,7.365996022,PIBA
1,7,NA,d,NA,NA,16.25599122,PIBA
1,7,NA,l,13.8,63,13.46199273,PIBA
1,7,NA,d,NA,NA,7.619995885,PIBA
1,7,NA,d,NA,NA,6.603996434,PIBA
1,7,NA,l,NA,NA,10.41399438,PIBA
1,7,NA,l,NA,NA,13.20799287,PIBA
1,7,NA,d,NA,NA,5.079997257,PIBA
1,7,NA,d,NA,NA,6.603996434,PIBA
1,7,NA,l,NA,NA,15.49399163,PIBA
1,7,NA,l,NA,NA,13.46199273,PIBA
1,7,NA,l,NA,NA,9.397994925,PIBA
1,7,NA,d,NA,NA,7.619995885,PIBA
1,7,NA,d,NA,NA,7.365996022,PIBA
1,7,NA,l,NA,NA,7.619995885,PIBA
1,7,NA,l,NA,NA,18.28799012,PIBA
1,7,NA,l,NA,NA,6.857996297,PIBA
1,7,NA,l,NA,NA,10.41399438,PIBA
1,7,NA,l,NA,NA,5.33399712,PIBA
1,7,NA,l,NA,NA,12.69999314,PIBA
1,7,NA,l,NA,NA,10.9219941,PIBA
1,7,NA,l,NA,NA,12.44599328,PIBA
1,7,NA,l,NA,NA,17.27199067,PIBA
1,7,NA,l,NA,NA,13.96999246,PIBA
1,7,NA,d,NA,NA,7.11199616,PIBA
1,7,NA,l,8.6,73,6.857996297,PIBA
1,7,NA,d,NA,NA,5.841996845,PIBA
1,7,NA,l,NA,NA,11.68399369,PIBA
1,7,NA,d,NA,NA,5.079997257,PIBA
1,7,NA,l,NA,NA,16.76399095,PIBA
1,7,NA,l,NA,NA,7.11199616,PIBA
1,7,NA,l,NA,NA,8.381995474,PIBA
1,7,NA,l,NA,NA,13.96999246,PIBA
1,7,NA,d,NA,NA,15.23999177,PIBA
1,7,NA,d,NA,NA,4.825997394,PIBA
1,7,NA,l,NA,NA,14.98599191,PIBA
1,7,NA,l,NA,NA,12.19199342,PIBA
1,7,NA,l,NA,NA,17.27199067,PIBA
1,7,NA,l,NA,NA,12.953993,PIBA
1,7,NA,l,NA,NA,12.69999314,PIBA
1,7,NA,d,NA,NA,8.635995337,PIBA
1,7,NA,l,NA,NA,11.68399369,PIBA
1,7,NA,l,NA,NA,9.651994788,PIBA
1,7,NA,l,NA,NA,13.20799287,PIBA
1,7,NA,l,NA,NA,14.98599191,PIBA
1,8,NA,l,16,70,16.50999108,PIBA
1,8,NA,l,NA,NA,11.68399369,PIBA
1,8,NA,l,NA,NA,12.19199342,PIBA
1,8,NA,d,NA,NA,6.349996571,PIBA
1,8,NA,l,NA,NA,6.095996708,PIBA
1,8,NA,l,NA,NA,23.62198724,PIBA
1,8,NA,l,NA,NA,14.22399232,PIBA
1,8,NA,d,NA,NA,12.953993,PIBA
1,8,NA,l,NA,NA,13.20799287,PIBA
1,8,NA,l,NA,NA,11.17599396,PIBA
1,8,NA,l,NA,NA,11.42999383,PIBA
1,8,NA,l,NA,NA,13.96999246,PIBA
1,8,NA,l,NA,NA,12.44599328,PIBA
1,8,NA,l,NA,NA,15.7479915,PIBA
1,8,NA,l,NA,NA,16.25599122,PIBA
1,8,NA,l,NA,NA,18.28799012,PIBA
1,8,NA,l,NA,NA,5.079997257,PIBA
1,8,NA,d,NA,NA,8.127995611,PIBA
1,8,NA,l,11.8,65,8.889995199,PIBA
1,8,NA,l,NA,NA,8.381995474,PIBA
1,8,NA,l,NA,NA,13.46199273,PIBA
1,8,NA,l,NA,NA,13.71599259,PIBA
1,8,NA,l,NA,NA,13.96999246,PIBA
1,8,NA,l,NA,NA,8.127995611,PIBA
1,8,NA,l,NA,NA,10.41399438,PIBA
1,8,NA,l,NA,NA,12.69999314,PIBA
1,8,NA,l,NA,NA,13.46199273,PIBA
1,8,NA,l,NA,NA,10.41399438,PIBA
1,8,NA,l,NA,NA,10.66799424,PIBA
1,8,NA,l,NA,NA,10.15999451,PIBA
1,8,NA,l,13.8,72,12.953993,PIBA
1,8,NA,l,NA,NA,4.317997668,PIBA
1,8,NA,l,NA,NA,14.47799218,PIBA
1,8,NA,d,NA,NA,10.66799424,PIBA
1,8,NA,d,NA,NA,4.317997668,PIBA
1,8,NA,l,NA,NA,11.93799355,PIBA
1,8,NA,l,NA,NA,9.905994651,PIBA
1,8,NA,l,NA,NA,15.49399163,PIBA
1,8,NA,d,NA,NA,7.619995885,PIBA
1,8,NA,d,NA,NA,5.079997257,PIBA
1,8,NA,d,NA,NA,7.619995885,PIBA
1,8,NA,d,NA,NA,4.825997394,PIBA
1,8,NA,d,NA,NA,6.857996297,PIBA
1,8,NA,l,NA,NA,10.41399438,PIBA
1,8,NA,d,NA,NA,3.55599808,PIBA
1,8,NA,d,NA,NA,4.571997531,PIBA
1,8,NA,d,NA,NA,4.317997668,PIBA
1,8,NA,l,NA,NA,5.079997257,PIBA
1,8,NA,l,NA,NA,8.889995199,PIBA
1,8,NA,l,NA,NA,10.66799424,PIBA
1,8,NA,d,NA,NA,5.587996982,PIBA
1,8,NA,d,NA,NA,5.587996982,PIBA
1,9,NA,l,12.2,67,10.41399438,PIBA
1,9,NA,l,NA,NA,13.20799287,PIBA
1,9,NA,d,NA,NA,3.55599808,PIBA
1,9,NA,l,NA,NA,11.68399369,PIBA
1,9,NA,l,NA,NA,9.143995062,PIBA
1,9,NA,l,NA,NA,16.76399095,PIBA
1,9,NA,d,NA,NA,3.047998354,PIBA
1,9,NA,l,NA,NA,14.73199204,PIBA
1,9,NA,l,NA,NA,10.66799424,PIBA
1,9,NA,l,NA,NA,6.095996708,PIBA
1,9,NA,d,NA,NA,7.619995885,PIBA
1,9,NA,l,NA,NA,15.49399163,PIBA
1,9,NA,l,11.8,74,11.68399369,PIBA
1,9,NA,d,NA,NA,4.825997394,PIBA
1,9,NA,l,NA,NA,7.873995748,PIBA
1,9,NA,l,NA,NA,13.71599259,PIBA
1,9,NA,l,NA,NA,10.41399438,PIBA
1,9,NA,l,NA,NA,10.15999451,PIBA
