0A,10,60,0,0,0.5,0.5,1,0,1,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0
0C,30,40,5,0,0,0.5,0,0,0.5,0,0,0.5,0.1,0,0,0,0,0,0,0,0,0
0E,10,35,10,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
0G,20,40,15,0,0,0,0.5,0.5,0,0,0,0,0,0,0.1,0.5,0,0,0,0,0,0
0I,10,30,5,0.5,0,0.5,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
2A,20,15,10,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2C,5,10,5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2E,30,25,5,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
2G,30,40,2,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2I,5,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4A,20,30,15,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0.5,0.5,0,0,0
4C,30,40,15,0,0,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
4E,25,40,15,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4G,15,30,20,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0
4I,20,30,20,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6A,10,10,5,0,0,0.5,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6C,15,35,10,0,0.5,0,0.5,0,0,0,0.1,0.5,0,0,0,0,0,0.5,0,0,0,0
6E,15,40,15,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
6G,20,35,15,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6I,30,40,20,0,0.1,0.5,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
8A,20,15,20,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8C,20,30,5,0,0,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
8E,20,30,20,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8G,35,20,10,1,0,0.5,0,0,0.5,0,0,2,0,0,0,0,0,0,0,0,0,0
8I,20,40,15,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0A,20,40,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0
0C,45,45,2,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0E,10,60,5,0,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0,0,0,0.5,0.1,0,0
0G,15,40,35,0.5,0,0,0.5,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0
0I,20,30,4,0.5,0,0.5,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0.5,0.1,0
2A,20,30,15,0,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0,0,0.5,0.5,0,0,0.5,0
2C,10,20,10,0.5,0.5,1,0,0,0.5,0.5,0.1,0.5,0,0.5,0,0,0,0,0.5,0,0.1,0
2E,20,50,5,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0
2G,15,20,5,0,0.5,0,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0
2I,5,15,15,0.5,0,0.5,1,0,0,0.5,0,0,0,0.1,0,0,0,0,0,0,0.1,0
4A,20,50,20,0,0,0,0.5,0.5,0,1,0,0.1,0,0.5,0,0,0,0,0,0.5,0,0
4C,10,55,20,0,1,0,0.5,0.5,0,0.5,0,0.5,1,0.5,0,0,0,0,0,0.5,0.5,0
4E,10,60,20,0,0.1,0.1,0.5,0,0,0.5,0,0,0,0.1,0,0,0,0,0,0,0,0
4G,10,40,40,0.5,0,2,0.5,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0,0,1,0,0
4I,10,40,30,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0
6A,5,10,10,0.5,0.5,0.5,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0.5,0.5,0
6C,10,35,25,0,1,0,1,0.5,0,0,0,1,0.5,0.5,0,0,0,0,0,1,0.5,0
6E,5,20,15,0,0.5,0,0.5,0,0,0,0,0.1,0,0.5,0.1,0,0,0,0,0,0,0
6G,10,30,20,0,0,0,1,0,0,1,0,0,0,0.1,0,0,0,0,0,0,0.5,0
6I,15,50,25,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0.1,0.1
8A,20,30,15,0,0,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0
8C,30,30,10,0,0,0.5,0.5,0.5,0,0,0,0,0,0.1,0,0,0,0,0,0.5,0,0
8E,10,35,35,0,0,0.5,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0
8G,40,25,5,1,0,0.5,0.5,0.5,0.5,0.5,0,2,0,0,0,0,0,0,0,0.5,0,0
8I,45,20,10,0,0,0.1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0
