1B,0,0,0,0,0,0,0,35,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1D,0,0,0,0,0,0,0,85,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1F,0,0,.01,0,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1H,0,0,.1,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1J,0,0,.1,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3J,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3H,2,0,1,0,0,0,0,25,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,0,0,0,0,0,0,0,35,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3D,0,0,.1,0,0,.1,.01,40,3,0,.01,0,0,0,0,0,.01,0,0,0,0,0,0,.01,0,.1,0,0,0
3B,0,0,.1,0,0,1,.1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5B,0,0,10,0,0,.1,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5D,0,0,2,0,0,0,1,2,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5F,0,0,.1,0,0,2,1,70,.1,0,.1,0,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,0
5H,0,0,2,0,0,.1,.1,1,25,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5J,0,0,.1,0,0,0,0,65,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7J,0,0,.01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7H,0,0,0,0,0,0,0,10,3,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7F,0,0,.01,0,0,.1,0,7,2,55,2,0,0,1,0,0,0,0,0,0,0,0,0,0,.1,0,0,0,0
7D,0,0,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7B,0,0,.01,0,0,0,0,25,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
