0A,0,0,1,0,.1,0,.01,.1,0,2,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C,0,0,1,0,0,2,.1,4,.1,5,2,.01,0,0,0,0,.01,.01,0,0,0,0,0,0,0,0,0,0,0
0E,0,0,3,0,.1,0,2,10,.1,4,0,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,.1,0,0,0
0G,0,0,.1,0,0,0,1,2,1,2,0,0,0,0,.01,0,.01,0,0,0,0,0,0,0,0,0,0,0,0
0I,0,0,2,0,0,0,1,10,0,1,0,.01,0,0,.01,0,0,0,.01,0,0,0,0,0,0,0,.01,.01,0
2I,0,0,5,0,0,.1,2,3,2,2,.01,0,.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2G,0,0,1,.01,0,0,3,2,2,1,3,.01,0,0,.01,0,0,0,0,0,0,0,0,0,0,.1,0,0,0
2E,0,0,.1,.01,0,0,.1,10,3,15,25,0,.1,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,0,0
2C,0,0,2,.01,0,0,2,25,3,20,5,0,0,1,0,0,0,0,0,0,0,0,0,.01,0,.1,0,0,0
2A,0,0,1,0,0,0,3,3,.1,2,0,0,0,0,0,0,.01,.01,0,0,0,0,0,0,0,0,0,0,0
4A,0,0,1,0,0,.01,.1,30,1,10,15,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,0,0,0,0
4C,0,0,2,.01,0,1,.1,10,2,3,.1,0,.01,0,0,0,.01,0,0,0,0,0,0,0,0,0,0,.01,0
4E,0,0,4,.01,0,1,2,20,1,15,1,0,0,0,0,0,.1,0,0,0,0,0,0,0,0,.01,0,0,0
4G,0,0,2,.01,0,.01,1,2,2,15,20,0,0,0,0,0,.01,0,.01,0,0,0,0,.1,0,.01,0,0,0
4I,0,0,1,0,0,.1,1,3,2,40,5,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,.01,0,0,0
6I,.01,0,3,0,0,0,2,0,5,.1,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,0,0
6G,0,0,.1,0,0,.1,.1,7,2,3,0,.1,0,0,.01,0,.01,0,0,0,0,0,2,0,0,0,0,0,0
6E,0,0,2,0,0,.01,1,15,1,30,20,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,.01,0,0,0
6C,0,0,3,0,0,0,3,5,3,4,4,.1,.1,0,0,0,.01,.01,0,0,0,0,0,0,0,0,0,0,0
6A,0,0,1,0,0,.1,1,2,4,5,1,0,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8A,.01,0,3,0,0,0,2,20,2,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8C,0,0,1,0,0,0,.1,5,2,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8E,0,0,1,.01,0,0,0,25,1,30,20,.1,0,0,.01,0,.01,.01,0,0,0,0,0,0,0,.1,0,0,0
8G,0,0,.1,0,0,0,.01,3,10,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8I,0,0,1,0,0,.01,.1,20,3,10,15,0,0,0,0,0,.01,0,.01,0,0,0,0,.01,0,0,0,0,0
