0A,40,1,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0.1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0C,40,0,0,0.5,1,1,0.5,0.5,0,0,0,0,0.5,0,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0
0E,45,1,0.5,0.5,0.5,0.5,0.5,1,0,0,0.5,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0
0G,30,5,0.5,0,0,0,0.5,0,0.5,1,0,0,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0
0I,15,1,0.5,0,0,0,0,3,0.5,0.5,1,1,0.5,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0
2A,50,2,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0
2C,50,1,0.5,0,0,0,0.5,25,0,0,0.5,1,0.5,0,0.5,0,0.5,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0
2E,10,0,0,0,0,0,0,30,0,0,1,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
2G,15,2,0.5,0,0,0,0,10,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0
2I,15,1,0,0,0,0,0,20,1,0,2,2,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0
4A,60,2,0.5,1,0,0,0,1,0,1,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0
4C,65,5,0.5,0,0,0,2,0.1,0,0.5,0,0,0,0,0.5,0,2,0.5,0.5,0.5,0,0.5,0.5,0,0,0,0,0.5,0
4E,40,2,0,0,0,0,0,5,0,0,0.5,0.5,0.5,0,0.5,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0
4G,10,3,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
4I,90,2,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
6A,35,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0.5,0,0,0.1,0,0,0.5,0,0.5,0,0,0,0.1,0,0
6C,30,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0
6E,60,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0
6G,50,1,0.5,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0
6I,65,1,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0.5,0.5,0,0.5,0,0,0,0,0.1,0.5,0,0,0,0,0,0
8A,25,1,0.1,0,0,0,0,40,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0
8C,15,0,0,0,0,0,0,2,0,0,3,3,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0.1,0,0,0
8E,10,1,0,0,0,1,0,15,1,0,5,0.5,0.5,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0
8G,10,0.5,0,0,0,2,0,20,0.5,0,10,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
8I,65,2,0.5,0.5,0.5,0,0,3,0,0,0.5,0,0.5,0.5,0,0,0,0.5,0,0,0.5,0,0.5,1,0,0,0,0,0
0A,60,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0
0C,60,0.5,0.5,0.5,0,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0
0E,65,3,0.5,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0,0,0.5,0,1,0,0,0.5,0,0,0,0,0,0
0G,35,6,0.5,0.5,0,0.1,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0
0I,15,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0
2A,50,2,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0
2C,30,2,0.5,0,0,0,0.5,15,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0
2E,8,1,0,0,0,0,0,30,0.5,0,1,0.5,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
2G,15,1,0,0,0,0,0,5,0.5,0,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0.1,0,0
2I,10,4,0,0,0,0.5,0,5,0.5,0,0.5,2,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4A,25,2,0.5,0.5,0,0,0,1,0,1,0,0,0.5,0,0.5,0,0.5,1,0.5,0.5,0,0.5,0.5,0,0,0,0.1,0,0
4C,50,8,0.5,0,0,0,0.5,0.1,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0.5,0,1,0,0,0,0,0,0.5,0
4E,60,1,0,0,0,0.5,0,3,0,0,0,0,0.5,0,0.5,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0
4G,7,2,0,0,0,0.5,0,0,0.1,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0
4I,95,1,0.5,0,0,0,1,0,0,1,0,0,0,0.5,0.5,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0
6A,35,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0
6C,25,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0,0,0,0,0
6E,55,1,0,0,0,0,0,0.5,1,0,0.5,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0
6G,35,1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
6I,50,1,0.5,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0.5,0,0.5,0,0,0.5,0.1,0,0.5,0,0,0,0,0,0
8A,5,0.5,0.5,0,0,0,0,60,0.5,0,0.5,1,1,0,0,0,0.5,0,0,0.5,0,0,0.5,0.5,0,0,0.5,0,0
8C,8,0,0.5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,0,0,0
8E,10,0,0.5,0,0,1,0,15,0.5,0,3,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0,0
8G,5,1,0.1,0,0,1,0,5,0,0,1,0.5,0.5,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0
8I,80,2,0.5,0.5,0,0,0,1,0,0,0,0,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.1
