1A,65,.5,15,.5,0,0,0,0,0,0,0,0,0,0,0,.02,0,0,0,0,0,0,0,0
1B,30,7,0,1,.05,0,0,.5,0,0,0,0,0,0,0,.5,0,.01,0,0,0,0,0,0
1C,20,4,10,0,1,0,0,1,0,0,0,0,0,0,0,.5,0,1,0,0,0,0,0,0
1D,12,0,3,0,5,0,0,.5,0,0,0,0,0,0,.5,.1,0,.05,0,0,0,3,0,0
1E,10,1,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1F,25,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G,35,10,10,1,1,.05,0,0,0,0,0,0,0,0,0,0,0,.1,0,0,0,.05,0,0
1H,5,65,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1I,50,25,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1J,75,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,75,2,5,0,.5,0,.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5,0,0
3C,70,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C,50,.5,0,0,.05,0,0,2,0,0,0,0,0,0,.5,0,0,.5,0,0,0,0,0,0
3D,40,15,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3E,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,50,25,0,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3G,65,15,0,.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3H,60,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3I,60,10,15,.1,0,0,0,.02,0,0,0,0,0,0,.01,.01,0,0,0,0,0,0,0,0
3J,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5A,60,0,3,0,0,0,0,.5,1,0,0,0,0,.02,.05,.04,0,.05,0,0,0,0,0,0
5B,1,1,2,.5,0,1,0,0,0,0,0,0,0,0,0,.05,0,.5,0,0,0,0,0,0
5C,15,8,15,1,0,0,0,.5,0,0,0,0,0,0,0,.05,0,0,0,0,0,0,0,0
5D,65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5E,25,.05,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5F,30,3,0,3,0,.05,0,0,0,0,0,0,0,0,0,.03,0,0,0,0,0,0,0,0
5G,14,0,.5,0,2,0,0,1,.5,0,0,0,0,0,.05,.01,0,.02,0,0,.02,0,0,0
5H,2,1,80,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5I,70,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,0,0,0,0,0
5J,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7A,65,1,4,0,0,0,0,.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7B,25,25,1,2,0,0,0,1,0,0,0,0,0,0,0,.01,0,.02,0,0,0,0,0,0
7C,5,70,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7D,40,.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,0,0,.5,0,0,0
7E,60,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7F,70,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7G,70,0,1,0,1,0,0,8,.02,0,0,0,0,0,0,.05,0,.5,0,0,0,0,0,0
7H,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7I,50,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7J,65,0,0,0,4,0,0,1,.1,0,0,0,0,0,0,.01,0,0,0,.05,.05,0,0,0
9A,1,0,.5,0,0,.5,0,0,0,0,0,0,0,0,0,.01,0,0,0,0,0,0,0,0
