1B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,.01,0,1,0,0,0,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,0,0
1D,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.1,1,5,0,1,30,.1,0,0,0,0,0,0,0,0,0,.01,.1,0,0,0,0,0,0,0,0,0,0
1F,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1H,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,0,7,15,.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1J,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,.1,1,.01,0,0,.1,0,0,0,0,.1,0,0,0,0,0,0,.1,0,1,0,0
3J,0,15,0,0,0,0,0,0,.1,0,0,0,6,0,4,0,0,0,0,0,0,0,0,5,.01,.1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,.01,0,0,0,0,1
3H,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,1,0,0,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
3F,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,5,.01,0,0,0,0,0,0,0,.1,0,0,0,0,0,0,0,0,0,0,0,0,0
3D,0,75,0,0,0,0,0,.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,.01,.1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.1,0,0,4,0
3B,0,5,.1,0,0,0,0,0,0,0,0,0,1,0,7,0,.01,0,0,0,0,0,.1,2,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,0,0,0,1,0,0,0,1
5B,0,3,0,0,0,0,0,0,0,0,0,0,30,0,5,0,0,1,0,0,1,0,0,8,0,1,.1,0,0,0,0,0,0,.01,.1,0,0,0,0,0,0,0,0,0,.01,0
5D,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,.1,0,0,0,0,.01,0,0,0,0,0,.1,.01,0,0,0,0,0,0,0,0,0
5H,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,.01,0,.01,0,0,0,0,0,0,0,0,0,.01,0,0,0,0,0,0,0,0,0
5J,0,0,0,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7J,0,0,0,0,0,0,0,0,0,0,.1,0,0,0,0,0,0,0,0,0,0,0,0,70,.1,0,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7H,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,0,1,15,.1,.1,.1,0,0,1,0,0,0,0,0,0,0,0,0,0,.1,0,0,0,8,0
7F,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,.1,15,2,0,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
7D,0,.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80,.1,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9B,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,.1,0,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9D,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9F,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,5,0,0,0,.1,0,.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9H,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,.1,0,0,0,0,0,0,0,0,2
9J,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.01
1B,0,2,0,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,.1,0,0,0,0,0,0,0,0,.1,0,0,0,0,0,0,0,0,0,0
1D,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,25,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1F,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1H,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,20,0,0,5,0,0,0,0,0,0,0,0,0,0,.1,0,0,0,0,0,0,0,0,0,0,0
1J,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,.1,1,.1,0,0,.1,0,0,0,0,0,0,0,0,0,.1,0,0,0,0,2,0
3J,0,15,0,0,0,0,0,0,.1,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,.1,0,0,3,.1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
3H,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,4,0,0,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
3F,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3D,0,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,.1,0,0,0,0,1,.01,0,0,0,0,0,.1,0,0,3,0
3B,0,5,0,0,0,0,0,0,0,0,0,0,2,0,3,0,.01,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,.01,0,0,0,0,1,0,0,0,0
5B,0,5,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,4,0,0,0,0,15,.01,1,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1,0,0,.01,0
5D,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5F,0,1,0,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,.1,0,0,0,0,0,0,0,0,0,0,.1,0,0,0,0,0,0,0,0,0,0
5H,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,80,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7J,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7H,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,10,0,0,10,.1,0,.1,0,0,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
7F,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
7D,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9B,1,20,0,.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9D,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9F,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,.1,0,0,.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9H,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,.1,0,0,0,0,0,0,0,0,1
9J,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,.1,0,0,0,0,0,0,0,0,0,0,0,.1,0,0,0,0,0,0,0,0,0
1B,0,0,0,.1,0,0,0,0,0,0,.1,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,.1,0,0,0,0,0,0,0,0,.1,0,0,.01,0,0,0,0,0,0,0
1D,0,10,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,10,0,0,0,4,35,.1,0,0,0,0,0,0,0,0,0,0,.1,0,0,0,0,0,0,0,0,0,0
