STAND 6, SURVEY DATEs: 30 Jul, 01 Aug 1984, OBSERVERS: R.A. Ellis (#2), ROWS: 4,6,8, M.S. Ross (#3), ROWS: 0,2,4, DATA ENTRY: 21 Dec 2004 (note: RAE used soil thermometer ??, MSR used ??;
GHLR away; MSR data from Row 4 in 4a-4i; plots 8E & 8G have deadfall & deciding if live or dead PIGL is not easy: gave PIGL 12% in 8E and 3% in 8G; MSR's "R" for LOCA in 4I is used;
MSR did not measure soil temp in 0A-I and 2A, therefore the mean of his measured plots was used [66F])

Quad  0A    0C    0E    0G    0I    2I    2G    2E    2C    2A    4A    4C    4E    4G    4I    6I    6G    6E    6C    6A    8A    8C    8E    8G    8I    4a    4c    4e    4g    4i

ABBA   0.0   1.0   5.0   0.0   0.0   3.0   2.0   8.0   1.0   7.0   4.0  15.0   5.0   8.0   5.0  25.0   4.0  10.0  12.0   4.0   5.0   9.0   8.0  17.0   3.0   5.0  25.0   6.0  15.0   4.0
BEPA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   4.0   3.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   5.0
PIGL  90.0  14.0  40.0  65.0  15.0   6.0  20.0   5.0   3.0   4.0   2.0   8.0   6.0   5.0   0.0   5.0  10.0   6.0   6.0   3.0   8.0   3.0  12.0   3.0  10.0   8.0  12.0  22.0  10.0   0.0
POBA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
POTR   0.1  25.0   0.1   0.0  60.0  45.0  40.0  35.0   0.0  20.0   1.0   5.0   0.0   0.0   6.0  10.0   0.0   0.0   7.0  10.0   0.0   6.0   0.1   0.1  10.0  10.0  25.0   0.0   0.0  35.0
AMAL   0.5   0.0   0.5   0.0   0.1   2.0   1.0   0.0   0.1   0.1   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   2.0   0.0
LEGR   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1
LODI   0.5   0.0   0.1   0.0   0.5   0.1   0.5   0.0   0.01  0.1   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.5   0.5   0.0   0.0   0.0   0.0   0.1   0.1   0.0   0.0   0.0
LOIN   8.0   2.0   4.0   2.0   7.0  12.0  10.0  15.0   4.0   6.0   5.0   1.0   2.0   4.0   5.0   1.0   3.0   2.0   1.0   8.0   5.0   2.0   2.0   2.0   1.0   6.0   3.0   4.0   8.0   8.0
