STAND 6, SURVEY DATE: 05 Sep 1984, OBSERVERS: G.H. La Roi (#1), ROWS: 0,2,4, M.S. Ross (#3), ROWS: 4,6,8, DATA ENTRY: 22 Dec 2004 (note: GHLR used soil thermometer"Old #1"?, MSR used "M"?;
MSR data from row 4 is in 4a-i; pencil note: "? should be 30+/-" next to 4C where 45% was entered by GHLR is accepted as 30% [even though these are "raw data"!]; similarly MSR's 4A for PIGL
is amended to 7% and 8G to 3%; MSR found LOCA in 4I but GHLR missed it ... included it!)

Quad  0A    0C    0E    0G    0I    2I    2G    2E    2C    2A    4A    4C    4E    4G    4I    6I    6G    6E    6C    6A    8A    8C    8E    8G    8I    4a    4c    4e    4g    4i

ABBA   0.0   5.0   9.0   0.0   0.0   7.0   4.0  18.0   6.0   8.0   8.0  30.0  12.0  18.0  19.0  13.0   3.0  10.0  12.0   3.0   5.0  12.0   8.0  16.0   2.0   3.0   5.0   6.0  10.0   7.0
BEPA   0.0   0.0   0.0   0.0   0.0   3.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   7.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   5.0
PIGL  55.0  27.0  30.0  50.0  12.0  25.0  13.0  12.0   4.0   8.0  15.0  14.0  22.0  12.0   0.01  3.0  30.0   7.0  50.0   7.0  14.0   3.0   7.0   3.0  11.0   7.0   7.0  18.0   8.0   0.0
POBA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
POTR   0.5  24.0   0.5   0.0  10.0  25.0  18.0  15.0   0.1   2.0   5.0  11.0   2.0   0.5  10.0  32.0   0.1   0.0  15.0  38.0   0.0  15.0   0.0   0.1  75.0   7.0  10.0   0.0   0.5  30.0
AMAL   2.0   0.0   0.5   0.0   0.5   4.0   2.0   0.0   0.5   0.5   0.0   0.0   0.0   1.0   0.5   0.0   0.1   0.0   0.01  0.0   0.1   0.0   0.1   0.0   0.0   0.0   0.0   0.0   1.0   0.1
LEGR   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1
LODI   2.0   0.0   0.5   0.01  0.5   0.01  1.0   0.0   0.0   0.1   0.1   0.01  0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.5   0.0   0.1   0.0   0.1   0.0   0.1   0.0   0.0   0.0
LOIN   8.0   4.0   7.0   9.0  10.0  10.0   7.0  12.0   6.0   7.0   6.0   3.0   6.0   7.0  10.0   2.0   1.0   2.0   1.0   7.0  12.0   2.0   3.0   3.0   0.5   5.0   1.0   1.0   4.0   4.0
PRPE   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
RIGL   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
RILA   0.1   0.01  0.5   0.1   0.0   0.0   0.0   0.5   0.0   0.5   0.01  0.01  0.1   0.1   0.01  0.0   0.01  0.01  0.1   0.1   0.1   0.0   0.1   0.01  0.0   0.1   0.01  0.0   0.1   0.1
RITR   1.0   0.0   0.5   1.0   0.1   0.1   2.0   1.0   0.0   0.1   1.0   0.5   0.0   0.01  1.0   0.0   0.1   0.1   0.0   0.1   0.1   0.1   0.01  0.1   0.0   0.1   0.01  0.0   0.1   0.1
ROAC   6.0   2.0   4.0   3.0   1.0   2.0   4.0   5.0   6.0   2.0   3.0   1.0   5.0   2.0   5.0   1.0   2.0   1.0   0.5   1.0   2.0   1.0   2.0   0.1   2.0   3.0   0.5   3.0   1.0   3.0
RUID   3.0   0.0   0.0   0.1   0.5   0.0   0.5   0.0   0.0   0.5   0.0   0.0   0.0   0.0   0.5   0.1   0.0   0.0   0.0   2.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.5
SHCA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
SYAL   3.0   0.0   0.0   0.0   2.0   0.0   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0

Quad  0A    0C    0E    0G    0I    2I    2G    2E    2C    2A    4A    4C    4E    4G    4I    6I    6G    6E    6C    6A    8A    8C    8E    8G    8I    4a    4c    4e    4g    4i
VAVI   0.0   0.0   0.0   0.0   1.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
VIED   8.0   2.0   7.0   2.0   7.0   5.0   9.0   4.0   4.0   4.0   6.0   2.0   1.0   2.0   2.0   0.5   2.0   2.0   0.5   3.0   2.0   1.0   1.0   0.5   4.0   2.0   1.0   0.5   1.0   1.0
ACMI   0.1   0.0   0.1   0.0   0.1   0.01  0.0   0.01  0.01  0.0   0.01  0.1   0.1   0.01  0.1   0.0   0.1   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.1   0.1   0.0   0.1
ACRU   2.0   0.0   0.0   0.0   0.5   0.5   0.0   0.5   0.0   0.1   0.0   0.1   0.5   0.0   0.5   0.0   0.1   0.01  0.01  0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1
ARNU  13.0  14.0  10.0  15.0  14.0  11.0   8.0   8.0   3.0   4.0  11.0   8.0   4.0   4.0   9.0   1.0   2.0   0.0   0.5   4.0   1.0   0.0   0.0   0.1   5.0   6.0   2.0   1.0   2.0   5.0
ASCI   2.0   2.0   1.0   2.0   2.0   3.0   3.0   3.0   2.0   4.0   0.5   2.0   3.0   2.0   2.0   0.5   0.5   0.5   0.1   0.5   2.0   1.0   0.1   0.0   3.0   0.5   1.0   2.0   0.5   1.0
ASCO   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   1.0   0.0   0.01  1.0   0.5   0.5   0.0   0.0   0.0   0.0   0.0   0.5   0.5   0.0   0.1   0.0   0.0   0.1   0.1   0.5   0.0   0.0
AQBR   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
COCA  10.0  10.0   7.0   4.0   6.0   3.0   6.0   5.0  10.0   6.0  11.0   4.0   8.0   3.0   7.0   1.0   3.0   2.0   0.5   4.0   2.0   0.5   0.5   0.1   9.0   6.0   1.0   4.0   1.0   5.0
COTR   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
DITR   2.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
