STAND 6, SURVEY DATE: 09 Jun 1982, OBSERVERS: G.H. La Roi (#1), ROWS: 4G-I,6,8, R.A. Ellis (#2), ROWS: 0,2,4A-E, DATA ENTRY: 26 Aug 2004 (note: GHLR used soil thermometer Old#1, RAE used ??)

Quad  0A    0C    0E    0G    0I    2I    2G    2E    2C    2A    4A    4C    4E    4G    4I    6I    6G    6E    6C    6A    8A    8C    8E    8G    8I    4a    4c    4e    4g    4i

ABBA   0.0   0.0   9.0   0.0   0.0   4.0   0.0   7.0   2.0  15.0   6.0  20.0   7.0  20.0   8.0  25.0   5.0  30.0  30.0   4.0  10.0  30.0  35.0  40.0   5.0   0.0   0.0   0.0   0.0   0.0
BEPA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   2.0   3.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
PIGL  20.0  25.0  15.0  25.0   7.0   5.0   5.0   1.0   3.0   4.0   2.0   5.0   4.0   8.0   0.0  15.0  30.0  15.0  20.0  15.0  20.0   4.0  10.0   3.0  20.0   0.0   0.0   0.0   0.0   0.0
POBA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   4.0   0.0   0.0   0.0   0.0   0.0
POTR   0.0   0.0   0.0   0.0   5.0   5.0   3.0   2.0   0.0   1.0   1.0   4.0   0.0   1.0   1.0  10.0   0.0   0.0  13.0  20.0   0.0   6.0   0.1   7.0  15.0   0.0   0.0   0.0   0.0   0.0
AMAL   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.01  0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
LEGR   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
LODI   0.1   0.0   0.0   0.0   0.0   0.1   0.5   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.01  0.01  0.1   0.1   0.0   0.5   0.0   0.0   0.0   0.01  0.1   0.0   0.0   0.0   0.0   0.0
LOIN   4.0   2.0   2.0   2.0   4.0   5.0   5.0   5.0   1.0   3.0   2.0   1.0   1.0   5.0   6.0   3.0   3.0   3.0   2.0   6.0   6.0   3.0   3.0   3.0   1.0   0.0   0.0   0.0   0.0   0.0
PRPE   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
RIGL   0.0   0.0   0.0   0.0   0.1   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
RILA   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.01  0.0   0.0   0.0   0.01  0.1   0.0   0.01  0.0   0.0   0.1   0.01  0.0   0.01  0.01  0.01  0.0   0.0   0.0   0.0   0.0
RITR   1.0   0.1   0.5   1.0   0.0   0.5   1.0   0.1   0.0   0.0   0.1   0.1   0.1   0.1   0.0   0.01  0.01  0.1   0.0   0.1   0.1   0.01  0.01  0.0   0.01  0.0   0.0   0.0   0.0   0.0
ROAC   1.0   0.0   0.5   0.5   0.0   0.5   0.5   0.5   0.5   0.0   0.0   0.5   0.5   0.5   0.1   0.1   2.0   0.1   0.1   0.5   0.5   0.1   0.1   0.01  0.5   0.0   0.0   0.0   0.0   0.0
RUID   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
SHCA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
SYAL   0.5   0.0   0.0   0.0   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0

Quad  0A    0C    0E    0G    0I    2I    2G    2E    2C    2A    4A    4C    4E    4G    4I    6I    6G    6E    6C    6A    8A    8C    8E    8G    8I    4a    4c    4e    4g    4i
VAVI   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
VIED   2.0   0.5   2.0   1.0   3.0   3.0   5.0   0.5   1.0   3.0   2.0   1.0   0.5   0.5   1.0   2.0   2.0   4.0   0.5   3.0   3.0   1.0   1.0   0.5   3.0   0.0   0.0   0.0   0.0   0.0
ACMI   0.1   0.01  0.1   0.0   0.01  0.1   0.0   0.1   0.01  0.0   0.1   0.01  0.01  0.01  0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.01  0.0   0.0   0.0   0.0   0.0
ACRU   0.5   0.1   0.5   0.1   0.0   0.5   0.5   0.1   0.0   0.1   0.0   0.1   0.1   0.01  0.0   0.0   0.01  0.1   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
