STAND 6, SURVEY DATE: 02 Aug 1986, OBSERVERS: R.A. Ellis (#2), ROWS: 0,2,4,6,8, DATA ENTRY: 08 Nov 2005 (note: RAE used soil thermometer #??; SW Max 25C Min 8 Present 12 @0835h mst,
Central Max 77F Min 40 Present 64 @ 1052h, NE Max 80 Min 45 Present 70 @1152h; BCCH, BOCH; GHLR suspects RIGL here is really RITR ... compare!)

Quad  0A    0C    0E    0G    0I    2I    2G    2E    2C    2A    4A    4C    4E    4G    4I    6I    6G    6E    6C    6A    8A    8C    8E    8G    8I    4a    4c    4e    4g    4i

ABBA   0.0   0.0   8.0   0.0   0.0   5.0   1.0   8.0   2.0  12.0   5.0  12.0   6.0  12.0   8.0  17.0   1.0  15.0  17.0   4.0   6.0  10.0  10.0  12.0   4.0   0.0   0.0   0.0   0.0   0.0
BEPA   0.0   0.01  0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   5.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0
PIGL  30.0   7.0  17.0  20.0  12.0  10.0   8.0   2.0   2.0   2.0   2.0  10.0   7.0   6.0   0.0   5.0   8.0   6.0   8.0   3.0   5.0   0.0   6.0   0.0  10.0   0.0   0.0   0.0   0.0   0.0
POBA   0.0   0.0   0.1   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0
POTR   0.0   4.0   0.5   0.1  10.0   6.0   7.0   8.0   0.0   6.0   1.0   6.0   0.0   0.0   5.0  10.0   0.0   0.0   7.0  15.0   0.1   3.0   0.0   0.0   8.0   0.0   0.0   0.0   0.0   0.0
AMAL   1.0   0.0   0.1   0.0   0.5   1.0   1.0   0.5   0.1   0.5   0.0   0.0   0.0   0.5   1.0   0.0   0.1   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
LEGR   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
LODI   0.5   0.0   0.1   0.0   0.1   0.0   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.1   0.1   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0
LOIN   4.0   2.0   3.0   3.0   4.0   5.0   4.0   7.0   2.0   4.0   4.0   2.0   2.0   5.0   3.0   2.0   2.0   1.0   2.0   6.0   5.0   3.0   2.0   3.0   0.5   0.0   0.0   0.0   0.0   0.0
PRPE   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
RIGL   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
RILA   0.1   0.01  0.1   0.0   0.0   0.0   0.0   0.5   0.0   0.01  0.1   0.0   0.0   0.1   0.1   0.0   0.1   0.0   0.0   0.1   0.1   0.0   0.1   0.1   0.0   0.0   0.0   0.0   0.0   0.0
RITR   0.5   0.1   0.1   0.5   0.5   0.1   1.0   0.5   0.0   0.1   0.1   0.1   0.1   0.1   1.0   0.1   0.1   0.0   0.0   0.5   0.1   0.01  0.1   0.1   0.5   0.0   0.0   0.0   0.0   0.0
ROAC   4.0   0.1   2.0   3.0   0.5   3.0   3.0   4.0   5.0   3.0   3.0   1.0   4.0   1.0   3.0   1.0   3.0   1.0   1.0   3.0   3.0   1.0   2.0   0.1   1.0   0.0   0.0   0.0   0.0   0.0
RUID   3.0   0.0   0.0   0.1   1.0   0.0   0.5   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   2.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
SHCA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
SYAL   0.5   0.0   0.0   0.0   0.5   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0

Quad  0A    0C    0E    0G    0I    2I    2G    2E    2C    2A    4A    4C    4E    4G    4I    6I    6G    6E    6C    6A    8A    8C    8E    8G    8I    4a    4c    4e    4g    4i
VAVI   0.0   0.0   0.0   0.0   0.5   0.0   0.0   0.0   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
VIED   8.0   1.0   4.0   1.0   3.0   5.0   5.0   3.0   2.0   3.0   5.0   2.0   1.0   2.0   2.0   1.0   4.0   2.0   0.5   3.0   2.0   1.0   1.0   0.5   5.0   0.0   0.0   0.0   0.0   0.0
ACMI   0.1   0.01  0.1   0.0   0.1   0.1   0.01  0.01  0.01  0.0   0.01  0.01  0.1   0.0   0.1   0.0   0.1   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0
ACRU   1.0   0.1   0.5   0.1   0.1   0.5   0.1   0.1   0.0   0.5   0.0   0.1   0.1   0.1   0.0   0.0   0.1   0.1   0.1   0.1   0.0   0.1   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0
ARNU   8.0   7.0   3.0   7.0   6.0   6.0   5.0   5.0   0.5   0.5   7.0   5.0   3.0   2.0   6.0   3.0   2.0   0.1   0.5  10.0   0.5   0.0   0.0   0.1   8.0   0.0   0.0   0.0   0.0   0.0
ASCI   1.0   0.5   0.1   0.5   1.0   1.0   3.0   2.0   0.5   3.0   1.0   0.5   3.0   1.0   2.0   0.1   1.0   1.0   0.1   2.0   1.0   1.0   0.1   0.1   2.0   0.0   0.0   0.0   0.0   0.0
ASCO   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.5   0.0   0.1   0.1   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.1   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0
AQBR   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
COCA   5.0   4.0   3.0   2.0  10.0   2.0   3.0   2.0   8.0   5.0   7.0   3.0   5.0   1.0   5.0   2.0   4.0   3.0   3.0   3.0   3.0   2.0   0.5   0.1   7.0   0.0   0.0   0.0   0.0   0.0
COTR   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
DITR   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
EPAN   2.0   0.0   0.1   0.0   0.01  0.5   0.1   0.1   0.1   0.1   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
FRVE   0.0   0.1   1.0   1.0   0.0   0.0   0.1   0.0   0.0   0.0   0.5   0.1   0.0   0.0   0.0   0.0   0.0   0.5   0.0   1.0   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
FRVI   1.0   0.1   0.1   0.1   0.1   0.1   0.1   0.5   0.5   0.0   0.5   0.1   0.1   0.01  1.0   0.0   0.5   0.0   0.01  0.0   0.1   0.1   0.1   0.1   0.1   0.0   0.0   0.0   0.0   0.0
GABO   0.5   0.1   0.1   0.5   0.5   0.1   0.5   0.1   0.1   0.1   0.1   0.5   0.1   0.1   0.1   0.1   0.1   0.1   0.01  0.1   0.1   0.1   0.1   0.1   0.1   0.0   0.0   0.0   0.0   0.0
GATR   0.1   0.1   0.01  0.1   0.0   0.1   0.0   0.01  0.01  0.01  0.0   0.01  0.01  0.5   0.01  0.0   0.01  0.1   0.0   0.1   0.01  0.1   0.1   0.1   0.1   0.0   0.0   0.0   0.0   0.0
GORE   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.1   0.0   0.01  0.0   0.0   0.0   0.01  0.1   0.0   0.0   0.0   0.0   0.0   0.0
HIUM   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0
LAOC   0.5   0.0   0.5   0.1   0.5   0.1   0.0   0.1   0.1   0.1   0.5   0.0   0.0   0.0   0.5   0.0   0.0   0.01  0.0   0.1   0.01  0.0   0.0   0.01  0.1   0.0   0.0   0.0   0.0   0.0
LIBO   2.0   6.0   0.5   2.0  10.0   6.0   4.0   2.0   2.0   1.0   7.0   6.0   3.0   3.0  10.0   1.0   5.0   5.0   2.0   4.0   2.0   3.0   2.0   3.0   5.0   0.0   0.0   0.0   0.0   0.0

Quad  0A    0C    0E    0G    0I    2I    2G    2E    2C    2A    4A    4C    4E    4G    4I    6I    6G    6E    6C    6A    8A    8C    8E    8G    8I    4a    4c    4e    4g    4i
MACA   1.0   2.0   0.1   0.1   0.5   0.1   0.5   0.1   0.0   0.1   0.0   0.0   0.1   0.5   0.0   0.0   0.0   0.0   0.1   0.0   0.1   0.0   0.0   0.1   0.1   0.0   0.0   0.0   0.0   0.0
MEPA   4.0   1.0   2.0   2.0   2.0   3.0   5.0   3.0   0.5   4.0   3.0   5.0   3.0   3.0   1.0   1.0   2.0   2.0   2.0   5.0   4.0   1.0   0.5   0.5   4.0   0.0   0.0   0.0   0.0   0.0
MINU   2.0   2.0   4.0   2.0   3.0   4.0   4.0   4.0   0.5   4.0   2.0   2.0   3.0   2.0   1.0   0.5   3.0   1.0   0.5   4.0   3.0   1.0   5.0   1.0   3.0   0.0   0.0   0.0   0.0   0.0
MOUN   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
PEPA   3.0   2.0   4.0   0.5   2.0   2.0   1.0   1.0   3.0   2.0   3.0   2.0   2.0   0.5   2.0   1.0   2.0   2.0   2.0   2.0   4.0   1.0   0.5   0.5   2.0   0.0   0.0   0.0   0.0   0.0
PYAS   1.0   0.0   0.1   0.1   0.5   0.1   0.1   0.0   0.5   0.1   0.1   0.1   0.1   0.0   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
ORSE   0.0   0.0   0.0   0.0   0.1   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
PYCH   0.0   0.01  0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
RUPU   0.5   2.0   1.0   3.0   2.0   2.0   0.5   1.0   2.0   2.0   1.0   3.0   2.0   0.5   2.0   1.0   3.0   0.1   0.5   2.0   2.0   0.5   0.1   0.1   3.0   0.0   0.0   0.0   0.0   0.0
