STAND 6, SURVEY DATE: 01 Jun 1985, OBSERVERS: G.H. La Roi (#1), ROWS: 0,2,4, M.S. Ross (#4), ROWS: 4,6,8, DATA ENTRY: 03 Feb 2005 (note: GHLR used soil thermometer #M, MSR used #1;
central max-min data for past 30 days Max 83F Min 28F; MSR missed PIGL in 2 Qs, 6A=8, 8C=5, using previous estimates; survey started @1445h mdt; MSR data from Row 4 entered in 4a-i;
MSR' estimates of POTR seem quite high, but are entered without alteration)

Quad  0A    0C    0E    0G    0I    2I    2G    2E    2C    2A    4A    4C    4E    4G    4I    6I    6G    6E    6C    6A    8A    8C    8E    8G    8I    4a    4c    4e    4g    4i

ABBA   0.0  10.0   9.0   0.0   0.0   6.0   5.0  12.0   4.0   9.0   7.0  23.0  10.0  17.0  12.0   8.0   1.0  10.0  15.0   3.0   3.0  10.0  10.0  18.0   0.0   4.0  15.0   6.0  17.0  12.0
BEPA   0.0   0.0   0.0   0.0   0.0   2.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   3.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
PIGL  60.0  15.0  23.0  45.0  15.0  19.0  12.0  12.0   3.0   4.0   9.0  13.0  12.0   8.0   5.0  25.0  15.0  15.0  15.0   8.0  20.0   5.0  12.0   0.0  15.0   1.0  12.0  30.0  15.0   4.0
POBA   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   6.0   0.0   0.0   0.0   0.0   0.0
POTR   0.5   9.0   0.5   0.0  14.0  10.0  19.0  12.0   0.1   8.0   3.0   8.0   0.5   0.0   8.0  30.0   0.0   0.0  25.0  45.0   0.0  15.0   0.0   0.0  65.0   6.0  22.0   0.0   0.0  20.0
AMAL   0.5   0.0   0.5   0.0   0.5   2.0   1.0   0.0   0.1   0.0   0.0   0.0   0.0   0.1   0.5   0.0   0.1   0.0   0.01  0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.1   0.5
LEGR   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1
LODI   0.5   0.0   0.1   0.1   0.5   0.1   0.5   0.0   0.01  0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.01  0.0   0.5   0.1   0.01  0.01  0.0   0.1   0.1   0.01  0.0   0.0   0.0
LOIN   7.0   3.0   6.0   5.0  10.0  15.0  10.0  12.0   2.0   4.0   9.0   2.0   3.0   8.0   8.0   1.0   3.0   1.0   0.5   9.0   7.0   0.5   1.0   1.0   1.0   6.0   1.0   2.0   6.0   6.0
PRPE   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
RIGL   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
RILA   0.1   0.0   0.1   0.0   0.0   0.0   0.5   0.1   0.0   0.01  0.0   0.0   0.1   0.01  0.1   0.0   0.1   0.1   0.01  0.1   0.1   0.01  0.0   0.01  0.0   0.1   0.01  0.01  0.01  0.1
RITR   1.0   0.1   0.01  0.5   0.1   0.1   1.0   0.1   0.0   0.1   0.0   0.1   0.1   0.01  0.5   0.0   0.0   0.0   0.0   0.5   0.01  0.01  0.1   0.01  0.5   0.5   0.5   0.1   0.1   0.5
ROAC   3.0   0.5   2.0   2.0   0.0   4.0   3.0   3.0   5.0   3.0   4.0   1.0   3.0   1.0   4.0   0.5   4.0   1.0   0.1   1.0   0.5   0.1   0.5   0.1   2.0   4.0   0.5   2.0   1.0   4.0
RUID   1.0   0.0   0.0   0.1   1.0   0.0   0.5   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.1   0.1   0.1   0.0   0.0   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1
SHCA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
SYAL   1.0   0.0   0.0   0.0   1.0   0.0   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0

Quad  0A    0C    0E    0G    0I    2I    2G    2E    2C    2A    4A    4C    4E    4G    4I    6I    6G    6E    6C    6A    8A    8C    8E    8G    8I    4a    4c    4e    4g    4i
