STAND 6, SURVEY DATE: 09 Aug 1995, OBSERVER: G.H. La Roi (#1), ROWS: 0,2,4,6,8, DATA ENTRY: 12 Nov 2001 (note: GHLR used soil thermometer "Old#1"; LOIN "partially deformed", ACRU slight
     yellowing; no data on page 2; data collected between 1300-1615h mdt)

Quad  0A    0C    0E    0G    0I    2I    2G    2E    2C    2A    4A    4C    4E    4G    4I    6I    6G    6E    6C    6A    8A    8C    8E    8G    8I    4a    4c    4e    4g    4i

ABBA   0.0   0.5   8.0   0.0   0.0   8.0   5.0  10.0   7.0  11.0   8.0   8.0  11.0  14.0  20.0  26.0   3.0  15.0  18.0   6.0  15.0  20.0  29.0  15.0   6.0   0.0   0.0   0.0   0.0   0.0
BEPA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   3.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
PIGL  70.0   6.0  34.0  34.0  12.0  14.0  11.0   9.0  12.0   5.0   7.0  15.0  22.0  13.0   2.0  14.0  25.0  21.0  21.0  11.0  35.0   6.0  18.0   0.0  17.0   0.0   0.0   0.0   0.0   0.0
POBA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
POTR   0.0  11.0   0.0   0.1  17.0  16.0  15.0  17.0   0.5   4.0   3.0   0.0   2.0   3.0  10.0   4.0   0.0   0.0   0.01 20.0   0.0  11.0   0.01  0.0  19.0   0.0   0.0   0.0   0.0   0.0
AMAL   0.5   0.0   0.01  0.0   0.5   1.0   1.0   0.5   1.0   0.0   0.0   0.0   0.0   0.1   0.5   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0
LEGR   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
LODI   0.1   0.0   0.1   0.01  0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0
LOIN   7.0   6.0   4.0   2.0   6.0   8.0   9.0   8.0   5.0   5.0   4.0   2.0   1.0   2.0   3.0   1.0   3.0   1.0   0.5   3.0   4.0   1.0   0.5   1.0   0.0   0.0   0.0   0.0   0.0   0.0
