STAND 7, SURVEY DATE: 30 Jul 1988, OBSERVERS: G.H. La Roi (#1), ROWS: 2,4,8, D.A. Chesterman (#5), ROWS: 0,4,6, DATA ENTRY: 06 Dec 2002 (note: GHLR used soil thermometer "Old#1", DAC
 used "#M"; 1455cc in gauge; CXDI lvs taper fast, smooth culms & lvs; CXIN lvs scabrous...important diagnostic chars; Snowshoe Hare has nest in PIMA#4856 in center of 8A; DAC data from
 Row 4 entered in 4a-4i below)

Quad  0A    0C    0E    0G    0I    2I    2G    2E    2C    2A    4A    4C    4E    4G    4I    6I    6G    6E    6C    6A    8A    8C    8E    8G    8I    4a    4c    4e    4g    4i

LALA   5.0  15.0   0.1   0.0   0.01  0.1   0.1   6.0   1.0   0.5   3.0   0.1   0.5   0.0   0.0   0.1   0.0  11.0   1.0   2.0   2.0   3.0   3.0   0.5   0.1   2.0   0.5   0.5   0.0   0.01
PIMA  10.0   6.0  17.0  19.0  18.0  20.0  29.0  22.0  32.0  30.0  24.0  30.0  18.0  30.0  18.0  15.0  20.0  14.0  11.0  13.0  16.0   8.0  15.0  27.0  23.0  12.0  22.0   9.0  20.0  10.0
ANPO   0.1   0.1   0.5   0.5   0.5   1.0   2.0   2.0   1.0   0.5   1.0   1.0   1.0   2.0   1.0   1.0   0.5   0.5   0.5   0.1   4.0   3.0   2.0   2.0   1.0   0.5   0.5   0.5   1.0   0.5
BEPU   2.0   2.0   1.0   1.0   0.5   3.0   1.0   5.0   1.0   1.0   1.0   3.0   8.0   2.0   7.0   3.0   1.0   3.0   3.0   2.0   8.0  11.0   9.0   2.0   3.0   0.5   1.0   5.0   2.0   5.0
LEGR   0.0   0.5   5.0   2.0   6.0   5.0  10.0   3.0  13.0  12.0  13.0   5.0   3.0   7.0   4.0   5.0  12.0   5.0   2.0   6.0   0.0   0.0   3.0  12.0   8.0   8.0   4.0   1.0   2.0   0.0
LOCA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
OXMI   0.0   0.0   0.1   0.1   0.5   1.0   2.0   1.0   2.0   0.1   0.5   2.0   2.0   1.0   3.0   0.5   0.5   0.5   0.01  0.5   0.0   0.0   0.0   1.0   0.1   0.0   0.5   0.5   0.5   1.0
SAAR   0.0   0.5   0.0   0.0   1.0   0.5   1.0   0.0   0.5   0.0   0.0   2.0   0.0   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.5   0.0   0.0   0.0   0.0
SABE   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   2.0   0.0
SACA   0.5   0.5   0.5   0.5   0.5   1.0   1.0   2.0   0.5   0.1   0.0   1.0   0.5   0.5   2.0   0.5   0.5   0.5   0.5   0.0   1.0   1.0   1.0   0.0   1.0   0.01  1.0   0.5   0.5   1.0
