year,stand,quad,total_cover,ABBA,BEPU,LALA,PIBA,PIGL,PIMA,POBA,POTR,ALCR,PRPE
1987,5,5I,79,0,0,0,0,64,0,0,15,0,0
1987,5,5J,73,0,0,0,0,58,0,0,15,0,0
1987,5,6A,83,0,0,0,0,76,0,0,7,0,0
1987,5,6B,81,0,0,0,0,70,0,0,11,0,0
1987,5,6C,83,0,0,0,0,69,0,0,14,0,0
1987,5,6D,81,0,0,0,0,73,0,0,8,0,0
1987,5,6E,87,0,4,0,0,74,0,0,9,0,0
1987,5,6F,79,0,10,0,0,48,0,0,21,0,0
1987,5,6G,83,0,0,0,0,64,0,0,19,0,0
1987,5,6H,79,0,0,0,0,66,0,0,13,0,0
1987,5,6I,85,0,0,0,0,81,0,0,4,0,0
1987,5,6J,85,0,0,0,0,71,0,0,14,0,0
1987,5,7A,87,0,0,0,0,74,0,0,13,0,0
1987,5,7B,78,0,0,0,0,63,0,2,13,0,0
1987,5,7C,87,0,0,0,0,79,0,0,8,0,0
1987,5,7D,88,0,0,0,0,75,0,0,13,0,0
1987,5,7E,87,0,2,0,0,77,0,0,8,0,0
1987,5,7F,77,0,4,0,0,54,0,0,19,0,0
1987,5,7G,79,0,0,0,0,54,0,0,25,0,0
1987,5,7H,71,0,0,0,0,40,0,0,31,0,0
1987,5,7I,79,0,0,0,0,65,0,0,14,0,0
1987,5,7J,83,0,0,0,0,68,0,0,15,0,0
1987,5,8A,76,0,0,0,0,57,0,0,19,0,0
1987,5,8B,69,0,0,0,0,52,0,0,17,0,0
1987,5,8C,85,0,0,0,0,75,0,0,10,0,0
1987,5,8D,84,0,0,0,0,71,0,0,13,0,0
1987,5,8E,83,0,0,0,0,67,0,0,16,0,0
1987,5,8F,83,0,0,0,0,70,0,0,13,0,0
1987,5,8G,83,0,0,0,0,75,0,0,8,0,0
1987,5,8H,76,0,0,0,0,56,0,0,20,0,0
1987,5,8I,88,0,0,0,0,77,0,0,11,0,0
1987,5,8J,83,0,0,0,0,67,0,0,16,0,0
1987,5,9A,76,0,0,0,0,62,0,0,14,0,0
1987,5,9B,78,0,0,0,0,68,0,0,10,0,0
1987,5,9C,86,0,0,0,0,81,0,0,5,0,0
1987,5,9D,86,0,0,0,0,62,0,1,23,0,0
1987,5,9E,75,0,0,0,0,50,0,4,21,0,0
1987,5,9F,60,0,0,0,0,28,0,0,32,0,0
1987,5,9G,69,0,0,0,0,37,0,0,32,0,0
1987,5,9H,84,0,0,0,0,62,0,0,22,0,0
1987,5,9I,81,0,0,0,0,71,0,0,10,0,0
1987,5,9J,81,0,0,0,0,58,0,0,23,0,0
1987,6,0A,83,0,0,0,0,77,0,0,6,0,0
1987,6,0B,80,6,0,0,0,68,0,0,6,0,0
1987,6,0C,75,0,0,0,0,70,0,0,5,0,0
1987,6,0D,73,0,0,0,0,68,0,0,5,0,0
1987,6,0E,79,2,0,0,0,71,0,2,4,0,0
1987,6,0F,91,0,0,0,0,97,0,0,4,0,0
