month,year,stand,quad,temp_C
8,1987,3,6G,15
8,1988,3,6G,18
8,1989,3,6G,18
8,1990,3,6G,19
8,1995,3,6G,12
8,2000,3,6G,16
9,2001,3,6G,11
8,2005,3,6G,18
8,2010,3,6G,16
6,1981,3,6I,11
8,1981,3,6I,18
9,1981,3,6I,11
11,1981,3,6I,3
5,1982,3,6I,1
6,1982,3,6I,9
7,1982,3,6I,16
8,1982,3,6I,16
9,1982,3,6I,13
10,1982,3,6I,7
5,1983,3,6I,3
6,1983,3,6I,10
7,1983,3,6I,15
8,1983,3,6I,15
9,1983,3,6I,12
10,1983,3,6I,6
5,1984,3,6I,6
6,1984,3,6I,8
7,1984,3,6I,13
8,1984,3,6I,16
9,1984,3,6I,9
10,1984,3,6I,9
5,1985,3,6I,4
6,1985,3,6I,9
7,1985,3,6I,16
8,1985,3,6I,18
9,1985,3,6I,10
10,1985,3,6I,3
8,1986,3,6I,16
8,1987,3,6I,15
8,1988,3,6I,19
8,1989,3,6I,18
8,1990,3,6I,18
8,1995,3,6I,12
8,2000,3,6I,16
9,2001,3,6I,12
8,2005,3,6I,17
8,2010,3,6I,16
6,1981,3,8A,10
8,1981,3,8A,18
9,1981,3,8A,11
11,1981,3,8A,3
5,1982,3,8A,2
6,1982,3,8A,7
7,1982,3,8A,14
8,1982,3,8A,14
9,1982,3,8A,13
10,1982,3,8A,7
5,1983,3,8A,3
6,1983,3,8A,10
7,1983,3,8A,16
8,1983,3,8A,17
9,1983,3,8A,12
10,1983,3,8A,6
5,1984,3,8A,6
6,1984,3,8A,11
7,1984,3,8A,12
8,1984,3,8A,16
9,1984,3,8A,9
10,1984,3,8A,10
5,1985,3,8A,5
6,1985,3,8A,9
7,1985,3,8A,14
8,1985,3,8A,18
9,1985,3,8A,9
10,1985,3,8A,3
5,1986,3,8A,3
6,1986,3,8A,11
7,1986,3,8A,14
8,1986,3,8A,16
9,1986,3,8A,11
10,1986,3,8A,11
5,1987,3,8A,4.5
6,1987,3,8A,9
7,1987,3,8A,16
8,1987,3,8A,14
9,1987,3,8A,13.5
10,1987,3,8A,9
5,1988,3,8A,7
6,1988,3,8A,12
7,1988,3,8A,17
8,1988,3,8A,16
9,1988,3,8A,17
10,1988,3,8A,8
5,1989,3,8A,12
6,1989,3,8A,12
7,1989,3,8A,17
8,1989,3,8A,19
9,1989,3,8A,14
10,1989,3,8A,7
5,1990,3,8A,4
6,1990,3,8A,11
7,1990,3,8A,14
8,1990,3,8A,21
9,1990,3,8A,15
10,1990,3,8A,6
8,1995,3,8A,12
8,2000,3,8A,16
9,2001,3,8A,12
8,2005,3,8A,19
8,2010,3,8A,17
6,1981,3,8C,10
8,1981,3,8C,17
9,1981,3,8C,11
11,1981,3,8C,3
5,1982,3,8C,1
6,1982,3,8C,8
7,1982,3,8C,16
8,1982,3,8C,14
9,1982,3,8C,13
10,1982,3,8C,7
5,1983,3,8C,3
6,1983,3,8C,11
7,1983,3,8C,16
8,1983,3,8C,17
9,1983,3,8C,12
10,1983,3,8C,6
5,1984,3,8C,4
6,1984,3,8C,12
7,1984,3,8C,12
8,1984,3,8C,16
9,1984,3,8C,10
10,1984,3,8C,11
5,1985,3,8C,7
6,1985,3,8C,9
7,1985,3,8C,15
8,1985,3,8C,17
9,1985,3,8C,9
10,1985,3,8C,3
5,1986,3,8C,3
6,1986,3,8C,9
7,1986,3,8C,13
8,1986,3,8C,18
9,1986,3,8C,9
10,1986,3,8C,11
5,1987,3,8C,3.5
6,1987,3,8C,9
7,1987,3,8C,13
8,1987,3,8C,15
9,1987,3,8C,13
10,1987,3,8C,9
5,1988,3,8C,7
6,1988,3,8C,13
7,1988,3,8C,17
8,1988,3,8C,16
9,1988,3,8C,18
10,1988,3,8C,8
5,1989,3,8C,11
6,1989,3,8C,9
7,1989,3,8C,14
8,1989,3,8C,18
9,1989,3,8C,14
10,1989,3,8C,6
5,1990,3,8C,4
6,1990,3,8C,11
7,1990,3,8C,14
8,1990,3,8C,18
9,1990,3,8C,13
10,1990,3,8C,5
8,1995,3,8C,12
8,2000,3,8C,16
9,2001,3,8C,11
8,2005,3,8C,18
8,2010,3,8C,17
6,1981,3,8E,9
8,1981,3,8E,18
9,1981,3,8E,11
11,1981,3,8E,3
5,1982,3,8E,2
6,1982,3,8E,7
7,1982,3,8E,14
8,1982,3,8E,14
9,1982,3,8E,13
10,1982,3,8E,6
5,1983,3,8E,2
6,1983,3,8E,10
7,1983,3,8E,15
8,1983,3,8E,17
9,1983,3,8E,12
10,1983,3,8E,5
5,1984,3,8E,5
6,1984,3,8E,12
7,1984,3,8E,12
8,1984,3,8E,17
9,1984,3,8E,9
10,1984,3,8E,10
5,1985,3,8E,4
6,1985,3,8E,9
7,1985,3,8E,17
8,1985,3,8E,18
9,1985,3,8E,9
10,1985,3,8E,3
5,1986,3,8E,4
6,1986,3,8E,12
7,1986,3,8E,15
8,1986,3,8E,18
9,1986,3,8E,11
10,1986,3,8E,11
5,1987,3,8E,6
6,1987,3,8E,9
7,1987,3,8E,16
8,1987,3,8E,15
9,1987,3,8E,13.5
10,1987,3,8E,9
5,1988,3,8E,7
6,1988,3,8E,12
7,1988,3,8E,17
8,1988,3,8E,16
9,1988,3,8E,18
10,1988,3,8E,8
5,1989,3,8E,10
6,1989,3,8E,11
7,1989,3,8E,14
8,1989,3,8E,19
9,1989,3,8E,14
10,1989,3,8E,7
5,1990,3,8E,4
6,1990,3,8E,11
7,1990,3,8E,15
8,1990,3,8E,18
9,1990,3,8E,13
10,1990,3,8E,6
8,1995,3,8E,12
8,2000,3,8E,16
9,2001,3,8E,14
8,2005,3,8E,20
8,2010,3,8E,17
6,1981,3,8G,9
8,1981,3,8G,17
9,1981,3,8G,12
11,1981,3,8G,3
5,1982,3,8G,1
6,1982,3,8G,6
7,1982,3,8G,16
8,1982,3,8G,14
9,1982,3,8G,13
10,1982,3,8G,6
5,1983,3,8G,2
6,1983,3,8G,8
7,1983,3,8G,15
8,1983,3,8G,17
9,1983,3,8G,12
10,1983,3,8G,6
5,1984,3,8G,8
6,1984,3,8G,16
7,1984,3,8G,12
8,1984,3,8G,17
9,1984,3,8G,9
10,1984,3,8G,11
5,1985,3,8G,3
6,1985,3,8G,9
7,1985,3,8G,17
8,1985,3,8G,17
9,1985,3,8G,9
10,1985,3,8G,3
5,1986,3,8G,3
6,1986,3,8G,12
7,1986,3,8G,14
8,1986,3,8G,21
9,1986,3,8G,10
10,1986,3,8G,11
5,1987,3,8G,5.5
6,1987,3,8G,8
7,1987,3,8G,13
8,1987,3,8G,15
9,1987,3,8G,13
10,1987,3,8G,8
5,1988,3,8G,8
6,1988,3,8G,12
7,1988,3,8G,17
8,1988,3,8G,16
9,1988,3,8G,18
10,1988,3,8G,9
5,1989,3,8G,8
6,1989,3,8G,11
7,1989,3,8G,14
8,1989,3,8G,19
9,1989,3,8G,14
10,1989,3,8G,7
5,1990,3,8G,3
6,1990,3,8G,11
7,1990,3,8G,15
8,1990,3,8G,19
9,1990,3,8G,13
10,1990,3,8G,6
8,1995,3,8G,12
8,2000,3,8G,16
9,2001,3,8G,14
8,2005,3,8G,17
8,2010,3,8G,17
6,1981,3,8I,9
8,1981,3,8I,17
9,1981,3,8I,12
11,1981,3,8I,4
5,1982,3,8I,1
6,1982,3,8I,10
7,1982,3,8I,14
8,1982,3,8I,15
9,1982,3,8I,13
10,1982,3,8I,7
5,1983,3,8I,3
6,1983,3,8I,11
7,1983,3,8I,17
8,1983,3,8I,17
9,1983,3,8I,13
10,1983,3,8I,6
5,1984,3,8I,6
6,1984,3,8I,14
7,1984,3,8I,13
8,1984,3,8I,18
9,1984,3,8I,9
10,1984,3,8I,11
5,1985,3,8I,6
6,1985,3,8I,9
7,1985,3,8I,17
8,1985,3,8I,21
9,1985,3,8I,9
10,1985,3,8I,2
5,1986,3,8I,3
6,1986,3,8I,12
7,1986,3,8I,14
8,1986,3,8I,19
9,1986,3,8I,11
10,1986,3,8I,12
5,1987,3,8I,6
6,1987,3,8I,9
7,1987,3,8I,16
8,1987,3,8I,16
9,1987,3,8I,14.5
10,1987,3,8I,9
5,1988,3,8I,8
6,1988,3,8I,13
7,1988,3,8I,17
8,1988,3,8I,16
9,1988,3,8I,18
10,1988,3,8I,8
5,1989,3,8I,10
6,1989,3,8I,11
7,1989,3,8I,16
8,1989,3,8I,19
9,1989,3,8I,14
10,1989,3,8I,6
5,1990,3,8I,3
6,1990,3,8I,11
7,1990,3,8I,14
8,1990,3,8I,21
9,1990,3,8I,15
10,1990,3,8I,6
8,1995,3,8I,12
8,2000,3,8I,16
9,2001,3,8I,14
8,2005,3,8I,20
8,2010,3,8I,18
8,1981,4,0A,16
5,1982,4,0A,7
6,1982,4,0A,16
7,1982,4,0A,18
8,1982,4,0A,18
9,1982,4,0A,10
10,1982,4,0A,15
5,1983,4,0A,4
6,1983,4,0A,11
8,1983,4,0A,19
9,1983,4,0A,9
10,1983,4,0A,6
5,1984,4,0A,9
6,1984,4,0A,14
7,1984,4,0A,12
8,1984,4,0A,23
9,1984,4,0A,9
10,1984,4,0A,11
8,1985,4,0A,19
9,1985,4,0A,17
8,1995,4,0A,14
8,2000,4,0A,18
9,2001,4,0A,14
8,2010,4,0A,18
8,1981,4,0C,16
5,1982,4,0C,5
6,1982,4,0C,14
7,1982,4,0C,13
8,1982,4,0C,17
9,1982,4,0C,9
10,1982,4,0C,12
5,1983,4,0C,3
6,1983,4,0C,11
8,1983,4,0C,16
9,1983,4,0C,9
10,1983,4,0C,6
5,1984,4,0C,8
6,1984,4,0C,9
7,1984,4,0C,12
8,1984,4,0C,21
9,1984,4,0C,8
10,1984,4,0C,9
8,1985,4,0C,18
9,1985,4,0C,17
8,1995,4,0C,12
8,2000,4,0C,18
9,2001,4,0C,14
8,2010,4,0C,18
8,1981,4,0E,15
5,1982,4,0E,5
6,1982,4,0E,13
7,1982,4,0E,13
8,1982,4,0E,16
9,1982,4,0E,9
10,1982,4,0E,12
5,1983,4,0E,3
6,1983,4,0E,10
8,1983,4,0E,17
9,1983,4,0E,9
10,1983,4,0E,6
5,1984,4,0E,8
6,1984,4,0E,12
7,1984,4,0E,12
8,1984,4,0E,19
9,1984,4,0E,8
10,1984,4,0E,7
8,1985,4,0E,17
9,1985,4,0E,16
8,1995,4,0E,12
8,2000,4,0E,18
9,2001,4,0E,14
8,2010,4,0E,18
8,1981,4,0G,15
5,1982,4,0G,4
6,1982,4,0G,11
7,1982,4,0G,12
8,1982,4,0G,15
9,1982,4,0G,9
10,1982,4,0G,11
5,1983,4,0G,2
6,1983,4,0G,9
8,1983,4,0G,17
9,1983,4,0G,9
10,1983,4,0G,6
5,1984,4,0G,7
6,1984,4,0G,9
7,1984,4,0G,11
8,1984,4,0G,19
9,1984,4,0G,8
10,1984,4,0G,8
8,1985,4,0G,17
9,1985,4,0G,15
8,1995,4,0G,12
8,2000,4,0G,18
9,2001,4,0G,13
8,2010,4,0G,18
8,1981,4,0I,15
5,1982,4,0I,4
6,1982,4,0I,11
7,1982,4,0I,13
8,1982,4,0I,15
9,1982,4,0I,9
10,1982,4,0I,11
5,1983,4,0I,2
6,1983,4,0I,8
8,1983,4,0I,17
9,1983,4,0I,9
10,1983,4,0I,6
5,1984,4,0I,8
6,1984,4,0I,11
7,1984,4,0I,12
8,1984,4,0I,17
9,1984,4,0I,8
10,1984,4,0I,9
8,1985,4,0I,17
9,1985,4,0I,16
8,1995,4,0I,12
8,2000,4,0I,18
9,2001,4,0I,12
8,2010,4,0I,18
8,1981,4,2A,16
5,1982,4,2A,4
6,1982,4,2A,12
7,1982,4,2A,14
8,1982,4,2A,15
9,1982,4,2A,9
10,1982,4,2A,9
5,1983,4,2A,3
6,1983,4,2A,9
8,1983,4,2A,18
9,1983,4,2A,9
10,1983,4,2A,6
5,1984,4,2A,6
6,1984,4,2A,11
7,1984,4,2A,11
8,1984,4,2A,21
9,1984,4,2A,8
10,1984,4,2A,9
8,1985,4,2A,17
9,1985,4,2A,16
8,1995,4,2A,13
8,2000,4,2A,18
9,2001,4,2A,17
8,2010,4,2A,19
8,1981,4,2C,16
5,1982,4,2C,4
6,1982,4,2C,13
7,1982,4,2C,16
8,1982,4,2C,16
9,1982,4,2C,9
10,1982,4,2C,9
5,1983,4,2C,2
6,1983,4,2C,10
8,1983,4,2C,17
9,1983,4,2C,9
10,1983,4,2C,6
5,1984,4,2C,7
6,1984,4,2C,9
7,1984,4,2C,11
8,1984,4,2C,20
9,1984,4,2C,8
10,1984,4,2C,8
8,1985,4,2C,17
9,1985,4,2C,16
8,1995,4,2C,12
8,2000,4,2C,17
9,2001,4,2C,17
8,2010,4,2C,18
8,1981,4,2E,16
5,1982,4,2E,3
6,1982,4,2E,12
7,1982,4,2E,16
8,1982,4,2E,14
9,1982,4,2E,9
10,1982,4,2E,9
5,1983,4,2E,3
6,1983,4,2E,10
8,1983,4,2E,18
9,1983,4,2E,9
10,1983,4,2E,6
5,1984,4,2E,7
6,1984,4,2E,11
7,1984,4,2E,11
8,1984,4,2E,21
9,1984,4,2E,8
10,1984,4,2E,8
8,1985,4,2E,17
9,1985,4,2E,16
8,1995,4,2E,13
8,2000,4,2E,18
9,2001,4,2E,18
8,2010,4,2E,19
8,1981,4,2G,16
5,1982,4,2G,4
6,1982,4,2G,16
7,1982,4,2G,16
8,1982,4,2G,16
9,1982,4,2G,9
10,1982,4,2G,10
5,1983,4,2G,2
6,1983,4,2G,10
8,1983,4,2G,19
9,1983,4,2G,9
10,1983,4,2G,6
5,1984,4,2G,8
6,1984,4,2G,11
7,1984,4,2G,12
8,1984,4,2G,22
9,1984,4,2G,8
10,1984,4,2G,9
8,1985,4,2G,18
9,1985,4,2G,16
8,1995,4,2G,13
8,2000,4,2G,18
9,2001,4,2G,16
8,2010,4,2G,19
8,1981,4,2I,15
5,1982,4,2I,4
6,1982,4,2I,11
7,1982,4,2I,13
8,1982,4,2I,16
9,1982,4,2I,9
10,1982,4,2I,11
5,1983,4,2I,3
6,1983,4,2I,8
8,1983,4,2I,18
9,1983,4,2I,9
10,1983,4,2I,6
5,1984,4,2I,8
6,1984,4,2I,12
7,1984,4,2I,11
8,1984,4,2I,20
9,1984,4,2I,8
10,1984,4,2I,9
8,1985,4,2I,17
9,1985,4,2I,16
8,1995,4,2I,12
8,2000,4,2I,18
9,2001,4,2I,16
8,2010,4,2I,19
8,1981,4,4A,15
5,1982,4,4A,3
6,1982,4,4A,13
7,1982,4,4A,9
8,1982,4,4A,16
9,1982,4,4A,8
10,1982,4,4A,10
5,1983,4,4A,5
6,1983,4,4A,10
8,1983,4,4A,17
9,1983,4,4A,9
10,1983,4,4A,6
5,1984,4,4A,7
6,1984,4,4A,11.5
7,1984,4,4A,11
8,1984,4,4A,19
9,1984,4,4A,7
10,1984,4,4A,8.5
8,1985,4,4A,16.5
9,1985,4,4A,16
8,1995,4,4A,12
8,2000,4,4A,18
9,2001,4,4A,13
8,2010,4,4A,18
8,1981,4,4C,16
5,1982,4,4C,4
6,1982,4,4C,14
7,1982,4,4C,14
8,1982,4,4C,14
9,1982,4,4C,9
10,1982,4,4C,9
5,1983,4,4C,5
6,1983,4,4C,11
8,1983,4,4C,18
9,1983,4,4C,9
10,1983,4,4C,6
5,1984,4,4C,7
6,1984,4,4C,13
7,1984,4,4C,12
8,1984,4,4C,20
9,1984,4,4C,8
10,1984,4,4C,8.5
8,1985,4,4C,18.5
9,1985,4,4C,14.5
8,1995,4,4C,13
8,2000,4,4C,18
9,2001,4,4C,16
8,2010,4,4C,19
8,1981,4,4E,16
5,1982,4,4E,4
6,1982,4,4E,11
7,1982,4,4E,16
8,1982,4,4E,16
9,1982,4,4E,9
10,1982,4,4E,9
5,1983,4,4E,4
6,1983,4,4E,12
7,1983,4,4E,18
8,1983,4,4E,18
9,1983,4,4E,10
10,1983,4,4E,5
5,1984,4,4E,7
6,1984,4,4E,12.5
7,1984,4,4E,11.5
8,1984,4,4E,19
9,1984,4,4E,8
10,1984,4,4E,8
8,1985,4,4E,10.5
9,1985,4,4E,14
8,1995,4,4E,12
8,2000,4,4E,18
9,2001,4,4E,13
8,2010,4,4E,22
8,1981,4,4G,14
5,1982,4,4G,3
6,1982,4,4G,12
7,1982,4,4G,14
8,1982,4,4G,17
9,1982,4,4G,9
10,1982,4,4G,9
5,1983,4,4G,4
6,1983,4,4G,11
7,1983,4,4G,17
8,1983,4,4G,17
9,1983,4,4G,10
10,1983,4,4G,5
5,1984,4,4G,6.5
6,1984,4,4G,12
7,1984,4,4G,12
8,1984,4,4G,19.5
9,1984,4,4G,8
10,1984,4,4G,8
8,1985,4,4G,18
9,1985,4,4G,14.5
8,1995,4,4G,12
8,2000,4,4G,17
9,2001,4,4G,9
8,2010,4,4G,18
8,1981,4,4I,17
5,1982,4,4I,3
6,1982,4,4I,12
7,1982,4,4I,13
8,1982,4,4I,16
9,1982,4,4I,9
10,1982,4,4I,10
5,1983,4,4I,4
6,1983,4,4I,11
7,1983,4,4I,16
8,1983,4,4I,17
9,1983,4,4I,10
10,1983,4,4I,5
5,1984,4,4I,6
6,1984,4,4I,12
7,1984,4,4I,12
8,1984,4,4I,22
9,1984,4,4I,8
10,1984,4,4I,9
8,1985,4,4I,17
9,1985,4,4I,13
8,1995,4,4I,13
8,2000,4,4I,16
9,2001,4,4I,8
8,2010,4,4I,18
8,1981,4,6A,16
5,1982,4,6A,1
6,1982,4,6A,15
7,1982,4,6A,13
8,1982,4,6A,16
9,1982,4,6A,9
10,1982,4,6A,9
5,1983,4,6A,3
6,1983,4,6A,9
7,1983,4,6A,17
8,1983,4,6A,16
9,1983,4,6A,10
10,1983,4,6A,5
5,1984,4,6A,7
6,1984,4,6A,12
7,1984,4,6A,11
8,1984,4,6A,16
9,1984,4,6A,7
10,1984,4,6A,8
8,1985,4,6A,16
9,1985,4,6A,13
8,1995,4,6A,12
8,2000,4,6A,17
9,2001,4,6A,12
8,2010,4,6A,27
8,1981,4,6C,16
5,1982,4,6C,1
6,1982,4,6C,14
7,1982,4,6C,14
8,1982,4,6C,17
9,1982,4,6C,9
10,1982,4,6C,9
5,1983,4,6C,4
6,1983,4,6C,11
7,1983,4,6C,17
8,1983,4,6C,14
9,1983,4,6C,10
10,1983,4,6C,5
5,1984,4,6C,6
6,1984,4,6C,12
7,1984,4,6C,12
8,1984,4,6C,13
9,1984,4,6C,7
10,1984,4,6C,9
8,1985,4,6C,17
9,1985,4,6C,12
8,1995,4,6C,12
8,2000,4,6C,17
9,2001,4,6C,11
8,2010,4,6C,23
8,1981,4,6E,15
5,1982,4,6E,1
6,1982,4,6E,12
7,1982,4,6E,12
8,1982,4,6E,15
9,1982,4,6E,9
10,1982,4,6E,10
5,1983,4,6E,4
6,1983,4,6E,9
7,1983,4,6E,17
8,1983,4,6E,14
9,1983,4,6E,10
10,1983,4,6E,5
5,1984,4,6E,4
6,1984,4,6E,13
7,1984,4,6E,12
8,1984,4,6E,15
9,1984,4,6E,8
10,1984,4,6E,9
8,1985,4,6E,18
9,1985,4,6E,12
8,1995,4,6E,12
8,2000,4,6E,18
9,2001,4,6E,10
8,2010,4,6E,21
8,1981,4,6G,16
5,1982,4,6G,1
6,1982,4,6G,11
7,1982,4,6G,12
8,1982,4,6G,16
9,1982,4,6G,9
10,1982,4,6G,10
5,1983,4,6G,4
6,1983,4,6G,7
7,1983,4,6G,18
8,1983,4,6G,16
9,1983,4,6G,10
10,1983,4,6G,4
5,1984,4,6G,5
6,1984,4,6G,9
7,1984,4,6G,12
8,1984,4,6G,15
9,1984,4,6G,8
10,1984,4,6G,8
8,1985,4,6G,16
9,1985,4,6G,13
8,1995,4,6G,12
8,2000,4,6G,17
9,2001,4,6G,9
8,2010,4,6G,20
8,1981,4,6I,16
5,1982,4,6I,1
6,1982,4,6I,11
7,1982,4,6I,12
8,1982,4,6I,16
9,1982,4,6I,9
10,1982,4,6I,9
5,1983,4,6I,4
6,1983,4,6I,9
7,1983,4,6I,18
8,1983,4,6I,16
9,1983,4,6I,10
10,1983,4,6I,5
5,1984,4,6I,6
6,1984,4,6I,9
7,1984,4,6I,12
8,1984,4,6I,14
9,1984,4,6I,8
10,1984,4,6I,8
8,1985,4,6I,18
9,1985,4,6I,12
8,1995,4,6I,12
8,2000,4,6I,18
9,2001,4,6I,10
8,2010,4,6I,18
8,1981,4,8A,14
5,1982,4,8A,1
6,1982,4,8A,13
7,1982,4,8A,12
8,1982,4,8A,17
9,1982,4,8A,9
10,1982,4,8A,9
5,1983,4,8A,4
6,1983,4,8A,11
7,1983,4,8A,16
8,1983,4,8A,13
9,1983,4,8A,9
10,1983,4,8A,5
5,1984,4,8A,5
6,1984,4,8A,11
7,1984,4,8A,12
8,1984,4,8A,16
9,1984,4,8A,8
10,1984,4,8A,8
8,1985,4,8A,13
9,1985,4,8A,13
8,1995,4,8A,12
8,2000,4,8A,17
9,2001,4,8A,11
8,2010,4,8A,29
8,1981,4,8C,15
5,1982,4,8C,1
6,1982,4,8C,9
7,1982,4,8C,12
8,1982,4,8C,16
9,1982,4,8C,9
10,1982,4,8C,8
5,1983,4,8C,4
6,1983,4,8C,7
7,1983,4,8C,14
8,1983,4,8C,14
9,1983,4,8C,9
10,1983,4,8C,4
5,1984,4,8C,6
6,1984,4,8C,13
7,1984,4,8C,11
8,1984,4,8C,17
9,1984,4,8C,8
10,1984,4,8C,8
8,1985,4,8C,19
9,1985,4,8C,12
8,1995,4,8C,12
8,2000,4,8C,18
9,2001,4,8C,11
8,2010,4,8C,23
8,1981,4,8E,16
5,1982,4,8E,1
6,1982,4,8E,11
7,1982,4,8E,14
8,1982,4,8E,17
9,1982,4,8E,9
10,1982,4,8E,8
5,1983,4,8E,3
6,1983,4,8E,10
7,1983,4,8E,17
8,1983,4,8E,13
9,1983,4,8E,9
10,1983,4,8E,5
5,1984,4,8E,6
6,1984,4,8E,12
7,1984,4,8E,12
8,1984,4,8E,20
9,1984,4,8E,7
10,1984,4,8E,8
8,1985,4,8E,16
9,1985,4,8E,12
8,1995,4,8E,11
8,2000,4,8E,16
9,2001,4,8E,10
8,2010,4,8E,21
8,1981,4,8G,16
5,1982,4,8G,1
6,1982,4,8G,10
7,1982,4,8G,16
8,1982,4,8G,17
9,1982,4,8G,9
10,1982,4,8G,9
5,1983,4,8G,3
6,1983,4,8G,11
7,1983,4,8G,17
8,1983,4,8G,14
9,1983,4,8G,10
10,1983,4,8G,5
5,1984,4,8G,4
6,1984,4,8G,12
7,1984,4,8G,12
8,1984,4,8G,16
9,1984,4,8G,8
10,1984,4,8G,9
8,1985,4,8G,18
9,1985,4,8G,12
8,1995,4,8G,12
8,2000,4,8G,17
9,2001,4,8G,12
8,2010,4,8G,22
8,1981,4,8I,16
5,1982,4,8I,1
6,1982,4,8I,8
7,1982,4,8I,16
8,1982,4,8I,13
9,1982,4,8I,9
10,1982,4,8I,13
5,1983,4,8I,5
6,1983,4,8I,8
7,1983,4,8I,16
8,1983,4,8I,16
9,1983,4,8I,10
10,1983,4,8I,5
5,1984,4,8I,5
6,1984,4,8I,11
7,1984,4,8I,11
8,1984,4,8I,17
9,1984,4,8I,8
10,1984,4,8I,11
8,1985,4,8I,19
9,1985,4,8I,13
8,1995,4,8I,12
8,2000,4,8I,17
9,2001,4,8I,12
8,2010,4,8I,22
6,1981,5,0A,9
8,1981,5,0A,13
9,1981,5,0A,8
11,1981,5,0A,2
5,1982,5,0A,1
6,1982,5,0A,10
7,1982,5,0A,11
8,1982,5,0A,14
9,1982,5,0A,9
10,1982,5,0A,3
5,1983,5,0A,4
6,1983,5,0A,8
7,1983,5,0A,15
8,1983,5,0A,14
9,1983,5,0A,8
10,1983,5,0A,4
5,1984,5,0A,7
6,1984,5,0A,11
7,1984,5,0A,9
9,1984,5,0A,12
10,1984,5,0A,3
5,1985,5,0A,10
6,1985,5,0A,7
7,1985,5,0A,16
8,1985,5,0A,18
9,1985,5,0A,13
10,1985,5,0A,3
8,1986,5,0A,12
8,1987,5,0A,14
8,1988,5,0A,17
8,1989,5,0A,15
8,1990,5,0A,15
8,1995,5,0A,12
8,2000,5,0A,17
8,2005,5,0A,21
8,2010,5,0A,18
6,1981,5,0C,8
8,1981,5,0C,13
9,1981,5,0C,8
11,1981,5,0C,2
5,1982,5,0C,1
6,1982,5,0C,7
7,1982,5,0C,11
8,1982,5,0C,13
9,1982,5,0C,8
10,1982,5,0C,2
5,1983,5,0C,3
6,1983,5,0C,7
7,1983,5,0C,14
8,1983,5,0C,14
9,1983,5,0C,9
10,1983,5,0C,4
5,1984,5,0C,4
6,1984,5,0C,10
7,1984,5,0C,9
9,1984,5,0C,12
10,1984,5,0C,4
5,1985,5,0C,4
6,1985,5,0C,6
7,1985,5,0C,13
8,1985,5,0C,18
9,1985,5,0C,13
10,1985,5,0C,3
8,1986,5,0C,12
8,1987,5,0C,13
8,1988,5,0C,18
8,1989,5,0C,15
8,1990,5,0C,14
8,1995,5,0C,11
8,2000,5,0C,16
8,2005,5,0C,17
8,2010,5,0C,19
6,1981,5,0E,9
8,1981,5,0E,13
9,1981,5,0E,7
11,1981,5,0E,2
5,1982,5,0E,1
6,1982,5,0E,7
7,1982,5,0E,11
8,1982,5,0E,13
9,1982,5,0E,8
10,1982,5,0E,3
5,1983,5,0E,4
6,1983,5,0E,9
7,1983,5,0E,14
8,1983,5,0E,14
9,1983,5,0E,8
10,1983,5,0E,4
5,1984,5,0E,4
6,1984,5,0E,10
7,1984,5,0E,9
9,1984,5,0E,12
10,1984,5,0E,4
5,1985,5,0E,9
6,1985,5,0E,6
7,1985,5,0E,13
8,1985,5,0E,18
9,1985,5,0E,13
10,1985,5,0E,3
8,1986,5,0E,12
8,1987,5,0E,13
8,1988,5,0E,16
8,1989,5,0E,16
8,1990,5,0E,14
8,1995,5,0E,11
8,2000,5,0E,17
8,2005,5,0E,18
8,2010,5,0E,19
6,1981,5,0G,11
8,1981,5,0G,14
9,1981,5,0G,8
11,1981,5,0G,3
5,1982,5,0G,1
6,1982,5,0G,9
7,1982,5,0G,12
8,1982,5,0G,13
9,1982,5,0G,8
10,1982,5,0G,3
5,1983,5,0G,6
6,1983,5,0G,9
7,1983,5,0G,14
8,1983,5,0G,15
9,1983,5,0G,10
10,1983,5,0G,5
5,1984,5,0G,4
6,1984,5,0G,11
7,1984,5,0G,10
9,1984,5,0G,12
10,1984,5,0G,4
5,1985,5,0G,10
6,1985,5,0G,7
7,1985,5,0G,16
8,1985,5,0G,20
9,1985,5,0G,13
10,1985,5,0G,3
8,1986,5,0G,12
8,1987,5,0G,14
8,1988,5,0G,16
8,1989,5,0G,16
8,1990,5,0G,15
8,1995,5,0G,11
8,2000,5,0G,17
8,2005,5,0G,18
8,2010,5,0G,19
6,1981,5,0I,10
8,1981,5,0I,14
9,1981,5,0I,8
11,1981,5,0I,2
5,1982,5,0I,0
6,1982,5,0I,10
7,1982,5,0I,11
8,1982,5,0I,13
9,1982,5,0I,8
10,1982,5,0I,2
5,1983,5,0I,3
6,1983,5,0I,8
7,1983,5,0I,13
8,1983,5,0I,15
9,1983,5,0I,9
10,1983,5,0I,6
5,1984,5,0I,4
6,1984,5,0I,9
7,1984,5,0I,9
9,1984,5,0I,12
10,1984,5,0I,4
5,1985,5,0I,11
6,1985,5,0I,8
7,1985,5,0I,14
8,1985,5,0I,18
9,1985,5,0I,13
10,1985,5,0I,3
8,1986,5,0I,12
8,1987,5,0I,14
8,1988,5,0I,17
8,1989,5,0I,14
8,1990,5,0I,14
8,1995,5,0I,12
8,2000,5,0I,16
8,2005,5,0I,16
8,2010,5,0I,19
6,1981,5,2A,11
8,1981,5,2A,14
9,1981,5,2A,8
11,1981,5,2A,2
5,1982,5,2A,1
6,1982,5,2A,8
7,1982,5,2A,12
