STAND 7, SURVEY DATE: 1&2 Aug 1984, OBSERVERS: R.A. Ellis (#2), ROWS: 4,6,8, M.S. Ross (#3), ROWS: 0,2,4, DATA ENTRY: 07 Nov 1999 (note: RAE used thermometer ??, MSR used "M")
        note that ARLA contains data from "opposite; white flower with 4 cut petals"; also "All SPRO values for MSR in July are HAHY!!" (this correction was made in July 84 datafile)
        RAE data for Row 4 are given in 4a-4i. (MSR temp data from 0A-C missing; used RAE data; note observers worked on consecutive days!)

Quad  0A    0C    0E    0G    0I    2I    2G    2E    2C    2A    4A    4C    4E    4G    4I    6I    6G    6E    6C    6A    8A    8C    8E    8G    8I    4a    4c    4e    4g    4i

LALA   5.0  12.0   0.1   0.1   0.1   0.01  0.1   0.0   0.5   0.5   0.0   0.0   0.1   0.0   0.0   0.1   0.0   0.5   0.5   1.0   0.5   1.0   0.1   0.1   0.1   0.0   0.5   0.0   0.0   0.0
PIMA  18.0   6.0  18.0  25.0  27.0  16.0  25.0  12.0  23.0  25.0  18.0  17.0   7.0  20.0   9.0  18.0  20.0  25.0  20.0   6.0  15.0   4.0   6.0  17.0  18.0  18.0  17.0   7.0  20.0   9.0
ANPO   1.0   0.5   0.5   2.0   4.0   2.0   0.5   1.0   0.1   0.1   0.1   0.5   1.0   0.5   0.1   3.0   1.0   2.0   3.0   1.0   4.0   7.0   5.0   1.0   1.0   1.0   2.0   3.0   1.0   4.0
BEPU   5.0   2.0   2.0   3.0   4.0   0.0   1.0   9.0   1.0   0.5   0.5   4.0   8.0   3.0   8.0   3.0   1.0   2.0   3.0   1.0   4.0   7.0   5.0   1.0   1.0   1.0   2.0   3.0   1.0   4.0
LEGR   0.0   0.5   5.0   2.0  10.0   6.0   9.0   1.0  14.0  15.0   7.0   5.0   0.1   4.0   1.0   3.0   7.0   4.0   2.0   4.0   0.0   0.0   0.5   5.0   2.0   4.0   4.0   1.0   2.0   1.0
LOCA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   1.0   0.0   0.0   0.0   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
OXMI   0.0   0.1   0.5   0.5   3.0   2.0   1.0   1.0   2.0   0.0   1.0   3.0   2.0   0.5   2.0   0.1   1.0   1.0   0.0   0.5   0.0   0.5   0.1   0.5   0.1   1.0   2.0   1.0   0.5   1.0
SAAR   0.0   0.0   1.0   0.0   1.0   0.0   1.0   0.0   3.0   0.5   0.0   3.0   0.0   0.1   0.0   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
SABE   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   1.0   0.0
SACA   3.0   2.0   1.0   1.0   0.5   1.0   0.5   1.0   2.0   3.0   0.5   1.0   1.0   2.0   3.0   0.5   1.0   0.5   0.5   0.5   0.5   1.0   0.5   0.0   0.1   0.1   0.5   0.1   0.5   1.0
SAMY   0.0   0.0   0.5   0.5   9.0   2.0   4.0   0.0   0.0   8.0  10.0   2.0   0.0   2.0   0.5   0.5   2.0   0.0   1.0   4.0   0.0   0.0   0.0   4.0   3.0   5.0   4.0   0.0   1.0   1.0
