STAND 7, SURVEY DATE: 10 Jul 1982, OBSERVERS: G.H. La Roi (#1), ROWS: 0,2,4A-C, R.A. Ellis (#2), ROWS: 4E-I,6,8, DATA ENTRY: 11 Dec 1998 (note: GHLR used thermometer "Old#1", RAE used ??;"CXIN=very small; CXLI=med. with narrow lvs; CX*=pendulous fruit
   GA2Lf=Arenaria lateriflora?"; note: "CXIN" here is probably CXLI,and "CXLI" & "CXpendulous fruit are probably CXDI, to which they are referred below; "SAGL"=SABE)

Quad  0A    0C    0E    0G    0I    2I    2G    2E    2C    2A    4A    4C    4E    4G    4I    6I    6G    6E    6C    6A    8A    8C    8E    8G    8I    4a    4c    4e    4g    4i
TOGL   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.1   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
CACA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
CXDI   0.5   0.5   0.0   0.1   0.1   0.5   0.0   0.1   0.0   0.1   0.1   0.1   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.5   0.0   0.5   0.1   0.0   0.5   0.0   0.0   0.0   0.0   0.0
CXGY   5.0   4.0   2.0   2.0   2.0   3.0   2.0   2.0   3.0   3.0   2.0   2.0   1.0   1.0   0.5   2.0   0.5   2.0   1.0   1.0   3.0   1.0   1.0   0.5   0.5   0.0   0.0   0.0   0.0   0.0
CXIN   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0

Quad  0A    0C    0E    0G    0I    2I    2G    2E    2C    2A    4A    4C    4E    4G    4I    6I    6G    6E    6C    6A    8A    8C    8E    8G    8I    4a    4c    4e    4g    4i
CXLI   0.0   0.1   0.0   0.0   0.01  0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0
CXAQ   3.0   3.0   4.0   2.0   2.0   2.0   3.0   4.0   2.0   2.0   1.0   1.0   3.0   2.0   2.0   1.0   1.0   3.0   2.0   2.0   2.0   1.0   2.0   1.0   2.0   0.0   0.0   0.0   0.0   0.0
TRMA   0.1   0.01  0.5   0.01  0.0   0.0   0.01  0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   0.0   0.0   0.01  0.0   0.1   0.1   0.1   0.0   0.1   0.0   0.0   0.0   0.0   0.0
EQFL   0.1   0.1   0.0   0.1   0.01  0.01  0.01  0.1   0.1   0.1   0.01  0.1   0.0   0.0   0.0   0.01  0.01  0.0   0.0   0.01  0.01  0.01  0.01  0.01  0.01  0.0   0.0   0.0   0.0   0.0
EQSC   0.01  0.1   0.1   0.1   0.1   0.1   0.01  0.01  0.1   0.0   0.1   0.1   0.01  0.01  0.01  0.01  0.01  0.01  0.01  0.1   0.01  0.01  0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0
MUGL   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
ARUV   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
ERGR   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0
ARLA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.01  0.0   0.0   0.0   0.0   0.0   0.0   0.0
EPPA   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
CXYL   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
CXSO   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
CAIN   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
PIGL   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
CXRO   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
       0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
Temp  60.0  57.0  56.0  47.0  51.0  48.0  47.0  48.0  50.0  43.0  45.0  48.0  54.0  50.0  48.0  54.0  45.0  52.0  54.0  50.0  55.0  54.0  52.0  48.0  48.0   0.0   0.0   0.0   0.0   0.0

