"stand","plot","tag","species_code","DBH_1983_cm","base_coord_N_1983_m","base_coord_S_1983_m","base_coord_E_1983_m","base_coord_W_1983_m","year_dead","fallen_stem_length_1983_m","exit_coord_N_1983_m","exit_coord_S_1983_m","exit_coord_E_1983_m","exit_coord_W_1983_m","year_fallen_1983","age_1983","stem_height_1983_m","stem_lean_amt_scaled_1983","stem_lean_dir_1983","stem_lean_amt_1991","stem_lean_dir_1991","stem_lean_amt_2000","stem_lean_dir_2000","crown_width_NS_1983_m","crown_width_EW_1983_m","height_to_crown_1983_m","fill_perc_1983","BSD_1983","radial_10year_inc_1983_mm","DBH_1991_cm","DBH_2000_cm","height_2000_m","tree_code_2000","fire_code_2000","comments"
"6","0C","4946","PIGL",3.5,NA,"0.2","0.3",NA,"1982","5.7","0","0","0.3",NA,"1988",NA,"5.6","S","SSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",NA,NA,"DD",NA,"Three exit coordinates??; data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
"6","0C","4947","PIGL",3.8,NA,"0.2","0.9",NA,"1982","4.5","1.4",NA,NA,"0.7","1984",NA,"5.3","M","NW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.9",NA,NA,"DD",NA,""
"6","0C","4948","PIGL",5.2,NA,"0.2","1.9",NA,"1991",NA,NA,NA,NA,NA,NA,"48","7.1","S","NE",NA,NA,"45","SE","1.8","1","5.2","15",NA,"1.87","5.3",NA,NA,"DL",NA,""
"6","0C","4950","PIGL",3,NA,"0.3","2.4",NA,"1982","3.3",NA,"2.2","0",NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.8",NA,NA,"DD",NA,""
"6","0C","4949","PIGL",5.2,NA,"0.6","2.2",NA,"1982",NA,NA,NA,NA,NA,NA,NA,"7.6","S","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.5",NA,NA,"DD",NA,""
"6","0C","4945","PIGL",3.5,NA,"1.3","1",NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.7",NA,NA,"DD",NA,""
"6","0C","4944","PIGL",3,NA,"1.7","0.3",NA,"1982","4","0",NA,"1.4",NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"6","0C","4951","PIGL",8.2,NA,"1.9",NA,"1.3",NA,NA,NA,NA,NA,NA,NA,NA,"10.3","O","Z",NA,NA,NA,NA,"1.6","2.3","7.7","45",NA,NA,"8.8","8.5",NA,"DB2",NA,""
"6","0C","4937","PIGL",7.5,"0",NA,"0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.3","O","Z",NA,NA,NA,NA,"1.8","2","4.1","55",NA,NA,"8.3","8.3",NA,"DB2",NA,""
"6","0C","4938","PIGL",3,"0.3",NA,"0.9",NA,"1982",NA,NA,NA,NA,NA,NA,NA,"4.1","M","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.3",NA,NA,"DD",NA,""
"6","0C","4940","PIGL",6.8,"0.5",NA,"2",NA,"1985","9.2","0","0","1.5",NA,"1987","42","9.3","S","NW",NA,NA,NA,NA,"2","1.9","6.4","80",NA,"2.49","7.2",NA,NA,NA,NA,"Three exit coordinates??; data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
"6","0C","4954","PIGL",5,"1",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA,"54","5.4","M","NE",NA,NA,"10","NE","1.9","1.8","3.4","20",NA,"0.94","5.4","5.3",NA,"DL",NA,""
"6","0C","4939","PIGL",7.2,"1.1",NA,"0.8",NA,"1985","1.9","0.8",NA,"0","0","1987","52","10.6","S","N",NA,NA,NA,NA,"1.5","1.8","5.6","75",NA,"2.92","7.4",NA,NA,NA,NA,""
"6","0C","4941","PIGL",11.2,"1.1",NA,"2.4",NA,"1987","14.3","0","0","2.1",NA,"1987",NA,"14.6","S","SE",NA,NA,NA,NA,"3.1","3.1","8.4","80",NA,NA,"11.8",NA,NA,"DD",NA,"Three exit coordinates??; data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
"6","0C","4943","PIGL",4,"1.9",NA,"1.3",NA,"1982","4",NA,"0","0.8",NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"6","0C","4942","PIGL",8.5,"1.9",NA,"1.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","S","SSE",NA,NA,NA,NA,"1.9","1.9","8.5","90",NA,NA,"10.1","12","14.9",NA,NA,""
"6","0D","4931","PIGL",4.2,NA,"0.2",NA,"1.1","2001",NA,NA,NA,NA,NA,NA,"59","4.3","O","Z",NA,NA,NA,NA,"1.7","1.9","1.9","30",NA,"1.24","5","4.9",NA,"DD",NA,""
"6","0D","4932","PIGL",7.5,NA,"1.1",NA,"0","2001",NA,NA,NA,NA,NA,NA,NA,"10.8","S","W",NA,NA,"20","N","2.1","2.3","5.5","75",NA,NA,"8.4","8.1",NA,"DB2",NA,""
"6","0D","4933","PIGL",6.5,NA,"1.6",NA,"0.2","1991",NA,NA,NA,NA,NA,NA,"57","9.8","O","Z",NA,NA,NA,NA,"1.7","2.4","4.9","75",NA,"2.69","6.8",NA,NA,"DS",NA,""
"6","0D","4934","PIGL",9,NA,"2.4",NA,"0.3",NA,NA,NA,NA,NA,NA,NA,NA,"9.2","S","N",NA,NA,NA,NA,"1.8","3","2.7","65",NA,NA,"9.7","9.8","6.8","LB",NA,""
"6","0D","4929","POTR",28.5,"0.7",NA,NA,"1.1","1982","4.7",NA,"0","2",NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"6","0D","4936","PIGL",4.8,"1.1",NA,NA,"0.4","2001",NA,NA,NA,NA,NA,NA,"60","5.6","S","NE",NA,NA,NA,NA,"2","2","3.9","40",NA,"1.06","5.2","5.1",NA,"DD",NA,""
"6","0D","4935","PIGL",3.8,"1.5",NA,NA,"0.4","1983",NA,NA,NA,NA,NA,NA,NA,"3.7","S","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.8",NA,NA,"DS",NA,""
"6","0D","4930","POTR",17.5,"1.9",NA,"1.5",NA,"1982","3.8",NA,"0",NA,"2.3","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"6","0E","4927","ABBA",5,NA,"0.9",NA,"1.5",NA,NA,NA,NA,NA,NA,NA,"28","5.7","O","Z",NA,NA,NA,NA,"2.7","2.7","0.2","55",NA,"18.62","9.1","12.6","12.4",NA,NA,""
"6","0E","4926","PIGL",35.8,NA,"2.3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.4","M","S",NA,NA,NA,NA,"4.3","3.4","8.2","95",NA,NA,"38.5","39.2","27.9",NA,NA,""
"6","0E","4925","PIGL",24,NA,"2.5","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.2","M","S",NA,NA,NA,NA,"4.4","3.3","4.6","90",NA,NA,"25.8","25.8","14.6",NA,NA,""
"6","0E","4928","POTR",4.8,"2.1",NA,"1.6",NA,"1982",NA,NA,NA,NA,NA,NA,NA,"4.3","S","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.7",NA,NA,"DS",NA,"6 m snag, up against #4926 (1991); crossed out in original data sheet, but entered in spreadsheet- therefore left as is (2003)"
"6","0F","4923","PIGL",12.8,"0.5",NA,"1.9",NA,"1982",NA,NA,NA,NA,NA,NA,NA,"11.7","S","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA,"DS",NA,""
"6","0F","4924","PIGL",55.2,"1",NA,NA,"2.2",NA,NA,NA,NA,NA,NA,NA,NA,"31.3","S","E",NA,NA,NA,NA,NA,"6.2","17.2","95",NA,NA,"53","55","35.8",NA,NA,""
"6","0F","3699","PIGL",37.2,"2.5",NA,"0.4",NA,"2001",NA,NA,NA,NA,NA,NA,NA,"24","O","Z",NA,NA,NA,NA,"3.9","3.9","8.2","95",NA,NA,"38.8","38.9","23","DS",NA,"Joined at base with #3698 (2000)"
"6","0F","3698","PIGL",12.5,"2.5",NA,"0.4",NA,"1982",NA,NA,NA,NA,NA,NA,NA,"11.8","M","NE",NA,NA,NA,NA,"6.6","1.9","5.2","90",NA,NA,"13",NA,NA,"DS",NA,""
"6","0F","4922","PIGL",15,"2.6",NA,"0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.5","S","SW",NA,NA,NA,NA,"3.3","3.1","1","95",NA,NA,"16.7","16.8","15.1",NA,NA,""
"6","0G","3693","PIGL",33.5,NA,"0.2","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"29","S","S",NA,NA,NA,NA,"3.3","2.9","10.8","90",NA,NA,"35.5","35.3",NA,"DB2",NA,""
"6","0G","3694","PIGL",23.8,NA,"1.4","0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.6","S","E",NA,NA,NA,NA,"2.6","2.2","13.3","95",NA,NA,"25.7","26.6","27.6",NA,NA,""
"6","0G","3696","PIGL",16.2,NA,"1.4","1.5",NA,"1985",NA,NA,NA,NA,NA,NA,NA,"13.4","S","SSE",NA,NA,NA,NA,"2.4","1.9","6.9","90",NA,NA,"17.3",NA,NA,"DS",NA,"Joined at breast height with #3695 (2000)"
"6","0G","3695","PIGL",27,NA,"1.4","1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.3","S","W",NA,NA,NA,NA,"3.7","3.1","9.3","50",NA,NA,"28.8","30.1","24.1",NA,NA,""
"6","0G","5071","PIGL",13.2,"1.3",NA,"1.6",NA,"1982","11.5","0",NA,"1.5",NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.4",NA,NA,"DD",NA,""
"6","0G","3697","PIGL",9.5,"1.3",NA,"1.6",NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.7",NA,NA,"DD",NA,""
"6","0H","3692","PIGL",45,NA,"2.4",NA,"1.7",NA,NA,NA,NA,NA,NA,NA,NA,"32","S","S",NA,NA,NA,NA,"7.2","6.6","5","90",NA,NA,"48.6","49.2","33.7",NA,NA,""
"6","0I","3691","POTR",36,"0.5",NA,NA,"0.2",NA,NA,NA,NA,NA,NA,NA,NA,"27.8","L","SSW",NA,NA,NA,NA,"8.1","8.1","18.8","40",NA,NA,"38.1","37.1",NA,"DD",NA,""
"6","1A","4963","PIGL",7.8,NA,"1.3",NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,"10.5","O","Z",NA,NA,NA,NA,"2.6","2.1","3.9","60",NA,NA,"10","12.4","15",NA,NA,""
"6","1A","5039","PIGL",6,NA,"1.4",NA,"0.8",NA,NA,NA,NA,NA,NA,NA,"59","7.9","S","S",NA,NA,NA,NA,"2.4","2.6","1.2","70",NA,"4.32","7.3","8.1","9.5",NA,NA,""
"6","1A","5041","POTR",2.8,NA,"1.7",NA,"0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,"Gone (2000)"
"6","1A","5040","PIGL",5.2,NA,"1.9",NA,"0.9",NA,NA,NA,NA,NA,NA,NA,"47","7.2","S","N",NA,NA,NA,NA,"2.3","2","1.6","75",NA,"3.89","6.8","8.2","8.9",NA,NA,""
"6","1B","5050","PIGL",4.2,NA,"0.4","0.6",NA,"1991","6.9","0","0",NA,"2.3","1987","34","5.5","L","NNW",NA,NA,NA,NA,"0.4","0.7","3.9","20",NA,"4","4.6",NA,NA,"DD",NA,"Three exit coordinates??; data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
"6","1B","5049","PIGL",2.8,NA,"1","0",NA,"1982","3.2","1.5",NA,"2.2",NA,"1987",NA,"4.2","L","NW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,"Data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
"6","1B","5048","PIGL",8.8,NA,"1.9","1.4",NA,NA,NA,NA,NA,NA,NA,NA,"59","10","O","Z",NA,NA,NA,NA,"3.2","3.2","4.5","50","10.9","10.33","11.3","14.2","15.1",NA,NA,"Changed stemheight in 1983 from 1.0 to 10.0."
"6","1B","5042","PIGL",4,"0.1",NA,NA,"0.1","2001",NA,NA,NA,NA,NA,NA,"52","6","S","NE",NA,NA,NA,NA,"1.3","2","1.5","50",NA,"4.09","6","6.2",NA,"DB2",NA,""
"6","1B","5043","PIGL",2.5,"0.2",NA,NA,"0.7","2001",NA,NA,NA,NA,NA,NA,"41","3.9","S","E",NA,NA,NA,NA,"1.3","1.2","1.6","30",NA,"1.88","3","2.9",NA,"DD",NA,""
"6","1B","5047","ABBA",10,"0.5",NA,"0.7",NA,"1991","12","2.2",NA,"0","0","1988","40","10.8","O","Z",NA,NA,NA,NA,"3.5","3","1.2","80","12.6","19.47","13.6",NA,NA,"DB2",NA,"2 m snag,top exit coords E 4.5 (1991); three exit coordinates??; data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
"6","1B","5044","PIGL",5,"1.4",NA,NA,"0.6",NA,NA,NA,NA,NA,NA,NA,"52","5.5","O","Z",NA,NA,NA,NA,"1.8","1.9","2","55",NA,"7.69","6.5","8.5","8.6",NA,NA,""
"6","1B","5045","PIGL",4.5,"1.4",NA,NA,"2.1","2001",NA,NA,NA,NA,NA,NA,"45","5.3","S","W",NA,NA,NA,NA,"1.9","1.3","2.2","70",NA,"3.18","5.3","5.1",NA,"DD",NA,""
"6","1B","5046","PIGL",6.5,"1.7",NA,"2.2",NA,"1991","7.8","0","0",NA,"2.3","1987","59","7.4","O","Z",NA,NA,NA,NA,"2.7","2","3.9","75",NA,"4.14","7.1",NA,NA,"DD",NA,"Three exit coordinates??; data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
"6","1C","5051","PIGL",7.8,NA,"0.6",NA,"1.4",NA,NA,NA,NA,NA,NA,NA,"57","10.1","O","Z",NA,NA,NA,NA,"2.5","2.4","4.5","60","9.7","9.85","10","13.2","15.1",NA,NA,""
"6","1C","5053","PIGL",4.8,NA,"0.9",NA,"0.6","1982","3.8","0","0","2.2",NA,"1988",NA,"5.2","M","NW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,"Three exit coordinates??; data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
"6","1C","5052","PIGL",3,NA,"0.9",NA,"0.9","1982","0.5",NA,"0.7",NA,"0","1985",NA,"1.8","E","SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"6","1C","5054","PIGL",5.8,NA,"1.4",NA,"0.6",NA,NA,NA,NA,NA,NA,NA,"60","6.8","S","W",NA,NA,NA,NA,"2.3","2.7","3.3","20",NA,"3.25","6.5","6.8","7.8",NA,NA,""
"6","1C","5059","PIGL",5.5,"0.1",NA,"2.4",NA,NA,NA,NA,NA,NA,NA,NA,"63","5.9","O","Z",NA,NA,NA,NA,"2.3","2.2","2.2","50",NA,"5.31","7.7","9.9","9.5",NA,NA,""
"6","1C","5058","PIGL",4,"0.2",NA,NA,"0.7","1991","4.9","0","0",NA,"0.7","1988","45","4.7","O","Z",NA,NA,NA,NA,"1.4","1.8","2.4","20",NA,"1.71","4.2",NA,NA,"DD",NA,"Three exit coordinates??; data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
"6","1C","5057","PIGL",9.8,"1.1",NA,NA,"0.9","1991","9.8",NA,"2.4","0","0","1988","57","9.8","O","Z",NA,NA,NA,NA,"2.8","2.3","4.5","75","12.4","4.62","10.9",NA,NA,"DD",NA,"Three exit coordinates??; data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
"6","1C","5056","PIGL",6.5,"1.8",NA,NA,"1.1",NA,NA,NA,NA,NA,NA,NA,"55","7.3","S","S",NA,NA,"20","S","2","2.3","4.1","55",NA,"5.42","7.9","8.4",NA,"LL",NA,""
"6","1C","5055","PIGL",2.8,"2.1",NA,NA,"0.8","1982","3.5","2.1",NA,"0",NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"6","1D","5060","PIGL",4.5,"1.9",NA,NA,"0.3",NA,NA,NA,NA,NA,NA,NA,"55","4.5","S","E",NA,NA,NA,NA,"2","2.1","1.7","40",NA,"5.52","5.5","5.8","4",NA,NA,"Broken top, could not locate upper half of tree (1983); broken top (1991)"
"6","1E","5063","POTR",13,NA,"1.4",NA,"1.9","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.9",NA,NA,"DS",NA,"6 m snag, leaning up against #5062 (1991); assumed this comment was for #5063 not #6063 as in the datasheet - # not in this stand, crossed out in data sheet (2003)"
"6","1E","5062","PIGL",65.2,NA,"2.3",NA,"0.8",NA,NA,NA,NA,NA,NA,NA,NA,"33.5","O","Z",NA,NA,NA,NA,"8","6.3","14.5","90","6.8","20.4","66.7","70.7","32.3",NA,NA,""
"6","1E","5061","POTR",24.2,NA,"3.1",NA,"0.3","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.7",NA,NA,"DB2",NA,"6 m snag, joined with # 5062 above 1.5 m (1991)"
"6","1F","5066","PIGL",6.2,NA,"0.6",NA,"2","1991",NA,NA,NA,NA,NA,NA,"101","7","M","SE",NA,NA,NA,NA,"1.8","1.9","2.2","90",NA,"1.41","6.6",NA,NA,"DL",NA,""
"6","1F","5067","PIGL",3.8,NA,"0.6",NA,"2","1982",NA,NA,NA,NA,NA,NA,NA,"3.9","L","SE",NA,NA,"10","SE",NA,NA,NA,NA,NA,NA,"3.8",NA,NA,"DL",NA,""
"6","1F","5064","PIGL",26.8,NA,"0.8",NA,"1",NA,NA,NA,NA,NA,NA,NA,"132","26.2","O","Z",NA,NA,NA,NA,"2","2.1","12.8","85","31.2","5.44","28.1","28.4","28.4",NA,NA,""
"6","1F","5065","PIGL",36.8,NA,"1.8",NA,"1.4",NA,NA,NA,NA,NA,NA,NA,"136","30.2","S","W",NA,NA,NA,NA,"4.7","3.8","12.8","70","43.8","6.21","38.2","39.1","32.3",NA,NA,""
"6","1F","5068","ABBA",3.2,NA,"2.4","0",NA,NA,NA,NA,NA,NA,NA,NA,"28","3.1","O","Z",NA,NA,NA,NA,"2.7","3.3","0.2","40",NA,"5.2","6.6","8.7","7.9",NA,NA,""
"6","1G","5070","PIGL",36.2,NA,"0.5","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"108","28.6","O","Z",NA,NA,NA,NA,"4.5","4.7","19.6","90","44","7.24","39.5","39.5","31.9",NA,NA,""
"6","1G","5069","POTR",21.8,NA,"1.9",NA,"1","1982","8",NA,"0.1",NA,"0","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"6","1H","5072","PIGL",5,NA,"0.2",NA,"1.2","1983",NA,NA,NA,NA,NA,NA,NA,"5.3","O","Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.4",NA,NA,"DD",NA,""
"6","1H","5073","PIGL",9.2,NA,"0.8","1.7",NA,"2001",NA,NA,NA,NA,NA,NA,"86","9.9","O","Z",NA,NA,NA,NA,"2.8","2.6","4.3","75","12.8","2.31","10.5","10.2","9.9","DS",NA,""
"6","1H","5074","BEPA",14.5,"1.8",NA,"0",NA,"2001",NA,NA,NA,NA,NA,NA,"126","9.5","S","E",NA,NA,NA,NA,"2.6","2.5","2.6","65","16.8","1.36","14.8","14.6",NA,"DB2",NA,""
"6","1I","5076","POTR",27,"0.6",NA,NA,"0","1982","13.8",NA,"0","0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"6","1I","5077","ABBA",3.8,"1.1",NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,"4.7","O","Z",NA,NA,NA,NA,"1.7","1.8","0.3","60",NA,NA,"6.5","8.7","9.7",NA,NA,""
"6","1I","5078","ABBA",5.5,"2",NA,"0.2",NA,NA,NA,NA,NA,NA,NA,NA,"43","7","O","Z",NA,NA,NA,NA,"2.6","2.6","0.1","45",NA,"13.81","8.1","10","11.6",NA,NA,""
"6","1J","5075","PIGL",50,NA,"0.2",NA,"0.2",NA,NA,NA,NA,NA,NA,NA,NA,"29.8","S","E",NA,NA,NA,NA,"8.4","7.8","3.3","80",NA,NA,"50.8","53.1","28.7",NA,NA,""
"6","1J","5079","ABBA",6.5,"0",NA,NA,"2.4",NA,NA,NA,NA,NA,NA,NA,NA,"6.9","O","Z",NA,NA,NA,NA,"2.4","2.7","0.2","75",NA,NA,"10","12.4","11",NA,NA,""
"6","1J","4607","ABBA",6.2,"1.3",NA,"2.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.5","O","Z",NA,NA,NA,NA,"1.8","2.7","1.1","65",NA,NA,"8","8.7","9.9",NA,NA,""
"6","1J","4609","ABBA",8,"2.2",NA,"1.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.3","O","Z",NA,NA,NA,NA,"2.7","2.7","0.3","90",NA,NA,"11.7","15.6","15.7",NA,NA,""
"6","1J","4608","ABBA",6.2,"2.2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"25","7","O","Z",NA,NA,NA,NA,"2.8","2.3","0.2","90",NA,"15.48","8.6","10.1","9.9",NA,NA,""
"6","2A","5037","POTR",50,NA,"0.9",NA,"0.8","2001",NA,NA,NA,NA,NA,NA,NA,"24.6","M","S",NA,NA,NA,NA,"7.1","5.5","16.8","50",NA,NA,"50.9",NA,NA,"DB1",NA,""
"6","2A","5038","PIGL",3.5,NA,"1.5",NA,"1.4",NA,NA,NA,NA,NA,NA,NA,"47","3.5","O","Z",NA,NA,NA,NA,"1.7","1.6","0.9","40",NA,"6.15","4.5","6.3","6.5",NA,NA,""
"6","2A","5036","PIGL",33,NA,"1.6","2.4",NA,"1984","1.7","1.4",NA,NA,"0","1985",NA,"20.2","O","Z",NA,NA,NA,NA,"2.8","2.4","11.8","70",NA,NA,"31",NA,NA,"DB2",NA,"2 m snag (1991)"
"6","2A","5009","ABBA",8.2,"1.9",NA,"2.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.4","O","Z",NA,NA,NA,NA,"2.6","1.5","2.2","80",NA,NA,"10.6","13.2","14",NA,NA,""
"6","2A","5008","ABBA",4.2,"2.1",NA,"1.8",NA,NA,NA,NA,NA,NA,NA,NA,"31","5.2","O","Z",NA,NA,NA,NA,"2.1","2.1","0.6","90",NA,"7","6.3","8.5","10.1",NA,NA,""
"6","2A","5010","PIGL",4.5,"2.4",NA,NA,"1.9",NA,NA,NA,NA,NA,NA,NA,"61","3.6","S","W",NA,NA,NA,NA,"1.7","1.5","2.2","50",NA,"4.81","5.2","5.8","5.7",NA,NA,""
"6","2B","5033","ABBA",2.8,NA,"0.9",NA,"1","2001",NA,NA,NA,NA,NA,NA,NA,"4.4","S","WSW",NA,NA,"85","SE","1.5","1.9","1.5","70",NA,NA,"4.8","6",NA,"LL",NA,""
"6","2B","5034","PIGL",5,NA,"1",NA,"1.8","2001",NA,NA,NA,NA,NA,NA,"45","4.7","O","Z",NA,NA,NA,NA,"2","2.1","2.6","15",NA,"6.56","5.6","6.1",NA,"DD",NA,""
"6","2B","5032","PIGL",5.8,NA,"1.2",NA,"0",NA,NA,NA,NA,NA,NA,NA,"53","6.3","S","N",NA,NA,NA,NA,"1.9","1.7","2","20",NA,"16.11","7.7","10.5","10.1",NA,NA,""
"6","2B","5035","PIGL",4.8,NA,"1.8","2.4",NA,"1991",NA,"2",NA,"0","0","1988","56","5.9","S","W","65","W",NA,NA,"1.7","1.7","1.9","40",NA,"8.25","6.2",NA,NA,NA,NA,"Three exit coordinates??; data is different than the original data sheet, but left as is, b/c it is the original data entry (2003)"
