"stand","plot","tag","species_code","DBH_1983_cm","base_coord_N_1983_m","base_coord_S_1983_m","base_coord_E_1983_m","base_coord_W_1983_m","year_dead","fallen_stem_length_1983_m","exit_coord_N_1983_m","exit_coord_S_1983_m","exit_coord_E_1983_m","exit_coord_W_1983_m","year_fallen_1983","age_1983","stem_height_1983_m","stem_lean_amt_scaled_1983","stem_lean_dir_1983","stem_lean_amt_1991","stem_lean_dir_1991","stem_lean_amt_2000","stem_lean_dir_2000","crown_width_NS_1983_m","crown_width_EW_1983_m","height_to_crown_1983_m","fill_perc_1983","BSD_1983","radial_10year_inc_1983_mm","DBH_1991_cm","DBH_2000_cm","height_2000_m","tree_code_2000","fire_code_2000","comments"
"7","0D","6723","PIMA",3,"2.1",NA,"0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","O","Z",NA,NA,NA,NA,"0.5","0.6","2.5","50",NA,NA,"1.4","3.6",NA,NA,NA,""
"7","0D","6722","PIMA",3.2,"2.2",NA,"0.4",NA,NA,NA,NA,NA,NA,NA,NA,"61","3.9","S","E",NA,NA,NA,NA,"0.6","0.6","2.2","60",NA,"2.36","1.4","4.3",NA,NA,NA,""
"7","0D","6721","PIMA",4,"2.2",NA,"1.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","O","Z",NA,NA,NA,NA,"0.6","0.7","2","80",NA,NA,"1.7","5.5",NA,NA,NA,""
"7","0D","6720","PIMA",2.8,"2.2",NA,"1.7",NA,"1982",NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.1",NA,NA,"DS",NA,""
"7","0D","6719","PIMA",8.5,"2.3",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"64","5.2","S","W",NA,NA,NA,NA,"0.8","1.1","1.8","95","7.6","6.94","2.6","7.3","6.3",NA,NA,""
"7","0E","6832","PIMA",3.5,NA,"0.1",NA,"1.3",NA,NA,NA,NA,NA,NA,NA,NA,"4","L","SE",NA,NA,NA,NA,"0.7","0.6","1","40",NA,NA,"1.5","4.3","4.5",NA,NA,""
"7","0E","6833","PIMA",6.5,NA,"0.3",NA,"1.2",NA,NA,NA,NA,NA,NA,NA,NA,"4.8","S","S",NA,NA,NA,NA,"0.9","0.7","1.4","50",NA,NA,"2.7","7",NA,NA,NA,""
"7","0E","6834","PIMA",6.5,NA,"0.4",NA,"0.8",NA,NA,NA,NA,NA,NA,NA,"48","5.2","S","W",NA,NA,NA,NA,"1.3","0.8","1.4","80",NA,"2.9","2.8","7.7",NA,NA,NA,""
"7","0E","6836","PIMA",6,NA,"1.1",NA,"0.6",NA,NA,NA,NA,NA,NA,NA,NA,"5.6","S","S",NA,NA,NA,NA,"1","0.9","1.4","90",NA,NA,"2.6","6.8",NA,NA,NA,""
"7","0E","6837","PIMA",4.5,NA,"1.4",NA,"0.4",NA,NA,NA,NA,NA,NA,NA,NA,"3.5","S","S",NA,NA,NA,NA,"0.8","1","1.1","60",NA,NA,"1.7","5.2",NA,NA,NA,""
"7","0E","6835","PIMA",6,NA,"1.4",NA,"0.8",NA,NA,NA,NA,NA,NA,NA,NA,"5.8","S","SE",NA,NA,NA,NA,"0.8","1.1","0.7","85",NA,NA,"2.8","7.3","7.3",NA,NA,""
"7","0E","6838","PIMA",5,NA,"1.5",NA,"0.3",NA,NA,NA,NA,NA,NA,NA,"61","4.3","O","Z",NA,NA,NA,NA,"1.1","1","2.5","90",NA,"2.52","2.1","5.8","5.6",NA,NA,""
"7","0E","6830","PIMA",6.8,NA,"1.6","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.2","M","SE",NA,NA,NA,NA,"1.4","1.4","0.9","95",NA,NA,"3","8.5",NA,NA,NA,""
"7","0E","6831","PIMA",2.8,NA,"2.3","1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.8","S","W",NA,NA,NA,NA,"1","0.8","0.7","80",NA,NA,"1.3","4.4",NA,NA,NA,""
"7","0E","6724","PIMA",2.8,"0.1",NA,NA,"1.3",NA,NA,NA,NA,NA,NA,NA,NA,"3.3","S","NW",NA,NA,NA,NA,"0.7","0.5","1.6","75",NA,NA,"1.2","3.6",NA,NA,NA,""
"7","0E","6827","PIMA",2.8,"0.3",NA,"1.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","O","Z",NA,NA,NA,NA,"0.6","0.8","1.3","80",NA,NA,"1.2","3.7","4",NA,NA,""
"7","0E","6829","PIMA",3.8,"0.7",NA,"0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.8","O","Z",NA,NA,NA,NA,"1.1","0.8","0.5","40",NA,NA,"1.8","4.5",NA,NA,NA,""
"7","0E","6828","PIMA",4.5,"0.7",NA,"0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.2","S","SW",NA,NA,NA,NA,"1","0.9","0.5","80",NA,NA,"2.1","5.9",NA,NA,NA,""
"7","0E","6826","PIMA",6.2,"1.2",NA,"1.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.1","S","S",NA,NA,NA,NA,"0.8","0.7","1.8","80",NA,NA,"2.4","7.3",NA,NA,NA,""
"7","0E","6824","PIMA",3,"1.5",NA,NA,"1.7","2000",NA,NA,NA,NA,NA,NA,NA,"2.7","S","W",NA,NA,NA,NA,"0.6","0.8","1","50",NA,NA,"1.3","3","3.3","DS",NA,"Dead top (1991)"
"7","0E","6725","PIMA",5.2,"1.6",NA,NA,"0.8",NA,NA,NA,NA,NA,NA,NA,NA,"4.3","S","S",NA,NA,NA,NA,"1.2","1.1","1.5","85",NA,NA,"1.4","6.9","5.9",NA,NA,""
"7","0E","6726","PIMA",6.2,"1.6",NA,NA,"1.7","1984",NA,NA,NA,NA,NA,NA,NA,"5.2","S","S",NA,NA,NA,NA,"0.7","0.7","2.1","80",NA,NA,"2.7",NA,NA,"DL",NA,""
"7","0E","6823","PIMA",3,"1.8",NA,NA,"2.1",NA,NA,NA,NA,NA,NA,NA,NA,"3.6","O","Z",NA,NA,NA,NA,"0.8","0.7","1","75",NA,NA,"1.6","5.1","5.3",NA,NA,""
"7","0F","6839","PIMA",11,NA,"0.3",NA,"1",NA,NA,NA,NA,NA,NA,NA,"55","8.8","S","S",NA,NA,NA,NA,"1.1","1.5","0.6","95","13.6","6.25","4.7","12.8","9.7",NA,NA,""
"7","0F","6840","PIMA",4.2,NA,"0.5",NA,"1.2","2000",NA,NA,NA,NA,NA,NA,NA,"4.2","O","Z",NA,NA,NA,NA,"0.6","0.8","2.2","60",NA,NA,"1.8","5.3",NA,"DS",NA,"Year dead (2000) is not in the data sheet (only in the spreadsheet) - left as is (2003)"
"7","0F","6842","PIMA",6.2,NA,"0.5",NA,"1.4",NA,NA,NA,NA,NA,NA,NA,NA,"5.4","S","NE",NA,NA,NA,NA,"0.8","0.7","2","60",NA,NA,"2.5","6.4",NA,NA,NA,""
"7","0F","6841","PIMA",2.8,NA,"0.8",NA,"1.2",NA,NA,NA,NA,NA,NA,NA,"44","2.5","S","N",NA,NA,NA,NA,"0.9","1.2","0.8","85",NA,"3.45","1.2","3.7",NA,NA,NA,""
"7","0F","6844","PIMA",3.8,NA,"0.8","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","S","S",NA,NA,NA,NA,"0.7","0.8","1.4","75",NA,NA,"1.7","4.9",NA,NA,NA,""
"7","0F","6843","PIMA",4,NA,"1.5",NA,"1.8",NA,NA,NA,NA,NA,NA,NA,NA,"3.7","O","Z",NA,NA,NA,NA,"1","0.8","1","80",NA,NA,"1.8","5","5.2",NA,NA,""
"7","0F","6845","PIMA",3.2,NA,"1.6","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.2","S","SW",NA,NA,NA,NA,"0.9","0.9","1","60",NA,NA,"1.5","4.6","4.2",NA,NA,""
"7","0F","6846","PIMA",3.5,NA,"1.9","0.2",NA,NA,NA,NA,NA,NA,NA,NA,"43","3.4","S","E",NA,NA,NA,NA,"0.8","0.7","1.3","75",NA,"3.52","1.6","4.6",NA,NA,NA,""
"7","0F","6849","PIMA",3.2,"0.1",NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.8","O","Z",NA,NA,NA,NA,"0.9","1","0.6","65",NA,NA,"1.5","4.4",NA,NA,NA,""
"7","0F","6655","PIMA",3.2,"2",NA,NA,"2.2",NA,NA,NA,NA,NA,NA,NA,NA,"3.8","S","SE",NA,NA,NA,NA,"0.5","0.6","1.8","40",NA,NA,"1.3","4.1","5",NA,NA,""
"7","0F","6852","PIMA",2.5,"0.5",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.6","S","N",NA,NA,NA,NA,"0.8","0.9","1.3","80",NA,NA,"1.1","4.1",NA,NA,NA,""
"7","0F","6854","PIMA",8,"0.6",NA,NA,"1.8",NA,NA,NA,NA,NA,NA,NA,"56","6.2","S","N",NA,NA,NA,NA,"1.6","1.2","1.5","90","10.4","8.83","3.5","9.8",NA,NA,NA,""
"7","0F","6652","PIMA",4,"0.9",NA,NA,"1.8",NA,NA,NA,NA,NA,NA,NA,NA,"4.2","M","WSW",NA,NA,NA,NA,"0.6","0.7","1.9","65",NA,NA,"1.7","5.2","5.4",NA,NA,""
"7","0F","6853","PIMA",4,"0.9",NA,NA,"2.5",NA,NA,NA,NA,NA,NA,NA,NA,"4.2","O","Z",NA,NA,NA,NA,"0.8","0.6","1.2","75",NA,NA,"1.9","4.8",NA,NA,NA,""
"7","0F","6850","PIMA",4.8,"1",NA,"1.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5","S","SE",NA,NA,NA,NA,"0.9","0.7","1.4","65",NA,NA,"2.2","5.6",NA,NA,NA,""
"7","0F","6851","PIMA",4,"1",NA,"1.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.2","O","Z",NA,NA,NA,NA,"0.8","0.7","1","60",NA,NA,"1.8","5.2","5.1",NA,NA,""
"7","0F","6848","PIMA",7,"0.5",NA,"0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.5","S","S",NA,NA,NA,NA,"1.2","1.2","1.2","75",NA,NA,"2.9","8.4",NA,NA,NA,""
"7","0F","6653","PIMA",4.8,"1.6",NA,NA,"1.1",NA,NA,NA,NA,NA,NA,NA,NA,"4.8","O","Z",NA,NA,NA,NA,"0.9","0.6","1.6","50",NA,NA,"2","5.2",NA,NA,NA,""
"7","0F","6654","PIMA",9.2,"1.9",NA,NA,"1.5",NA,NA,NA,NA,NA,NA,NA,"56","6.5","O","Z",NA,NA,NA,NA,"1.2","1.2","2.3","75","12","7.8","3.9","10.6",NA,NA,NA,""
"7","0F","6847","PIMA",4.2,"2",NA,"1.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.6","S","S",NA,NA,NA,NA,"1","0.9","1.1","80",NA,NA,"1.8","5.5","4.9",NA,NA,""
"7","0G","6661","PIMA",2.5,NA,"0.2",NA,"1.3",NA,NA,NA,NA,NA,NA,NA,NA,"3","M","NE",NA,NA,NA,NA,"0.8","0.6","1.1","60",NA,NA,"1.1","3.4","3.7",NA,NA,""
"7","0G","6663","PIMA",3.2,NA,"0.3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.3","S","NW",NA,NA,NA,NA,"0.8","0.8","1.2","75",NA,NA,"1.5","4.9",NA,NA,NA,""
"7","0G","6656","PIMA",3.5,NA,"0.4",NA,"0.6",NA,NA,NA,NA,NA,NA,NA,"56","4.1","S","NW",NA,NA,NA,NA,"0.4","0.8","1.8","45",NA,"3.75","1.3","3.7","5",NA,NA,""
"7","0G","6657","PIMA",4,NA,"0.5",NA,"0.7",NA,NA,NA,NA,NA,NA,NA,NA,"4.2","M","W",NA,NA,NA,NA,"0.8","0.6","1.8","50",NA,NA,"1.8","5.1",NA,NA,NA,""
"7","0G","6658","PIMA",4.2,NA,"0.6",NA,"0.7",NA,NA,NA,NA,NA,NA,NA,NA,"4.4","S","S",NA,NA,NA,NA,"0.6","0.6","1.8","80",NA,NA,"1.8","5.1",NA,NA,NA,""
"7","0G","6659","PIMA",3.5,NA,"1.3",NA,"1.3",NA,NA,NA,NA,NA,NA,NA,NA,"3.4","S","S",NA,NA,NA,NA,"0.7","1.1","1.6","80",NA,NA,"1.6","5","4.7",NA,NA,""
"7","0G","6660","PIMA",2.5,NA,"1.5",NA,"1.5",NA,NA,NA,NA,NA,NA,NA,"42","3","S","NW",NA,NA,NA,NA,"0.6","0.6","0.8","70",NA,"3.22","1.2","3.8",NA,NA,NA,""
"7","0G","6662","PIMA",3,NA,"1.6",NA,"2.1",NA,NA,NA,NA,NA,NA,NA,NA,"3","M","E",NA,NA,NA,NA,"0.6","0.4","1.4","75",NA,NA,"1.3","3.5",NA,NA,NA,""
"7","0G","6664","PIMA",3.8,NA,"1.6","1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.2","S","E",NA,NA,NA,NA,"0.8","0.9","1.3","85",NA,NA,"1.6","5.1",NA,NA,NA,""
"7","0G","6665","PIMA",6.2,"1.7",NA,"2.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.8","O","Z",NA,NA,NA,NA,"1.2","1","2.7","95",NA,NA,"2.7","7.4",NA,NA,NA,""
"7","0H","6678","PIMA",4.5,NA,"0.7","1.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","O","Z",NA,NA,NA,NA,"0.6","0.7","1.4","75",NA,NA,"2","5.7","5",NA,NA,""
"7","0H","6682","PIMA",4.5,NA,"0.2","2.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.4","O","Z",NA,NA,NA,NA,"0.7","0.7","1.5","80",NA,NA,"2","5.4","5.9",NA,NA,""
"7","0H","6681","PIMA",5.5,NA,"0.5","1",NA,NA,NA,NA,NA,NA,NA,NA,"61","6.4","O","Z",NA,NA,NA,NA,"0.7","1","2.2","90",NA,"2.39","2.4","6.8",NA,NA,NA,""
"7","0H","6680","PIMA",5.2,NA,"0.6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.2","O","Z",NA,NA,NA,NA,"0.7","1.1","1.6","90",NA,NA,"2.3","6.4",NA,NA,NA,""
"7","0H","6679","PIMA",2.5,NA,"0.9","1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.8","O","Z",NA,NA,NA,NA,"0.7","0.8","0.8","50",NA,NA,"1.1","3.3",NA,NA,NA,""
"7","0H","6677","PIMA",3,NA,"1.7","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.3","S","NW",NA,NA,NA,NA,"0.5","0.6","1.2","70",NA,NA,"1.4","4.2",NA,NA,NA,""
"7","0H","6674","PIMA",6,"0.3",NA,"1.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.2","O","Z",NA,NA,NA,NA,"0.8","0.9","1.8","70",NA,NA,"2.5","7","6.1",NA,NA,""
"7","0H","6669","PIMA",3.2,"0.5",NA,NA,"2.1",NA,NA,NA,NA,NA,NA,NA,NA,"2.8","O","Z",NA,NA,NA,NA,"0.6","0.6","1.3","60",NA,NA,"1.4","4.1",NA,NA,NA,""
"7","0H","6672","PIMA",4.2,"0.6",NA,NA,"2.4",NA,NA,NA,NA,NA,NA,NA,NA,"4.6","S","E",NA,NA,NA,NA,"0.6","0.7","3","55",NA,NA,"1.7","4.7",NA,NA,NA,""
"7","0H","6675","PIMA",3.8,"0.6",NA,"0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.4","O","Z",NA,NA,NA,NA,"0.9","1","1.5","65",NA,NA,"1.7","5",NA,NA,NA,""
"7","0H","6670","PIMA",3.2,"0.8",NA,NA,"2.2",NA,NA,NA,NA,NA,NA,NA,NA,"3.6","O","Z",NA,NA,NA,NA,"0.5","0.8","1.3","50",NA,NA,"1.3","3.9","4.5",NA,NA,""
"7","0H","6671","PIMA",7.2,"0.8",NA,NA,"2.2",NA,NA,NA,NA,NA,NA,NA,NA,"6.2","O","Z",NA,NA,NA,NA,"0.9","0.8","2","75",NA,NA,"3","8",NA,NA,NA,""
"7","0H","6668","PIMA",4.8,"0.9",NA,NA,"1.4",NA,NA,NA,NA,NA,NA,NA,NA,"4","O","Z",NA,NA,NA,NA,"1.2","0.9","1","75",NA,NA,"2","5.8",NA,NA,NA,""
"7","0H","6673","PIMA",4.5,"0.9",NA,"2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.1","S","SE",NA,NA,NA,NA,"0.9","0.8","2.1","60",NA,NA,"2.1","5.6","5.1",NA,NA,""
"7","0H","6676","PIMA",3.2,"1",NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.2","S","S",NA,NA,NA,NA,"0.7","0.5","1.5","50",NA,NA,"1.3","3.9",NA,NA,NA,""
"7","0H","6667","PIMA",2.5,"1.1",NA,NA,"1.2",NA,NA,NA,NA,NA,NA,NA,NA,"2.6","S","E",NA,NA,NA,NA,"0.6","0.5","0.8","65",NA,NA,"1.2","4.1",NA,NA,NA,""
