quad,stand,year,month,day,PIBA,PIGL,PIMA,POTR,POBA,BEPA,LALA,VAMY,VAVI,ARUV,ROAC,PRPE,AMAL,RUID,LODI,VIED,HUTO,SABE,ALCR,LEGR,SAPS,SYAL,BEPU,SASC,SHCA,SALSP,VACA,SAMY,MACA,ASLA,ANMU,GABO,MELI,LIBO,CARO,SOSP,VIAD,APAN,COUM,FRVI,POTRI,GELI,PYCH,HIUM,ORSE,EPAN,ARCA,ARNU,COCA,LIPH,ANPA,TRBO,VIRE,GORE,LAOC,VIAM,PEPA,ASCI,ACMI,ANRA,DRASP,SEIN,SEST,STLO,RASP,DRPA,GEBI,ARLY,CHEN,AQFL,GEAM,RUAR,PYAS,MINU,ORPU,ELIN,CXRI,CXSI,ORAS,AGSC,BRCI,SCPU,JUBA,ELGL,CACA,CAIN,FESA,BRIN,CXSP,EQVA,LYCO,LYAN,EQSY,EQSC,SEDE,EQPR,LYCL,EQAR,TEMP,PRVI,LOCA,PEGR,EMNI,COTRI,LYOB,RUPU,ERISP,PHFR,SOTR,CHUM
8G,ML,1983,6,29,4,0,0,0,0,0,0,2,4,40,0,0.5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,NA,NA,NA,NA
8I,ML,1983,6,29,10,0,0,2,0,0,0,12,15,25,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0.1,0,0,0,0.5,0,0,2,0,0,0.1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,NA,NA,NA,NA
0A,ML,1983,7,13,12,0,0,0.5,0,0,0,4,4,20,3,0.1,2,0,0.5,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0.1,0.1,0.01,1,0.01,0,0,0,0,0.1,0.01,2,0.1,0,0,0.5,0,5,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,NA,NA,NA,NA
0C,ML,1983,7,13,4,0,0,0,0,0,0,2,5,25,3,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0.01,0.1,0.01,0,0,0,0.5,0,0,0,0,0,0,0.1,0,0.1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,NA,NA,NA,NA
0E,ML,1983,7,13,15,0,0,0,0,0,0,4,6,20,1,0.5,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0.5,0.5,0.01,1,0.01,0.1,0,0,0.1,0.1,0.1,0,0,0.1,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,NA,NA,NA,NA
0G,ML,1983,7,13,6,0,0,0,0,0,0,5,8,15,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0.1,0.1,0.01,1,0.01,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,NA,NA,NA,NA
0I,ML,1983,7,13,17,0,0,0,0,0,0,2,10,10,0,0.1,0.5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,2,0,0.1,0.1,0.01,0.5,0,0,0,0,0,0,0,0,0.01,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,NA,NA,NA,NA
2A,ML,1983,7,13,12,0,0,1,0,0,0,4,30,20,1,0,3,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0.01,0.01,0.5,0,0,0,0,0.1,0,0.01,0,0,0,0,0.5,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,NA,NA,NA,NA
2C,ML,1983,7,13,15,0,0,1,0,0,0,2,17,23,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0,0.1,0,0,0,0,0.1,0.1,0.1,0,0,0.1,0,0.1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,NA,NA,NA,NA
2E,ML,1983,7,13,12,0,0,0.1,0,0,0,4,12,15,0,0.1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.1,0.01,0,0,0.1,0,0,0,0.1,0.1,0,0,0.5,0,0.1,0,0.1,0,0.01,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,NA,NA,NA,NA
2G,ML,1983,7,13,20,0,0,0,0,0,0,5,4,20,0,0,0,0,0.01,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0.01,2,0.01,0.01,0,0,0.1,0,0.01,0,0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,NA,NA,NA,NA
2I,ML,1983,7,13,12,0,0,0,0,0,0,4,10,20,0,0.1,0.5,0,0.5,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0.5,0.01,0,0.1,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,NA,NA,NA,NA
4A,ML,1983,7,13,12,0,0,1,0,0,0,5,20,30,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0.1,0,1,0.1,0,0,0,0.5,0,0,0,0,0.1,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,NA,NA,NA,NA
4C,ML,1983,7,13,5,0,0,0,0,0,0,4,15,15,0,0.1,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.5,0.01,0,0,0,0.1,0,0.01,0,0.1,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,NA,NA,NA,NA
4E,ML,1983,7,13,17,0,0,0,0,0,0,6,6,15,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.01,0.5,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0,0,0.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,NA,NA,NA,NA
4G,ML,1983,7,13,5,0,0,0,0,0,0,15,8,20,0,0,0.1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0.1,0.1,0.5,0,0.1,0,0,0.5,0,0.1,0,0,0.5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,NA,NA,NA,NA
4I,ML,1983,7,13,15,0,0,0,0,0,0,0.5,15,12,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0.01,0,0,0.5,0,0,0.5,0,0,0,0,0.1,0,0,0,0.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,NA,NA,NA,NA
6A,ML,1983,7,13,12,0,0.5,0,0,0,0,4,15,20,1,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.1,0.01,0.1,0.5,0.1,0.01,0,0,0.1,0,0.01,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,NA,NA,NA,NA
6C,ML,1983,7,13,20,0,0,0,0,0,0,3,8,12,0,0,0.5,0,0,0,0,0,2,0,0,0,0,0,0.5,0,0,0,2,0,0.1,0,0.01,0.1,0.1,0,0,0,0.01,0,0.01,0,0,0.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,NA,NA,NA,NA
6E,ML,1983,7,13,6,0,0,0,0,0,0,6,4,12,0,0,0.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.5,0.01,0.1,0,0,0.1,0,0.1,0,0,0.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,NA,NA,NA,NA
6G,ML,1983,7,13,0.5,0,0,0,0,0,0,3,2,6,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,0.5,0.01,0.5,0.01,0.1,0,0,0.1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,NA,NA,NA,NA
6I,ML,1983,7,13,10,0,0,0,0,0,0,3,0.5,20,0,0.1,0.1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.01,0,0,0.1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,NA,NA,NA,NA
8A,ML,1983,7,13,8,0,0,0,0,0,0,4,3,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0,0,0.1,0.1,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,NA,NA,NA,NA
8C,ML,1983,7,13,4,0,0,0,0,0,0,5,2,15,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.01,0.5,0.1,0,0,0,0.1,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,NA,NA,NA,NA
8E,ML,1983,7,13,4,0,0,0,0,0,0,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.01,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,NA,NA,NA,NA
8G,ML,1983,7,13,2,0,0,0,0,0,0,3,6,20,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01,0,0,0,0,0,0,0.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,NA,NA,NA,NA
8I,ML,1983,7,13,12,0,2,0,0,0,0,5,15,25,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0.01,0.5,0.01,0,0,0,0.5,0,0.1,3,0.1,0,0.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,NA,NA,NA,NA
0A,ML,1983,8,6,12,0,0,0.5,0,0,0,4,8,15,3,0,3,0,0.5,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.5,0,0,0,0,0,0,0,2,0.1,0,0,0.1,0,5,1,0.01,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,NA,NA,NA,NA
0C,ML,1983,8,6,3,0,0,0.1,0,0,0,2,10,20,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0.1,0.5,0.01,0,0,0,0.5,0,0.1,0,0,0,0,0.1,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,NA,NA,NA,NA
0E,ML,1983,8,6,10,0,0,0,0,0,0,3,5,25,1,0.5,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0.1,0.1,0.1,1,0.01,0,0,0,0.1,0,0.1,0,0,0.1,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,NA,NA,NA,NA
0G,ML,1983,8,6,5,0,0.1,0,0,0,0,5,10,15,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0.1,0.1,0.1,1,0.01,0.1,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,NA,NA,NA,NA
0I,ML,1983,8,6,12,0,0,0,0,0,0,2,15,12,0,0.1,0.5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0,0.01,0.1,0,0,0,0,0,0,0.01,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,NA,NA,NA,NA
2A,ML,1983,8,6,8,0,0,2,0,0,0,1,30,15,2,0,3,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0.01,0.1,0.5,0,0,0,0,0.1,0,0.1,0,0,0,0,0.5,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,NA,NA,NA,NA
2C,ML,1983,8,6,17,0,0,1,0,0,0,2,25,15,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,0.1,0.1,0,0,0.1,0,0.1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,NA,NA,NA,NA
2E,ML,1983,8,6,15,0,0,0.1,0,0,0,3,20,8,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0.1,0.5,0,0,0,0,0,0.1,0.1,0.1,0,0,0.5,0,0.1,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,NA,NA,NA,NA
2G,ML,1983,8,6,20,0,0,0,0,0,0,4,4,20,0,0.1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0.1,3,0,0.01,0,0,0.1,0,0.1,0,0,0.1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,NA,NA,NA,NA
2I,ML,1983,8,6,12,0,0,0,0,0,0,3,10,25,0,0.1,0.5,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0.1,0,0.1,0.1,0.01,0,0.1,0,0.1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,NA,NA,NA,NA
4A,ML,1983,8,6,8,0,0,1,0,0,0,4,15,30,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.1,0.1,0.1,2,0.01,0,0,0,0.1,0,0.1,0,0,0.5,0,0.1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,NA,NA,NA,NA
4C,ML,1983,8,6,6,0,0,0,0,0,0,4,15,10,0,0.1,0.5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.5,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0,0,4,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,NA,NA,NA,NA
4E,ML,1983,8,6,15,0,0,0,0,0,0,4,3,20,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0.1,0,0,0,0.1,0,0.1,0,0.1,0,0.01,0.1,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,NA,NA,NA,NA
4G,ML,1983,8,6,5,0,0,0,0,0,0,5,6,14,0,0,0.1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0.01,0.01,0.1,1,0,0.01,0,0,0.01,0,0.01,0,0,0.01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,NA,NA,NA,NA
4I,ML,1983,8,6,8,0,0,0,0,0,0,0.5,5,20,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.01,0,0.01,0,0.01,0.1,0,0,0.1,0,0,0,0,0.1,0,0,0,0.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,NA,NA,NA,NA
6A,ML,1983,8,6,7,1,0,0,0,0,0,4,7,23,1,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.01,0.01,0.5,0.5,0.1,0,0,0,0.1,0,0.1,0,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,NA,NA,NA,NA
6C,ML,1983,8,6,15,0,0,0,0,0,0,2,3,12,0,0,0.5,0,0,0,0,0,2,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0.01,0,0.01,0.01,0,0,0.1,0,0,0,0,0.01,0,0,0,1,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,NA,NA,NA,NA
6E,ML,1983,8,6,5,0,0,0,0,0,0,5,2,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0.01,0.1,0.1,0.1,0.01,0.1,0.1,0,0.01,0,0.1,0,0.01,0.01,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,NA,NA,NA,NA
6G,ML,1983,8,6,0.5,0,0,0,0,0,0,4,3,9,0,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.01,0.5,0.1,0.1,0.01,0.1,0,0,0.01,0,0.5,0,0,0.01,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,NA,NA,NA,NA
6I,ML,1983,8,6,4,0,0,0,0,0,0,2,3,25,0,0,0.1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.1,0,0,0.01,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,NA,NA,NA,NA
8A,ML,1983,8,6,6,0,0,0,0,0,0,4,3,12,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,0.01,0.1,0,0.01,0.1,0,0,0.01,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,NA,NA,NA,NA
8C,ML,1983,8,6,5,0,0,0,0,0,0,5,5,20,0,0,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,NA,NA,NA,NA
8E,ML,1983,8,6,4,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,NA,NA,NA,NA
8G,ML,1983,8,6,2,0,0,0,0,0,0,2,5,18,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1,0,0.01,0,0,0,0.1,0,0,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,NA,NA,NA,NA
8I,ML,1983,8,6,4,0,0,2,0,0,0,6,10,20,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1,0.5,0,0,0,0,0.1,0,0,0.5,0.01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,NA,NA,NA,NA
