Month,Year,Stand,Quad,PIBA,PIGL,POTR,ALCR,AMAL,ARUV,PRPE,ROAC,ROWO,RUID,SABE,SHCA,SYAL,ANMU,ANPA,ARNU,ASLA,CARO,ERGL,GABO,GELI,HIUM,LIBO,LIPH,MELI,ORSE,PYCH,SOSP,VIAD,CXSI,CXRI,ELGL,ELIN,ORAS,ORPU,EQAR,EQVA,LYCO,VAMY,VAVI,MACA,LAOC,FESA,AGSU,EPAN,AGSC,SCPU,LYAN
6,1986,2,2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
5,1986,2,0A,0.5,0,0,0,0.1,12,0.01,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.01,0.01,0,0,0.1,0,0,0,0.01,0,0,0,0.1,8,0,0,NA,0,NA,NA,NA,NA
5,1986,2,0C,2,0,0,0,0.01,25,0,0.1,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.01,0,0.01,0,0,2,0,0,NA,0,NA,NA,NA,NA
5,1986,2,0E,0.5,0,0,1,0,3,0.01,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.1,0.01,0.01,0,0.1,0,0,0,0.01,0,0.01,0,0,3,0,0,NA,0,NA,NA,NA,NA
5,1986,2,0G,6,0,0,0,0.01,30,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.01,0,0,0,0,2,0,0,NA,0,NA,NA,NA,NA
5,1986,2,0I,15,0,0,3,0,0.5,0.01,0.01,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.01,0,0.01,0,0.01,0,0,0,0,2,0,0,NA,0,NA,NA,NA,NA
5,1986,2,2I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
5,1986,2,2G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
5,1986,2,2E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
5,1986,2,2C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
5,1986,2,2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
10,1986,2,0A,1,0,0.1,0,0.1,15,0,0.1,0,0,0,0.1,0,0,0,0,0.5,0,0.1,0,0,0,0.1,0,0,0,0.1,0.1,0,0,0.1,0,0.01,0,0.01,0,0.01,0,0.01,7,0,0,NA,0,NA,NA,NA,NA
10,1986,2,0C,5,0,0,0,0.01,25,0.01,0.1,0,0,0,0.01,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0.1,0,0,0.1,0,0.01,0,0.01,0,0.01,0,0,4,0,0,NA,0,NA,NA,NA,NA
10,1986,2,0E,2,0,0,2,0.01,7,0.01,0.1,0.01,0,0,0,0,0,0.01,0,1,0,0.1,0,0,0,0,0,0,0,0.01,0,0,0,0.1,0,0.1,0.01,0.01,0,0,0,0,5,0,0,NA,0,NA,NA,NA,NA
10,1986,2,0G,9,0,0,0.01,0.01,38,0,0.01,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.1,0,0,0,0.1,0.1,0.01,0,0.5,0,0,0,0.01,0,0,0,0,2,0,0,NA,0,NA,NA,NA,NA
10,1986,2,0I,23,0,0,2,0,2,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.1,0,0,0.1,0,0,0,0,0.01,0,0.01,0,0.01,0,0,0,0.01,3,0,0,NA,0,NA,NA,NA,NA
10,1986,2,2I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
10,1986,2,2G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
10,1986,2,2E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
10,1986,2,2C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
10,1986,2,2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
9,1986,2,0A,1,0,0.5,0,0.5,23,0,2,0,0,0,3,0,0.1,0.01,0,1,0.01,0.1,0.5,0,0.01,0.1,0,0.5,0,0,0.1,0.01,0,1,0,0.1,0,0.1,0.01,0.01,0,0.5,11,0.5,0,NA,0,NA,NA,NA,NA
9,1986,2,0C,4,0,0,0,1,29,0.01,4,0,0,0,0.5,0,0.1,0,0,1,0,0.5,0.1,0,0,0,0,1,0,0,0.1,0,0,0.1,0,0.1,0,0.1,0,0.01,0,0,7,0,0,NA,0,NA,NA,NA,NA
9,1986,2,0E,1,0,0,9,0.5,10,1,2,0.5,0,0,0,0,0.1,0.1,0,4,0.01,0.1,0.5,0,0,0,0,0.1,0,0.01,0,0.01,0,1,0,0.5,0,0.01,0,0,0,0,6,0.5,0,NA,0,NA,NA,NA,NA
9,1986,2,0G,7,0,0,0.5,0.1,32,0,1,0,0,0,0,0,0.01,0.01,0,1,0,0.1,0.5,0,0,0.1,0,0,0,0,0.1,0.01,0,0.5,0,0,0,0.01,0,0,0,0,1,0.1,0,NA,0,NA,NA,NA,NA
9,1986,2,0I,21,0,0,15,0.5,3,1,2,0,0,0,0,0,0,0.1,0,0,0,0.01,0.01,0.5,0,1,0,0,0.1,0,0,0,0.01,0.1,0,0.1,0,0.01,0,0,0,0,5,0.1,0,NA,0,NA,NA,NA,NA
9,1986,2,2I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
9,1986,2,2G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
9,1986,2,2E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
9,1986,2,2C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
9,1986,2,2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA
8,1990,2,0A,0.5,0,0.5,0,1,18,0,2,0,0,0,3,0,0.1,0.1,0.1,1,0.01,0.1,0.1,0.01,0.01,2,0,2,0,0.1,0.1,0.1,0,0.5,0,0,0.01,0.01,0,0,0,1,12,2,0,0,0,NA,NA,NA,NA
8,1990,2,0C,3,0,0,0,2,26,0,3,0,0,0,1,0,0,0.1,0,1,0,0.1,0.1,0,0,0,0,2,0,0,0.1,0,0,0.1,0,0.01,0,0.01,0,0.01,0,0,15,0.1,0,0,0,NA,NA,NA,NA
8,1990,2,0E,0.5,0,0,8,0.5,13,0.5,2,1,0,0,0,0.1,0.1,0.5,0,2,0.01,0.1,0.5,0,0,0,0,2,0,0.1,0.01,0.1,0,0.1,0,0.1,0.01,0.1,0,0.01,0,0.5,4,4,0.5,0,0,NA,NA,NA,NA
8,1990,2,0G,8,0,0,0,1,41,0,1,0,0,0,0,0,0.01,0.01,0,0.5,0.01,0,0.01,0,0,0.1,0,0,0,0.1,0.1,0.01,0,0.1,0,0.01,0,0.01,0,0,0,0,2,0.5,0,0,0,NA,NA,NA,NA
8,1990,2,0I,20,0,0,10,1,4,0.5,2,0,0,2,0,0,0,0.1,0.1,0,0.01,0.1,0,0.5,0,1,0,0,0.1,0,0,0,0.01,0.01,0,0.5,0,0.01,0,0,0,0,2,1,0,0,0,NA,NA,NA,NA
8,1990,2,2I,21,0.01,0,7,0.5,8,0.5,2,0,0,0,0.5,0,0,0,3,0.5,0.01,0.1,0.1,0.5,0,4,0,0.1,0.1,0.1,0,0,0,0,0,0.5,0,0.01,0,0,0,0.1,7,6,0,0,0,NA,NA,NA,NA
8,1990,2,2G,14,0,0,14,0,10,0,2,0,0.5,0,0,0,0,0,0,0.1,0.01,0,0.1,0.5,0,2,0,0,0,0,0,0.1,0,0.01,0,0,0,0.01,0,0,0,2,6,4,0,0,0,NA,NA,NA,NA
8,1990,2,2E,9,0,0,10,2,6,1,1,2,0,0,12,0,0.1,0.1,0,1,0.01,0.1,0,0,0,4,0,0,0.1,0,0,0.1,0.01,0,0,0,0.01,0.1,0,0,0,4,12,3,0,0,0,NA,NA,NA,NA
8,1990,2,2C,14,0,0,0,0,4,1,3,0,1,0,1,0,0.1,0.1,0,0.1,0,0.1,0.1,2,0,1,0,0.5,0.1,0,0,0.1,0,0.01,0,0.1,0,0.01,0,0,0,1,3,3,0,0,0,NA,NA,NA,NA
8,1990,2,2A,10,0,0,2,0.1,8,0,1,0,0,0,1,0,0,0.5,0,1,0.01,0.1,0.1,0,0,0.5,0,1,0,0.1,0.5,0.1,0,0.1,0,0.01,0.01,0.1,0,0.01,0,2,4,2,0,0,0,NA,NA,NA,NA
8,1990,2,4A,2,0,0,0,1,34,0,3,1,0,0,2,0,0.1,0.1,0,1,0.01,0.5,0.5,0,0,0,0,0.5,0,0.1,0.5,0.1,0,0.5,0,0.01,0,0.1,0,0.01,0,2,1,0,0,0,0.01,NA,NA,NA,NA
8,1990,2,4C,12,0,0,3,0.5,3,1,2,2,0,0,2,0,0,0,0,1,0,0,0.1,0.01,0,0,0,1,0,0,1,0.01,0.1,0.5,0.01,0.01,0.01,0.1,0,0.01,0,0,1,0.1,0,0,0,NA,NA,NA,NA
8,1990,2,4E,13,2,0,5,0.5,13,0,0.5,3,0,0,0,0,0.5,0.01,0,0.5,0.01,0,0.01,0.5,0,2,0,0.5,0,0.1,0,0.01,0,0.01,0,0.5,0.01,0.01,0,0,0,2,6,1,0,0,0,NA,NA,NA,NA
8,1990,2,4G,14,0,0,0,0,28,0,0,2,0,0,0,0,0.01,0.1,0,0.5,0.01,0.1,0.5,1,0,1,0,1,0,0,0.1,0,0,0.1,0,0.1,0,0.01,0,0,0,1,10,1,0,0,0,NA,NA,NA,NA
8,1990,2,4I,0,0,0,4,0.5,2,0,0.5,0,0,1,0.1,0,0,0,1,1,0.01,0.5,0.1,0.5,0.1,1,0,1,0,0.1,0.1,0,0,0.5,0,0.01,0.01,0.1,0,0.01,0,0.5,0.5,0.5,0,0,0,NA,NA,NA,NA
8,1990,2,6I,3,0,0,2,2,20,1,2,0,0,0,0,0,0.1,0.1,0,2,0.01,0.5,0.5,0.5,0.01,0,0,1,0,0.1,0.1,0,0,0.1,0,0,0.5,0.1,0,0.01,1,4,6,9,0,0,0,NA,NA,NA,NA
8,1990,2,6G,9,0,0,0,0,24,0,3,0.5,0,0,0,0,0.1,0.1,0,1,0,0.5,0.5,0.1,0,0.5,0,0.5,0,0,0.1,0,0,0.1,0,0.1,0.1,0.01,0,0.01,0,2,12,1,0,0,0,NA,NA,NA,NA
8,1990,2,6E,15,0,0,3,1,3,0,3,1,0,0,0,0,0.01,0.01,0,0.5,0.01,0,0.01,0.5,0,0.5,0,0.1,0,0.1,0.1,0,0,0.01,0,0,0.01,0.01,0,0.01,0,2,2,4,0,0,0,NA,NA,NA,NA
8,1990,2,6C,17,0,0,9,0.5,5,0.5,4,0.1,0,0,0,0,0.01,0,0,0.1,0,0.5,0.1,0.01,0,0.5,0,0,0,0,0.5,0,0.01,0.01,0,0.5,0.01,0.01,0,0,0,0.5,0.5,2,0,0,0,NA,NA,NA,NA
8,1990,2,6A,17,0,0,8,0.1,2,0,4,0,0,0,0,0,0.1,0,0,0.5,0.01,0.1,0.01,0,0,0,0,0.01,0,0.1,0.5,0,0.1,0,0,0.1,0.01,0.01,0,0,0,1,0.5,0.5,0,0,0,NA,NA,NA,NA
8,1990,2,8A,17,0.1,0,7,0,0.5,0,3,0,0,0,0,0,0,0,2,0,0.01,0,0,2,0,0.5,0,0.1,0,0.5,0,0,0.01,0,0,1,0,0,0.01,0,0,0,5,0.5,0,0,0,NA,NA,NA,NA
8,1990,2,8C,13,0,0,4,0.5,0.5,0.5,4,0,0.1,0,0,0,0,0,5,0,0,0,0,0.5,0,1,0,0.1,0.1,0.01,0,0,0.01,0,0,0.5,0,0,0,0,0,0,4,2,0,0,0,NA,NA,NA,NA
8,1990,2,8E,7,0,0,3,2,3,0,3,0.5,0.1,0,0,0,0,0.1,5,0.5,0.01,0,0.1,0.5,0.1,3,0,0,0,0,0,0,0,0,0,0.5,0,0.01,0,0.01,0.5,1,3,7,0,0,0,NA,NA,NA,NA
8,1990,2,8G,12,0,0,10,9,6,0,3,0,1,0,0,0,0,0.1,6,0.5,0,0,0.1,0.5,0.1,7,0.01,0,0,0,0,0,0,0,0,0.5,0,0.01,0,0.01,0.5,6,5,6,0,0,0,NA,NA,NA,NA
8,1990,2,8I,6,0,0,0.5,0,15,0.5,5,0,0,0,0,0,0.1,0.1,0.1,2,0.1,0,0.5,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0.1,0.01,0,0.01,0,8,6,11,0,0,0,NA,NA,NA,NA
8,1995,2,0A,1,0,0.01,0,0.5,8,0,1,0,0,0,4,0,0.1,0.01,0,0.5,0.01,0,0.1,0.1,0.01,0.1,0,0.1,0,0.01,0,0.01,0,0.1,0,0.01,0,0.01,0.01,0.01,0,0.5,6,1,0,NA,0,0,NA,NA,NA
8,1995,2,0C,4,0,0,0,1,27,0.01,1,0.1,0,0,3,0,0.01,0,0,0.5,0,0.1,0.01,0,0,0,0,0.5,0,0,0.01,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,8,0.1,0,NA,0,0,NA,NA,NA
8,1995,2,0E,0.1,0,0,11,0.1,12,0.5,1,0.1,0,0,0,0.1,0.1,0.1,0,1,0.01,0,0.5,0,0,0,0,0.1,0,0.1,0.01,0.1,0,0.1,0,0,0.01,0.1,0,0,0,0,3,5,0.1,NA,0,0,NA,NA,NA
8,1995,2,0G,17,0,0,0.5,0.5,32,0,0.5,0,0,0,0,0,0,0.01,0,0.5,0.01,0.1,0.1,0.01,0,0.1,0,0.1,0,0.1,0.1,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,3,0.1,0,NA,0,0,NA,NA,NA
8,1995,2,0I,31,0,0,11,1,5,1,2,0,0,2,0,0,0,0.01,0.1,0,0.01,0.01,0,0.5,0,1,0,0,0.1,0.1,0,0,0.01,0.01,0,0.5,0,0.01,0,0,0,0,3,0.5,0,NA,0,0,NA,NA,NA
8,1995,2,2I,24,0.01,0,5,0.1,8,0.1,2,0,0,0,1,0,0.01,0,2,0.1,0.01,0.01,0.1,1,0,1,0,1,0.1,0.1,0,0.1,0,0,0,0.01,0.01,0.01,0,0,0,0.1,5,2,0,NA,0,0,NA,NA,NA
8,1995,2,2G,16,0,0,12,0,7,0.1,1,0,0.01,0,0,0,0,0,0,0.1,0.01,0,0.01,1,0,2,0,0,0,0,0,0.1,0,0,0,0,0,0.01,0,0,0,1,9,2,0,NA,0,0,NA,NA,NA
8,1995,2,2E,5,0,0,0,2,7,0.1,1,0.5,0,0,8,0,0.01,0.01,0,1,0.01,0,0.01,0,0,4,0,0,0.1,0,0,0.1,0.01,0,0,0,0.01,0.1,0,0,0,2,7,1,0,NA,0,0,NA,NA,NA
8,1995,2,2C,21,0,0,12,0,5,1,3,0,0.1,0,1,0,0.1,0.01,0,0.1,0,0.1,0.01,2,0,0,0,0.1,0.1,0,0,0.01,0,0,0,0,0.01,0.01,0,0,0,0.1,2,2,0,NA,0,0,NA,NA,NA
8,1995,2,2A,14,0,0,4,0.1,5,0,2,0,0,0,2,0,0.01,0.01,0,1,0.01,0.1,0.1,0,0,0.1,0,0.01,0,0,0.1,0.01,0,0.1,0,0.1,0.1,0.1,0,0.01,0,2,2,1,0,NA,0,0,NA,NA,NA
8,1995,2,4A,2,0,0,0,1,20,0,1,0.5,0,0,3,0,0.01,0,0,2,0.01,0.1,0.5,0,0.1,0,0,0.01,0,0.1,0.1,0,0,0.1,0,0,0.1,0.1,0,0.01,0,2,3,0.1,0,NA,0,0,NA,NA,NA
8,1995,2,4C,14,0,0,4,0.1,5,1,2,0,0,0,3,0,0,0,0,0.5,0,0.1,0.01,0.1,0,0,0,0.01,0,0,0.5,0,0.01,0.1,0,0.1,0.01,0.1,0,0.01,0,0.1,2,0.01,0,NA,0,0,NA,NA,NA
8,1995,2,4E,15,2,0,5,0.5,10,0,0.1,1,0,0,1,0,0.1,0.1,0,1,0.01,0,0.1,1,0,0.5,0,0.01,0,0.1,0,0.01,0,0,0,0.01,0.01,0.01,0,0,0,2,5,2,0,NA,0,0,NA,NA,NA
8,1995,2,4G,18,0,0,0.1,0,17,0,0.1,1,0,0,0,0,0.1,0.1,0,0.5,0.01,0.1,0.1,1,0,2,0,0.5,0,0.01,0,0.01,0,0.01,0,0.1,0.1,0.1,0,0.01,0,0.5,13,0.5,0,NA,0,0,NA,NA,NA
8,1995,2,4I,0,0,0,8,0.1,13,0,0.1,0,0,1,0,0,0,0.01,0.5,1,0.01,0.01,0.01,0.1,0.1,0.5,0,0.1,0,0.1,0.01,0.01,0,0.1,0,0.5,0.01,0.1,0,0.01,0,0.1,1,0.5,0,NA,0,0,NA,NA,NA
8,1995,2,6I,4,0,0,3,1,8,0.1,1,0,0,0,0,0,0.1,0.01,0,2,0.01,0.5,0.5,0,0,0,0,0.01,0,0,0.1,0,0,0.01,0,0,0.1,0.1,0,0.01,2,2,2,11,0,NA,0,0,NA,NA,NA
8,1995,2,6G,15,0,0,0,0,7,0.1,3,0.1,0,0,0,0,0.1,0.01,0.1,2,0.01,1,0.5,0.5,0.1,0.5,0,0.1,0,0.1,0.1,0.1,0,0.01,0,0.01,0.1,0.1,0,0.01,0,2,6,3,0,NA,0,0,NA,NA,NA
8,1995,2,6E,27,0,0,2,1,2,0,2,1,0,0,0.1,0,0,0.01,0,0.5,0.01,0,0.01,0.5,0,0.1,0,0.1,0,0.1,0,0,0.01,0.01,0,0.01,0.01,0.01,0,0.01,0,2,2,1,0,NA,0,0,NA,NA,NA
8,1995,2,6C,22,0,0,9,0.1,9,0,3,1,0,0,0,0,0,0,0,0.5,0.01,0.1,0.01,0,0,0,0,0.01,0,0.01,0.01,0,0,0,0,0.01,0.01,0.01,0,0.01,0,0.1,2,1,0,NA,0,0.01,NA,NA,NA
8,1995,2,6A,28,0,0,8,0.5,2,0,3,0,0,0,0,0,0,0,0,0.5,0.01,0,0.1,0.1,0,0,0,0.01,0,0.1,0.01,0,0.01,0.1,0,0.01,0,0.01,0,0,0,1,0.5,1,0,NA,0,0,NA,NA,NA
8,1995,2,8A,15,0.01,0,7,0,0.5,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.01,0,0.1,0,0.1,0.01,0,0.01,0,0,0.5,0,0,0.01,0,0,0.1,2,0.1,0,NA,0,0,NA,NA,NA
8,1995,2,8C,26,0,0,7,1,2,1,3,0,0.5,0,0,0,0,0,3,0,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.01,2,0.5,0,NA,0,0.01,NA,NA,NA
8,1995,2,8E,9,0,0,4,2,2,0,3,0,0.5,0,0,0,0,0.1,5,0.5,0.01,0,0.1,2,0.01,1,0,0,0,0.1,0,0.01,0,0,0,0.1,0.01,0.01,0,0,0.5,0.5,2,2,0,NA,0,0,NA,NA,NA
8,1995,2,8G,17,0,0,10,4,4,0,2,0,1,0,0,0,0,0.01,3,0.5,0.01,0,0.01,0.1,0,2,0,0,0,0,0,0,0,0,0,0.1,0,0.01,0,0.1,1,4,2,3,0,NA,0,0,NA,NA,NA
8,1995,2,8I,7,0,0,1,0.5,8,0,3,0,0,0,0,0,0.1,0.01,0.5,2,0.01,0.1,0.1,0.1,0,1,0,0,0,0,0.1,0.1,0,0.01,0,0.01,0.1,0.01,0,0.01,0,6,5,4,0,NA,0,0,NA,NA,NA
