Hondo-SEADYN Project:  Rack 005971 File HSL Stemtbl   ,,,,,,,Data checked: 2003 Feb 18,,,,2005 Data Entered and Checked: 2005-Aug-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stand 1:  Square plots 5m x 5m,,,,,,,,,,,2010 Data Entered: 2010-Sep-01; Checked: 2010-Sep-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,1983,,,,,,Fallen Stems,,,,,,,,1983,,,,,,,          1983 Crown,,,,1983,1983,1991,2000,2000,,2000,,2005,,,,,,2010,,,,,,
,,,,DBH,1983 Base Coordinates (m),,,,Year,Length,Exit Coordinates (m),,,,Year,Uprooted,,Stem,       1983 Stem Lean,,       1991 Stem Lean,,       2000 Stem Lean,,         Width ,,Ht to crown,,BSD,Radial Inc.,DBH,DBH,Height,2000,Fire ,Comments,(cm),(m),,Stem Lean,,,(cm),(m),,Stem Lean,,,
Stand,Plot,Tag #,Species,(inches),N,S,E,W,Dead,(m),N,S,E,W,Fallen,/ Broken,Age,Height(m),AmtChar,Direction,AmtNum,Direction,AmtNum,Direction,N-S,E-W,bottom (m),Fill%,(cm),(cm),(cm),(cm),(m),Code,Codes,(year recorded),DBH05,Height05,Code05,AmtNum05,Direction05,Comments05,DBH10,Height10,Code10,AmtNum10,Direction10,Comments10,Dummy
1,1B,6388,J,5.3,1.9,.,0.9,.,.,.,.,.,.,.,.,.,38,12.3,O,Z,.,.,.,.,2.9,2.8,3.4,65,15.8,15.18,15.6,18.9,18.4,.,.,.,19.6,19,.,.,.,.,20.5,20.6,.,.,.,.,X 
1,1C,6389,J,4.6,.,0,0.7,.,.,.,.,.,.,.,.,.,31,13.6,S,E,.,.,.,.,1.8,2,1.5,80,14.5,14.97,14,15.8,17.5,.,.,.,.,.,.,.,.,.,16.6,18.2,.,.,.,.,X 
1,1C,6390,J,3.5,.,0.1,1.1,.,.,.,.,.,.,.,.,.,23,13.9,S,E,.,.,.,.,1.2,0.6,3,45,.,.,9.5,9.5,14.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1C,6391,J,3.6,.,1,1,.,.,.,.,.,.,.,.,.,37,11,S,N,.,.,.,.,2.4,1.4,4.1,40,12.2,13.2,12.1,14.4,15.6,.,.,.,15.2,16.4,.,.,.,.,16.2,17.2,.,.,.,.,X 
1,1C,6392,J,2.5,.,0.7,1.5,.,.,.,.,.,.,.,.,.,25,9.1,O,Z,.,.,.,.,1.4,1.2,3.2,50,.,.,6.8,7.2,9.4,.,.,.,6.8,9.4,DS,.,.,DBH_CHECKED,.,.,DS,.,.,.,X 
1,1D,6393,J,6.2,0.2,.,.,1.7,.,.,.,.,.,.,.,.,36,11.7,O,Z,.,.,.,.,3.9,3.2,1.4,40,20.4,17.78,17.6,21,16.8,.,.,.,20.7,17.9,.,.,.,DBH_CHECKED_NOT_SURE_WHY_DBH_LOSS,21.2,18.8,.,.,.,.,X 
1,1D,6394,J,2.8,.,1.2,.,0.1,.,.,.,.,.,.,.,.,25,8.7,S,N,.,.,.,.,2.2,1.4,2.4,30,.,15.34,9.4,11.7,15.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1E,6395,J,5.4,.,1.7,.,2.1,.,.,.,.,.,.,.,.,33,13,S,W,.,.,.,.,2.4,2,3,35,.,11.27,16.3,18.8,17.6,.,.,.,19.5,18.3,.,.,.,.,20.3,19.1,.,.,.,.,X 
1,1E,6396,J,4.6,.,1.6,.,2.4,.,.,.,.,.,.,.,.,33,12.8,S,S,.,.,.,.,2.3,1.5,5.8,30,13.8,.,13.3,14.1,18.6,.,.,.,14.6,17.7,.,.,.,HT_CHECKED_NOT_SURE_WHY_HT_LOSS_SLIGHTLY_CROOKED,14.6,17.8,.,.,.,dbh_checked,X 
1,1E,6397,J,2.8,.,0.9,.,2.5,2000,.,.,.,.,.,.,.,28,5.2,l,SW,.,.,.,.,1.2,2,2.3,35,.,4.66,7.4,7.6,.,DL,.,lean_over_too_much_no_height_measurement_in_2000,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1E,6398,J,4.2,.,0.1,.,3,.,.,.,.,.,.,.,.,32,11.6,O,Z,.,.,.,.,1.3,2.3,1.6,20,.,9.05,11.9,13,16.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1E,6399,J,4.6,1.2,.,2.3,.,.,.,.,.,.,.,.,.,33,11.1,O,Z,.,.,.,.,2,2.2,4.8,40,15,8.52,13,14.6,15.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1F,6400,J,5,.,1.6,.,0.1,.,.,.,.,.,.,.,.,32,12.9,S,W,.,.,.,.,2.2,2.1,6.1,45,15.5,.,15,16.8,17.4,.,.,.,17.5,18,.,.,.,.,18.1,19.8,.,.,.,.,X 
1,1F,6401,J,4.5,.,1.9,.,0.3,.,.,.,.,.,.,.,.,37,12.5,S,NE,.,.,.,.,1.8,1.5,3.1,35,13.9,8.15,13,13.3,17.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1F,6402,J,2,.,2.1,.,1,2000,.,.,.,.,.,.,.,33,9.9,S,NE,.,.,.,.,1.1,0.7,3.9,35,.,2.81,5.7,5.3,10.3,DS,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1F,6403,J,4,.,1.4,.,1.4,.,.,.,.,.,.,.,.,36,13.3,S,E,.,.,.,.,2.5,1.5,5.2,35,12.4,11.57,12.4,14.5,17.4,.,.,.,15.3,17.6,.,.,.,.,16.1,19.1,.,.,.,.,X 
1,1F,6404,J,5.8,.,0.6,.,0.9,.,.,.,.,.,.,.,.,33,13.7,S,S,.,.,.,.,4.1,2.4,6.3,45,18.1,14.34,17.4,19.5,18.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1F,6405,J,1.8,.,0.5,.,2,1982,6.5,1.2,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.5,.,.,DD,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1F,6406,J,3.3,.,0.4,2.4,.,1985,.,.,.,.,.,.,.,36,12.8,O,Z,.,.,.,.,1.2,1.6,3.9,40,10.1,11.03,8.7,8.4,12.1,DS,.,new_tag_#_8010_(tagged_2000),.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1F,6407,J,3.4,.,0,2.3,.,2000,.,.,.,.,.,.,.,33,12.6,O,Z,.,.,.,.,1.5,1.4,6.6,70,10.6,13.7,10.4,10.8,14.7,DS,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1G,6408,J,5.9,.,2.4,0.5,.,.,.,.,.,.,.,.,.,38,13.7,O,Z,.,.,.,.,2.4,2.3,5,40,17.4,15.29,16.5,18.3,17.1,.,.,.,19.7,17.7,.,.,.,.,20.2,19.1,.,.,.,.,X 
1,1H,6409,J,6.1,.,0.7,.,0.8,.,.,.,.,.,.,.,.,37,13.7,O,Z,.,.,.,.,4.1,2.6,4,35,17.8,15.61,17.3,19.5,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1H,6410,J,4.2,.,1.6,2.3,.,.,.,.,.,.,.,.,.,37,12.3,S,NW,.,.,.,.,1.7,1.7,3.4,75,13.2,13,12.8,14.5,16.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1H,6411,J,3.7,.,1.5,2.1,.,.,.,.,.,.,.,.,.,31,12.4,O,Z,.,.,.,.,2.4,1.5,2.5,60,12.5,14.59,11.7,13,15.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1H,6412,J,2.9,.,2.3,1.4,.,.,.,.,.,.,.,.,.,32,11.7,O,Z,.,.,.,.,1.1,1.3,5.4,55,.,7.55,8.7,9.4,13.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1H,6413,J,4.2,.,1.1,0.7,.,.,.,.,.,.,.,.,.,31,12.8,S,S,.,.,.,.,1.9,1.9,5,65,12.9,9,12,13,15.7,.,.,.,13.2,16.1,.,.,.,.,13.3,15.8,.,.,.,broken_top,X 
1,1H,6414,J,3.9,1.7,.,2.3,.,.,.,.,.,.,.,.,.,34,12.5,O,Z,.,.,.,.,2.3,2.1,7.9,50,12.7,11.56,11.6,12.2,15.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1H,6415,J,4.5,0.8,.,1.1,.,.,.,.,.,.,.,.,.,33,12.1,S,SE,.,.,.,.,2.8,2.1,3.5,50,13.8,8.21,13.2,14.5,16.7,.,.,.,14.9,17,.,.,.,.,15.4,17.9,.,.,.,.,X 
1,1H,6416,J,1.5,0.1,.,1,.,1982,4.1,0,.,1.1,.,1984,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.7,.,.,DD,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1I,6223,J,6.6,.,1.6,.,1,.,.,.,.,.,.,.,.,36,14.2,O,Z,.,.,.,.,2.9,3.1,6.2,50,20.3,18.35,18.6,20.7,17.4,.,.,.,21.3,18.2,.,.,.,.,21.5,19.8,.,.,.,.,X 
1,1I,6265,J,2.8,.,0.5,.,0.3,.,.,.,.,.,.,.,.,29,10.2,S,SW,.,.,.,.,2,1.7,3,55,.,12.05,9.2,10.3,11.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1I,6266,J,5.1,.,0.4,2.1,.,.,.,.,.,.,.,.,.,36,10.5,S,S,.,.,.,.,3.5,3.2,1,40,17.4,13.4,14.9,15.4,13.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1I,6267,J,4.4,1.9,.,.,2.7,.,.,.,.,.,.,.,.,30,13,O,Z,.,.,.,.,2.2,2.5,7.6,75,15,19.01,12.9,14.6,17.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1I,6268,J,4,0.6,.,2.1,.,.,.,.,.,.,.,.,.,35,12.5,S,N,.,.,.,.,0.8,2.4,5.6,35,12.1,7.6,11.3,11.9,15.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1I,6269,J,3.7,1,.,1.8,.,.,.,.,.,.,.,.,.,34,13.8,S,W,.,.,.,.,1.2,1.6,6.5,80,10.9,14.3,11.3,13,17.7,.,.,.,13.6,18.4,.,.,.,.,14.1,19.2,.,.,.,.,X 
1,1I,6270,J,3.4,1.7,.,0.6,.,.,.,.,.,.,.,.,.,30,11.3,S,SW,.,.,.,.,2.1,2.2,6,30,9.9,11.38,9.4,10,13.7,.,.,.,.,.,.,.,.,.,10.5,16.3,.,.,.,.,X 
1,1I,6271,J,4,1.1,.,0.5,.,.,.,.,.,.,.,.,.,37,12.2,S,N,.,.,.,.,3.7,2,5.9,50,12.5,9.58,11.6,12.5,14.7,.,.,.,12.6,15.5,.,.,.,.,12.4,16.8,.,.,.,dbh_checked,X 
1,1I,6272,J,3.5,0.9,.,0.1,.,.,.,.,.,.,.,.,.,39,12,S,W,.,.,.,.,2.1,1.1,6.6,60,11.8,12.28,9.9,10.2,14.3,.,.,.,10,13.8,DS,.,.,DBH_AND_HT_CHECKED,.,.,DS,.,.,.,X 
1,1I,6417,J,3.4,1.9,.,.,0.3,.,.,.,.,.,.,.,.,36,12.1,S,NW,.,.,.,.,1.8,1.3,3,55,10.4,9.66,10.3,10.7,16.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1J,6273,J,4,0.8,.,.,0.7,.,.,.,.,.,.,.,.,.,11.1,O,Z,.,.,.,.,2.5,1.9,2.5,50,.,.,12.5,15.2,16.7,.,.,.,16.5,17.2,.,.,.,.,17.6,19.1,.,.,.,.,X 
1,1J,6274,J,3.8,0.4,.,.,1.9,.,.,.,.,.,.,.,.,.,10.3,S,E,.,.,.,.,2.7,2.8,2.3,45,.,.,10.8,12.3,13.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,1J,6275,J,3,.,0.3,1.3,.,.,.,.,.,.,.,.,.,.,11.1,S,W,.,.,.,.,1.8,1.4,3,60,.,.,9.9,12.3,15.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,2A,6446,J,2.4,.,1.5,0.4,.,.,.,.,.,.,.,.,.,23,8.1,S,N,.,.,.,.,1.1,1.3,3,35,.,7.21,7.9,7.7,10.5,.,.,.,8.5,10.5,.,.,.,.,8.3,10.2,.,.,.,ht_and_dbh_checked,X 
1,2A,6447,J,2.2,.,0.5,1.5,.,.,.,.,.,.,.,.,.,28,7.7,S,N,.,.,.,.,1,1.3,1.6,65,.,4.77,6.5,6.7,9.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X 
1,2A,6448,J,6.7,.,0,.,1.2,.,.,.,.,.,.,.,.,.,12.8,S,E,.,.,.,.,3.3,2.9,7.2,30,.,.,18,18,13.7,.,.,.,18,13.7,DS,.,.,.,.,.,DS,.,.,.,X 
1,2A,6449,J,1.7,.,2.3,.,1.2,.,.,.,.,.,.,.,.,31,6.9,S,NW,.,.,.,.,1.2,0.9,1.2,70,.,8.83,5.3,5.7,8.7,.,.,.,5.8,8.4,LL,10,W,HT_CHECKED_BARELY_ALIVE,5.5,8.2,DS,.,.,.,X 
1,2A,6450,J,3.8,.,2.6,.,1.8,.,.,.,.,.,.,.,.,.,9.8,O,Z,.,.,.,.,1.6,1.9,2.6,55,.,.,11.8,13.2,14.9,.,.,.,13.7,15.8,.,.,.,.,14.4,17.1,.,.,.,.,X 
1,2B,6444,J,5.6,.,1,0.8,.,.,.,.,.,.,.,.,.,36,13.4,O,Z,.,.,.,.,2.6,2.5,6.2,50,18.8,12.87,15.9,17.4,17.2,.,.,.,17.9,18.3,.,.,.,.,18.3,19.6,.,.,.,.,X 
1,2B,6445,J,4,0.6,.,.,0.4,.,.,.,.,.,.,.,.,28,11.6,S,S,.,.,.,.,2.1,1.6,4.4,40,13.1,.,12.9,15.4,16.9,.,.,.,16.3,17.8,.,.,.,.,17,19.4,.,.,.,.,X 
