stand,month,day,year,id,height_cm,diameter_mm,browsed,notes
6,5,23,1985,519,4,1,,
6,5,23,1985,505,315,35,,
6,5,23,1985,565,207,29,,
6,5,23,1985,949,223,31,,
6,5,23,1985,558,18,4,1977,
6,5,23,1985,554,31,6,,
6,5,23,1985,502,114,17,,
6,5,23,1985,510,27,6,1976,
6,5,23,1985,523,9,2,1982,
6,5,23,1985,579,43,4,,fire blight
6,5,23,1985,988,108,16,1979,
6,5,23,1985,917,28,18,,"top dead, girdled"
6,5,23,1985,959,3,2,,only 1984 growth
6,5,23,1985,977,179,17,,
6,5,23,1985,944,144,26,,
6,5,23,1985,955,169,24,,
6,5,23,1985,987,290,36,,
6,5,23,1985,907,361,38,,
6,5,23,1985,950,55,13,1983,
6,5,23,1985,919,20,5,"1983, 1982, 1981",
6,5,23,1985,409,245,31,,
6,5,23,1985,466,200,31,,girdled
6,5,23,1985,501,108,18,,
6,5,23,1985,447,180,23,,girdled
6,5,23,1985,927,38,11,,
6,5,23,1985,618,274,57,,
6,5,23,1985,986,146,21,,
6,5,23,1985,909,233,41,,
6,5,23,1985,920,75,18,1965,"browsed 'a long time ago', so put in 1965"
6,5,23,1985,774,242,37,,
6,5,23,1985,710,157,29,1981,
6,5,23,1985,739,183,34,,
6,5,23,1985,717,276,34,,
6,5,23,1985,764,259,45,,
6,5,23,1985,709,252,35,,
6,5,23,1985,753,260,40,,
6,5,23,1985,729,335,41,,
6,5,23,1985,728,227,32,,
6,5,23,1985,762,92,12,,
6,5,23,1985,724,92,13,,
6,5,23,1985,766,192,25,,
6,5,23,1985,748,41,5,,
6,5,23,1985,750,180,23,,
6,5,23,1985,782,100,10,,
6,5,23,1985,767,152,25,,
6,5,23,1985,797,9,2,,
6,5,23,1985,713,88,17,1979,
6,5,23,1985,796,324,48,,
6,5,23,1985,741,253,38,,
6,5,23,1985,743,168,22,,
6,5,23,1985,776,163,21,,
6,5,23,1985,763,252,34,,
6,5,23,1985,779,48,9,,
6,5,23,1985,783,166,27,,
6,5,23,1985,725,6,1,,
6,5,23,1985,772,17,2,,
6,5,23,1985,778,14,2,,
6,5,23,1985,726,206,21,"1983, 1980",
6,5,23,1985,914,192,25,,
6,5,23,1985,902,164,22,1979,
6,5,23,1985,906,269,39,,
6,5,23,1985,928,217,38,,
