stand,month,day,year,id,height_cm,diameter_mm,browsed,notes
3,6,25,1984,100,,,1981,
3,6,25,1984,103,,,,
3,6,25,1984,110,26,5,1977,
3,6,23,1984,111,37,7,1981,
3,6,25,1984,112,,,,
3,6,23,1984,114,33,7,1980,
3,6,25,1984,115,,,,
3,6,23,1984,116,8,2,1981,
3,6,23,1984,117,14,4,1983,
3,6,25,1984,118,,,1979,
3,6,23,1984,119,60,22,1981,
3,6,25,1984,120,75,28,"1982, 1981",
3,6,23,1984,121,34,6,1981,
3,6,25,1984,122,27,6,"1982, 1981",
3,6,23,1984,124,51,7,1981,
3,6,23,1984,125,19,2,1981,
3,6,25,1984,126,,,,
3,6,23,1984,127,57,13,1981,
3,6,25,1984,128,,,,
3,6,25,1984,129,55,6,,
3,6,23,1984,130,50,12,1981,
3,6,23,1984,133,227,35,,
3,6,23,1984,134,32,7,1981,
3,6,23,1984,135,27,3,1982,
3,6,23,1984,136,9,1,,
3,6,23,1984,139,13,2,1980,
3,6,25,1984,140,115,21,1980,
3,6,23,1984,141,25,6,1981,
3,6,23,1984,142,10,6,,
3,6,23,1984,145,32,4,1981,
3,6,23,1984,146,45,12,,
3,6,23,1984,147,13,2,1981,
3,6,23,1984,148,22,2,,
3,6,23,1984,149,35,7,1981,
3,6,23,1984,150,29,3,1981,
3,6,23,1984,151,13,1,1981,
3,6,23,1984,152,16,3,,
3,6,23,1984,153,55,11,1981,
3,6,23,1984,156,23,4,1981,
3,6,23,1984,158,58,10,"1983, 1982",
3,6,23,1984,159,27,5,,
3,6,23,1984,160,97,25,1981,
3,6,23,1984,161,69,15,1981,
3,6,23,1984,162,28,7,1981,extensive browsing
3,6,25,1984,163,62,18,1980,
3,6,23,1984,164,10,3,1981,
3,6,25,1984,165,,,,
3,6,23,1984,166,37,9,1981,
3,6,23,1984,167,9,1,"1982, 1981",
3,6,23,1984,168,26,3,,
3,6,25,1984,169,,,,
3,6,23,1984,170,25,4,1981,
3,6,23,1984,171,10,2,,
3,6,23,1984,172,28,6,1981,
3,6,25,1984,173,,,1981,
3,6,23,1984,175,26,4,1981,
3,6,23,1984,176,32,5,1981,
3,6,23,1984,177,12,3,1983,
3,6,23,1984,178,14,5,1981,
3,6,23,1984,179,29,6,1981,
3,6,25,1984,180,87,18,"1982, 1981",
3,6,23,1984,181,29,4,,
3,6,23,1984,182,24,2,,
3,6,25,1984,184,,,,
3,6,25,1984,185,45,21,1977,
3,6,23,1984,186,28,4,,
3,6,23,1984,187,20,4,1983,
3,6,25,1984,189,,,1981,
3,6,23,1984,190,15,3,1982,
3,6,23,1984,191,26,5,,
3,6,23,1984,192,48,14,1978,
3,6,23,1984,193,56,10,1981,
3,6,23,1984,194,14,3,,
3,6,23,1984,195,28,5,1982,
3,6,23,1984,196,25,3,1982,
3,6,25,1984,197,,,,
3,6,23,1984,198,24,2,,
3,6,25,1984,605,38,14,"1983, 1980",
3,6,25,1984,623,7,3,"1983, 1982, 1981",
3,6,25,1984,624,180,23,1980,
3,6,25,1984,629,350,45,1982,
3,6,25,1984,630,100,20,1982,
3,6,25,1984,633,235,29,"1982, 1981",
3,6,25,1984,635,280,32,1982,
3,6,25,1984,640,100,24,1981,
3,6,25,1984,643,350,41,"1983, 1982","browsing documented in 1983 survey, so added 1982 to years browsed"
3,6,25,1984,645,29,7,1982,
3,6,25,1984,652,190,27,1981,
3,6,25,1984,653,11,5,"1983, 1982",
3,6,25,1984,655,202,31,1977,
3,6,25,1984,659,118,26,1982,
3,6,25,1984,669,170,26,1982,
3,6,25,1984,672,9,8,1975,uprooted
3,6,25,1984,682,8,6,"1983, 1982","browsing documented in 1983 survey, so added 1982 to years browsed"
3,6,25,1984,688,100,18,1981,
3,6,25,1984,684,68,11,"1982, 1981",
3,6,23,1984,736,40,17,1982,
3,6,23,1984,792,38,6,1981,
3,6,25,1984,900,19,18,"1983, 1982",
3,6,25,1984,901,9,3,1983,
3,6,25,1984,903,105,18,"1982, 1981",
3,6,25,1984,904,4,2,"1983, 1982",
3,6,25,1984,905,24,6,1982,
3,6,25,1984,908,180,29,1982,
3,6,25,1984,911,37,4,1982,
3,6,25,1984,912,45,8,1983 1982,"browsing documented in 1983 survey, so added 1982 to years browsed"
3,6,25,1984,913,9,3,1983,
3,6,25,1984,918,3,2,1983,
3,6,25,1984,970,11,5,"1982, 1981",
3,6,25,1984,921,15,2,1982,
3,6,25,1984,922,7,3,"1983, 1982","browsing documented in 1983 survey, so added 1982 to years browsed"
3,6,25,1984,923,32,17,"1982, 1981",
3,6,25,1984,924,17,4,1982,"browsing documented in 1983 survey, so added 1982 to years browsed"
3,6,25,1984,925,11,2,1981,
3,6,25,1984,926,8,1,1982,"uprooted; browsing documented in 1983 survey, so added 1982 to years browsed"
3,6,25,1984,929,3,4,1982,
3,6,25,1984,930,7,7,"1983, 1982",
3,6,25,1984,931,230,51,"1982, 1979",
3,6,25,1984,932,33,14,"1983, 1965","browsed 'a long time ago', so put in 1965"
3,6,25,1984,933,13,3,1982,
3,6,25,1984,934,8,4,"1983, 1982","browsing documented in 1983 survey, so added 1982 to years browsed"
3,6,25,1984,935,19,6,1982,
3,6,25,1984,940,11,2,"1983, 1982","browsing documented in 1983 survey, so added 1982 to years browsed"
3,6,25,1984,942,11,5,"1983, 1982",
3,6,25,1984,943,330,33,1975,
3,6,25,1984,945,10,4,1982,
3,6,25,1984,947,5,4,"1983, 1982",
3,6,25,1984,948,16,6,"1983, 1982","browsing documented in 1983 survey, so added 1982 to years browsed"
3,6,25,1984,952,8,5,"1983, 1982","browsing documented in 1983 survey, so added 1982 to years browsed"
3,6,25,1984,953,3,3,"1983, 1982","browsing documented in 1983 survey, so added 1982 to years browsed"
3,6,25,1984,954,16,8,"1983, 1981",
3,6,25,1984,956,230,39,"1981, 1979",
3,6,25,1984,957,14,2,,
3,6,25,1984,958,46,15,"1981, 1979",
3,6,25,1984,960,12,3,"1983, 1982",
3,6,25,1984,961,6,6,"1983, 1982","browsing documented in 1983 survey, so added 1982 to years browsed"
3,6,25,1984,962,6,6,1983,
3,6,25,1984,963,32,11,1981,
3,6,25,1984,964,12,3,1982,"browsing documented in 1983 survey, so added 1982 to years browsed"
3,6,25,1984,965,23,3,1981,
3,6,25,1984,966,28,5,1982,
3,6,25,1984,967,21,5,1982,
3,6,25,1984,968,20,4,1980,
3,6,25,1984,969,6,5,1983,
3,6,25,1984,971,7,3,"1983, 1982, 1981",
3,6,25,1984,972,3,2,1983,
3,6,25,1984,973,13,2,1983,
3,6,25,1984,974,8,9,"1983, 1982",
3,6,25,1984,975,22,27,"1983, 1982",
3,6,25,1984,979,5,3,"1983, 1982, 1981",
3,6,25,1984,980,28,4,"1983, 1982",
3,6,25,1984,981,9,3,"1983, 1982, 1981",
3,6,25,1984,982,8,8,"1983, 1982","browsing documented in 1983 survey, so added 1982 to years browsed"
3,6,25,1984,983,7,3,"1983, 1982","browsing documented in 1983 survey, so added 1982 to years browsed"
3,6,25,1984,984,26,7,1982,
3,6,25,1984,985,45,8,1981,
3,6,25,1984,989,64,16,1982,
3,6,25,1984,990,5,9,"1983, 1982",
3,6,25,1984,993,50,29,"1982, 1980",extensive browsing
3,6,25,1984,996,13,5,"1983, 1982",
3,6,25,1984,999,8,6,1983,
