stand,month,day,year,id,age,height_cm,diameter_mm,browsed,notes
3,5,12,1983,100,7,21,3,1981,layered
3,5,12,1983,101,7,24,2,,layered
3,5,12,1983,103,4,13,2,,layered
3,5,12,1983,110,4,17,4,1977,
3,5,12,1983,111,7,31,5,1981,
3,5,12,1983,112,7,17,5,,layered
3,5,12,1983,114,4,23,6,1980,layered
3,5,12,1983,115,4,10,1,,layered
3,5,12,1983,116,2,9,1,1981,layered
3,5,12,1983,117,4,12,4,,layered
3,5,12,1983,118,7,28,2,1979,layered
3,5,12,1983,119,18,60,22,1981,
3,5,12,1983,120,10,73,27,"1982, 1981",
3,5,12,1983,121,4,31,6,1981,layered
3,5,12,1983,122,12,17,4,"1982, 1981",
3,5,12,1983,123,4,5,3,,layered
3,5,12,1983,124,4,47,6,1981,layered
3,5,12,1983,125,2,18,2,1981,layered
3,5,12,1983,126,7,23,3,,layered
3,5,12,1983,127,7,57,22,1981,layered
3,5,12,1983,128,7,17,2,,layered
3,5,12,1983,129,20,55,6,,base of large PIGL
3,5,12,1983,130,4,38,11,1981,seedling
3,5,12,1983,133,28,233,35,,
3,5,12,1983,134,4,33,3,1981,layered
3,5,12,1983,135,4,27,3,1982,layered
3,5,12,1983,136,2,8,1,,layered
3,5,12,1983,137,13,165,23,,
3,5,12,1983,138,7,26,3,,layered
3,5,12,1983,139,2,14,1,1980,layered
3,5,12,1983,140,15,113,21,1980,
3,5,12,1983,141,4,24,7,1981,layered
3,5,12,1983,142,4,34,4,,layered
3,5,12,1983,144,2,13,3,,layered
3,5,12,1983,145,4,38,4,1981,layered
3,5,12,1983,146,7,46,10,,layered
3,5,12,1983,147,2,10,2,1981,layered
3,5,12,1983,148,4,20,3,,layered
3,5,12,1983,149,4,24,7,1981,layered
3,5,12,1983,150,2,21,3,1981,layered
3,5,12,1983,151,2,9,1,1981,layered
3,5,12,1983,152,4,28,3,,layered
3,5,12,1983,153,4,43,9,1981,layered
3,5,12,1983,155,2,7,1,,layered
3,5,12,1983,156,4,22,4,1981,layered
3,5,12,1983,158,7,54,9,1982,layered
3,5,12,1983,159,4,26,3,,layered
3,5,12,1983,160,25,90,21,1981,
3,5,12,1983,161,NA,64,15,1981,layered
3,5,12,1983,162,4,33,6,1981,layered
3,5,12,1983,163,22.5,52,17,1980,
3,5,12,1983,164,4,12,3,1981,layered
3,5,12,1983,165,4,11,1,,layered
3,5,12,1983,166,4,35,8,1981,layered
3,5,12,1983,167,1,6,1,"1982, 1981",layered
3,5,12,1983,168,2,22,2,,layered
3,5,12,1983,169,4,9,1,,layered
3,5,12,1983,170,4,25,4,1981,layered
3,5,12,1983,171,2,10,1,,layered
3,5,12,1983,172,4,43,9,1981,layered
3,5,12,1983,173,4,19,2,1981,layered
3,5,12,1983,175,4,25,4,1981,layered
3,5,12,1983,176,4,30,4,1981,layered
3,5,12,1983,177,2,14,2,,layered
3,5,12,1983,178,4,15,5,1981,layered
3,5,12,1983,179,4,21,5,1981,layered
3,5,12,1983,180,15,87,16,"1982, 1981",
3,5,12,1983,181,4,30,4,,layered
3,5,12,1983,182,2,19,2,,layered
3,5,12,1983,183,7,14,5,,layered
3,5,12,1983,184,7,24,2,,layered
3,5,12,1983,185,15,63,2,1977,
3,5,12,1983,186,4,15,4,,layered
3,5,12,1983,187,4,19,3,,layered
3,5,12,1983,188,4,17,3,,layered
3,5,12,1983,189,4,12,4,1981,layered
3,5,12,1983,190,2,20,2,1982,layered
3,5,12,1983,191,4,30,4,,layered
3,5,12,1983,192,7,46,20,1978,layered
3,5,12,1983,193,4,48,9,1981,seedling
3,5,12,1983,194,4,23,3,,layered
3,5,12,1983,195,4,37,4,1982,layered
3,5,12,1983,196,4,19,3,1982,layered
3,5,12,1983,197,4,24,3,,layered
3,5,12,1983,198,2,23,2,,layered
3,5,12,1983,199,4,11,5,,
3,8,18,1983,605,8,30,14,1980,
3,8,18,1983,623,3,5,3,"1982, 1981",
3,8,18,1983,624,20,180,22,1980,
3,8,18,1983,629,14,350,44,1982,plus 2 layered plants
3,8,18,1983,630,17,100,28.5,1982,
3,8,18,1983,633,30,235,26,"1982, 1981",21 layered plants
3,8,18,1983,635,35,280,33,1982,21 layered plants
3,8,18,1983,640,22.5,100,24,1981,
3,8,18,1983,642,1,2,2,1982,assumed 1982 was last browsed year given age of tree
3,8,18,1983,643,17.5,350,36,1982,"browsing documented, but no year given, so assumed 1982"
3,8,18,1983,645,4,26,6,1982,
3,8,18,1983,649,5,4,4,1982,"browsing documented, but no year given, so assumed 1982"
3,8,18,1983,652,18,190,25,1981,
3,8,18,1983,653,3,6,5,1982,
3,8,18,1983,655,19,202,31,1977,
3,8,18,1983,659,13,118,33,1982,
3,8,18,1983,669,25,170,24,1982,
3,8,18,1983,672,7,18,7.5,1975,heavily browsed
3,8,18,1983,682,2,14,3,1982,"browsing documented, but no year given, so assumed 1982"
3,8,18,1983,684,22,64,12,1982,
3,8,18,1983,685,8,60,12,1982,"heavily browsed; browsing year not noted, assumed recent (1982)"
3,8,18,1983,688,15,100,16,1981,
3,5,12,1983,736,15,35,17,1982,layered
3,5,12,1983,792,7,33,6,1981,layered
3,8,19,1983,900,5,18,17,1982,
3,8,19,1983,901,1,1,4,,
3,8,19,1983,903,11,92,17,"1982, 1981",
3,8,19,1983,904,1,1,2,1982,
3,8,19,1983,905,1,3,4,1982,assumed 1982 was last browsed year given age of tree
3,8,19,1983,908,30,180,28,1982,
3,8,18,1983,910,3,8,12,1982,"browsing documented, but no year given, so assumed 1982"
3,8,19,1983,911,5,11,12,1982,
3,8,19,1983,912,1,18,9,1982,"browsing documented, but no year given, so assumed 1982"
3,8,18,1983,913,1,10,2,,
3,8,18,1983,918,1,11,1,,
3,8,19,1983,921,1,3,4,1982,
3,8,18,1983,922,2,6,4,1982,"browsing documented, but no year given, so assumed 1982"
3,8,19,1983,923,5,13,9,"1982, 1981",
3,8,18,1983,924,8,17,3,1982,"browsing documented, but no year given, so assumed 1982"
3,8,18,1983,925,6,7,2,1981,
3,8,18,1983,926,2,2,3,1982,"browsing documented, but no year given, so assumed 1982"
3,8,19,1983,929,4,3,6,1982,
3,8,18,1983,930,2,4,7,1982,
3,8,19,1983,931,25,230,49,"1982, 1979",
