stand,month,day,year,id,height_cm,diameter_mm,browsed,notes
1,5,17,1985,402,30,5,"1981, 1979, 1977",
1,5,17,1985,407,28,4,1980,
1,5,17,1985,429,87,11,"1983, 1981",
1,5,17,1985,430,22,8,1981,
1,5,17,1985,436,70,7,1981,
1,5,17,1985,443,22,3,1978,
1,5,17,1985,445,29,4,1980,
1,5,17,1985,450,34,4,,
1,5,17,1985,458,15,2,,
1,5,17,1985,459,10,2,1981,
1,5,17,1985,461,31,5,"1982, 1981",
1,5,17,1985,467,2.5,2,1981,
1,5,17,1985,475,72,8,"1981, 1982",
1,5,17,1985,480,15,2,,
1,5,17,1985,481,47,7,1980,
1,5,17,1985,486,57,8,"1982, 1980",
1,5,17,1985,489,10,2,1976,
1,5,17,1985,493,15,5,1982,
1,5,17,1985,495,3.5,3,,
1,5,17,1985,496,25,7,1981,
1,5,17,1985,498,24,13,1980,
1,5,17,1985,600,12,5,1981,
1,5,17,1985,601,25,14,1979,
1,5,17,1985,602,15,3,1982,
1,5,17,1985,604,12,2,,
1,5,17,1985,606,3,2,,
1,5,17,1985,607,4,7,1981,
1,5,17,1985,608,16,9,1980,
1,5,17,1985,609,26,18,"1983, 1981",
1,5,17,1985,610,11.5,5.5,1981,
1,5,17,1985,611,33,8,"1983, 1982",
1,5,17,1985,612,7,4,1980,
1,5,17,1985,613,26,6,1980,
1,5,17,1985,614,15,3,1979,
1,5,17,1985,619,14,2,1979,
1,5,17,1985,620,13,2,,
1,5,17,1985,621,23,3,1979,
1,5,17,1985,622,12,3,1980,
1,5,17,1985,628,5,2.5,1981,
1,5,17,1985,631,13,3,,
1,5,17,1985,632,10,2,1982,
1,5,17,1985,634,14,13,1984,
1,5,17,1985,636,9,3,1981,
1,5,17,1985,637,6,2,1981,
1,5,17,1985,638,8,3,1980,
1,5,17,1985,639,13,12,1980,
1,5,17,1985,644,51,10,,
1,5,17,1985,647,14,4,1980,
1,5,17,1985,650,4,2,,
1,5,17,1985,654,15,4,"1982, 1981",
1,5,17,1985,657,16,11,1979,
1,5,17,1985,660,5,6.5,1981,
1,5,17,1985,661,10,6,1981,
1,5,17,1985,662,6,2,1981,
1,5,17,1985,666,12,3,1979,
1,5,17,1985,675,17,8,1980,
1,5,17,1985,676,9,2,1980,
1,5,17,1985,678,10,3,1982,
1,5,17,1985,681,22,8,"1983, 1981",
1,5,17,1985,686,17,7.5,1979,
1,5,17,1985,689,9,17,1981,
1,5,17,1985,691,11,24,1980,
1,5,17,1985,692,25,5,1979,
1,5,17,1985,694,7,3,1982,
1,5,17,1985,696,16,3,"1982, 1981",
1,5,17,1985,697,4,6,1980,
1,5,17,1985,698,19,4,1980,
1,5,17,1985,701,14,4,"1982, 1981",
1,5,17,1985,702,13,3,1982,
1,5,17,1985,703,17,4,1981,
1,5,17,1985,704,3,2,,
1,5,17,1985,705,11,2,1981,
1,5,17,1985,716,7,3,1981,
1,5,17,1985,723,4,3,1981,
1,5,17,1985,727,15,5,1981,
1,5,17,1985,730,7,1,1982,
1,5,17,1985,737,15,5,"1984, 1981",
1,5,17,1985,752,5,2,1981,
1,5,17,1985,756,6,2,1981,
1,5,17,1985,765,7,2.5,,
