stand,year,month,PLOT,PIBA,PIGL,POTR,ALCR,AMAL,ARUV,PRPE,ROAC,ROWO,RUID,SABE,SHCA,SYAL,ANMU,ANPA,ARNU,ASLA,CARO,ERGL,GABO,GELI,HIUM,LIBO,LIPH,MELI,ORSE,PYCH,SOSP,VIAD,CXSI,CXRI,ELGL,ELIN,ORAS,ORPU,EQAR,EQVA,LYCO,VAMY,VAVI,MACA
2,1981,8,6I,1,0,0,3,1,25,0.5,1,0,0,0,0,0,0,0.1,0,1,0.01,0.1,0.1,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0.01,0,0.01,0.1,2,0.1,2
2,1981,8,6G,10,0,0,0,0,20,0,2,0,0,0,0,0,0.5,0,0,0.5,0.01,0.5,0.1,0.1,0.1,0.01,0,0,0,0,0.1,0.01,0,0,0,0.1,0,0.01,0,0,0,0.5,15,0.1
2,1981,8,6E,20,0,0,6,1,2,0,3,0,0,0,0,0,0.1,0.01,0,0.5,0.01,0.1,0.1,0,0,0.1,0,0,0,0,0.1,0.1,0,0,0,0.01,0,0.01,0,0,0,3,2,1
2,1981,8,6C,10,0,0,8,0.1,4,0,3,0,0,0,0,0,0.01,0.01,0,0.1,0.01,0.5,0.1,0,0,0,0,0,0,0.01,0.5,0,0,0,0,0.01,0,0.1,0,0.01,0,1,0.1,1
2,1981,8,6A,25,0,0,10,0.1,0.1,0,2,0,0,0,0,0,0.1,0,0,0.1,0.01,0.1,0.01,0,0,0,0,0,NA,0.01,0,0.5,0,0.01,0,0,0.01,0,0.01,0,0,54,0.5,0.5
2,1981,8,8A,35,0,0,10,0,0.1,0,3,0,0,0,0,0,0,0,0.5,0,0.01,0,0,1,0,0.01,0,0.01,0,0.1,0,0,0.01,0,0.01,0.1,0,0,0,0.01,0,0,5,0.1
2,1981,8,8C,20,0,0,7,0.01,0.1,0.5,2,0,0.1,0,0,0,0,0,2,0,0,0,0,0.5,0,0.5,0,0,0.1,0.01,0,0,0,0,0,0.1,0,0,0,0,0,0.1,15,1
2,1981,8,8E,8,0,0,6,1,15,0.1,2,0,0.5,0,0,0,0.1,0,3,0.5,0.01,0,0.1,0.5,0.01,2,0,0,0,0.01,0.01,0.01,0,0,0,0.1,0,0,0,0,0.1,2,10,2
2,1981,8,8G,10,0,0,7,1,1,0,1,0,0.5,0,0,0,0,0.1,5,0.5,0.01,0,0.1,0.1,0.1,1,0,0,0,0,0,0,0,0,0,0.1,0,0.01,0,0.01,0,4,20,0.5
2,1981,8,8I,4,0,0,0.1,0.1,7,0.5,1,0,0,0,0,0,0.1,0,0,0.5,0.01,0.1,0.1,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0.1,0,0.01,0,5,7,2
2,1981,9,0A,2,0,0.1,0,0.1,35,0,0.5,0,0,0,0.5,0,0.1,0,0,0.5,0,0,0.1,0,0,0,0,0,0,0.1,0.5,0.1,0,0.1,0,0,0.1,0.01,0,0,0,0.1,3,0
2,1981,9,0C,3,0,0,0,0.01,35,0.01,0.5,0,0,0,0,0,0,0,0,0.1,0,0.5,0,0,0,0,0,0,0,0.01,0.5,0.1,0,0.1,0,0.1,0,0.1,0,0,0,0,0.5,0
2,1981,9,0E,1,0,0,3,0,25,0.1,0.5,0,0,0,0,0,0.1,0,0,2,0,0.1,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0,0.5,0,0.01,0,0,0,0,3,0
2,1981,9,0G,4,0,0,0,0.1,40,0,0.5,0,0,0,0,0,0.01,0,0,0.5,0.01,0.1,0.01,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.01,0,0.1,0,0,0,0,1,0
2,1981,9,0I,20,0,0,7,0.1,2,0.1,2,0,0,0,0,0,0,0,0,0.1,0,0.01,0,0,0,0.5,0,0,0.1,0.01,0,0,0.01,0.1,0,0,0,0,0,0,0,0,2,0
2,1981,9,2I,15,0,0,3,0.1,2,0.01,1,0,0,0,0.1,0,0.01,0,0,0.1,0.01,0,0.01,0.1,0,2,0,0,0.1,0,0,0.1,0,0.01,0,0.1,0,0.01,0,0,0,0.1,30,0
2,1981,9,2G,15,0,0,6,0.01,5,0,0.5,0,0.1,0,0,0,0,0,0,0.1,0.01,0,0.01,0.5,0,0.5,0,0,0,0,0,0.1,0,0,0,0,0,0.01,0,0,0,0.5,20,0
2,1981,9,2E,5,0,0,0,0.5,3,0.5,2,0,0,0,7,0,0.1,0,0,1,0.01,0,0,0,0,2,0,0,0.1,0,0,0.1,0,0,0,0.01,0,0.01,0,0,0,1,30,0
2,1981,9,2C,7,0,0,10,0.01,1,0.1,2,0,1,0,0.1,0,0.1,0,0,0.5,0,0.1,0.01,0.5,0,0,0,0.01,0.1,0,0,0.01,0,0,0,0.5,0,0.1,0,0,0,1,5,0
2,1981,9,2A,7,0,0,0,0,20,0,0.5,0,0,0,0.5,0,0,0,0,1,0,0.5,0.1,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.1,0,0.01,0,0.01,0,2,5,0
2,1981,9,4A,2,0,0,0,0.1,30,0,1,0,0,0,0,0,0.01,0,0,1,0,0.1,0.1,0,0.01,0,0,0,0,0,0.5,0.1,0,0.5,0,0.1,0,0.1,0,0,0,0.1,0.1,0
2,1981,9,4C,10,0,0,3,0.1,4,0.5,1,0,0,0,1,0,0,0,0,0.5,0,0.1,0.01,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0.1,0,0.01,0,0.01,0,0.01,0.1,0
2,1981,9,4E,5,1,0,0,0.01,7,0,2,0,0,0,3,0,0.1,0,0,0.5,0,0,0.01,0,0,0.5,0,0,0,0.1,0.1,0.1,0,0,0,0.1,0,0.01,0,0,0,1,10,0
2,1981,9,4G,10,0,0,0,0,30,0,1,0,0,0,0,0,0.1,0,0,1,0.01,0.1,0.1,0.01,0.01,0,0,0,0,0.01,1,0.01,0,1,0,0,0,0.5,0,0,0,1,10,0
2,1981,9,4I,0,0,0,1,0,6,0,0.5,0,0,1,0.01,0,0,0,0,1,0.01,1,0.5,0.01,0.01,0,0,0,0,0.1,0.5,0.1,0,1,0,0.5,0.01,0.01,0,0.01,0,0.1,2,0
2,1981,9,6I,2,0,0,2,0.1,20,0.1,1,0,0,0,0,0,0.1,0.01,0,2,0.01,0.5,0.1,0,0,0,0,0,0,0,0.5,0.1,0,0.5,0,0,1,0.1,0,0.01,0.5,3,3,0
2,1981,9,6G,14,0,0,0,0,15,0.1,2,0,0,0,0,0,0.5,0,0,0.5,0.01,0.5,0.1,0.1,0.1,0,0,0,0,0,0.1,0.01,0.01,0.1,0,0.1,0.1,0.1,0,0.01,0,2,10,0
2,1981,9,6E,12,0,0,4,0.1,3,0,2,0,0,0,0,0,0.01,0,0,1,0.01,0,0.1,0,0,0.1,0,0,0,0,0.5,0.1,0,0.01,0,0,0.01,0.01,0,0,0,2,3,0
2,1981,9,6C,18,0,0,5,0.1,5,1,4,0,0,0,0,0,0.01,0,0,0.5,0.01,1,0.1,0,0,0.1,0,0,0,0.1,0.5,0,0,0,0,0.1,0.01,0.1,0,0.01,0,1,0.1,0
2,1981,9,6A,25,0,0,4,0.1,1,0.1,2,0,0,0,0,0,0.1,0,0,0.5,0.01,0.5,0,0,0,0,0,0,0,0,1,0,0.01,0,0,0.01,0,0,0,0,0,0.5,1,0
2,1981,9,8A,30,0.01,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0,NA,0.01,0.1,0.01,0,0,0,0,0.5,0,0.01,0,0,44,0,4
2,1981,9,8C,20,0,0,4,0.1,3,0.5,2,0,0.1,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0.5,12,0
2,1981,9,8E,12,0,0,5,2,5,0.1,2,0,0.5,0,0,0,0.1,0.5,0,0.5,0.01,0,0.1,1,0.01,3,0,0,0,0.01,0,0,0,0,0,0.01,0.01,0.01,0,0.01,0.5,1,10,0
2,1981,9,8G,8,0,0,5,1,3,0,2,0,1,0,0,0,0,0.1,0,1,0.01,0,0.5,0,0.01,3,0,0,0.5,0.01,0,0.1,0,0,0,0.1,0.1,0.01,0,0.01,0,4,15,0
2,1981,9,8I,4,0,0,0.1,0.1,12,0.5,1,0,0,0,0,0,0.1,0,0,2,0.01,0.5,0.1,0,0,1,0,0,0,0,0,0.5,0,0,0,0.1,0,0.1,0,0,0,5,10,0
2,1981,10,0A,0.5,0,0,0,0.01,30,0,0.01,0,0,0,0.01,0,0,0,0,0.1,0,0,0,0,0,1,0,0,0,0.1,0.1,0,0.01,1,0,0,0,0.01,0,0.01,0,0.1,10,0
2,1981,10,0C,4,0,0,0,0,30,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0.5,0,0,0,0.01,0,0.01,0,0,5,0
2,1981,10,0E,1,0,0,0.5,0,15,0,0.01,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.01,0,0,0,1,0,0,0,0.01,0,0.01,0,0,3,0
2,1981,10,0G,8,0,0,0.01,0,35,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1,0,0,0,0.1,0,0,0,0,5,0
2,1981,10,0I,13,0,0,1,0,1,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2,1981,10,2I,20,0,0,1,0,15,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
2,1981,10,2G,15,0,0,1,0,10,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.1,10,0
2,1981,10,2E,7,0,0,0,0,10,0,0.01,0.01,0,0,1,0,0,0,0,0.1,0,0.1,0,0,0,1,0,0,0.1,0,0,0,0,0.1,0,0,0,0.01,0,0,0,1,20,0
2,1981,10,2C,12,0,0,2,0,2,0,0.1,0,0.01,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.5,0,0,0,0,0.01,0,0,0,0.01,0,0.01,0,0.1,5,0
2,1981,10,2A,8,0,0,0.1,0,15,0,0.01,0,0,0,0.01,0,0,0,0,0.1,0,0.5,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0.01,0,0.01,0,0.5,10,0
2,1981,10,4A,3,0,0,0,0,30,0,0.01,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.01,0,0,0,0.5,0,0,0,0,0,0,0,0.1,0,0
2,1981,10,4C,6,0,0,0.5,0,4,0,0.1,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0.1,0,0,0,0,0,0.01,0,0.1,0.5,0
2,1981,10,4E,8,0.5,0,1,0,15,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.01,0,0,0,0.01,0,0,0,0.1,5,0
2,1981,10,4G,20,0,0,0,0,35,0,0.01,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.1,5,0
2,1981,10,4I,0,0,0,0.1,0,7,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.1,0.01,0,0,0.1,0,0,0,0,0,0,0,0,3,0
2,1981,10,6I,2,0,0,0.5,0,25,0,0.01,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0.1,0,0,0.5,0,0,0,0,0,0,0.1,0.01,2,0
2,1981,10,6G,8,0,0,0,0,15,0,0.1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0.01,0,0.1,25,0
2,1981,10,6E,10,0,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.1,0.01,0,0,0.1,0,0,0,0.01,0,0,0,0.1,3,0
2,1981,10,6C,7,0,0,1,0,5,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0.5,0
2,1981,10,6A,15,0,0,0.5,0,1,0,0.01,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0
2,1981,10,8A,25,0,0,0.5,0,0.1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.01,10,0
2,1981,10,8C,20,0,0,0.5,0,0.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.01,15,0
2,1981,10,8E,10,0,0,0.1,0,5,0,0.01,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,15,0
2,1981,10,8G,7,0,0,0.5,0,5,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,20,0
2,1981,10,8I,2,0,0,0.01,0,15,0,0.01,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0.1,15,0
2,1982,5,0A,0.5,0,0,0,0.01,20,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0.01,0,0.01,0,0.1,10,0
2,1982,5,0C,4,0,0,0,0.01,25,0,0.1,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0.5,0,0.01,0,0.01,0,0.01,0,0,6,0
2,1982,5,0E,2,0,0,1,0.01,15,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.01,0,0.01,0,0,5,0
2,1982,5,0G,10,0,0,0.01,0.01,30,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0.5,0,0.01,0,0.1,0,0,0,0,2,0
2,1982,5,0I,27,0,0,3,0,3,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0.01,0,0,0,0,0,0,4,0
2,1982,5,2I,25,0,0,2,0.01,7,0.01,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,4,0,0,0.1,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,20,0
2,1982,5,2G,25,0,0,2,0,5,0.01,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.1,10,0
2,1982,5,2E,7,0,0,0,0,7,0.1,0.01,0.01,0,0,2,0,0,0,0,0.01,0,0.01,0,0,0,1,0,0,0.1,0,0,0,0,0,0,0,0,0.01,0,0,0,0.1,20,0
2,1982,5,2C,15,0,0,3,0,3,0.01,0.1,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0.1,5,0
2,1982,5,2A,12,0,0,0.1,0,7,0,0.01,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0.1,0.01,0,0,0.1,0,0,0,0.1,0,0.01,0,0.1,5,0
2,1982,5,4A,3,0,0,0,0.01,20,0,0.1,0,0,0,0.1,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.5,0.01,0.01,0,0.01,0,0.01,0,0.1,0.1,0
2,1982,5,4C,10,0,0,1,0,3,0,0.01,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.5,0,0,0,0.01,0,0.01,0,0.01,0.1,0
2,1982,5,4E,12,1,0,1,0,5,0,0.01,0,0,0,0,0,0,0.01,0,0.1,0,0,0,0,0,0.5,0,0,0,0.1,0,0,0,0,0,0,0,0.01,0,0,0,0.01,7,0
2,1982,5,4G,10,0,0,0,0,30,0,0.1,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.1,0,0,0,0.01,0,0,0,0.1,0,0,0,0.01,0,0,0,0.01,10,0
2,1982,5,4I,0,0,0,0.1,0,10,0,0.01,0,0,0.1,0,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0,0.1,0.01,0,0,0.1,0,0.01,0,0.01,0,0.01,0,0,3,0
2,1982,5,6I,3,0,0,0.5,0.01,25,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0.1,0,0,0.5,0,0,0,0.01,0,0.01,0.5,0.1,6,0
2,1982,5,6G,13,0,0,0,0,15,0,0.1,0,0,0,0,0,0,0.01,0,0.01,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.01,0,0.01,0,0.1,0,0.1,10,0
2,1982,5,6E,15,0,0,1,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.1,2,0
2,1982,5,6C,15,0,0,2,0.01,5,0,0.1,0,0,0,0,0,0,0,0,0.01,0,0.1,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.01,0,0.01,0,0,0,0.01,1,0
2,1982,5,6A,25,0,0,2,0,2,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0
2,1982,5,8A,30,0.01,0,3,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.1,0,0,0,0,0,0.01,0,0,0,0,0,0,4,0
2,1982,5,8C,25,0,0,1,0,1,0.01,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,10,0
2,1982,5,8E,15,0,0,1,0,3,0.01,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.01,0.01,0,0,0,0,0,0.01,0,0,0,0,0.1,0.1,10,0
2,1982,5,8G,12,0,0,1,0.1,6,0.01,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.01,0.01,0,0,0,0,0,0.01,0,0.01,0,0.01,0,0.5,15,0
2,1982,5,8I,4,0,0,0.1,0,5,0.01,0.01,0,0,0,0,0,0,0,0,0.1,0,0.01,0,0,0,2,0,0,0,0,0,0,0,0.1,0,0,0,0.01,0,0.01,0,0.5,10,0
2,1982,6,0A,1,0,0.1,0,0.5,30,0,0.5,0,0,0,1,0,0.1,0.1,0,0.1,0,0,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0.5,0,0,0.01,0.5,0,0.01,0,3,7,1
2,1982,6,0C,1,0,0,0,0.5,30,0,1,0,0,0,0,0,0.1,0,0,0.1,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0,0,1,0,0.1,0,0.1,0,0,0,0,2,0.1
2,1982,6,0E,2,0,0,3,1,25,0.1,2,0,0,0,0,0,0,0.1,0,0.1,0.01,0.1,0.5,0,0,0,0,0,0,0,0,0.1,0,0.5,0,0.1,0,0.01,0,0,0,0.5,5,4
2,1982,6,0G,6,0,0,0,0.1,40,0,0.5,0,0,0,0,0,0.01,0.1,0,0.1,0,0,0.5,0,0,0,0,0,0,0.1,0.1,0.01,0,0.5,0,0.1,0,0.5,0,0,0,0,0.5,0.5
2,1982,6,0I,20,0,0,4,0.1,4,0,1,0,0,0,0,0,0.01,0,0,0,0.01,0.1,0,0,0,0.5,0,0,0.1,0,0.01,0,0,0.1,0,0.1,0,0,0,0,0,0,3,1
2,1982,6,2I,20,0,0,3,0.1,25,0.1,0.5,0,0,0,0.1,0,0.01,0,0.1,0.1,0.01,0,0.1,0.5,0,3,0,0,0.1,0,0,0,0,0.01,0,0.1,0,0,0,0,0,0.1,4,3
2,1982,6,2G,15,0,0,5,0,10,0,2,0,0.1,0,0,0,0,0,0,0.1,0,0,0.1,1,0,3,0,0,0,0,0,0.1,0,0,0,0,0,0.01,0,0,0,4,10,3
2,1982,6,2E,5,0,0,0,2,4,0.1,0.5,0,0,0,15,0,0,0.1,0,0.1,0.01,0,0.1,0,0,4,0,0,0.5,0,0,0.01,0.01,0,0,0,0,0.01,0,0,0,5,20,1
2,1982,6,2C,10,0,0,5,0,1,0.1,3,0,0.01,0,0,0,0,0.1,0,0.01,0.01,0.01,0.1,2,0,0.5,0,0,0,0,0,0.01,0,0,0,0.1,0,0.01,0,0,0,0.5,5,3
2,1982,6,2A,5,0,0,0.5,0.1,10,0,1,0,0,0,0,0,0.1,0,0,0.5,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0.01,0,0.01,0,0.1,0.01,0.1,0,0.01,0,3,10,3
2,1982,6,4A,2,0,0,1,0,25,0,2,0,0,0,0,0,0,0,0,0.5,0.01,0.1,0.1,0,0,0,0,0,0,0,0.5,0,0,0.1,0.01,0.1,0,0.1,0,0,0,0.1,0.5,0
2,1982,6,4C,7,0,0,2,0.5,5,0.01,3,0,0,0,1,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0.5,0,0.01,1,0,0.1,0,0.1,0,0.01,0,0,0.1,0.5
2,1982,6,4E,15,1,0,1,0.1,5,0,0.5,0,0,0,0.01,0,0.01,0.1,0,0.1,0,0,0.01,0.1,0,1,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,1,3,0.1
2,1982,6,4G,10,0,0,0,0,35,0,0.5,0,0,0,0,0,0.01,0.1,0,0.1,0.01,0.01,0.01,0.1,0,0,0,0,0,0,0,0,0,0.5,0,0.01,0,0.1,0,0.01,0,0.5,10,0.1
2,1982,6,4I,0,0,0,1,0,5,0,0.1,0,0,0.5,0.01,0,0,0.01,0,0.1,0.01,0.1,0.01,0.01,0.01,0,0,0,0,0.1,0.1,0,0,0.5,0,0.01,0.01,0.1,0,0,0,0.1,0,0.01
2,1982,6,6I,1,0,0,0.5,0.5,15,0.01,0.5,0,0,0,0,0,0.01,0.1,0,0.5,0.01,0.1,0.1,0,0,0,0,0,0,0,0.1,0.01,0,0.1,0,0,0.1,0.1,0,0.01,0.5,2,0.5,1
2,1982,6,6G,10,0,0,0,0,15,0,1,0,0,0,0,0,0.1,0.01,0,0.1,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.5,0,0.01,0.01,0.1,0,0.01,0,1,10,0.1
2,1982,6,6E,12,0,0,1,0.5,0.5,0,1,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0,0.01,0,0,0.1,0,0,0,0,0.01,0.01,0,0,0,0.01,0,0.01,0,0.01,0,2,2,0.5
2,1982,6,6C,10,0,0,2,0.1,5,0.1,2,0,0,0,0,0,0.01,0.1,0,0.01,0,0.01,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,0,0,0.5,0.5
2,1982,6,6A,15,0,0,2,0.1,1,0.01,1,0,0,0,0,0,0.01,0,0,0.1,0.01,0.01,0.01,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,0.01,0,0.01,0,0,0,0.5,0.5,0.1
2,1982,6,8A,20,0,0,3,0,0.5,0,1,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0.5,0,0.1,0,0,0,0.1,0,0,0.01,0,0,0.1,0,0,0.01,0,0,0,3,0.1
2,1982,6,8C,13,0,0,3,0.1,2,0.1,1,0,0.01,0,0,0,0,0,0.1,0,0,0,0.01,2,0,1,0,0,0.1,0,0,0,0,0,0,0.01,0,0,0,0,0,0.1,12,1
2,1982,6,8E,15,0,0,2,0.5,3,0.01,1,0,0,0,0,0,0.01,0.1,0.1,0.01,0.01,0,0.01,1,0,3,0,0,0,0.01,0,0.01,0,0,0,0.1,0,0.01,0,0,0.1,1,10,3
2,1982,6,8G,8,0,0,1,0.5,2,0,1,0,0.1,0,0,0,0,0.01,0.1,0.01,0,0,0.01,0.1,0,3,0,0,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,2,5,0.5
2,1982,6,8I,4,0,0,0.01,0.01,8,0.01,1,0,0,0,0,0,0.01,0.01,0,0.5,0.01,0.1,0.1,0,0,0.5,0,0,0,0,0,0.1,0,0.01,0,0.01,0.01,0.1,0,0.01,0,2,8,2
2,1982,7,0A,2,0,0.1,0,2,25,0,1,0,0,0,1,0,0.01,0.1,0,0.5,0.01,0,0.5,0.01,0.01,0,0,0.5,0,0.1,0.1,0,0,0.5,0,0.01,0.1,0.5,0.1,0.1,0,1,10,0.5
2,1982,7,0C,3,0,0,0,1,30,0.1,2,0,0,0,0.01,0,0.01,0,0,0.5,0,0.5,0.01,0,0,0,0,1,0,0,0.1,0,0,0.01,0,0.1,0,0.1,0,0,0,0,3,0.1
2,1982,7,0E,3,0,0,5,0.5,20,0.1,2,0.1,0,0,0,0,0.1,0.1,0,2,0.01,0.1,1,0,0.01,0,0,0,0,0,0.1,0,0,0.01,0,0.5,0.01,0.1,0,0,0,0,3,1
2,1982,7,0G,8,0,0,0.5,0.5,35,0,1,0,0,0,0,0,0.01,0.1,0,1,0,0.1,0.1,0,0,0.1,0,0,0,0,0.01,0,0,0.5,0,0,0,0.5,0,0,0,0,2,0.1
2,1982,7,0I,17,0,0,10,0.5,1,0.5,1,0,0,0,0,0,0.01,0.1,0,0,0.01,0.1,0.01,0,0,0.5,0,0,0.01,0,0,0,0,0.01,0,0.1,0,0.01,0,0,0,0,1,0.5
2,1982,7,2I,15,0,0,6,0.1,8,0.5,2,0,0,0,0.01,0,0.1,0,0.5,0.1,0.01,0.01,0.1,0.5,0,3,0,0,0.1,0,0,0,0,0.1,0,0.5,0,0.01,0,0,0,0.5,20,2
2,1982,7,2G,20,0,0,10,0,8,0.1,1,0,0,0,0,0,0.1,0,0,0,0.01,0,0.1,1,0.01,3,0,0,0,0,0,0.1,0,0,0,0,0,0.01,0,0,0,2,12,2
2,1982,7,2E,7,0,0,0,1,7,0.5,0.5,1,0,0,10,0,0.01,0.1,0,1,0.01,0.1,0.01,0,0,2,0,0,0.1,0,0.01,0.01,0,0,0,0.01,0,0.1,0,0,0,2,10,0.5
2,1982,7,2C,13,0,0,6,0.1,2,0.1,3,0,0.1,0,0.5,0,0.1,0.1,0,0.1,0.01,0,0.01,2,0,1,0,0,0.1,0,0,0,0,0,0,0.1,0,0.01,0,0,0,0.5,3,1
2,1982,7,2A,13,0,0,1,0.1,12,0,1,0,0,0,1,0,0.01,0.1,0,0.5,0,0.1,0.1,0,0,0,0,0.01,0,0,0.1,0.01,0,0.01,0,0.1,0,0.01,0.01,0.1,0,1,8,0.5
2,1982,7,4A,3,0,0,0,1,20,0,2,0,0,0,1,0,0,0,0,1,0.01,0.1,0.1,0,0.1,0,0,0.5,0,0,0.5,0,0,1,0.1,0.01,0,0.1,0,0.01,0,2,0.5,0
2,1982,7,4C,10,0,0,3,0.5,5,0.1,1,0,0,0,1,0,0,0,0,0.5,0,0.01,0.01,0,0,0,0,0.01,0,0,0.5,0,0.01,0.5,0,0.01,0,0.5,0,0.01,0,0.5,0.1,0.01
