Month,Year,Stand,Quad,BEPA,PIGL,POBA,POTR,AMAL,LODI,LOIN,PRPE,RIGL,RILA,RITR,ROAC,RUID,SYAL,VAVI,VIED,ACMI,ARNU,ASCI,ASCO,ACRU,COCA,COTR,EPAN,FRVE,FRVI,GABO,GATR,GORE,LAOC,LIBO,MACA,MEPA,MINU,OSCH,PEPA,PYAS,ORSE,PYCH,RUPU,TRBO,VIRE,CACA,ELIN,SCPU,EQSY,HIUM,VIAM,ELGL,BRCI,VAMY,MOUN,AGTR,LYCO,DITR,ABBA,TAOF,RIOX
9,1982,5,0C,0,13,0,14,0.1,0.5,2,0,0,0,0.1,2,0,0,0,5,0.1,0.01,1,1,0,6,0,0.5,0,0.5,0.5,0,0,0,4,0,2,1,0,0.1,0.1,0.1,0,6,0,2,0.5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,0E,0,16,0,2,0,0.1,2,0,0,0.01,0,4,0,0,0,4,0.01,0,3,0,0,6,0,1,0,0.1,0.5,0.1,0,0.1,2,0,5,2,0,0.1,0.5,0,0,6,0,0.1,0.5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,0G,0,3,0,10,0,0,4,0,0,0,0.1,2,0,0,0,2,0,0,2,0,0,4,0,1,0,0.5,0.1,0,0,0.5,10,0,1,1,0,1,0.5,0.1,0,2,0,0.5,1,0.1,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,0I,3,5,0,14,0,0,0,0,0,0,2,3,0,0,0,8,0.1,0,1,2,0,10,0,2,0,0.5,0.1,0.1,0,0.1,3,0,5,3,0,3,0.5,0.1,0,0.1,0,0.5,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,2I,0,30,0,9,0,0,0,0,0,0,0.5,4,0,0,0,2,0,0,1,0,0,12,0,0.1,0,0.1,0.1,0,0,0.1,6,0,4,3,0,2,0,0,0,4,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,2G,0,16,0,8,0.01,0,4,0,0,0.1,0.1,2,0,0,0,2,0.5,0.01,1,1,0,4,0,0.01,0,0.1,0.1,0,0,0.1,2,0,2,2,0,1,0.1,0,0,3,0,0.1,0.01,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,2E,0.1,20,0,13,0,0,1,0,0,0,0.5,2,0,0,0,3,0.01,0,3,3,0.1,6,0,0.1,0,0.1,0.5,0,0.01,0.5,3,0,3,2,0,2,1,0.1,0,4,0,0.5,0.5,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,2C,0,15,0,7,0.5,0.5,5,0,0,0,1,2,0,0,0,3,0.01,0.01,2,4,0,5,0,0.5,0,0.1,0.1,0,0,0,6,0,4,3,0,1,0.1,0,0,4,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,2A,0,30,0,12,0.01,0.1,2,0,0,0,0,2,0,0,0,4,0.01,0,1,0.5,0.1,3,0,0.01,0,0.1,0.1,0,0,0.5,15,0,5,0.5,0,1,0.5,0,0,4,0,0.5,0.1,0.01,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,4A,0,45,0,11,0,0.1,2,0,0,0,0.01,0.5,0,0,0,1,0,0,2,0.5,0.1,1,0,0,0,0.1,0.1,0,0,0,12,0,4,2,0,0.1,0.5,0,0,1,0.01,0.1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,4C,0,18,0,10,0,0.5,2,0,0,0,0.1,4,0,0,0,4,0,0.1,1,0,0,7,0,0,0,0.01,0.1,0,0,0.1,5,0,5,3,0,1,0.5,0,0,4,0,1,0.01,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,4E,0,20,0,7,0,0.1,1,0,0,0,0.1,0.5,0,0,0,0.5,0,0,0.1,0,0,0.5,0,0,0,0.1,0.1,0.1,0,0,4,0,1,0.5,0,0.5,1,0,0,0.5,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,4G,0,12,0,5,0.1,0.1,0.5,0,0,0,0,1,0,0,0,0.5,0,0,1,0,0,2,0,0,0,0.5,0.1,0.01,0,0,10,0,4,3,0,1,0.5,0,0,0.5,0,1,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,4I,0,10,0,4,0,0.1,0,0,0,0,0,0.5,0.1,0,0,0.5,0.1,0,2,0.1,0,5,0,0.01,0,0.5,0.1,0,0,0.01,20,0,4,3,0,0.5,0.1,0,0,2,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,6I,0,30,0,8,0,0,0.5,0,0,0.01,0.1,0.5,0,0,0,0.5,0,0,2,0,0.1,1,0,0,0,0.5,0.1,0,0,0.01,20,0,2,4,0,1,0.5,0,0,1,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,6G,0,25,0,6,0,0,1,0,0,0,0,0.5,0,0,0,0.5,0.1,0,0.5,0,0,4,0,0.1,0,0,0.1,0,0,0,8,0,3,4,0,0.5,0.1,0,0,1,0.1,0.1,0.1,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,6E,3,20,0,8,0,0,0,0,0,0,0.5,0.1,0,0,0,2,0,0,1,0,0,2,0,0,0,0.5,0.1,0.1,0,0,10,0.01,1,3,0,0.5,0.1,0,0,2,0,0.5,0.1,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,6C,0,25,0,4,0,0.1,0.5,0,0,0.1,0,0.5,0,0,0,0.1,0.1,0,0.1,0,0,4,0,0,0,0.1,0.1,0,0,0,4,0,0.5,2,0,0.5,0,0,0,3,0,0.5,0.01,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,6A,0,35,0,6,0,0.1,0,0,0,0,0.1,0.5,0,0,0,0.5,0.1,0,0.5,0.1,0,1,0,0,0,0.1,0.1,0,0,0,10,0,1,3,0,0.5,0.1,0,0,0.5,0,0.1,0.01,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,8A,0,10,0,8,0,0,2,0,0,0,0,4,0,0,0,1,0.01,0,2,0.5,0,3,0,1,0,0.5,0.1,0.1,0,0.1,4,0,4,2,0,0.5,0,0,0,3,0.1,0.5,0.5,0,0,0,0,0,0.1,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,8C,0,20,0,5,0,0.5,2,0,0,0,0.5,1,0,0,0,1,0,0,0.5,0.5,0,4,0,0,0,0,0.1,0,0,0,4,0,0.5,3,0,0.5,0.5,0,0,1,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,8E,0,25,0,6,0,0.1,0.5,0,0,0,0.1,0.5,0,0,0,2,0,0,2,0.1,0,3,0,0,0,0.1,0.1,0.1,0,0,5,0,3,3,0,2,0.1,0,0,0.1,0.1,0.5,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,8G,0,20,0,5,0.1,0,0.5,0,0.01,0,0,0.5,0,0,0,1,0,0,0.5,1,0,4,0,0.5,0,0.5,0.1,0.1,0,0,7,0,1,4,0,2,0.1,0,0,1,0.1,0.5,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,8I,0,15,0,9,0,0.1,0.5,0,0,0,0.1,3,0,0,0,1,0,0,0.1,0,0,1,0,0,0,0.5,0.1,0.1,0,0,8,0,3,3,0,1,0.1,0,0,1,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,4A.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,4C.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,4E.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,4G.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
9,1982,5,4I.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,0A,0,10,0,15,0,1,2,0,0,0,0.5,5,1,0.5,1,7,0.1,7,2,0,0.5,9,0,2,0,0.5,1,0,0,0.1,8,0.1,4,2,0,1,0,0,0,10,0,1,1,0,0,0,0.1,0,0,0.01,0,0,0,NA,NA,NA,NA,NA
8,1983,5,0C,0,13,0,17,0,1,1,0,0,0,0.5,1,0,0,0,6,0.01,6,2,1,0.5,12,0,1,0,0.1,0.5,0,0,0.1,6,0.5,3,3,0,1,0.1,0.01,0,6,0,1,0.5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,0E,0,12,0,9,0,2,4,0,0,0.1,0.5,4,0,0,0,11,0,10,3,0,0.1,9,0,2,0,0.1,0.5,0.1,0,0,3,0.5,10,4,0,2,0.5,0,0,9,0,0.5,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,0G,0,3,0,20,0,0,3,0,0,0,0.5,1,0,0,0,6,0.01,3,3,0,0,11,0,3,0,0.1,1,0.1,0,2,11,2,3,3,0,3,1,0.1,0,4,0,0.5,0.5,0,0,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,0I,3,15,0,3,0,0,0,0,0,0,2,3,0,0,0,7,0.1,9,4,0,0,12,0,2,0,1,0.1,0.1,0,0.5,4,3,6,4,0,3,0.1,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,2I,0,23,0,10,0,0,0,0,0,0,0.5,3,0,0,0,3,0,9,5,0,0,5,0,0.1,0,0.5,0.5,0,0.1,0.1,5,2,4,3,0,3,0.1,0,0,7,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,2G,0,18,2,7,0.5,0,5,0,0,0.01,0.1,2,0,0,0,4,0.5,6,2,0,0,4,0,0.5,0,0,0.1,0,0,0.1,4,1,2,4,0,1,0.1,0,0,3,0,1,0.1,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,2E,0.1,14,0,18,0,0.5,1,0,0,0,1,2,0,0,0.1,4,0,10,2,2,0,6,0,0.5,0,0.5,0.1,0,0.01,0,4,1,5,2,0,2,0.5,0,0,4,0,0.5,0.1,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,2C,0,10,0,10,1,0,5,0,0,0,1,2,0,0,0,8,0.01,8,3,2,0.5,5,0,1,0,0.1,0.1,0,0,0,4,1,6,4,0.1,0.5,0.1,0,0,5,0,1,0.5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,2A,0,30,0,23,0,0.5,3,0,0,0.1,0.1,2,0,0,0,3,0.01,4,2,0.5,0,5,0,0.5,0,0.1,0.1,0,0,0.1,15,0.1,5,1,0,1,0.5,0.1,0,4,0,0.5,0.01,0.1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,4A,0,30,0,15,0,0.5,1,0,0,0,0.5,1,0,0,0,1,0.01,5,2,0,0.5,2,0,0,0,0.1,0.1,0,0,0,12,0,3,2,0,1,0.1,0,0,2,0.01,0.5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,4C,0,15,0,17,0,0.5,2,0,0,0,0,2,0,0,0,4,0,4,1,0,0.5,6,0,0,0,0.1,0.01,0,0,0.1,6,0.5,3,4,0,0.5,0.5,0,0,2,0,1,0.01,0,0,0,0,0,0,0.01,0,0,0,NA,NA,NA,NA,NA
8,1983,5,4E,0,18,0,15,0,1,1,0,0,0.1,0.1,1,0,0,0,1,0,3,0.5,0,0,2,0,0,0.5,0,0.01,0,0,0,3,0.5,3,1,0,2,0.5,0,0,2,0,0.5,0,0,0,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,4G,0,11,0,17,0.1,0.5,0,0,0,0.1,0,2,0,0,0,3,0.1,10,3,0,0,6,0,0.5,0,0.1,0.1,0,0,0,8,0.5,5,2,0,3,0.5,0,0,4,0,0.1,0.1,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,4I,0,8,0,25,0,0.01,0,0,0,0,0.01,1,0.01,0,0,2,0.1,7,3,0.1,0.01,3,0,0.1,0,1,0.5,0,0,0.01,15,0.01,1,4,0,0.1,0.1,0,0,1,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,6I,0,18,0,22,0,0,0.1,0,0,0.01,0.5,0.5,0,0,0,1,0.01,6,2,0,0.1,0.5,0,0,0,0.1,0.5,0,0,0,15,0.5,2,4,0,2,0.1,0.01,0,2,0,0.5,0.01,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,6G,0,15,0,20,0,0,0.5,0,0,0,0.01,0.5,0,0,0,3,0.1,7,1,0.1,0,3,0,0.5,0,0.1,0.1,0.01,0.01,0,14,0.01,2,3,0,1,0.1,0.01,0,5,0.01,0.1,0.01,0,0,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,6E,0,7,0,25,0.5,0,0,0,0,0,0.5,0.01,0,0,0,2,0,9,3,0,0.5,1,0,0,0,0.5,0.5,0.1,0,0,8,0.1,2,5,0,0.1,0.01,0.01,0,4,0,0.5,0.1,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,6C,0,15,0,18,0,0,0.1,0,0,0.01,0,0.1,0,0.01,0,2,0.1,5,0.5,0,0.01,5,0,0,0,0.01,0.1,0,0,0,6,0.5,0.5,3,0,0.5,0.01,0,0,3,0,0.1,0.1,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,6A,0,20,0,30,0,0.1,0,0,0,0,0.5,0.1,0,0,0,1,0,2,1,0.01,0.1,1,0,0,0,0.01,0.1,0,0,0,12,0.1,2,5,0,0.5,0.1,0.1,0,1,0.5,0.5,0.01,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,8A,0,8,0,40,0,0.01,2,0,0,0.01,0,4,0,0,0,2,0.01,3,2,1,0,1,0,1,0,0.1,0.1,0.1,0,0.01,6,0.5,5,3,0,0.1,0.01,0.01,0,4,0.1,0.1,0.5,0,0,0,0,0.01,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,8C,0,12,0,20,0,0.1,3,0,0,0,0.5,1,0,0,0,2,0.01,5,1,0.1,0.1,1,0,0,0,0.1,0.1,0.01,0,0,3,0.1,0.5,4,0,0.5,0.01,0.01,0,1,0.1,1,0.01,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,8E,0,18,0,20,0,0.1,0.1,0,0,0,0.1,0.5,0,0,0,2,0,8,1,0.1,0.1,2,0,0,0,0.1,0.1,0.01,0,0,9,0.01,1,4,0,0.5,0.01,0,0,1,0.1,0.5,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,8G,0,15,0,5,0,0.1,2,0,0,0,0,1,0,0,0,5,0,10,1,3,0.01,1,0,0.5,0,0.1,0.01,0.1,0,0,8,0.5,1,5,0,1,0.01,0.01,0,2,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,8I,0,12,0,10,0,0.01,0.5,0,0,0,0.1,1,0,0,0,2,0.01,6,1,0.5,0,0.5,0,0,0,0.1,0.1,0,0,0,15,0.01,2,5,0,0.5,0.1,0,0,2,0.01,0.5,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,4A.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,4C.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,4E.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,4G.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
8,1983,5,4I.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,0A,0,7,0,6,0,0.5,0.1,0,0,0,0,2,0,0.1,0.1,2,0.1,6,0.5,0,0.1,4,0,2,0,0.1,0.5,0,0,0.1,7,2,1,1,0,0.5,0.5,0,0,3,0,0,1,0.1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,0C,0,5,0,8,0,0.1,1,0,0,0,0,1,0,0,0,6,0.5,4,0.5,0,0.1,6,0,0.5,0,0.1,0.5,0,0,0.1,4,2,1,0.5,0,0.1,0.1,0,0,4,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,0E,0,6,0,12,0,1,1,0,0.01,0,0,1,0,0,0,6,0.1,3,2,0,0.1,4,0,1,0,0.1,1,0,0,0.1,0.5,6,1,2,0,0.5,0.01,0,0,7,0,0.1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,0G,0,2,0,14,0,0,6,0,0,0,0.1,0,0,0,0,4,0,3,2,0,0,6,0,3,0,0.5,0.5,0,0,1,15,3,0,1,0,0.5,0.5,0,0,3,0,0.1,0.5,0.1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,0I,2,3,0,9,0,0,0,0,0,0,2,1,0,0,0,5,0.1,10,3,0,0,12,0,2,0,3,0.5,0,0,0.1,8,5,2,3,0,2,0.1,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,2I,0,7,0,8,0,0,0,0,0,0,0,2,0,0,0,2,0,11,0.5,0,0,5,0,0.1,0,0.1,0.1,0,0,0.1,8,3,0.5,4,0,1,0,0,0,6,0,0.5,0.5,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,2G,0,9,0,6,0.1,0.1,4,0,0,0,0,2,0,0,0,2,0.1,8,2,0,0,7,0,0.1,0,0.1,0.1,0,0,0.5,7,2,0.5,3,0,0.5,0.5,0,0,1,0,1,0.1,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,2E,0,6,0,13,0,0.1,1,0,0,0.01,1,2,0,0,0,5,0,12,0.5,0,0.01,6,0,0.1,0,0.1,0.5,0,0,0.1,5,4,2,2,0,1,0.5,0,0,3,0,0.5,0.1,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,2C,0,7,0,15,0.1,0.1,4,0,0,0.1,0.5,1,0,0,0,5,0.01,9,1,0,0,4,0,0.5,0.5,0,0.1,0,0,0.1,3,5,1,4,0,0.1,0.1,0,0,6,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,2A,0,10,0,15,0.01,0.5,2,0,0,0,0,0.5,0,0,0,4,0.1,4,0.5,0,0,3,0,0.1,0.1,0.01,0.1,0,0,0.5,20,3,1,1,0,0.5,0.5,0,0,5,0,0.5,0.1,0.01,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,4A,0,18,0,25,0,0.1,1,0,0,0,0.1,0.01,0,0,0,0.5,0.01,8,0.5,0,0.1,4,0,0,0.1,0.1,0.1,0,0,0,18,4,0.5,4,0,0.1,0.1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,4C,0,10,0,15,0,0.1,3,0,0,0,0,2,0,0,0,4,0,5,0.1,0,0.1,5,0,0,0,0,0.1,0,0,0.1,10,2,0.5,4,0,0.1,0,0,0,2,0.01,0.1,0.1,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,4E,0,25,0,12,0,1,3,0,0,0.1,0.01,2,0,0,0,1,0,5,0.1,0,0,2,0,0,1,0.1,0.1,0.01,0.1,0.01,5,0.1,2,2,0,1,2,0,0,0.5,0,1,0.01,0,0,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,4G,0,20,0,17,0.5,1,3,0,0,0.1,0.1,4,0,0,0,7,0.1,6,4,0,0,6,0,0,0,1,0.5,0,0,0,12,2,6,4,0,3,1,0,0,3,0,2,0.5,0.1,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,4I,0,13,0,17,0,0.5,0,0,0,0,0.5,1,0,0,0,5,0.1,9,3,0.5,0.1,10,0,0.5,0,1,1,0,0,0.1,25,2,5,5,0,2,0.5,0,0,5,0,2,0.1,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,6I,0,25,0,20,0,0,0,0,0,0.01,1,1,0,0,0,4,0.01,8,4,0,0,4,0,0,0,0.1,0.5,0,0,0.01,15,2,6,5,0.1,3,1,0,0,3,0,1,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,6G,0,23,0,14,0,0,2,0,0,0,0,2,0,0,0,7,0.1,10,1,0.01,0,10,0,1,0,0.5,1,0.01,0.1,0.1,15,1,9,3,0,2,0.1,0,0,6,0.1,0.5,0.5,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,6E,7,18,0,20,0.5,0,0,0,0,0,2,1,0,0,0,6,0.01,6,2,0.5,1,6,0,0,0,0.01,1,0.1,0,0,11,2,2,2,0,0.5,0.1,0,0,2,0,1,0.01,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,6C,0,14,0,15,0,0.1,1,0,0,0.1,0.01,2,0,0.01,0,4,0.1,5,1,0.01,0.01,10,0,0,0,0.1,0.1,0,0.1,0,6,2,3,3,0,1,0,0,0,4,0.5,1,0.01,0,0,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,6A,0,25,0,12,0,0.5,0,0,0,0,1,1,0,0,0,2,0.01,4,0.5,0.1,0.01,4,0,0,0,0.01,0.1,0,0,0.01,17,0.1,2,2,0,1,0.5,0.1,0,1,0.2,0.5,0.01,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,8A,0,19,0,11,0,0.5,4,0,0,0.01,0.5,10,0,0,0,10,0.01,7,2,2,0,11,0,1,0,0.5,1,0.1,0,0.5,15,2,8,4,0,3,0,0,0,7,5,1,0.5,0,0.5,0.01,0.01,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,8C,0,20,0,13,0,0.5,4,0,0,0,1,2,0,0,0,3,0.01,6,1,0.5,0.1,9,0,0,0,0.1,0.1,0.01,0.1,0,5,1,3,3,0,1,0,0,0,3,0.5,1,0.01,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,8E,0,15,0.01,15,0,0.1,0.5,0,0,0,0.5,2,0,0,0,5,0.01,6,2,0.5,0.1,4,0,0,0,0.1,0.1,0.1,0,0,10,0.5,3,3,0,0.1,0.5,0,0,2,1,0.5,0.1,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,8G,0,20,0,10,1,0.5,5,0,0,0,0.5,3,0,0,0.1,8,0,15,2,3,0.1,9,0,1,0,1,0.5,0.1,0,0.5,8,1,5,3,0,2,0,0,0,3,0.5,3,0.5,0,0,0.01,0,0.1,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,8I,0,20,0,18,0,0.5,2,0,0,0,0.5,3,0,0,0,5,0,11,1,0.1,0.1,6,0,0,0,0.1,0.5,0.1,0,0,10,1,5,4,0,2,0.5,0,0,3,0,2,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,4A.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,4C.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,4E.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,4G.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1983,5,4I.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1983,5,0A,0,10,0,10,0,1,1,0,0,0,0.1,3,0.1,0,0.5,5,0.01,0.1,0.5,0.01,0.01,3,0,0.5,0,0.1,0.5,0,0,0.01,9,2,3,1,0,0.1,0.1,0,0,4,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1983,5,0C,0,13,0,15,0.01,0.1,1,0,0,0,0.01,1,0,0,0,7,0.01,0.1,0.1,0.1,0,3,0,0.1,0,1,1,0,0,0.01,8,3,2,1,0,0.1,0.5,0.01,0,3,0,1,0.5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
