STAND 2, 3 AUG 1986, OBSERVERS:DAC (#4) ROWS:0,2,4,6,8, RAE (#2) ROW 4,  DATA ENTRY: 26 OCT 1994								  RAE  2 AUG 1986

QUAD  0A    0C	  0E	0G    0I    2I	  2G	2E    2C    2A	  4A	4C    4E    4G	  4I	6I    6G    6E	  6C	6A    8A    8C	  8E	8G    8I    4a	  4c	4e    4g    4i
ORAS   0.1   0.01  0.01  0.0   0.0   0.0   0.0	 0.01  0.0   0.1   0.1	 0.0   0.01  0.01  0.1	 0.1   0.1   0.01  0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.1   0.0	 0.0   0.0   0.01
ORPU   0.1   0.1   0.1	 0.1   0.01  0.01  0.01  0.1   0.01  0.01  0.1	 0.01  0.01  0.01  0.01  0.1   0.1   0.01  0.01  0.0   0.0   0.0   0.01  0.01  0.1   0.01  0.01  0.01  0.01  0.01
EQAR   0.01  0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
EQVA   0.01  0.01  0.0	 0.0   0.0   0.01  0.0	 0.0   0.0   0.01  0.01  0.01  0.0   0.0   0.0	 0.01  0.01  0.0   0.01  0.0   0.01  0.0   0.0	 0.01  0.01  0.0   0.0	 0.0   0.0   0.0
LYCO   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.1   0.0   0.0   0.0	 0.0   0.0   0.0   0.5	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0

QUAD  0A    0C	  0E	0G    0I    2I	  2G	2E    2C    2A	  4A	4C    4E    4G	  4I	6I    6G    6E	  6C	6A    8A    8C	  8E	8G    8I    4a	  4c	4e    4g    4i
temp  64    65	  62	64    62    60	  58	57    57    57	  60	60    58    60	  60	61    60    59	  59	59    58    58	  58	58    60     58   57	56    56    56
VAMY   1.0   1.0   0.0	 0.0   0.0   0.1   0.5	 0.5   0.5   0.5   0.5	 0.1   0.5   0.5   0.1	 1.0   1.0   1.0   0.5	 0.5   0.0   0.0   1.0	 3.0   4.0   2.0   0.1	 1.0   0.5   0.1
VAVI   3.0   0.0   4.0	 0.1   3.0  20.0  10.0	 6.0   6.0   2.0   0.1	 0.5   3.0   3.0   0.5	 0.5  10.0   2.0   0.1	 0.5   3.0   3.0   7.0	10.0   4.0   0.5   0.0	 5.0   2.0   1.0
MACA   1.0   0.1   2.0	 0.5   1.0   2.0   1.0	 1.0   0.5   1.0   0.0	 0.1   0.5   0.5   0.1	 4.0   0.5   1.0   2.0	 0.5   0.01  0.5   3.0	 1.0   4.0   0.0   0.5	 1.0   0.5   0.1
LAOC   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0
AGSU   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.1   0.0	 0.0   0.0   0.0

